SA2_MAINCODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
107041146,25,84,10,7,4,3,3,8,4,150,30,92,24,4,9,6,4,10,4,185,140,255,419,19,33,44,119,93,13,1130,57,26,182,12,7,10,31,39,5,367,3,12,29,3,3,0,6,15,0,66,14,139,7,35,9,13,8,4,0,229,20,139,5,11,9,3,4,0,0,193,164,152,27,25,64,58,18,23,5,541,33,101,4,96,26,13,12,21,3,299,11,51,14,8,3,7,5,3,0,108,15,0,50,6,5,4,9,3,0,97,0,0,0,0,0,0,0,0,0,0,11,8,16,3,4,3,4,4,0,45,8,9,13,4,0,4,7,6,12,62,527,1055,793,235,182,163,232,239,46,3477,13,63,11,9,11,4,0,6,3,117,10,25,0,5,8,3,0,0,0,59,7,23,7,3,23,12,0,10,0,92,0,9,3,3,3,0,0,0,0,25,0,13,4,5,3,3,0,0,0,33
107041147,13,30,4,3,4,3,0,3,0,58,14,27,3,5,0,0,0,0,0,53,80,74,288,28,28,21,68,33,7,631,52,16,173,7,7,0,21,31,0,313,8,9,26,0,6,0,7,4,0,60,4,41,4,17,0,0,0,3,0,68,4,56,3,5,3,0,0,6,0,77,73,64,4,10,32,20,7,3,3,221,23,38,6,42,10,3,0,6,4,128,15,39,11,3,0,5,0,8,0,83,7,3,12,6,0,0,6,6,0,38,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,6,0,0,24,0,6,17,3,0,3,4,0,4,38,296,414,558,124,95,66,133,99,19,1797,9,25,0,3,7,3,0,0,0,50,0,7,0,3,8,0,0,0,0,15,0,8,3,0,4,3,0,0,0,23,3,10,0,0,0,5,0,0,0,17,8,3,9,0,3,4,0,0,0,25
107041148,19,77,4,0,0,0,0,3,0,108,23,35,3,0,4,0,0,0,0,64,101,111,216,23,24,15,37,33,3,561,54,34,148,8,7,5,21,18,0,288,12,13,41,0,3,0,12,12,3,93,13,127,3,22,0,3,0,3,0,171,16,106,3,10,0,0,0,0,0,142,138,91,10,17,31,23,10,3,4,322,38,107,5,38,16,6,0,7,4,217,14,80,16,3,3,4,3,3,0,140,9,4,10,8,0,0,7,3,0,39,0,0,0,0,0,0,0,0,0,3,6,11,0,3,4,0,3,3,0,31,3,8,8,0,0,3,0,4,5,44,448,808,470,144,90,65,89,93,30,2232,17,47,9,9,11,4,0,0,0,94,3,12,3,0,6,0,0,0,0,19,5,8,5,5,3,3,0,0,0,28,6,19,3,3,4,3,0,0,0,40,3,5,3,3,8,0,0,0,0,33
107041150,17,52,9,13,4,3,0,4,3,110,17,63,14,0,4,3,0,4,0,110,175,169,502,45,28,30,129,61,20,1156,83,17,260,9,7,6,48,45,4,472,8,12,38,3,5,4,9,11,0,92,24,126,7,45,10,3,3,7,0,226,21,133,8,14,5,3,8,3,3,208,165,115,24,19,66,42,18,15,3,467,33,99,13,113,7,14,12,10,5,298,21,51,12,9,3,3,3,4,0,110,8,0,37,7,6,3,8,3,0,81,0,0,3,0,0,0,0,0,0,3,9,14,5,4,3,0,6,8,0,47,8,8,16,4,3,5,8,3,12,78,593,870,939,288,161,114,258,176,57,3446,10,46,9,11,15,0,0,0,0,89,6,19,3,3,10,3,0,0,0,39,3,18,10,3,4,7,3,3,0,54,4,18,10,0,4,0,0,0,0,36,4,13,3,6,9,3,0,3,0,35
107041548,14,61,9,11,3,3,3,9,3,126,17,80,16,3,7,9,0,8,0,139,86,199,233,14,20,22,54,41,8,684,38,4,89,5,0,5,8,23,3,170,3,11,23,0,0,0,4,7,0,48,4,176,5,32,6,3,0,3,0,227,14,97,4,8,0,0,0,3,0,140,113,135,18,28,52,52,12,13,6,433,33,99,8,53,12,4,7,11,3,236,8,42,12,10,14,15,6,8,0,110,14,0,50,9,8,8,7,3,0,101,0,3,0,0,0,0,0,0,0,4,0,10,3,3,0,3,4,3,0,23,4,8,8,4,7,0,3,10,6,47,355,921,478,190,132,126,115,141,42,2487,11,50,7,10,9,5,0,3,0,101,11,10,7,0,5,0,0,3,0,32,8,21,3,0,5,3,3,3,0,52,0,5,0,0,0,0,0,0,0,8,0,5,0,0,8,0,0,3,0,18
107041549,10,60,15,3,6,7,9,4,0,115,19,106,26,12,10,16,0,13,0,203,91,181,270,22,26,34,78,76,15,795,32,12,128,4,7,7,18,34,3,243,3,9,17,0,3,0,7,11,0,42,8,166,6,23,6,0,0,6,0,220,17,94,10,11,4,0,0,5,0,143,107,117,15,23,56,37,15,15,10,413,24,65,5,63,19,11,13,10,4,210,9,40,8,9,8,8,4,7,0,96,14,0,41,13,3,4,8,10,0,94,0,0,3,0,0,0,0,0,0,3,5,5,3,3,0,0,3,0,0,28,7,3,12,5,0,3,6,9,15,63,342,866,563,189,150,139,155,213,51,2670,10,38,3,11,16,8,0,0,0,95,7,25,3,0,10,3,0,0,0,47,9,27,5,4,6,3,3,14,0,72,0,8,7,0,3,0,0,0,0,22,0,6,0,0,4,0,0,3,0,10
108011151,3,4,0,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,3,12,36,16,121,4,10,4,40,25,3,255,20,0,33,0,4,0,16,15,0,82,14,4,10,0,0,3,6,8,0,49,4,6,0,6,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,16,18,3,6,3,3,3,4,4,0,49,3,10,3,6,4,0,3,0,0,30,0,0,3,0,0,0,0,0,0,7,3,0,19,0,0,0,4,7,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,3,0,0,0,5,6,3,28,106,64,191,24,23,19,86,65,13,587,6,6,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,6,6,0,3,0,6,4,0,0,0,11
108011152,3,11,0,0,3,0,0,0,0,18,0,5,7,0,0,3,0,0,0,16,42,25,146,11,9,21,32,43,7,343,66,6,137,0,0,9,7,35,0,273,4,6,23,0,7,7,3,15,0,73,9,78,3,20,0,0,3,3,3,118,9,50,8,3,0,3,3,0,0,86,52,43,4,12,20,22,5,13,3,173,10,37,9,29,11,7,6,10,3,111,3,6,0,0,0,4,0,3,0,17,11,3,67,7,0,10,6,16,0,134,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,4,4,10,3,0,13,8,21,14,72,228,280,418,93,47,98,82,159,30,1438,4,11,3,4,0,0,0,0,0,17,3,6,0,4,7,0,0,3,0,20,0,0,3,0,4,0,0,4,0,15,0,3,0,0,0,0,0,0,0,6,3,8,0,3,3,0,0,0,0,19
108011153,3,3,0,0,0,0,0,0,0,15,0,3,3,0,0,0,0,3,0,10,28,14,82,9,11,12,27,38,4,222,39,6,117,9,0,6,6,20,0,208,12,0,18,3,3,3,3,15,0,51,0,18,0,10,0,0,0,0,0,36,4,12,0,0,0,0,0,0,0,22,19,11,3,3,0,15,5,0,4,62,5,8,4,18,0,3,0,0,4,42,0,4,3,0,0,0,0,0,0,11,5,0,11,0,0,5,7,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,0,0,12,3,3,35,129,93,250,57,22,45,53,79,17,742,0,7,3,0,4,0,0,0,0,14,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,0,13
108011154,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,14,14,9,56,7,3,5,14,23,4,139,14,5,45,0,0,3,4,16,3,82,0,0,10,0,0,0,0,7,0,20,0,11,0,5,0,3,0,0,0,21,3,18,0,3,0,0,0,0,0,30,21,3,0,0,7,7,6,4,0,52,3,11,0,13,0,0,0,3,0,34,0,0,5,0,0,3,0,3,0,9,3,0,19,6,0,3,4,3,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,4,5,3,26,69,67,146,36,18,34,40,69,18,488,0,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9
108021155,0,3,0,0,0,0,0,0,0,8,6,10,7,3,0,7,0,6,0,32,40,14,186,24,18,20,62,62,9,428,36,5,105,8,6,9,14,30,5,208,11,3,19,5,7,7,12,17,3,72,8,52,3,19,3,0,0,3,0,83,10,39,0,13,0,0,0,5,0,64,28,23,3,13,11,29,5,14,0,134,3,22,0,49,5,3,4,8,0,98,0,0,3,0,0,0,3,3,0,15,6,3,41,4,0,10,13,10,0,97,0,0,0,0,0,3,0,3,0,5,0,0,3,0,3,0,10,0,0,20,4,3,14,17,0,3,8,23,13,87,154,170,383,153,56,84,130,180,33,1337,0,4,5,0,0,0,0,0,0,9,0,0,3,0,5,0,0,3,0,11,0,3,3,0,3,0,3,3,0,20,0,3,0,0,3,0,0,0,0,8,0,3,3,4,7,0,0,4,0,16
108021156,0,9,4,0,0,0,0,3,0,18,3,3,6,0,3,3,3,0,0,21,56,23,134,16,11,3,40,47,14,344,49,4,95,11,0,8,17,22,5,219,19,7,22,4,3,0,9,21,0,86,4,33,0,14,0,3,0,0,0,46,17,42,6,3,0,0,0,0,0,62,29,8,0,8,8,7,5,0,0,69,9,16,3,28,0,3,0,10,0,64,3,3,4,3,0,0,0,0,0,15,12,0,23,0,0,3,3,12,0,57,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,4,0,0,14,9,0,24,7,3,3,12,10,13,77,216,152,317,84,34,35,94,127,36,1094,0,7,5,0,0,0,0,0,0,22,0,0,0,0,4,0,0,0,0,13,0,0,3,4,3,3,0,3,0,16,0,0,0,0,0,4,0,0,0,10,5,8,9,7,5,4,0,3,0,41
108021157,0,0,4,3,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,12,19,15,83,0,7,3,23,24,4,170,19,8,38,5,0,8,3,15,3,104,0,0,10,3,0,0,9,7,0,27,7,20,0,4,0,0,0,0,0,26,8,21,0,0,0,0,0,0,0,34,10,4,3,7,6,7,3,7,0,52,4,16,3,15,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,3,0,0,15,3,0,4,6,4,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,0,0,3,0,0,3,3,15,5,24,61,89,158,43,18,28,44,82,12,537,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,4,0,13
108021158,0,3,3,0,0,0,0,0,0,10,0,0,0,0,3,0,0,3,0,10,11,17,70,3,9,5,17,24,8,162,16,3,60,3,0,4,11,12,0,101,4,3,6,4,0,0,8,4,0,27,0,12,0,6,0,0,0,0,0,23,7,23,0,3,0,0,0,0,0,37,17,7,5,4,8,8,0,3,3,53,0,13,3,13,4,0,0,3,0,41,0,0,0,0,0,0,0,0,0,7,3,0,15,4,0,3,0,3,0,31,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,9,3,3,4,4,0,0,4,13,6,42,60,92,171,45,24,22,42,78,21,559,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6
108021159,3,5,0,3,0,0,0,0,0,12,4,5,0,3,3,0,0,0,0,14,54,18,137,13,11,9,37,36,0,308,27,3,69,5,0,0,17,26,4,144,17,8,25,0,4,3,4,13,0,78,3,38,0,15,0,4,0,3,0,62,8,38,0,3,0,0,0,0,0,55,19,5,3,6,5,4,3,0,0,53,5,22,0,33,4,3,0,3,0,71,0,7,0,0,0,0,3,0,0,11,3,0,16,5,0,7,6,12,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,9,3,10,0,0,0,7,15,0,43,152,158,267,87,26,24,80,103,10,909,4,4,0,3,0,0,0,0,0,17,0,3,0,0,3,3,0,0,0,5,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,0,0,0,4,7,9,0,3,10,3,0,0,0,28
108021160,4,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,12,8,57,8,7,0,19,28,6,148,21,0,72,7,0,0,7,16,0,125,6,0,3,0,0,0,3,3,0,24,0,18,0,5,0,0,0,0,0,28,0,21,0,0,0,0,0,0,0,26,18,3,4,4,4,6,0,3,0,42,0,7,3,22,0,0,0,0,0,38,0,0,5,0,0,0,0,0,0,8,3,0,14,8,0,3,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,4,0,3,0,3,3,21,68,71,163,57,19,26,42,66,9,518,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
108031161,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,6,3,0,0,0,7,0,26,0,0,7,0,0,0,0,4,0,9,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,13,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,21,6,29,5,5,6,3,21,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
108041162,6,13,5,3,0,0,0,0,0,28,9,10,8,0,3,6,0,0,0,29,69,53,258,25,12,27,62,89,8,615,58,12,178,8,5,3,32,58,0,351,12,9,39,10,4,0,10,31,0,110,4,48,5,21,0,3,0,3,0,85,14,87,0,7,0,3,6,0,0,120,45,34,12,13,23,30,11,12,4,176,11,35,6,38,9,6,7,3,0,109,0,13,8,3,0,0,3,0,0,26,12,3,48,6,3,4,10,24,0,112,0,0,0,0,0,3,0,0,0,3,7,0,3,0,3,0,3,0,0,19,6,3,16,0,3,3,10,12,9,65,256,324,584,138,65,90,154,230,28,1861,0,15,8,0,3,0,0,0,0,27,0,5,5,0,3,3,0,0,0,19,3,3,0,3,5,3,3,3,0,17,0,3,0,0,6,0,0,0,0,10,0,0,6,0,0,3,0,5,0,16
108041163,8,46,7,7,6,4,0,4,0,69,9,36,22,4,10,8,0,7,0,100,135,189,423,46,38,47,72,87,7,1050,104,19,347,9,18,12,25,54,5,599,21,23,51,4,9,9,6,16,0,145,17,279,8,51,0,4,7,6,0,372,29,221,11,21,0,3,5,4,0,294,164,177,30,38,85,90,25,33,12,643,20,104,16,111,17,20,12,11,3,313,3,22,14,5,8,7,3,3,0,67,34,4,102,15,4,10,8,22,0,207,0,0,0,0,0,0,0,0,0,3,7,11,13,5,3,4,0,3,0,53,10,7,24,6,5,11,9,11,13,103,570,1131,1067,317,203,243,179,271,50,4025,13,41,7,4,12,3,0,5,0,89,5,0,0,3,15,0,0,0,3,26,3,14,8,0,11,6,0,11,0,53,3,17,10,3,4,0,0,0,0,39,3,11,12,4,5,0,0,3,0,42
108041164,5,7,3,3,0,4,0,0,0,25,11,15,15,0,8,4,5,10,0,62,79,73,221,19,15,26,53,58,8,546,52,13,164,3,4,14,17,26,3,296,4,10,14,4,4,4,8,10,0,59,10,85,5,25,3,0,5,9,0,146,14,53,7,5,0,0,0,3,0,85,83,70,16,14,44,48,8,19,4,309,14,49,9,61,9,11,8,6,0,167,7,7,6,3,0,7,0,0,6,37,17,7,69,6,3,4,3,22,0,133,0,0,0,0,0,0,3,0,0,3,0,4,0,3,0,3,4,0,0,17,6,0,15,4,5,6,3,11,14,65,307,391,540,155,101,125,123,169,37,1942,3,16,4,0,3,7,0,0,0,33,4,4,0,3,5,0,0,0,0,20,0,8,7,3,7,3,0,8,0,40,0,4,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,3,0,18
108041165,10,3,0,0,0,3,0,0,0,17,3,3,0,0,0,0,0,0,0,8,45,22,118,7,3,9,34,23,4,267,25,3,84,3,3,5,14,13,0,148,29,7,12,4,0,0,4,16,0,80,3,21,3,3,0,0,0,0,0,36,3,27,0,4,0,0,0,3,0,38,24,17,4,0,4,6,5,6,3,71,10,8,6,21,0,4,3,0,0,48,4,4,0,0,0,0,0,3,0,18,7,0,13,0,0,0,5,5,0,28,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,7,6,0,7,0,0,3,7,3,3,29,166,118,250,42,18,31,81,80,17,807,0,4,0,0,0,0,0,0,0,13,0,3,0,0,6,0,0,0,0,9,3,0,0,0,3,0,0,3,0,11,3,4,0,0,0,0,0,0,0,8,4,3,6,4,3,0,0,0,0,20
108041166,4,10,4,0,3,0,0,0,0,19,11,4,3,0,0,3,0,3,0,25,38,22,240,9,22,26,69,51,9,479,39,5,111,0,4,8,25,30,3,224,12,10,31,0,3,3,8,13,3,82,6,58,9,20,0,0,0,5,0,97,9,43,0,5,0,0,0,0,0,59,43,29,13,6,21,15,16,3,0,154,11,13,3,30,0,3,5,4,0,70,0,3,3,3,0,0,0,3,0,9,3,0,33,12,0,9,3,13,3,79,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,8,8,0,14,6,8,4,11,13,8,75,197,200,460,89,69,74,153,137,28,1402,3,9,0,0,3,0,0,0,0,22,6,0,0,0,9,0,0,0,0,20,7,3,6,3,3,0,0,0,0,18,0,0,3,0,5,0,0,0,0,8,3,3,7,4,0,11,0,5,0,27
108051167,6,3,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,4,35,5,97,4,3,7,49,24,3,233,20,3,31,4,0,0,7,4,4,69,26,4,10,0,3,0,7,5,0,53,7,16,0,3,0,0,0,4,0,34,5,19,0,0,0,0,0,3,0,32,16,4,7,3,4,9,0,8,0,56,11,13,0,6,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,4,4,0,14,0,0,0,3,3,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,11,6,0,29,131,72,169,30,13,23,84,69,8,591,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,4,3,0,0,0,0,0,0,6,4,3,0,3,3,0,0,3,0,17
108051168,0,8,8,3,3,3,0,3,0,23,3,7,4,0,0,0,0,3,0,16,45,40,160,17,16,20,47,46,3,404,56,6,135,7,3,6,8,25,0,243,13,14,14,8,6,3,3,11,0,73,6,76,6,9,0,0,0,6,0,101,16,83,3,4,4,0,0,0,0,113,40,37,11,10,9,29,6,9,0,146,12,24,4,40,9,5,3,7,0,103,0,7,3,0,0,3,0,3,0,17,11,0,22,6,0,3,4,8,0,54,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,3,4,0,15,6,9,11,0,3,7,3,9,0,58,211,308,377,100,53,84,81,130,13,1367,3,9,0,3,0,0,0,0,0,20,0,4,0,0,3,0,0,0,0,9,0,0,7,0,3,0,3,3,0,18,0,0,0,0,3,0,0,0,0,7,4,5,3,0,0,7,0,3,0,20
108051169,3,11,3,0,3,0,0,0,0,22,3,6,6,3,0,13,3,11,0,53,62,34,283,20,27,39,98,85,7,649,45,3,132,4,7,7,15,37,4,261,12,8,21,3,3,4,4,21,0,78,9,117,6,42,0,3,3,5,0,178,9,66,3,4,3,3,7,5,0,92,62,34,18,11,22,51,18,16,0,239,11,53,6,43,3,12,3,10,0,135,3,11,11,0,0,3,3,0,0,33,15,6,64,11,6,5,11,23,0,139,0,0,3,0,0,0,0,0,0,7,3,3,3,0,0,3,3,5,0,24,7,3,13,12,3,7,18,14,12,93,252,351,568,149,76,150,182,236,23,2001,0,3,5,3,0,0,0,0,0,26,0,0,3,0,3,0,0,5,0,11,6,0,0,0,4,3,5,7,0,30,0,5,0,0,0,0,0,0,0,3,4,5,5,0,3,5,0,3,0,29
108051170,8,3,3,0,0,0,0,3,0,14,6,7,10,0,0,3,0,0,0,22,75,26,202,18,18,16,56,59,8,479,51,3,106,3,3,9,12,26,6,223,39,9,21,5,0,4,16,35,0,139,3,33,0,11,0,0,0,0,0,52,13,44,0,0,0,0,3,3,0,70,36,23,6,0,9,15,7,8,0,106,10,34,0,25,3,3,0,9,0,85,4,9,5,0,3,0,0,0,0,21,5,0,38,0,0,7,11,12,0,71,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,3,3,0,15,5,4,13,7,0,3,14,13,3,69,264,198,412,75,49,64,121,172,25,1364,3,4,4,4,3,3,0,0,0,26,3,3,0,0,3,0,0,0,0,10,0,0,0,4,3,3,3,3,0,14,0,4,0,0,0,0,0,0,0,5,19,10,3,13,6,5,0,9,0,59
