SA2_MAINCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
102011031,0,15,0,77,0,0,3,3,0,4,0,0,0,17,62,93,0,0,0,0,0,0,0,0,0,25,9,38,170,58,8,153,12,101,12,102,17,793,88,1515
102011032,0,9,3,68,3,0,0,3,0,3,0,0,0,10,96,116,0,0,0,0,0,0,0,0,0,15,10,28,432,84,14,298,25,190,12,121,4,580,113,1878
102011033,0,0,0,20,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,0,0,4,0,11,130,18,5,59,10,75,3,29,8,111,27,469
102011034,0,3,0,18,0,0,0,0,0,0,0,3,0,6,30,42,0,0,0,0,0,0,0,0,0,10,12,25,90,26,5,70,8,49,9,44,3,434,50,792
102011035,0,4,0,25,4,0,0,3,0,4,0,0,0,3,20,27,0,0,0,0,0,3,0,0,0,3,5,11,133,29,3,95,4,69,11,48,9,202,28,625
102011036,0,4,0,23,0,0,0,0,0,0,0,0,0,5,27,37,0,0,0,0,0,0,0,0,0,3,0,7,149,23,5,101,4,62,7,45,9,254,35,682
102011037,0,3,0,42,3,0,0,0,0,3,0,0,0,4,28,45,0,0,0,0,0,0,0,0,0,8,3,14,125,28,3,85,3,73,6,57,7,260,38,697
102011038,0,5,0,28,3,0,0,0,0,0,0,0,0,10,36,52,0,0,0,0,0,0,0,0,0,3,0,9,100,39,3,86,4,57,4,67,4,384,39,788
102011039,0,12,0,113,3,0,0,0,0,3,0,3,0,9,75,96,0,0,3,0,0,0,0,0,0,17,0,20,257,67,15,175,20,133,10,117,15,592,83,1474
102011040,0,7,0,88,3,0,0,4,0,9,0,4,0,25,132,182,0,0,0,0,0,0,0,0,0,28,19,50,363,88,13,249,21,216,11,196,20,1252,162,2598
102011041,0,11,0,55,0,0,0,0,0,0,0,5,0,11,55,72,0,0,0,0,0,0,0,0,0,9,3,20,150,49,8,132,7,75,4,76,6,425,69,999
102011042,0,5,0,64,5,0,3,0,0,3,0,0,0,17,62,89,0,0,3,5,0,0,0,0,0,23,25,54,218,63,6,148,16,135,6,101,12,691,99,1485
102011043,0,3,0,23,4,0,0,0,0,3,0,0,0,4,56,73,0,0,0,0,0,0,0,0,3,12,8,20,176,40,3,118,25,89,3,74,10,456,67,1071
102021044,0,4,0,56,7,0,0,6,0,6,0,4,0,22,81,132,0,0,0,0,0,0,0,0,0,26,22,51,349,64,13,256,25,172,14,136,25,900,114,2072
102021045,0,0,0,16,3,0,0,0,0,3,0,0,0,12,27,45,0,0,0,0,0,0,0,0,0,4,9,18,171,29,9,139,8,96,8,61,16,359,45,926
102021046,0,3,0,19,3,0,0,0,0,3,0,0,0,17,48,69,3,0,0,0,0,0,0,0,0,17,9,32,138,32,3,113,11,99,11,73,20,563,71,1129
102021047,0,10,0,47,4,3,0,0,0,3,0,0,0,12,60,89,3,0,0,0,0,0,0,0,0,10,10,29,294,60,11,173,18,170,14,101,19,572,72,1498
102021048,0,7,0,33,3,0,0,3,0,4,0,3,0,18,90,126,7,0,3,0,0,0,0,0,3,41,23,74,315,62,10,241,10,201,12,129,28,953,125,2081
102021049,0,4,0,44,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,5,0,3,54,27,4,64,4,41,5,23,3,97,17,347
102021050,0,3,0,14,4,0,0,0,0,3,0,3,0,18,53,81,0,0,0,3,0,0,0,0,0,23,23,49,138,42,10,122,8,116,8,82,8,843,93,1459
102021051,0,3,0,24,0,0,0,0,0,0,0,3,0,8,19,32,0,0,0,0,0,0,0,0,0,3,0,7,110,28,5,69,8,52,4,26,13,143,19,484
102021052,0,3,0,8,0,0,0,0,0,0,0,0,0,8,34,44,0,0,0,0,0,0,0,0,0,10,12,21,82,25,0,67,5,62,0,61,8,363,48,725
102021053,0,9,0,36,0,3,0,5,0,0,0,0,0,17,68,99,3,0,0,0,0,0,0,0,0,37,10,49,219,77,11,180,16,128,6,133,9,738,102,1618
102021054,0,8,0,22,0,0,0,0,0,0,0,0,0,14,44,55,3,3,0,0,0,0,0,0,0,18,16,35,150,42,7,100,9,64,4,71,7,564,66,1082
102021055,0,4,0,14,0,0,0,0,0,3,0,0,0,7,27,38,0,0,0,0,0,0,0,0,0,4,3,11,109,16,3,52,8,46,3,32,3,170,34,477
102021056,0,0,0,29,5,0,0,0,0,4,0,0,0,12,57,74,0,0,0,0,0,0,0,0,0,13,7,23,248,30,11,145,23,112,3,70,3,529,79,1237
102021057,0,3,0,13,3,0,0,0,0,3,0,0,0,7,27,46,0,0,3,0,0,0,0,0,0,10,6,19,128,27,5,75,7,73,3,57,11,329,47,762
103011058,0,7,0,85,8,0,0,0,0,3,0,3,0,17,87,121,3,0,0,0,0,0,0,0,0,17,12,43,483,75,21,353,25,202,14,161,30,698,118,2175
103011059,0,3,0,33,3,0,0,0,0,3,0,0,0,10,46,70,0,0,0,0,0,4,0,0,0,17,4,30,225,30,13,119,11,81,4,64,14,379,60,998
103011060,0,3,0,30,0,0,0,0,0,0,0,0,0,9,35,42,0,0,0,0,0,0,0,0,0,7,6,13,168,40,11,109,6,84,3,66,6,225,41,761
103011061,0,3,0,17,0,0,0,0,0,8,0,0,0,0,24,37,3,0,0,0,0,0,0,0,0,3,5,13,118,23,11,82,11,68,3,38,3,179,33,564
103021062,0,0,0,23,0,0,0,0,0,0,0,0,0,9,33,53,8,0,0,0,0,4,0,0,0,12,10,26,176,31,14,108,19,55,5,37,10,218,51,708
103021063,0,3,0,19,0,0,0,0,3,8,0,3,0,19,45,71,0,3,0,3,0,0,0,0,0,14,12,33,148,52,7,121,7,102,9,96,11,441,59,1052
103021064,0,0,0,14,0,0,0,0,0,5,0,0,0,10,29,46,0,0,0,3,0,0,0,0,0,6,7,22,117,29,3,107,9,65,10,39,15,261,40,688
103021065,0,8,0,32,3,0,0,0,0,9,0,3,0,16,43,75,3,0,0,3,0,0,0,0,0,20,10,40,234,40,9,165,12,106,4,81,12,439,59,1157
103021066,0,0,0,19,0,0,0,0,0,0,0,0,0,6,18,25,0,0,0,0,0,0,0,0,0,9,8,18,102,19,3,69,5,36,0,32,5,201,25,500
103021067,0,3,0,44,3,0,0,0,0,3,0,6,0,16,73,99,0,0,0,0,0,3,0,0,3,8,11,29,198,46,5,147,17,105,5,77,18,374,84,1068
103021068,0,0,0,6,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,5,7,13,90,19,3,48,11,23,4,31,3,127,19,376
103021069,0,0,0,31,0,0,0,0,0,3,0,0,3,3,28,47,3,0,0,0,0,3,0,0,0,10,9,25,148,30,8,114,10,63,11,46,7,209,43,684
103031070,0,0,0,30,0,0,0,0,0,3,0,3,3,21,45,77,0,0,4,0,0,0,0,0,0,21,8,36,175,35,6,122,12,124,8,88,14,601,67,1258
103031071,0,3,0,43,0,0,0,3,0,0,0,0,0,14,47,67,0,3,0,0,0,0,0,0,0,18,4,26,145,43,4,127,10,95,12,67,10,357,62,939
103031072,0,8,0,78,3,0,0,4,0,4,0,0,0,6,49,68,0,0,0,0,0,0,0,0,0,12,7,20,244,56,10,200,18,97,5,68,8,360,65,1128
103031073,0,3,0,11,0,0,0,0,3,0,0,0,0,4,16,23,0,0,0,0,0,0,0,0,0,6,5,13,59,23,3,40,7,37,3,20,3,189,21,411
103031074,0,4,0,41,0,0,0,3,0,5,0,7,0,14,54,89,5,0,3,3,0,3,0,4,0,20,14,52,186,80,19,183,14,130,8,86,11,424,78,1214
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,3,0,29,0,0,0,3,0,3,0,3,0,4,44,57,0,0,0,0,0,0,0,0,0,8,7,16,168,46,12,132,12,78,8,57,10,232,57,802
103041077,0,5,0,79,6,0,0,4,0,0,0,4,0,14,75,112,0,0,0,0,0,0,0,0,3,19,11,44,339,56,17,237,17,189,8,141,29,704,105,1847
103041078,0,3,0,112,3,7,0,3,0,8,0,0,0,11,87,115,5,0,0,3,0,0,0,0,0,15,5,36,468,80,11,280,30,171,12,116,22,564,99,1848
103041079,0,11,0,79,6,3,0,3,0,3,0,8,3,7,63,95,7,0,0,3,0,0,0,0,0,10,14,31,281,67,22,216,22,128,13,88,17,358,80,1296
104011080,0,8,0,34,4,0,0,3,3,0,0,3,0,28,67,106,0,0,0,0,0,0,0,0,0,27,13,48,239,70,15,245,18,166,10,155,13,887,100,1919
104011081,0,3,0,27,4,4,0,0,0,4,0,0,4,22,97,138,0,0,0,0,0,3,0,0,0,23,15,36,228,120,19,233,25,169,21,150,30,917,128,2036
104011082,0,11,0,43,3,0,0,4,0,0,0,3,0,37,112,167,3,3,0,0,0,0,0,0,0,31,13,60,189,119,17,215,21,124,12,194,34,1489,149,2562
104021083,0,0,0,20,3,0,0,0,0,0,0,0,0,4,33,41,0,0,0,0,0,3,0,0,0,4,0,13,80,61,3,71,3,50,9,75,7,230,38,628
104021084,0,4,0,55,3,0,0,3,0,3,0,0,0,19,78,107,0,0,0,0,0,4,0,0,0,18,11,33,293,94,11,213,20,145,14,121,19,808,105,1848
104021085,0,3,0,31,0,0,0,0,0,0,0,0,0,7,47,63,0,0,0,0,0,0,0,0,0,8,9,20,160,50,8,129,13,79,9,75,3,471,59,1049
104021086,0,4,0,14,0,0,0,0,0,3,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,4,3,10,64,22,3,66,3,40,6,49,8,144,24,429
104021087,0,0,0,4,0,0,0,3,0,0,0,0,0,8,26,40,3,0,0,0,0,0,0,0,0,3,4,13,42,36,8,64,3,36,9,36,3,133,32,404
104021088,0,10,0,60,4,0,0,8,0,0,0,0,0,4,63,83,3,0,0,0,0,0,0,0,0,8,3,19,172,62,4,169,6,79,11,91,13,428,71,1108
104021089,0,0,0,33,3,0,0,4,0,3,0,3,3,14,104,137,0,3,0,3,0,3,0,0,0,20,14,38,273,104,14,274,17,157,12,180,19,1017,136,2208
104021090,0,0,0,13,0,0,0,0,0,3,0,0,0,6,27,43,0,3,0,0,0,0,0,0,0,7,0,10,57,40,7,72,6,51,4,60,10,306,37,653
104021091,0,0,0,18,3,3,0,0,0,0,0,0,0,13,70,93,0,0,0,0,0,0,0,3,0,14,12,32,175,78,10,164,11,115,17,131,13,730,94,1529
105011092,0,0,0,8,0,0,0,0,0,0,0,0,0,3,18,33,3,0,0,0,0,0,0,0,0,0,4,18,95,12,9,46,7,31,0,12,0,73,27,310
105011093,0,0,0,31,0,0,0,0,0,3,0,0,0,3,24,38,0,0,0,0,0,0,0,0,0,8,6,20,139,8,7,68,5,62,0,21,3,113,32,469
105011094,0,0,0,9,0,0,0,0,0,3,0,0,0,3,15,22,0,0,0,0,0,0,0,0,0,6,4,14,113,15,6,56,7,32,5,24,3,105,32,400
105011095,0,3,0,25,3,0,0,3,0,0,0,4,0,7,27,43,4,0,0,0,0,0,0,0,0,5,3,20,148,20,8,69,9,52,3,31,6,160,34,534
105011096,0,3,0,21,0,0,0,0,0,0,0,3,0,0,26,39,7,0,0,0,0,0,0,3,0,4,6,25,162,41,3,63,10,46,3,40,5,171,43,590
105021097,0,3,0,53,8,0,0,0,0,4,0,0,0,24,95,132,0,0,3,0,0,0,0,0,0,41,19,76,331,59,16,204,26,180,18,126,36,781,143,1921
105021098,0,0,0,3,0,0,0,3,0,0,0,0,0,0,17,20,3,0,0,0,0,0,0,0,0,4,3,15,62,7,5,18,3,28,0,6,0,47,23,188
105031099,0,6,0,29,5,0,3,0,0,0,0,3,0,12,55,77,3,0,0,3,0,3,0,0,0,10,12,35,192,48,13,104,5,74,11,73,7,397,78,998
105031100,0,0,0,40,10,0,0,0,0,8,0,0,0,3,65,87,4,0,0,0,0,0,0,0,0,7,3,11,269,35,12,150,22,100,4,70,11,234,73,970
105031101,0,9,0,74,0,0,0,3,0,6,0,0,0,7,89,118,0,0,0,0,0,0,0,3,0,15,10,30,445,51,10,258,23,132,15,94,14,489,110,1629
105031102,0,7,0,36,0,4,0,0,0,5,0,0,0,3,40,49,0,0,0,0,0,0,0,0,0,14,11,27,220,27,6,91,10,82,6,71,9,272,58,841
105031103,0,3,0,30,4,0,0,0,0,0,0,0,0,6,31,46,4,0,0,7,0,0,0,0,0,3,0,14,187,23,9,97,8,68,3,45,15,153,42,647
105031104,0,0,0,22,0,0,0,0,0,0,0,0,0,4,20,30,0,0,0,0,0,0,0,0,0,6,10,22,133,20,8,75,4,43,5,28,6,164,35,531
105031105,0,0,0,13,4,0,0,3,0,3,0,0,0,5,41,63,0,0,3,0,0,3,0,0,0,7,7,25,166,27,8,95,3,70,5,47,5,212,48,691
105031106,0,0,0,18,6,0,0,0,0,7,0,0,0,3,50,65,0,0,0,0,0,0,0,0,0,16,12,31,156,37,6,94,7,69,4,53,16,312,60,824
106011107,0,3,0,72,0,0,0,0,0,0,0,6,0,5,61,72,0,0,0,0,0,0,0,0,0,3,4,11,230,51,13,150,23,114,10,82,8,311,69,1054
106011108,0,11,0,43,6,4,0,11,0,3,0,3,0,15,79,117,0,0,0,3,0,0,0,0,0,31,9,45,284,73,7,237,18,174,15,153,23,899,101,1988
106011109,0,8,0,34,3,0,0,3,0,3,0,0,0,8,35,54,0,0,0,3,0,0,0,0,0,8,3,20,141,46,14,92,15,94,4,71,11,289,48,824
106011110,0,3,0,42,3,0,0,0,0,9,0,0,0,13,45,65,0,0,0,4,0,0,0,0,0,13,5,23,164,58,5,166,14,107,9,80,12,419,55,1097
106011111,0,0,0,24,3,0,0,6,0,6,0,5,0,13,55,83,0,0,0,0,0,0,0,3,0,29,12,44,295,44,11,193,13,157,11,107,11,693,78,1627
106011112,0,3,0,119,0,0,0,3,0,4,0,7,0,13,96,124,3,0,0,0,0,3,0,0,0,12,5,21,323,41,5,212,17,195,12,93,20,399,104,1421
106011113,0,3,0,36,0,0,0,5,0,0,0,0,0,3,33,46,6,0,0,0,0,0,0,0,0,0,0,11,92,30,4,74,12,76,11,40,7,141,39,529
106021114,0,3,0,22,7,0,0,0,0,4,0,0,0,3,24,37,0,0,0,0,0,0,0,0,0,0,3,6,172,14,3,96,9,67,6,38,7,157,25,605
106021115,0,8,0,89,4,0,0,0,0,6,0,0,3,21,118,161,0,0,0,0,0,0,0,3,0,25,30,64,498,95,16,357,38,245,24,205,25,1122,159,2782
106021116,0,3,0,62,3,0,0,0,0,0,0,0,0,0,41,50,0,0,0,0,0,0,0,0,0,3,8,11,182,26,0,97,5,69,8,60,14,271,53,790
106021117,0,3,0,49,3,0,3,0,3,6,3,4,0,13,85,120,3,0,0,0,0,0,0,0,0,28,10,45,461,67,15,292,31,199,10,105,17,781,94,2092
106021118,0,0,0,37,4,0,0,3,0,0,0,0,3,5,55,66,0,0,0,4,0,0,0,0,0,4,3,12,221,32,5,149,12,124,9,69,21,312,57,1009
106031119,0,0,0,16,3,3,0,0,0,0,0,3,0,11,37,49,0,0,0,0,0,0,0,0,0,14,0,19,73,17,0,66,6,44,0,51,3,319,42,636
106031120,0,3,0,11,0,0,0,0,0,3,0,0,0,12,32,49,0,0,0,0,0,3,0,0,0,16,9,26,76,36,4,78,7,91,8,66,19,469,42,899
106031121,4,28,0,107,4,0,0,4,3,0,0,4,0,27,141,192,3,0,0,3,0,0,0,4,0,47,26,86,273,138,13,268,28,169,16,213,31,1673,188,3005
106031122,0,6,0,12,0,0,0,0,0,0,0,3,0,9,55,66,0,0,0,0,0,0,0,0,0,12,10,17,203,45,9,165,18,140,10,86,10,479,70,1237
106031123,0,0,0,37,0,0,0,0,0,0,0,0,0,6,24,31,0,0,0,0,0,0,0,0,0,3,3,10,91,33,6,91,11,61,10,48,7,193,26,573
106031124,0,9,0,26,0,0,0,0,0,3,0,3,0,9,41,56,0,0,0,0,0,0,0,0,0,15,5,23,54,36,0,69,0,49,3,67,9,690,58,1029
106031125,0,3,0,46,0,3,0,0,0,7,0,0,0,13,65,93,0,0,0,3,3,3,0,0,0,12,14,33,241,58,15,201,29,148,17,63,16,572,83,1434
106041126,0,0,0,52,3,0,0,0,3,0,0,3,0,10,60,82,3,0,0,0,0,4,0,0,0,11,7,23,245,26,5,159,11,114,11,66,17,352,66,1081
106041127,0,0,0,20,3,0,0,0,0,0,0,0,0,3,23,34,0,0,0,0,0,0,0,0,0,9,0,17,113,15,3,65,14,49,5,31,8,124,29,443
106041128,0,3,0,28,0,0,0,0,0,0,0,0,0,8,34,44,3,0,0,0,0,0,0,0,0,6,3,16,121,22,11,83,10,64,6,36,10,189,42,591
106041129,0,4,0,46,3,0,0,0,0,3,0,0,0,8,47,63,3,0,4,3,0,0,0,0,0,10,6,27,221,64,7,173,15,79,8,52,4,293,55,962
107011131,0,9,0,41,4,0,0,3,0,0,0,0,3,23,84,116,3,0,0,0,0,0,0,0,0,28,16,47,357,70,9,239,34,224,10,150,24,1213,121,2456
107011132,0,3,0,26,0,0,0,0,0,0,0,0,0,5,27,37,0,0,0,0,0,0,0,0,0,3,0,9,166,18,4,96,19,73,7,44,5,270,31,732
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,5,0,61,4,0,0,0,0,3,0,0,0,16,55,77,0,0,0,3,0,0,0,0,0,12,15,29,251,43,3,174,16,135,14,85,13,584,71,1395
107011545,0,3,0,17,3,0,0,3,0,4,0,0,0,13,49,68,0,0,0,0,0,3,0,0,0,12,9,26,165,19,6,135,10,121,15,70,12,549,69,1165
107011546,0,0,0,15,0,0,0,0,0,0,0,0,0,5,32,40,0,0,0,0,0,0,0,0,0,16,17,30,96,23,4,71,13,68,5,47,3,433,47,817
107011547,0,0,0,10,0,0,0,0,0,0,0,0,0,13,27,39,0,0,0,0,0,0,0,0,0,10,5,15,52,20,3,48,0,32,3,28,9,271,38,497
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,32,0,0,0,0,0,3,0,0,0,16,71,98,3,0,0,6,0,0,0,0,0,5,3,19,230,50,13,163,20,129,3,92,12,448,84,1236
107031137,0,0,0,9,0,0,0,3,0,3,0,0,0,7,22,40,0,0,0,0,0,0,0,0,0,11,4,14,107,23,5,98,16,68,3,50,4,302,32,710
107031138,0,11,0,51,0,0,0,3,0,0,0,0,0,6,61,75,0,0,0,0,0,0,0,0,0,10,3,17,115,52,7,93,16,77,8,93,7,558,69,1095
107031139,0,3,0,28,0,0,0,0,0,4,0,3,0,4,27,34,0,0,0,0,0,0,0,0,0,3,3,9,110,24,3,75,11,44,9,63,11,319,33,693
107031140,0,11,0,69,0,0,0,3,0,3,0,0,0,10,44,63,0,0,0,0,0,0,0,0,0,11,7,16,141,48,6,110,10,72,7,71,15,423,47,947
107031141,0,3,0,61,3,0,0,3,0,3,0,0,0,18,71,99,0,0,0,0,0,0,0,0,0,5,8,19,276,46,10,161,21,137,8,92,21,689,90,1557
107031142,0,5,0,25,3,0,0,0,0,0,0,0,0,8,42,59,0,0,0,0,0,0,0,0,0,14,8,22,139,32,3,133,9,111,9,64,17,475,49,1047
107031143,0,3,0,31,7,3,0,3,0,8,0,3,0,32,89,139,0,0,0,0,0,0,0,0,3,29,25,60,227,66,7,187,22,172,7,137,17,1060,142,2034
107041144,0,12,0,94,7,0,0,0,0,4,0,3,0,22,99,137,0,0,0,0,0,0,3,0,0,16,22,41,335,66,4,199,18,157,16,145,31,945,131,2048
107041145,0,8,0,44,5,0,0,0,3,3,0,3,0,9,82,110,0,0,3,0,0,0,0,0,0,15,10,31,268,50,11,184,19,105,12,87,18,615,102,1469
107041146,0,10,0,114,0,0,0,3,0,3,0,0,0,19,80,112,0,0,0,0,0,0,0,0,0,20,8,37,314,70,8,187,17,161,15,147,29,875,100,1913
107041147,0,3,0,59,0,0,0,3,0,0,0,0,0,3,33,41,0,3,0,0,0,0,0,0,0,4,7,11,200,33,3,89,14,62,4,63,3,186,39,702
107041148,0,0,0,123,3,0,0,3,0,0,0,3,0,4,79,93,0,0,0,0,0,0,0,0,0,6,6,8,210,46,3,160,12,112,18,100,14,411,89,1171
107041150,0,3,0,89,3,0,3,0,0,4,0,0,0,19,85,115,4,0,0,0,0,0,0,0,0,16,12,45,350,57,9,204,26,128,13,107,26,757,103,1788
