SA2_MAINCODE_2016,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1_or2_st_bl_NofB_0_ib,Flt_at_In_1_or2_s_b_NofB_1,Flt_at_In_1_or2_s_b_NofB_2,Flt_at_In_1_or2_s_b_NofB_3,Flt_at_In_1_or2_s_b_NofB_4,Flt_at_In_1_or2_s_b_NofB_5,Flt_at_In_1_or2_s_b_NoB_6_m,Flt_at_In_1_or2_s_b_NoB_NS,Flt_at_In_1_or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4_or_m_s_b_NofB_0_ib,Flt_apt_4_or_m_s_b_NofB_1,Flt_apt_4_or_m_s_b_NofB_2,Flt_apt_4_or_m_s_b_NofB_3,Flt_apt_4_or_m_s_b_NofB_4,Flt_apt_4_or_m_s_b_NofB_5,Flt_apt_4_or_m_s_b_NofB_6_m,Flt_apt_4_or_m_s_b_NofB_NS,Flt_apt_4_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
110031197,3,22,213,1097,699,100,17,58,2212,0,17,41,8,7,0,0,6,81,0,0,19,0,0,0,0,0,25,0,17,64,6,7,0,0,3,104,4,46,129,18,0,0,0,14,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,129,18,0,0,0,14,208,6,7,8,3,0,0,0,9,29,0,0,4,4,3,0,0,0,11,13,99,409,1127,702,100,25,84,2560
110031198,0,49,201,642,442,106,32,48,1521,0,12,36,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,3,54,0,4,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,24,3,19,6,3,4,0,0,0,33,0,0,0,6,6,0,0,4,15,10,77,255,648,455,106,34,60,1644
110041199,9,34,294,1461,977,147,27,76,3011,0,14,54,42,4,0,0,5,128,0,0,20,0,4,0,0,3,32,0,14,75,43,12,0,0,7,156,5,47,119,12,3,0,0,11,188,0,0,15,3,0,0,0,0,18,3,7,20,3,0,0,0,4,38,0,0,0,0,0,0,0,0,0,5,57,149,17,3,0,0,15,248,4,4,6,3,4,0,0,0,23,0,0,4,9,8,3,3,3,22,18,109,528,1530,991,146,26,106,3452
110041200,3,29,189,611,430,109,30,37,1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,3,16,3,12,3,3,3,0,0,0,29,0,0,0,3,0,0,0,0,10,8,45,197,618,440,109,39,43,1496
110041201,11,51,401,1385,726,100,33,66,2772,0,0,18,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,16,0,20,42,7,3,4,0,9,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,7,3,4,0,9,88,0,7,3,5,5,0,3,3,24,0,0,0,7,3,0,0,0,7,12,79,464,1407,735,106,37,74,2916
110041202,0,45,433,3163,2305,369,66,174,6551,0,111,467,100,3,0,0,34,722,0,57,81,11,3,0,0,10,175,3,168,552,115,9,0,0,49,892,0,23,76,15,0,0,0,9,119,0,0,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,86,15,0,0,0,9,128,3,10,4,3,3,0,0,4,26,0,6,5,14,4,0,0,0,37,9,258,1076,3308,2320,369,68,234,7638
110041203,7,52,440,2098,1515,251,51,96,4519,0,56,385,105,14,0,0,66,623,0,10,111,40,5,0,0,4,174,0,65,498,148,20,0,0,69,798,6,47,95,16,0,0,0,11,169,0,0,10,0,0,0,0,0,13,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,47,124,16,0,3,0,11,192,0,12,12,7,0,0,0,5,39,3,9,7,8,10,0,3,9,40,14,181,1080,2274,1540,253,54,188,5594
110041204,0,5,92,764,440,38,6,48,1399,6,22,27,11,0,0,0,7,70,0,0,0,0,0,0,0,0,0,6,22,29,11,0,0,0,7,70,0,19,5,8,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,8,0,0,0,3,36,0,6,15,195,43,0,0,6,268,0,0,5,14,0,0,0,5,24,5,51,149,987,487,37,6,68,1798
110041205,14,126,668,2665,2137,521,94,161,6389,0,9,30,16,3,0,0,3,61,0,0,0,0,0,0,0,0,0,0,9,30,16,4,0,0,3,64,4,20,40,9,0,0,0,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,40,9,0,0,0,5,76,15,26,9,19,4,0,0,12,85,0,0,3,17,5,0,5,6,40,39,189,748,2721,2148,524,98,188,6656
111011206,6,62,626,2445,1719,361,61,89,5367,0,88,282,128,9,3,0,22,541,3,30,79,111,12,0,0,15,245,3,119,360,245,25,3,0,34,787,0,81,69,36,0,0,0,4,189,7,8,23,0,0,0,0,0,33,0,69,67,40,0,0,0,3,176,0,0,0,0,0,0,0,0,5,12,154,157,78,3,0,0,9,406,0,35,48,4,0,0,0,10,93,0,3,5,3,0,0,0,0,16,20,375,1190,2774,1746,362,60,141,6670
111011207,6,48,415,832,368,58,9,41,1773,0,20,97,53,13,0,0,0,181,0,0,37,17,8,0,0,3,59,0,20,134,67,17,0,0,4,248,3,66,135,54,4,0,0,13,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,135,54,4,0,0,13,277,13,18,3,4,3,0,0,7,45,0,0,0,0,0,0,0,3,9,17,150,695,959,390,64,14,63,2351
111011208,3,61,824,3965,1991,394,55,113,7413,5,90,328,176,5,3,0,18,621,0,38,253,277,17,0,0,10,596,3,119,582,450,27,5,0,26,1217,0,47,91,17,0,0,0,16,179,0,24,28,0,0,0,0,0,53,0,34,89,45,0,0,0,0,160,0,7,0,4,0,0,0,0,10,0,109,202,67,3,0,0,17,406,0,0,0,4,0,0,0,0,6,0,4,3,3,3,0,0,3,17,8,298,1615,4486,2023,399,57,161,9057
111011209,13,72,944,3931,2223,414,70,105,7768,0,39,280,99,6,0,0,14,435,0,12,57,14,0,0,0,5,89,0,46,336,120,6,0,0,18,526,3,71,83,20,7,0,0,4,185,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,3,0,0,0,0,0,8,3,67,89,21,7,0,0,5,192,0,0,10,4,3,0,0,0,17,0,0,0,12,0,0,0,3,14,11,191,1376,4087,2239,422,66,129,8517
111011210,3,17,368,1491,557,96,20,66,2617,3,50,179,71,0,0,0,12,309,0,33,38,134,11,0,0,8,217,3,80,214,199,12,0,0,14,523,12,98,44,24,3,0,0,5,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,98,44,22,3,0,0,5,186,0,0,3,3,3,0,0,0,12,0,0,3,0,0,0,3,7,6,10,195,631,1722,578,96,25,96,3348
111011211,0,4,87,354,386,84,9,15,936,0,43,175,41,0,0,0,12,269,0,0,0,13,5,0,0,0,21,0,43,172,57,5,0,0,12,289,0,8,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,13,0,28,60,3,0,0,0,3,100,0,0,0,0,0,0,0,0,0,3,79,330,420,387,84,9,32,1343
111011212,3,46,437,1570,1132,241,38,61,3533,0,25,144,85,7,0,0,6,268,0,9,38,26,14,0,0,12,103,0,35,178,112,18,0,0,16,375,8,95,289,38,0,0,3,29,456,0,20,29,3,0,0,0,0,50,0,0,12,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,115,330,46,0,0,3,30,524,0,14,4,3,3,0,0,3,27,0,3,0,3,0,0,0,3,12,10,207,958,1732,1158,247,45,117,4473
111011213,3,9,138,1382,1800,367,53,41,3804,0,13,161,100,12,0,0,10,298,0,0,40,51,5,0,0,3,104,0,12,203,156,13,0,0,13,399,0,7,6,9,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0,0,21,0,0,0,3,3,0,3,0,14,0,0,0,3,0,0,0,0,6,3,30,349,1553,1823,371,60,58,4239
111011214,9,42,530,1892,1216,267,34,60,4060,0,34,387,186,0,3,0,14,626,0,21,60,141,28,0,4,5,256,0,49,448,324,25,3,4,27,880,0,46,68,16,3,0,0,3,127,0,0,7,20,0,0,0,0,23,0,0,4,30,0,0,0,0,38,0,0,0,3,0,0,0,0,6,0,47,83,62,4,0,0,4,195,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,3,12,6,143,1058,2285,1251,272,37,89,5143
111021215,0,32,285,1520,692,115,22,43,2708,0,17,65,32,0,0,0,5,117,0,18,37,20,0,0,0,5,76,0,33,97,47,0,0,0,6,194,0,38,83,3,0,0,0,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,47,84,3,0,0,0,5,134,7,39,4,0,0,0,0,5,52,0,0,5,0,0,0,0,0,5,7,145,476,1574,696,117,26,65,3096
111021216,4,57,310,1306,1180,199,33,55,3139,0,3,12,15,3,0,0,3,31,0,0,3,3,3,0,3,3,11,0,3,14,12,4,0,3,6,48,0,3,12,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,12,9,0,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,69,334,1334,1193,205,33,58,3226
111021217,0,22,294,1637,2079,249,40,73,4399,0,82,119,25,5,0,0,12,244,0,8,13,5,0,0,0,0,27,0,94,130,31,3,0,0,11,273,0,0,16,0,0,0,0,3,18,0,12,5,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,3,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,130,445,1674,2083,254,40,93,4712
111021218,7,148,680,1604,1500,322,96,113,4471,0,41,338,198,8,0,3,24,612,0,0,24,27,0,0,0,0,57,0,41,362,223,6,0,3,23,666,3,15,40,14,3,0,0,3,75,0,0,5,0,0,0,0,0,5,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,12,50,16,3,0,0,7,94,10,41,65,11,3,0,0,21,150,0,3,0,7,3,0,0,6,30,22,250,1169,1859,1523,324,102,167,5406
111021219,4,51,515,2195,1194,240,51,76,4324,0,43,156,93,3,0,0,11,306,0,10,85,98,11,0,0,6,216,4,50,236,191,19,0,0,21,520,0,59,50,13,5,0,0,6,132,0,0,9,24,0,0,0,3,38,0,0,5,5,0,0,0,0,10,0,0,0,3,3,0,0,0,9,0,56,68,49,4,0,0,10,190,4,15,12,0,0,0,0,4,32,0,4,0,3,0,0,0,4,10,12,185,830,2432,1215,239,51,111,5078
111021220,3,44,326,1507,1008,178,29,53,3149,0,0,55,18,0,0,0,3,76,0,3,7,12,6,0,0,5,33,0,3,66,33,4,0,0,4,107,0,4,8,3,0,0,0,0,17,0,0,28,6,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,7,0,0,0,0,48,3,33,22,4,0,0,0,9,68,0,3,3,4,0,0,0,0,8,4,77,449,1556,1018,175,29,69,3383
111021221,3,24,190,1298,501,116,24,34,2195,0,0,0,17,0,0,0,0,17,0,3,3,0,0,0,0,0,12,0,3,7,14,0,0,0,0,27,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,34,196,1321,506,116,24,34,2241
111031222,3,35,616,2523,1308,282,42,71,4872,0,42,121,71,3,0,0,9,249,0,4,170,130,13,3,0,3,320,0,49,289,203,16,4,0,10,565,0,65,165,44,5,0,0,12,292,0,15,80,0,0,0,0,0,96,0,0,17,0,0,0,0,0,22,0,6,0,0,0,0,0,0,10,3,85,268,47,5,0,0,16,422,0,0,4,0,0,0,0,0,8,0,4,11,4,0,0,0,4,20,3,171,1180,2777,1331,285,42,94,5888
111031223,4,34,344,1867,511,84,22,54,2918,0,20,97,35,0,0,0,3,157,0,4,13,6,0,0,0,0,21,0,28,109,38,0,0,0,3,174,0,3,9,0,0,0,0,0,8,11,23,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,9,0,0,0,0,0,47,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,16,84,462,1906,515,84,27,56,3151
111031224,8,43,626,1616,576,125,27,65,3083,0,46,155,70,9,0,0,5,287,3,59,168,284,53,11,0,18,593,3,106,314,350,65,11,4,24,875,32,124,77,17,3,0,0,13,277,0,63,266,45,0,0,0,26,408,0,36,88,29,0,0,0,10,165,0,5,0,0,0,0,0,0,7,38,238,433,89,4,0,0,53,854,0,10,22,5,0,0,0,0,39,0,5,12,3,0,0,0,8,30,42,398,1406,2074,644,138,32,148,4889
111031225,4,36,1014,2613,1113,248,42,77,5145,3,42,340,128,8,3,0,19,549,0,23,147,101,9,8,0,11,298,5,67,487,230,14,11,3,29,842,0,192,147,26,8,0,0,13,382,0,11,38,0,0,0,0,4,54,0,0,3,0,0,0,0,0,5,0,15,9,3,0,3,0,0,33,5,214,199,28,12,3,0,16,480,0,0,9,4,4,0,0,0,14,0,3,5,8,3,0,0,0,17,9,318,1716,2879,1146,259,41,125,6500
111031226,0,11,67,1505,2104,307,44,54,4090,0,0,83,100,4,4,0,6,197,0,0,9,28,3,0,0,0,37,0,0,96,125,7,4,0,6,241,0,3,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,3,15,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,6,0,21,169,1641,2109,307,44,60,4348
111031227,3,58,1170,2422,671,98,31,83,4531,11,155,258,158,6,4,0,28,609,3,76,160,99,10,4,3,6,361,14,232,421,255,16,4,3,33,972,9,188,112,23,0,0,5,17,348,0,3,22,3,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,3,26,11,198,149,23,0,0,3,23,409,0,6,16,10,0,0,0,3,38,0,5,7,7,0,0,0,7,31,26,502,1764,2720,685,105,39,146,5985
111031228,3,22,332,1460,1105,276,47,55,3294,0,37,139,72,5,0,0,8,256,3,53,274,323,51,7,5,13,732,3,91,413,386,58,11,5,21,986,20,166,254,32,7,0,0,11,488,3,62,379,22,0,0,0,16,486,0,0,38,3,0,0,0,4,47,0,3,3,0,0,0,0,0,4,18,223,682,56,9,0,0,34,1017,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,17,23,337,1432,1917,1170,290,51,106,5321
111031229,0,9,97,289,169,51,21,16,647,0,9,116,76,10,0,0,0,214,0,103,360,466,119,38,11,25,1123,0,110,475,539,132,35,11,27,1332,6,221,254,79,3,4,3,26,600,9,150,348,129,7,3,0,28,670,31,304,645,491,28,0,3,30,1535,0,0,0,0,0,0,0,0,0,50,673,1254,695,39,8,4,92,2804,0,3,0,0,0,0,0,3,13,0,8,9,5,0,0,0,5,26,53,808,1836,1523,345,93,34,135,4827
111031230,0,0,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10
111031231,7,45,424,1383,423,125,128,78,2609,0,33,185,131,4,0,3,12,368,0,24,140,156,11,0,4,10,343,0,56,325,285,15,0,3,22,711,9,85,79,21,4,3,8,15,214,0,28,93,0,0,0,3,3,126,3,11,0,0,0,0,0,0,9,0,3,4,0,0,0,0,0,12,10,123,176,26,3,3,11,19,366,0,3,0,0,0,0,0,0,3,0,8,8,10,0,0,3,3,26,18,234,928,1704,445,131,146,121,3725
111031232,7,74,720,982,590,92,10,74,2546,0,12,67,33,0,0,0,5,110,0,0,27,32,8,0,0,0,65,0,17,87,60,6,0,0,7,175,4,56,39,38,0,0,0,7,146,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,40,33,0,0,0,7,153,3,0,0,0,0,0,0,3,12,0,0,4,3,3,0,0,0,14,18,157,853,1085,597,92,13,86,2900
111031233,3,81,933,3313,1382,258,59,126,6151,0,68,484,201,9,0,0,25,791,0,41,167,68,8,0,0,5,292,0,110,652,266,15,0,0,31,1077,0,86,110,42,3,0,0,12,252,6,23,8,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,112,120,45,3,0,0,10,299,0,7,4,12,5,0,0,3,30,0,0,3,8,0,0,0,3,17,12,310,1720,3633,1407,258,59,171,7574
111031234,7,22,821,2053,529,114,48,76,3668,0,20,146,40,3,0,0,6,217,0,41,106,101,3,4,0,14,271,0,54,252,141,4,4,3,20,488,11,165,121,24,0,0,0,35,356,3,30,49,0,0,0,0,3,89,0,0,16,0,0,0,0,0,16,3,28,16,6,0,0,0,0,47,16,223,202,27,0,0,3,37,505,0,3,7,3,0,0,0,0,11,0,4,8,3,0,0,3,0,20,24,315,1290,2225,538,123,59,134,4696
111031235,0,42,691,1112,180,35,7,52,2123,0,13,96,56,3,0,0,3,183,4,66,206,402,30,4,0,11,727,3,76,302,460,36,4,0,21,910,3,81,51,17,4,0,0,12,164,3,7,49,35,0,0,0,0,102,11,5,4,18,0,0,0,0,38,0,0,0,0,0,0,0,0,0,18,97,102,64,9,0,0,17,300,8,14,6,7,0,0,0,4,32,4,11,7,3,0,0,3,10,40,36,242,1112,1649,218,39,13,97,3407
112011236,3,22,419,2038,1128,160,32,104,3902,3,63,674,504,32,4,3,60,1342,0,108,470,449,36,3,0,44,1106,0,173,1149,952,68,5,3,102,2450,3,59,192,59,8,0,0,18,334,0,3,104,42,0,0,0,3,149,0,0,26,28,0,0,0,0,55,0,0,0,0,0,0,0,0,3,3,63,319,135,5,0,0,19,549,8,103,208,38,5,0,0,30,391,0,3,4,7,5,0,0,4,32,17,366,2104,3169,1209,169,36,251,7318
112011237,12,82,427,2315,1860,376,105,98,5274,0,36,237,171,19,0,0,17,478,0,0,34,15,0,0,0,4,62,0,38,270,187,20,0,0,19,541,0,4,98,50,0,0,0,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,8,95,47,0,0,0,3,161,16,15,20,3,4,0,0,4,65,0,4,6,9,7,6,0,13,54,28,146,824,2571,1892,383,103,134,6084
112011238,16,110,250,777,495,98,43,35,1821,0,0,10,10,0,0,0,0,24,0,0,0,3,0,0,0,0,3,0,0,10,13,0,0,0,0,24,0,9,9,0,3,0,0,0,20,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,0,4,0,0,0,20,8,23,4,6,3,4,0,0,45,0,3,3,6,3,0,0,3,19,21,141,275,799,505,107,43,37,1933
112011239,19,47,315,1462,610,100,20,57,2626,5,5,30,42,3,0,0,3,93,0,10,49,63,6,0,0,3,123,5,13,78,107,8,0,0,6,219,10,72,87,17,6,3,0,7,204,0,12,32,8,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,8,9,89,125,24,6,3,0,10,265,11,43,38,10,4,0,0,4,117,0,5,8,10,6,0,0,8,39,43,204,557,1610,634,104,25,86,3259
112011240,10,63,211,1025,652,105,24,64,2144,0,24,96,157,6,3,0,6,296,3,18,44,144,13,0,0,5,233,4,41,140,303,20,3,0,17,532,4,45,139,106,11,0,0,18,312,0,0,11,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,45,149,116,11,0,0,19,344,23,52,48,6,3,0,0,12,147,0,3,23,11,9,0,0,13,66,36,208,573,1460,691,111,24,117,3229
112011241,4,26,242,723,345,46,12,43,1445,3,16,104,110,9,3,0,14,262,0,18,54,62,7,0,0,0,142,9,32,156,166,14,4,3,14,399,0,13,80,27,8,0,0,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,80,27,8,0,0,3,132,18,47,23,12,3,3,0,7,109,0,0,0,0,0,0,0,0,8,33,120,502,933,372,53,19,67,2094
112011242,3,34,175,732,814,186,36,33,2019,0,3,72,191,31,4,0,3,304,0,4,79,189,30,5,0,3,310,0,4,155,375,59,10,0,5,618,0,5,41,38,5,3,0,0,88,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,42,5,3,0,0,90,3,13,8,8,0,0,0,0,27,0,5,5,8,0,4,0,4,26,5,54,387,1159,886,202,32,48,2784
112011243,35,187,480,1124,569,110,33,79,2605,0,4,10,15,0,0,0,3,38,3,0,0,5,0,0,0,0,11,3,4,17,16,0,0,0,3,43,7,26,34,13,0,0,0,6,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,7,30,39,13,0,3,0,6,95,18,42,13,11,0,0,0,5,89,3,3,12,16,4,3,0,4,43,66,268,548,1175,574,117,37,98,2881
112021244,9,47,553,2000,1083,145,31,111,3980,0,16,30,12,0,0,0,0,63,0,0,4,3,0,0,0,0,8,0,21,36,13,0,0,0,0,77,4,62,301,85,16,0,0,30,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,301,85,16,0,0,30,495,18,26,24,8,3,0,0,8,86,0,3,0,3,3,0,0,0,10,31,161,911,2113,1106,148,33,152,4645
112021245,22,78,353,1099,636,119,21,58,2381,0,3,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,11,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,7,4,13,6,6,0,0,0,34,0,3,3,6,0,0,0,3,19,26,87,373,1111,640,121,22,56,2445
112021246,5,15,163,2015,1327,264,45,77,3910,4,70,384,181,10,0,0,18,676,0,0,75,82,4,0,0,8,170,4,70,463,265,14,3,3,28,841,3,24,72,61,5,3,0,12,175,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,78,61,5,3,0,12,180,0,0,0,0,0,0,0,0,3,0,0,10,6,0,0,0,0,18,9,108,713,2341,1351,270,48,119,4955
112021247,31,135,529,1250,586,97,22,78,2730,0,0,12,3,0,0,0,0,19,0,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,22,0,12,37,8,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,8,0,0,0,3,63,11,15,11,5,0,0,0,3,46,0,0,5,11,0,0,0,0,16,39,169,596,1280,587,101,18,92,2882
112021248,6,43,673,2467,926,198,43,119,4479,10,60,240,63,9,0,0,16,395,7,39,125,95,11,4,0,11,288,18,98,371,152,14,8,0,29,687,18,101,242,46,9,3,10,31,460,0,20,68,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,119,310,46,9,3,10,37,545,25,80,46,9,4,0,0,20,178,0,7,6,13,7,0,0,4,34,69,346,1402,2678,952,203,57,206,5916
