SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
114021286,0,0,4,0,20,0,26,0,0,4,6,12,0,21,6,0,28,12,94,3,143,0,0,0,0,19,0,19,3,0,17,14,230,7,271,0,0,7,6,8,3,25,7,0,16,4,49,0,80,3,0,15,16,47,3,83,0,0,10,11,37,0,65,0,0,6,0,0,3,12,0,0,15,15,11,0,35,0,0,3,3,12,3,20,14,6,41,15,10,0,91,0,0,10,9,22,3,48,11,7,15,21,24,3,73,25,12,34,5,15,3,99,15,0,40,14,20,3,94,0,3,0,3,7,0,16,3,0,9,8,61,0,80,3,0,9,10,33,9,61,104,34,282,172,730,52,1371,0,0,4,3,3,0,15,0,0,3,0,0,0,3,4,0,9,16,16,3,42,0,0,0,0,0,0,0,0,3,6,11,21,3,40,0,0,6,3,9,0,23,3,0,21,24,41,10,100,3,0,16,18
114021287,0,0,9,8,28,4,50,0,0,4,4,45,3,50,5,0,22,17,123,3,173,0,0,0,8,23,0,37,0,0,20,22,224,7,276,0,0,0,3,22,5,34,3,0,13,8,50,4,76,5,0,12,15,48,6,79,0,6,5,14,56,7,88,0,0,7,0,3,0,17,0,0,5,6,3,0,22,0,0,8,7,15,0,25,12,9,40,18,9,3,89,3,0,4,5,33,3,54,3,8,18,19,35,3,89,24,8,46,8,15,0,106,14,5,33,14,19,6,81,0,0,8,0,7,0,22,5,0,4,3,57,0,71,0,0,7,7,48,11,68,80,45,271,171,861,74,1503,3,0,4,5,7,0,20,0,0,3,3,0,0,6,3,3,8,11,25,3,48,0,0,0,0,3,0,4,0,0,3,6,19,0,35,0,0,6,12,9,3,28,7,0,18,18,61,3,103,3,0,23,24
114021288,9,0,11,4,43,6,74,0,0,0,3,10,0,13,0,3,9,7,23,3,41,0,0,3,0,4,0,11,3,0,6,6,94,0,108,0,0,0,0,7,0,14,0,0,4,3,16,0,24,0,0,0,3,16,0,18,0,0,4,6,25,0,35,4,0,4,0,0,0,7,3,0,13,0,3,0,20,0,0,4,6,5,0,13,12,0,28,3,12,0,62,0,0,3,3,13,0,18,3,0,10,12,15,0,40,11,6,7,3,7,0,34,5,0,13,3,3,0,23,0,0,0,0,7,0,11,0,0,4,7,21,0,26,3,0,4,4,20,6,37,56,22,128,81,321,20,628,7,0,7,6,15,3,40,0,0,0,0,0,0,3,0,0,4,8,6,0,16,0,0,0,0,0,0,0,0,4,3,4,4,0,16,0,0,0,0,6,3,12,0,0,9,8,23,3,35,0,0,4,3
114021289,12,3,10,13,37,4,70,0,0,3,3,14,0,26,5,3,11,10,50,8,84,0,0,0,3,11,0,14,0,0,17,19,154,4,193,0,0,4,4,14,0,24,3,0,9,3,28,0,44,0,0,9,3,30,0,50,0,0,3,4,29,3,46,0,0,7,4,3,0,14,4,3,12,0,6,0,19,0,0,4,7,9,0,20,17,6,48,12,15,3,103,0,0,7,4,28,4,40,3,0,19,16,30,0,69,21,4,28,0,12,0,67,12,6,28,9,15,0,72,3,0,3,0,7,0,19,0,0,3,5,38,0,45,3,0,9,8,25,3,51,95,33,225,130,540,33,1062,4,3,14,11,4,0,36,0,0,0,0,0,0,3,4,0,6,3,8,0,24,0,0,3,0,0,0,3,7,3,7,3,15,0,37,0,0,7,4,10,0,19,0,0,18,11,31,3,62,0,4,12,8
115011290,0,0,3,0,5,0,9,6,0,3,0,5,0,18,54,9,106,61,113,14,356,22,3,18,11,15,0,64,31,9,104,67,387,17,611,42,5,83,41,57,6,231,43,11,83,46,92,16,282,11,0,35,29,39,0,119,26,4,56,40,69,9,195,34,7,86,18,36,4,191,101,21,187,48,26,5,381,15,0,22,10,24,5,84,171,28,294,67,59,15,628,9,0,32,24,39,4,112,58,10,83,71,62,8,291,80,20,107,19,31,3,267,64,6,103,37,40,9,264,3,0,25,3,13,0,51,22,4,46,15,87,7,177,35,5,53,29,54,20,192,829,136,1532,636,1259,131,4527,0,0,0,0,0,0,4,0,0,4,3,0,0,9,23,3,71,36,25,11,172,7,0,8,3,0,0,27,10,3,36,25,27,0,112,35,3,60,28,19,4,148,28,7,106,61,66,17,290,10,0,29,26
115011291,0,0,4,3,3,0,7,4,0,5,3,3,0,17,50,10,117,44,112,4,344,24,0,21,4,24,4,82,30,0,80,61,317,15,500,45,3,88,33,44,14,227,42,8,109,52,91,9,312,9,0,25,53,30,3,124,30,7,68,32,45,10,186,28,4,52,27,28,7,157,75,18,165,53,26,10,348,20,4,21,17,18,0,79,90,14,262,67,39,12,490,9,0,19,25,23,0,80,69,10,69,45,57,6,257,55,10,90,22,14,3,196,89,11,145,37,41,7,330,8,0,9,4,14,0,32,16,0,19,20,95,10,160,31,3,60,26,56,18,199,720,117,1448,644,1079,125,4145,0,0,0,0,3,0,0,0,0,0,0,0,0,0,23,4,58,36,22,8,160,6,0,6,4,0,0,17,11,5,42,24,32,0,120,15,8,51,27,14,9,120,18,4,117,59,78,10,296,13,3,38,45
115011294,0,0,3,0,0,0,9,0,0,3,0,0,0,4,12,3,36,17,35,0,102,0,0,3,5,7,0,17,5,3,29,38,126,7,208,9,7,26,12,25,0,78,3,0,22,10,25,3,69,3,0,5,5,11,0,21,0,0,10,8,7,0,31,3,0,11,5,3,0,29,10,0,44,18,10,3,82,3,0,11,3,16,0,35,26,6,84,24,18,0,158,4,3,3,5,11,0,29,10,0,16,14,16,3,48,11,3,31,0,6,0,47,23,4,38,7,4,7,83,0,0,4,7,3,0,17,0,0,14,3,32,0,45,0,0,18,8,17,9,54,135,39,416,178,365,33,1163,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,11,14,5,0,33,0,0,3,4,0,0,9,3,0,17,15,9,8,52,3,3,23,5,12,0,51,3,0,22,23,20,0,73,0,0,9,9
115011296,0,0,0,0,3,0,8,3,0,3,0,0,0,8,35,0,84,29,48,3,201,11,0,11,0,6,0,27,20,0,70,27,148,5,270,44,3,76,21,33,4,182,18,5,64,11,33,7,138,8,0,26,19,14,0,71,23,0,35,13,20,3,103,21,4,53,18,10,3,110,65,16,136,37,11,7,272,6,0,34,12,22,3,79,111,12,289,35,30,16,489,4,3,25,5,12,0,60,32,5,43,19,17,3,113,52,4,45,6,10,3,122,56,11,88,13,4,4,178,4,0,13,0,5,0,20,9,3,20,4,44,3,77,17,3,52,14,21,5,117,542,77,1158,295,505,67,2649,0,3,0,0,0,0,3,0,0,3,0,0,0,3,12,3,41,12,12,3,76,3,0,4,0,0,0,5,13,5,15,21,13,6,66,19,3,39,22,6,7,92,17,4,63,28,31,4,143,3,4,25,16
115011553,0,0,0,0,0,0,6,0,0,0,0,0,0,4,23,3,37,13,43,3,120,9,0,3,4,5,0,22,11,3,33,22,114,3,178,30,3,27,16,16,0,90,13,3,39,10,41,3,113,0,0,13,12,8,0,32,7,3,19,7,14,0,54,11,0,37,7,8,0,61,29,11,58,13,13,3,117,4,0,13,5,4,0,29,59,3,111,27,11,3,224,3,0,7,6,11,0,36,20,3,31,28,18,0,94,26,4,44,3,6,3,80,26,6,43,13,11,3,96,3,0,9,7,5,3,21,0,0,11,15,39,4,65,18,0,27,11,17,4,75,289,45,561,220,372,37,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,36,6,10,5,60,0,0,5,0,0,0,3,5,0,15,14,7,0,39,9,3,26,10,8,4,55,13,3,36,18,24,4,99,0,0,15,11
115011554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,22,13,12,0,62,5,0,0,3,0,0,18,3,0,25,12,51,0,92,18,0,27,5,5,3,67,9,0,23,6,11,0,47,0,0,5,3,4,0,17,11,0,9,7,3,0,28,12,0,16,3,7,0,38,17,5,39,9,4,3,77,6,0,7,0,3,0,14,35,11,76,16,6,6,151,3,0,11,3,5,0,15,16,4,26,4,5,3,52,17,7,17,3,3,0,42,14,0,23,0,4,3,50,0,0,3,4,3,0,15,0,0,8,3,14,0,24,3,3,11,3,8,5,31,183,40,351,104,153,24,853,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,14,7,4,0,30,0,0,0,0,0,0,3,4,0,12,7,3,0,19,7,3,9,3,3,3,30,3,3,27,10,17,0,56,0,0,8,8
115011555,0,0,6,0,0,0,11,0,0,0,4,3,0,11,35,3,59,22,41,0,169,8,3,13,5,11,0,38,16,0,65,37,192,5,317,23,9,46,20,34,5,136,17,5,75,20,49,0,167,4,3,21,20,15,3,61,13,0,30,8,21,4,76,18,0,36,13,16,3,81,33,14,79,36,10,4,175,10,0,15,14,20,6,69,75,10,168,49,37,10,345,10,4,15,12,17,0,59,27,4,33,24,18,0,113,48,4,67,9,5,0,133,57,6,71,23,19,4,180,10,0,11,0,9,0,28,9,0,16,5,39,0,75,7,3,44,13,21,15,102,421,78,869,330,577,66,2346,0,0,0,0,0,0,3,0,0,0,0,0,0,3,14,0,21,21,17,6,89,0,0,3,5,3,0,11,0,3,23,16,21,4,61,9,0,42,19,15,5,88,13,5,67,39,33,7,162,4,0,26,17
115011556,0,0,0,0,3,0,3,0,0,4,0,0,0,5,19,4,53,20,32,3,128,10,0,8,5,5,0,29,18,0,49,15,140,3,229,18,3,58,17,20,3,116,14,0,43,22,33,4,116,7,0,12,11,17,5,53,0,0,25,12,25,5,73,15,3,29,11,10,3,62,34,3,58,35,11,4,143,13,0,24,6,16,0,56,76,16,137,31,26,5,283,4,0,14,6,9,3,37,16,4,33,17,21,0,88,32,3,50,13,7,0,108,40,0,70,18,5,7,137,0,0,7,4,7,0,24,12,0,14,7,32,3,72,12,3,36,18,30,7,110,339,51,728,262,442,57,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,38,22,3,0,75,3,0,3,0,0,0,5,3,0,15,19,13,0,50,13,0,32,20,9,0,76,12,4,49,34,31,12,140,3,0,13,11
115011557,0,0,0,0,7,0,7,3,0,0,0,0,0,4,15,0,29,10,19,5,73,3,0,12,0,0,0,16,7,0,22,9,72,6,122,17,3,24,7,8,3,68,10,3,24,7,6,3,50,9,0,7,0,4,4,21,11,0,5,9,13,0,47,11,0,22,5,0,0,44,21,6,40,21,3,4,98,3,0,3,9,8,0,30,43,5,67,23,13,0,153,5,0,13,0,3,0,30,21,3,28,3,12,3,68,18,3,22,5,7,3,58,27,0,36,4,4,6,71,0,0,4,3,4,3,16,3,0,12,0,26,0,40,10,0,15,13,12,5,57,235,20,380,151,220,49,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,20,7,11,3,47,3,0,3,0,0,0,9,0,3,7,3,9,0,28,8,0,24,5,0,0,38,4,0,34,9,17,0,69,0,0,5,9
115011558,3,0,3,0,3,0,9,3,0,6,0,0,0,14,45,5,89,42,54,8,251,7,0,17,8,5,0,44,29,3,81,40,150,14,316,66,3,102,35,41,7,257,31,4,84,34,66,4,229,10,3,34,25,30,4,101,32,6,63,28,36,8,174,56,7,87,23,22,4,198,111,31,203,46,21,10,425,15,3,34,6,18,3,82,183,31,364,84,29,16,709,11,0,40,18,18,3,88,75,16,84,33,25,3,244,66,14,82,20,18,5,208,62,13,103,30,32,0,244,9,0,14,4,4,0,33,11,3,22,12,48,3,100,35,7,63,20,24,10,155,865,165,1579,518,648,113,3879,0,0,0,0,0,0,6,0,0,0,0,0,0,0,22,3,43,15,18,4,101,4,0,7,0,0,0,11,7,5,30,9,17,0,67,32,9,63,18,15,6,148,27,9,100,48,40,6,222,6,0,34,18
115011559,0,0,3,7,3,0,8,0,0,5,0,0,0,6,65,11,129,63,139,13,411,25,4,20,7,24,0,82,22,4,96,103,406,25,662,45,5,88,53,65,8,267,33,5,101,62,102,11,313,8,0,43,26,40,0,118,26,4,50,37,62,7,188,31,3,60,28,31,3,155,78,16,171,73,32,11,367,10,0,28,20,27,10,93,134,14,279,86,63,20,599,6,3,31,15,52,3,113,56,13,92,69,84,5,323,54,19,102,24,21,0,229,78,19,115,31,28,13,279,3,0,10,12,22,3,50,17,0,26,18,107,9,175,20,3,50,33,77,16,204,709,119,1511,765,1388,147,4648,0,0,0,0,3,0,11,3,0,3,0,0,0,4,18,0,80,38,37,12,188,3,0,15,3,3,0,22,6,0,36,37,37,3,126,33,4,59,36,29,7,161,30,9,120,68,92,10,336,3,3,32,33
115021297,3,0,13,12,51,6,87,3,0,3,0,18,0,27,22,5,67,28,157,10,290,3,0,6,9,21,0,43,11,0,91,109,693,29,943,19,4,70,28,70,4,192,15,3,66,32,130,9,257,0,5,21,13,48,11,88,9,10,32,19,88,8,167,7,0,32,17,12,3,82,30,7,79,25,17,3,170,4,0,28,22,42,10,113,84,12,212,51,51,11,421,3,4,21,19,53,4,95,12,3,59,32,42,0,145,45,9,77,19,32,9,190,40,11,84,26,29,6,188,4,0,12,6,10,0,33,19,4,23,16,158,9,227,16,0,38,20,76,24,175,347,79,1031,509,1803,155,3920,8,0,14,19,15,11,61,0,0,0,3,0,0,5,10,0,35,41,41,14,136,0,0,6,0,5,0,17,9,6,50,63,68,15,210,13,0,53,24,23,5,119,9,3,90,60,97,18,281,7,3,21,31
115021298,3,0,9,0,15,0,23,0,0,4,0,3,0,9,5,0,14,9,37,0,62,0,0,0,3,4,0,11,3,0,18,19,192,0,233,3,0,9,6,12,0,39,0,0,15,10,28,0,55,0,0,4,3,7,0,13,3,0,5,3,14,0,24,4,0,3,4,6,0,16,3,0,19,13,10,0,42,0,3,4,5,12,0,28,14,4,57,21,10,6,112,3,0,3,3,10,0,23,3,7,15,14,12,0,48,14,3,23,9,9,0,54,6,0,21,8,12,0,43,3,0,3,4,3,0,12,0,0,4,3,39,0,47,0,0,5,7,28,4,45,72,26,231,139,463,22,943,4,0,3,8,11,0,28,0,0,0,0,0,0,0,0,0,13,12,3,0,29,0,0,0,0,0,0,5,0,3,9,6,16,0,34,3,0,7,9,8,4,37,3,0,20,16,19,0,63,0,0,3,9
115031299,0,0,8,5,7,0,26,0,0,0,0,3,0,3,0,0,3,5,34,3,42,0,0,0,0,4,0,4,0,0,3,11,89,12,110,0,0,0,5,10,0,10,3,0,5,3,9,0,26,0,0,3,0,5,0,12,0,0,0,0,7,0,9,0,0,0,0,6,0,11,6,0,7,4,6,0,15,0,0,0,0,3,0,4,3,0,11,6,6,0,25,0,0,0,3,10,0,17,0,0,0,6,9,0,26,5,4,10,4,3,0,25,0,0,4,5,4,0,15,0,0,0,0,7,0,8,0,0,0,0,33,0,32,0,0,0,4,14,7,24,19,9,62,62,278,24,457,0,0,11,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,4,7,0,7,0,0,3,7,13,3,25,0,0,0,8
115031300,0,0,10,18,73,12,113,0,0,3,0,21,0,25,14,3,30,54,262,11,371,0,3,6,17,51,0,80,6,0,33,78,956,21,1103,3,0,28,20,89,3,142,3,0,30,27,150,13,231,3,0,5,13,49,3,77,0,4,9,30,154,7,203,0,3,16,12,52,3,91,10,0,10,15,16,0,60,0,0,13,10,28,0,59,21,5,84,56,60,11,233,0,0,5,15,91,3,115,20,15,47,85,135,8,302,52,28,91,30,52,3,261,19,3,51,35,40,5,141,0,0,3,6,30,4,49,3,0,11,15,239,4,272,5,3,14,18,143,40,224,161,63,510,555,2701,155,4145,0,0,13,12,30,7,57,0,0,3,3,0,0,5,10,0,22,38,56,0,122,0,0,7,3,4,0,22,0,4,25,46,85,10,167,4,0,18,22,37,0,85,0,7,52,49,125,12,242,4,0,20,31
115041301,4,0,11,8,24,0,44,0,0,0,0,15,0,10,9,3,13,15,158,3,200,0,3,5,9,18,3,37,0,0,15,27,557,22,622,3,0,14,5,45,0,72,0,0,11,19,58,3,88,0,0,3,7,15,0,26,3,0,8,9,80,4,102,0,0,5,3,7,0,19,3,3,13,10,13,0,45,0,0,4,8,14,0,30,9,3,39,17,17,3,90,0,0,0,3,26,0,35,4,4,22,33,58,3,121,8,4,18,9,23,0,61,4,0,19,8,15,0,51,0,0,4,3,23,0,30,3,0,8,14,124,3,145,0,0,10,9,80,10,105,55,22,206,223,1387,65,1944,0,0,4,4,11,4,31,0,0,0,0,0,0,0,0,3,26,22,22,9,85,0,0,0,0,0,3,4,0,0,10,38,56,3,112,0,0,7,13,24,0,49,0,0,21,42,49,7,118,0,0,13,15
115041302,0,0,6,6,10,0,24,0,0,7,0,5,0,13,39,8,96,80,163,16,406,11,3,21,9,34,0,75,31,3,86,57,459,29,662,39,5,88,49,78,5,266,34,6,101,73,93,12,328,7,3,35,22,48,3,112,16,3,58,48,87,11,221,26,5,68,36,26,9,166,60,17,141,67,34,6,321,13,0,21,14,40,8,97,90,11,232,75,78,16,508,7,3,19,15,43,5,99,43,10,110,94,99,9,361,54,18,93,14,19,10,206,53,12,88,42,34,8,231,5,3,13,10,15,0,42,13,0,30,20,124,8,190,16,0,52,36,85,15,214,559,114,1368,767,1570,167,4547,3,0,0,3,11,0,18,0,0,4,3,7,0,8,14,4,76,28,32,6,165,3,0,5,3,5,3,17,10,7,34,47,34,9,136,12,4,58,32,23,10,141,19,11,123,76,108,25,366,4,3,30,33
116011303,0,0,0,4,3,0,13,0,0,3,4,0,0,5,38,3,54,53,114,9,281,4,0,9,0,16,4,35,14,0,38,34,214,21,321,23,5,50,15,41,3,147,32,5,75,43,71,14,241,12,0,64,57,36,7,177,57,3,77,112,90,26,362,19,4,44,10,6,5,94,48,3,56,18,17,5,150,4,0,6,3,13,0,25,73,8,138,38,25,8,294,19,4,32,28,39,3,120,36,6,66,44,57,10,209,32,4,41,5,5,3,95,36,0,94,31,43,5,206,3,0,10,0,12,0,23,8,0,19,24,75,3,130,12,3,42,27,53,37,179,487,53,906,556,945,167,3109,5,0,4,3,5,0,16,0,0,0,0,0,0,0,19,0,39,18,27,5,116,3,0,8,4,0,0,16,0,0,18,13,20,0,54,16,0,22,15,17,0,68,18,8,75,49,60,13,216,19,0,40,33
116011304,0,0,3,3,0,0,12,0,0,4,3,3,0,7,16,0,58,49,155,11,291,7,0,9,6,19,0,38,10,0,46,42,295,11,403,18,0,33,20,62,7,140,16,6,54,42,83,7,206,12,0,39,30,35,10,114,33,0,63,48,95,14,248,8,0,22,16,24,6,73,26,4,58,11,23,4,123,0,0,7,9,9,0,30,44,8,73,26,24,3,180,3,0,19,25,33,4,89,16,3,47,43,58,5,176,23,6,40,14,9,3,89,19,6,68,22,40,8,165,3,0,9,12,3,0,26,9,4,24,16,112,8,166,12,0,15,31,81,22,169,271,47,683,452,1184,128,2758,0,0,3,3,0,0,5,0,0,0,0,0,0,0,3,3,34,15,33,10,98,0,0,0,6,0,0,13,3,0,6,15,18,4,42,4,0,22,10,28,0,68,12,5,48,26,74,14,174,13,0,31,26
116011306,3,0,0,3,0,0,5,3,0,3,0,3,0,9,23,6,124,65,155,18,381,11,0,14,11,19,0,53,11,0,47,38,189,10,298,15,3,59,31,67,5,185,37,4,95,43,84,23,279,15,0,45,34,58,11,158,37,9,107,73,128,13,360,24,8,49,23,14,8,123,54,8,121,43,28,14,264,11,3,15,6,8,0,45,61,9,137,28,27,9,282,13,0,17,26,28,6,95,51,7,80,55,49,7,251,46,5,55,15,15,4,143,37,7,130,33,61,17,285,3,0,12,10,16,0,41,9,6,28,20,93,5,161,15,4,46,34,78,43,214,478,82,1176,599,1108,196,3628,0,0,3,0,0,0,3,0,0,3,0,0,0,5,10,0,90,23,25,7,156,3,0,0,3,4,0,12,5,0,22,12,12,0,57,15,0,62,16,24,6,120,26,3,102,42,75,15,253,3,0,23,20
116011307,0,0,0,0,7,0,12,0,0,7,3,4,0,12,33,3,89,53,212,18,405,5,0,15,10,35,0,57,18,0,38,60,497,19,632,19,0,49,45,106,7,227,18,3,65,37,123,14,265,3,0,28,26,61,11,127,16,6,60,49,116,22,274,9,6,49,30,24,0,119,38,13,69,41,42,14,215,0,0,13,10,23,0,52,72,19,169,75,52,9,389,8,0,25,22,60,5,123,23,14,71,65,108,10,295,59,20,88,17,27,11,222,35,8,88,48,58,7,235,7,0,8,9,16,0,42,18,5,23,30,148,11,225,22,3,36,27,126,39,251,418,102,984,648,1831,199,4187,0,0,3,3,3,0,8,0,0,0,0,0,0,5,9,4,41,36,56,7,150,5,0,5,0,0,0,16,5,0,25,30,33,8,100,10,7,34,36,26,4,122,10,3,76,57,108,17,276,8,3,25,17
116011308,0,0,3,0,4,0,8,0,0,0,0,5,0,7,30,6,78,59,186,10,371,23,0,16,9,30,0,75,26,0,64,51,337,22,509,27,3,66,33,74,8,209,25,3,87,60,101,12,282,28,0,48,45,44,13,171,30,4,80,68,106,15,301,28,0,49,19,13,8,119,66,10,75,37,37,13,237,9,0,13,12,15,0,49,92,9,134,41,41,10,331,11,0,29,26,41,4,114,51,4,82,47,87,9,286,56,9,67,24,32,4,197,41,5,111,46,56,7,270,6,0,7,6,12,0,38,15,0,28,22,120,0,187,16,3,48,35,91,39,235,571,77,1092,646,1422,190,4001,3,0,0,0,5,0,10,0,0,0,0,0,0,4,25,0,59,37,37,11,163,4,0,5,0,0,0,12,9,0,20,24,20,0,70,11,0,40,15,31,4,109,21,3,92,52,70,15,258,4,0,31,19
116011560,0,0,5,0,0,0,6,0,0,0,0,0,0,0,9,3,37,39,110,4,212,7,0,12,0,13,0,29,5,0,30,26,156,12,235,10,0,26,25,34,4,97,19,0,31,33,45,0,130,4,0,21,24,35,4,81,22,7,56,40,70,16,215,12,3,15,10,13,3,58,15,4,37,11,18,0,88,0,0,3,3,7,0,21,24,3,67,23,22,8,145,9,0,22,8,26,3,67,24,4,45,27,37,6,141,12,3,38,5,16,3,74,21,0,46,27,30,3,126,0,0,11,0,7,0,17,7,0,10,12,53,3,83,13,0,20,17,39,19,111,219,33,525,336,741,85,1942,0,0,0,3,0,3,6,0,0,0,0,3,0,3,4,0,21,23,19,5,84,0,0,9,0,0,0,9,3,0,4,11,13,0,30,3,0,13,7,15,0,40,14,0,47,29,44,7,140,7,4,16,14
