SA2_MAINCODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
115021297,3,3,0,0,3,0,0,0,0,6,11,44,0,0,0,0,0,0,0,66,115,126,7,0,19,5,0,0,0,282,4,5,0,0,0,0,0,0,0,10,18,24,4,0,5,0,0,0,0,49,5,7,3,0,0,0,0,0,0,14,307,459,55,41,62,53,15,27,16,1031,0,0,0,0,0,0,0,0,0,4,94,57,47,11,13,7,16,6,0,251,74,44,38,27,20,19,15,15,7,254,371,70,764,45,42,87,119,127,22,1658,5,3,3,6,0,7,0,3,0,26,39,14,15,3,5,17,6,14,3,120,15,9,11,0,0,0,0,0,3,46,26,9,22,5,4,4,15,11,19,107,1096,879,956,147,177,213,187,198,74,3920,3,4,0,0,0,0,0,0,0,12,5,31,0,0,0,0,0,0,0,37,45,192,6,6,33,10,0,0,0,292,8,9,0,0,0,0,0,0,0,16
115021298,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,16,23,18,0,0,11,0,0,0,0,55,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,5,55,114,13,13,12,12,3,10,0,231,0,0,0,0,0,0,0,0,0,0,27,18,19,8,6,6,0,3,3,89,20,14,10,5,0,9,0,3,0,57,80,21,210,12,15,20,31,28,11,424,3,0,0,0,0,0,0,0,0,4,5,8,5,3,0,3,4,0,0,27,7,0,0,0,0,0,0,0,0,10,4,0,3,0,0,0,0,0,0,10,230,213,257,46,43,52,39,48,21,943,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,14,13,50,0,0,3,0,0,4,0,74,0,3,0,0,0,0,0,0,0,3
115031299,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,25,26,6,4,0,0,3,3,0,62,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,3,0,20,14,8,10,3,0,0,5,4,0,42,44,7,129,10,3,8,25,27,3,262,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,9,4,0,23,98,70,167,20,6,7,36,40,11,457,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
115031300,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,20,48,72,7,0,7,0,0,4,0,135,0,8,0,0,0,0,0,0,0,7,9,22,4,0,0,0,0,0,0,38,9,5,0,3,0,0,0,0,0,19,124,241,39,32,28,24,9,17,3,510,0,0,0,0,0,0,0,0,0,8,82,62,51,31,13,10,9,9,0,262,73,39,58,27,26,11,11,21,4,288,353,100,1291,82,76,96,273,214,45,2526,11,5,14,0,3,11,9,6,0,50,28,9,32,6,4,14,14,16,3,122,10,7,7,3,3,3,3,10,0,43,13,14,16,7,3,6,18,20,18,113,760,602,1517,192,166,179,340,318,78,4145,0,0,0,0,0,0,0,0,0,3,4,23,0,0,0,0,0,0,3,31,34,142,0,7,12,4,0,0,0,201,0,7,0,0,0,0,0,0,0,10
115041301,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,15,22,4,0,5,3,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,3,63,89,8,15,15,4,0,8,3,206,0,0,0,0,0,0,0,0,0,0,40,21,15,10,3,4,4,4,0,98,37,22,17,19,5,7,3,11,0,122,217,30,683,44,42,43,148,92,19,1318,7,0,0,4,0,0,3,0,0,21,8,6,12,3,3,3,12,12,0,52,4,0,0,0,0,6,3,3,0,16,12,7,13,3,0,3,5,7,5,50,407,199,760,87,80,80,173,128,29,1944,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,12,20,47,0,0,3,5,0,0,0,75,0,0,0,0,0,0,0,0,0,0
115041302,4,6,0,0,0,0,0,0,0,11,3,40,0,0,0,0,0,0,0,50,150,247,16,8,45,26,6,0,9,502,3,15,0,0,0,0,0,0,0,23,22,29,4,3,8,5,0,0,0,67,10,12,0,0,4,0,0,0,0,23,347,617,70,55,129,69,40,30,18,1368,0,0,0,0,0,0,0,0,0,3,99,85,43,28,32,24,7,4,5,339,108,114,52,36,43,36,13,10,12,420,271,78,647,53,71,95,86,94,29,1427,11,4,0,3,3,3,3,3,0,36,25,19,8,12,8,16,7,11,0,110,17,21,12,0,0,9,6,3,4,72,16,12,14,9,10,6,10,15,12,97,1091,1289,877,220,349,288,187,165,88,4547,7,3,0,0,0,0,0,0,0,8,5,28,0,0,0,0,0,0,0,32,61,237,3,11,48,9,0,3,6,384,4,15,0,0,0,0,0,0,0,16
116011303,0,5,0,0,0,0,0,0,0,3,3,12,0,3,0,0,0,0,0,16,46,186,36,25,58,19,44,29,5,461,0,5,0,0,3,0,0,3,0,13,4,14,0,0,8,0,0,0,0,34,0,3,0,0,0,0,0,0,0,4,98,362,85,57,86,51,93,59,4,906,0,0,0,0,0,0,0,0,0,3,29,36,41,18,19,16,53,15,3,236,44,24,60,38,24,21,62,36,3,312,65,33,392,40,53,32,109,100,15,841,4,3,3,5,5,0,3,4,0,34,5,7,9,7,7,6,18,17,3,74,3,15,8,6,0,0,7,10,3,66,12,6,17,3,9,7,18,20,15,103,325,707,653,197,278,164,429,298,56,3109,0,4,0,0,0,0,0,0,0,11,0,9,0,0,0,0,0,0,0,12,25,141,14,34,72,26,9,25,4,351,0,7,0,0,3,0,0,0,0,14
116011304,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,14,51,91,17,8,30,6,23,9,4,251,0,3,0,0,0,0,0,0,0,3,4,22,0,3,5,0,0,0,0,31,3,0,0,0,0,0,0,0,0,3,93,229,61,39,83,39,85,52,4,683,0,0,0,0,0,0,0,0,0,3,26,33,43,16,12,13,30,21,7,196,41,31,45,19,13,21,31,30,4,250,94,31,522,41,63,36,143,105,16,1062,3,0,8,0,7,3,8,10,0,41,12,7,15,7,7,6,14,13,0,80,0,6,15,4,0,0,7,6,0,38,9,11,23,8,7,0,11,19,7,94,338,480,746,148,244,136,359,262,49,2758,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,9,18,120,10,25,45,12,0,10,4,250,0,5,0,0,5,0,0,0,0,11
116011306,0,0,0,0,0,0,0,0,0,5,4,21,0,3,0,0,0,0,0,32,74,195,26,13,67,17,27,9,6,442,0,12,0,0,4,0,0,0,0,18,4,9,3,3,12,0,4,3,0,44,3,5,0,0,3,0,0,0,0,18,121,416,130,59,176,59,109,79,21,1176,3,0,3,0,0,0,3,0,0,7,25,47,54,24,28,15,46,24,3,269,44,45,72,23,31,23,55,18,9,322,75,46,431,52,64,38,148,97,22,972,5,4,6,3,3,4,10,14,0,46,12,7,15,7,4,4,29,16,5,88,5,18,11,3,10,8,15,4,3,74,10,13,16,8,7,6,28,19,17,118,390,832,768,200,415,187,470,283,85,3628,0,0,0,0,0,3,0,0,0,4,0,13,0,4,0,0,0,0,0,21,16,160,13,23,95,22,5,10,3,340,3,10,0,0,0,0,0,0,0,13
116011307,0,0,0,0,0,0,0,0,0,0,3,18,3,0,0,0,0,0,0,26,84,189,22,15,39,3,14,10,3,390,5,3,0,0,0,0,0,0,0,13,15,40,9,4,4,0,3,0,0,70,6,3,0,0,3,0,0,0,0,13,165,470,75,47,66,44,48,50,16,984,3,0,0,0,0,0,0,0,0,9,55,56,45,27,24,8,20,8,3,254,77,68,82,41,46,19,30,25,0,384,200,77,813,73,90,89,155,120,33,1643,5,9,11,4,6,3,14,5,0,57,25,8,14,14,17,7,23,19,6,135,4,9,14,5,3,6,11,5,3,59,8,12,21,12,14,10,25,15,28,142,665,972,1115,240,305,196,342,255,100,4187,3,3,0,0,3,0,0,0,0,8,8,18,0,0,0,0,0,0,0,25,45,194,0,23,45,5,0,0,7,328,7,13,0,3,3,0,0,0,0,20
116011308,3,0,0,0,0,0,0,0,0,3,7,21,0,0,0,0,0,0,0,29,85,264,29,19,71,20,20,21,10,535,3,3,0,0,3,0,0,0,3,15,11,25,3,4,4,0,4,0,0,53,3,3,0,0,3,0,0,3,0,10,152,433,114,44,115,62,77,68,23,1092,0,0,0,0,0,0,3,0,0,10,41,63,54,18,40,15,30,27,0,294,55,45,78,32,36,26,37,30,6,343,112,50,611,61,74,52,175,134,15,1288,3,3,5,4,8,3,8,3,0,40,13,11,8,12,13,3,14,12,6,94,8,15,11,3,10,5,6,11,0,63,6,9,11,3,10,5,19,33,21,125,512,947,931,204,377,200,401,342,82,4001,0,8,0,0,0,0,0,0,0,4,0,16,3,0,3,0,0,0,0,23,39,212,8,26,95,20,5,5,11,423,3,9,0,0,3,3,0,3,0,17
116011560,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,34,76,13,13,17,19,19,10,5,213,0,3,0,0,0,0,0,0,0,4,0,8,0,3,0,0,7,0,0,17,4,0,0,0,0,0,0,0,0,9,58,178,58,31,80,26,49,36,9,525,0,0,0,0,0,0,0,0,0,0,19,16,39,11,13,8,18,20,3,146,24,16,43,14,20,20,24,10,0,184,62,18,328,26,37,17,85,78,14,664,3,0,5,3,5,0,3,4,0,24,3,9,4,10,3,0,9,10,0,53,3,4,5,3,0,0,4,3,0,29,4,3,8,11,7,3,14,12,3,61,216,339,511,119,189,104,246,185,34,1942,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,9,62,3,13,33,6,7,12,3,151,0,7,0,0,0,0,0,0,0,5
116011561,0,6,0,0,0,0,0,0,0,6,0,12,5,3,0,0,0,0,0,21,40,114,18,16,28,21,23,12,3,270,7,3,0,0,0,0,0,0,0,9,3,10,0,0,3,0,0,3,0,22,0,9,0,0,0,3,0,0,0,14,75,253,71,44,59,26,75,53,10,664,3,0,0,0,0,0,0,0,0,8,22,23,42,15,14,12,30,15,0,181,25,29,40,31,30,19,46,16,3,250,59,30,394,49,54,32,126,102,18,874,6,3,5,3,3,4,13,5,0,41,7,3,16,8,10,3,13,12,0,79,5,11,6,0,8,0,13,3,0,49,6,4,24,8,10,5,17,14,10,103,259,500,622,182,214,133,363,239,58,2584,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,21,91,3,20,32,20,6,5,3,198,0,3,0,0,4,0,0,0,0,9
116021309,0,5,0,0,0,0,0,0,0,5,13,43,3,0,4,0,0,0,0,61,129,240,34,13,44,13,18,3,6,508,5,11,0,0,3,0,0,0,0,18,12,18,0,0,3,3,4,0,0,49,5,3,0,0,0,3,0,0,0,16,204,469,65,48,112,40,68,36,16,1066,0,3,0,3,0,0,0,0,0,4,54,55,37,18,23,12,22,7,4,239,64,49,35,22,23,15,28,20,8,270,112,48,319,31,43,35,55,45,15,706,3,7,0,0,0,3,9,4,0,29,6,12,12,8,16,4,10,8,0,83,10,17,10,3,9,10,4,4,0,65,11,12,4,8,5,0,13,15,6,72,641,992,525,167,282,150,231,138,48,3180,0,12,0,0,0,0,0,0,0,11,0,25,0,3,0,3,0,0,0,32,54,216,3,24,62,19,0,6,3,388,0,8,0,0,0,0,0,0,0,13
116021310,0,6,0,0,0,0,0,0,0,7,15,49,0,0,3,0,0,0,0,74,262,498,47,22,98,26,27,8,12,1009,11,17,0,0,4,0,0,0,0,35,28,54,0,3,9,6,3,0,0,105,17,14,0,5,4,0,0,0,3,39,455,1035,167,83,184,78,111,55,18,2194,0,0,0,0,0,0,0,0,0,3,123,95,80,33,46,29,39,22,8,475,124,129,86,66,52,48,34,17,8,560,232,91,705,51,98,101,123,93,23,1507,3,3,3,0,8,6,13,9,0,46,29,20,12,5,14,14,23,13,0,126,13,26,9,0,9,3,10,5,0,70,12,22,17,13,6,7,13,10,17,113,1324,2063,1138,281,532,327,389,224,93,6377,0,6,0,0,0,0,0,0,0,11,3,60,0,0,5,0,0,0,0,64,111,413,21,34,125,35,8,10,14,772,8,24,0,0,6,0,0,0,0,41
116021312,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0,19,80,140,15,9,32,8,16,0,0,298,3,6,0,0,0,0,0,0,0,13,6,16,3,0,3,3,4,0,0,37,0,8,3,0,0,0,0,0,0,11,135,357,62,31,58,40,40,24,11,757,0,0,0,0,0,0,0,0,0,5,40,31,25,19,7,11,13,4,0,153,41,67,41,16,30,13,21,16,3,240,159,46,616,39,52,51,175,103,18,1266,5,3,3,3,3,5,10,9,3,47,12,13,14,10,7,12,17,18,0,97,3,13,4,0,4,3,11,7,0,46,10,5,17,3,3,4,29,12,13,91,501,714,814,133,203,149,334,191,50,3087,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,18,28,160,4,19,42,4,0,8,7,275,0,3,0,0,0,0,0,0,0,7
116021562,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,23,47,3,0,16,0,5,3,0,108,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,32,98,16,15,23,7,23,11,3,238,0,0,0,0,0,0,0,0,0,0,7,10,11,13,3,4,8,3,0,55,7,13,16,4,7,7,6,0,0,63,27,9,110,10,17,15,21,16,3,228,0,0,0,0,0,3,0,3,0,10,3,3,3,0,0,0,8,0,0,21,4,5,3,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,11,114,205,168,49,73,38,71,36,6,776,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,54,3,7,13,0,0,0,0,79,3,3,0,0,0,0,0,0,0,5
116021563,0,0,0,0,0,0,0,0,0,0,4,24,0,0,3,0,0,0,0,38,109,255,32,12,63,29,31,11,8,542,3,6,0,0,3,3,0,0,0,22,16,30,3,0,11,0,9,6,3,72,0,9,0,3,0,0,0,0,0,19,164,531,100,53,143,68,82,38,19,1197,3,0,5,0,0,0,0,0,0,8,58,73,54,23,34,19,24,12,0,291,82,93,76,26,44,41,37,17,3,427,171,69,665,65,86,70,167,120,24,1437,3,3,3,6,8,3,14,4,0,54,14,16,17,11,6,22,21,23,0,120,10,12,3,7,4,3,4,7,3,53,6,11,8,10,11,6,13,6,10,82,646,1134,975,218,408,255,405,240,77,4359,0,8,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,19,36,218,5,36,75,23,5,11,11,429,0,11,0,0,6,0,0,0,0,13
116031313,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,32,0,3,4,0,3,0,0,48,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,21,72,30,22,23,11,19,13,3,219,0,0,0,0,0,0,0,0,0,0,4,12,16,4,7,3,13,10,3,70,15,13,18,15,14,7,19,15,0,119,43,23,313,45,35,26,159,97,24,753,0,0,10,3,4,0,18,6,4,39,5,0,3,11,6,5,23,19,3,65,0,3,8,3,0,0,4,7,0,22,4,0,22,4,3,0,20,32,13,102,103,174,429,111,92,52,277,200,45,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,6,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
116031314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,43,5,9,12,3,15,3,0,105,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,30,106,24,18,44,22,54,18,3,324,0,0,0,0,0,0,0,0,0,5,14,12,22,8,8,3,19,11,0,98,17,14,30,14,11,3,23,8,3,121,41,23,256,13,38,23,82,46,16,542,0,0,0,0,3,0,5,8,0,19,3,3,9,3,0,3,11,5,0,38,5,3,3,4,0,0,4,5,0,25,3,5,5,4,7,0,8,8,3,41,133,212,360,78,126,62,238,97,31,1338,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,27,3,10,21,3,7,5,0,81,0,0,0,0,0,0,0,0,0,0
116031315,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,18,43,93,14,8,27,8,13,6,5,209,0,0,0,0,3,0,0,0,0,7,3,11,4,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,8,62,284,103,46,99,32,95,56,14,801,0,3,0,0,0,0,3,0,0,8,24,36,65,20,21,7,45,20,3,239,39,43,48,44,32,19,43,17,4,288,61,42,595,64,66,51,234,118,13,1248,7,0,6,8,3,3,18,8,0,58,7,4,10,7,8,7,36,17,0,102,5,10,6,6,0,4,21,4,0,55,6,9,16,3,9,10,26,19,10,95,267,546,869,209,272,142,522,271,49,3144,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,17,93,5,9,30,13,3,10,0,169,0,5,0,0,0,0,0,0,0,5
116031316,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,7,28,81,14,8,33,10,15,4,3,186,3,6,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,4,40,163,39,36,41,28,45,23,7,413,0,0,0,0,0,0,0,0,0,8,17,12,13,12,12,11,14,6,0,95,25,27,27,15,20,14,25,15,4,173,57,26,326,41,48,31,182,98,14,824,3,0,3,3,4,5,15,9,0,38,5,4,7,11,3,3,24,14,3,74,9,4,6,0,3,3,9,4,0,33,0,8,14,6,5,5,35,33,20,132,191,346,449,131,169,102,359,204,57,2015,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,11,5,67,3,19,41,14,5,0,0,152,0,0,0,0,4,0,0,0,0,7
116031317,0,3,0,0,0,0,0,0,0,7,0,16,0,0,0,0,3,0,0,24,42,105,21,15,36,12,20,13,7,271,0,5,0,0,3,0,3,0,0,19,3,12,0,3,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,5,46,218,99,59,98,37,88,52,6,706,0,0,0,0,0,0,0,0,0,6,24,9,45,22,16,11,38,23,3,184,22,36,65,31,25,19,41,27,3,272,40,20,382,54,50,24,160,120,23,872,4,6,5,5,5,3,18,7,0,52,3,8,15,14,13,8,33,26,0,109,4,12,9,3,6,4,17,10,0,64,3,3,12,3,7,3,28,18,11,88,194,460,651,217,251,130,452,295,52,2701,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,13,80,3,20,25,11,0,3,3,151,0,0,0,0,0,3,0,0,0,3
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116031319,3,0,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,0,17,41,117,20,10,24,15,22,7,5,260,3,7,0,0,0,0,0,0,0,14,3,14,0,0,7,0,0,0,0,20,0,0,0,0,3,0,0,0,0,9,80,342,124,70,93,46,87,61,17,929,0,0,0,3,0,0,3,0,0,12,23,45,61,11,17,11,32,18,3,222,41,41,58,29,24,28,51,27,7,306,93,47,577,61,68,56,196,111,19,1229,3,0,6,0,5,0,15,5,0,42,11,5,13,10,9,8,38,15,3,120,6,8,6,6,4,3,14,10,0,60,13,12,15,8,13,8,22,16,15,107,317,649,875,214,278,175,479,268,70,3330,0,3,0,0,0,0,0,0,0,4,3,12,0,0,0,0,0,0,0,17,16,90,3,11,35,7,3,5,3,177,0,3,0,0,8,0,0,0,0,9
