SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
101051539,3,3,8,17,27,31,19,32,0,136,0,0,3,0,8,21,30,45,0,105,9,13,12,21,130,109,56,86,3,432,8,4,7,0,35,23,20,24,0,108,20,24,33,40,140,207,111,205,15,782,3,3,6,4,27,27,19,39,0,124,11,61,34,57,135,74,47,77,6,508,8,81,51,41,43,30,14,37,5,314,13,13,24,43,78,47,36,148,7,414,0,6,4,3,13,11,4,10,0,49,3,0,0,0,11,9,7,14,0,51,3,4,0,3,13,12,5,20,0,67,4,10,13,10,23,34,17,35,0,143,3,23,12,25,24,27,8,14,4,143,23,12,16,23,259,167,64,69,6,633,10,18,17,30,47,43,19,32,7,221,14,16,29,34,102,61,17,44,4,321,0,14,6,7,9,3,5,12,0,59,3,17,11,7,59,55,29,51,0,232,11,8,13,19,42,38,13,42,46,233
101051540,18,36,55,65,58,126,62,362,20,794,6,0,3,4,12,16,6,42,3,92,0,4,14,16,46,42,18,41,7,180,0,3,0,3,13,18,5,7,0,49,12,19,20,27,55,143,42,126,3,452,4,0,0,8,14,13,13,23,0,66,5,20,11,21,21,19,8,41,3,154,3,35,9,13,6,5,3,23,0,100,12,10,12,15,30,34,19,85,5,214,0,3,0,5,0,3,8,0,0,25,3,0,0,0,3,8,0,3,0,22,0,3,0,4,3,6,0,6,0,27,3,12,4,6,19,18,11,29,0,111,3,8,6,6,6,16,3,3,0,50,17,5,9,13,121,64,42,26,0,307,0,6,6,4,19,23,8,15,0,90,4,7,9,9,14,18,9,14,0,85,0,10,6,3,5,6,6,5,0,33,3,3,4,13,28,31,12,31,0,128,7,17,5,7,12,26,15,24,25,137
101061541,3,3,4,10,6,11,4,21,0,62,0,0,0,0,0,0,0,0,0,3,3,8,0,0,5,8,3,8,0,33,3,0,4,0,22,11,6,8,0,66,10,7,6,12,34,95,42,67,7,277,0,0,0,0,5,7,0,13,0,32,4,10,10,8,22,25,20,19,0,117,3,33,10,15,11,10,6,20,3,101,4,7,7,3,15,12,6,32,0,93,0,0,0,3,5,13,0,3,0,21,0,0,0,0,0,0,3,3,0,9,0,0,0,0,3,3,3,8,0,20,3,3,8,5,22,17,10,16,0,82,0,3,0,5,11,5,8,3,0,40,4,3,12,16,88,55,37,39,5,262,0,3,5,6,17,8,9,3,0,50,0,4,10,3,16,4,11,16,0,64,0,4,0,0,0,5,0,3,0,17,0,3,3,7,8,18,11,16,0,71,3,4,3,0,17,7,8,18,11,69
101061542,12,31,44,39,50,93,53,191,10,528,0,0,0,3,3,3,0,5,0,17,0,12,3,5,22,13,14,25,0,102,5,0,0,3,16,17,3,17,0,58,10,24,20,35,54,150,56,157,14,503,3,3,0,0,9,12,13,19,0,64,7,25,10,11,19,19,17,32,6,139,3,47,12,12,11,15,5,24,0,132,0,5,6,7,5,17,6,45,0,107,0,0,3,4,10,13,5,17,0,50,5,0,0,0,6,6,3,14,3,40,3,3,0,0,6,12,4,8,0,42,6,9,4,22,39,68,41,53,4,258,4,6,8,7,11,8,9,11,0,63,34,4,7,24,142,147,90,92,3,542,0,13,8,15,36,27,9,24,3,136,3,4,5,6,13,14,3,10,0,65,0,6,3,0,4,14,4,12,0,46,4,7,3,7,25,30,17,25,0,116,6,9,9,9,11,23,9,26,30,126
101061543,10,20,30,23,58,61,42,95,5,339,0,0,0,0,5,4,4,20,0,43,9,9,7,30,41,38,25,36,6,185,3,0,0,11,8,16,0,3,0,40,10,18,13,16,51,92,40,81,4,328,0,3,3,8,16,23,20,27,0,97,0,34,10,27,59,39,28,31,4,236,0,30,19,8,10,5,3,16,0,91,5,10,6,15,16,30,19,42,0,138,0,0,0,0,8,0,0,3,0,12,0,0,0,0,4,7,6,8,0,25,0,0,0,0,4,0,3,13,0,20,0,10,0,6,7,13,8,12,0,59,0,13,3,4,4,8,3,8,0,38,8,0,0,3,51,22,12,15,0,108,3,9,0,3,17,15,5,22,0,74,3,6,5,3,13,19,10,12,0,77,0,5,0,0,0,0,0,5,0,16,5,5,0,6,32,20,12,22,3,110,3,16,4,8,23,22,10,21,21,134
101061544,22,26,30,41,63,119,70,333,13,729,0,0,0,0,0,4,4,6,0,20,3,3,0,4,31,22,11,12,3,81,0,0,0,4,8,5,0,3,0,22,8,7,12,11,28,43,17,45,3,172,0,3,0,0,3,9,12,11,0,43,0,13,4,9,20,8,11,16,0,87,0,7,0,0,7,5,3,17,0,36,3,4,15,10,8,13,12,38,0,101,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,5,0,13,0,0,0,4,3,6,4,7,0,23,0,7,0,0,4,0,0,7,0,18,6,0,7,0,47,21,20,11,0,119,0,4,7,0,4,9,3,15,0,43,0,3,0,0,8,7,3,11,0,29,0,3,0,0,0,0,0,3,0,13,0,4,3,3,8,14,7,10,0,47,3,8,3,5,12,18,6,9,18,84
102011028,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,0,4,3,0,15,0,5,3,3,13,29,13,34,0,103,0,0,0,3,5,9,0,3,0,22,6,11,21,34,47,139,39,102,5,400,0,3,4,4,8,20,4,22,0,62,4,17,18,8,19,20,9,25,0,123,3,36,15,7,4,26,7,19,0,126,3,0,6,3,10,10,13,5,0,56,5,4,4,3,5,10,9,12,0,48,0,3,0,3,4,20,12,13,0,63,0,8,0,3,4,7,5,12,0,41,3,13,11,7,15,42,21,42,0,151,0,6,8,6,14,15,0,9,0,64,6,3,0,7,37,25,39,17,0,137,3,18,6,7,22,33,19,25,4,134,6,8,19,19,16,53,17,27,3,159,0,11,6,3,3,8,0,11,0,39,0,3,5,7,4,9,11,6,0,48,5,7,3,0,7,14,8,25,13,81
102011029,0,4,0,0,0,3,7,7,0,27,0,0,0,0,0,3,3,6,0,20,6,6,3,7,36,40,24,40,0,164,3,0,0,0,11,12,3,6,0,37,14,30,26,53,72,151,57,124,3,526,3,7,3,0,12,20,7,16,0,67,6,39,18,18,29,32,10,28,0,180,4,34,22,9,6,11,3,15,3,113,7,11,7,14,20,20,10,22,0,118,0,11,4,9,8,22,12,21,0,91,3,6,5,0,20,21,13,31,0,95,0,8,0,6,7,8,8,18,0,45,3,25,16,14,15,68,18,50,0,213,3,15,7,14,13,23,0,6,0,82,7,5,4,10,58,26,19,25,3,159,3,15,8,10,16,28,19,25,0,121,5,14,18,11,29,32,15,22,0,136,3,5,0,10,8,6,3,10,0,52,0,9,9,5,17,16,16,17,0,88,3,7,13,16,14,27,4,18,17,125
102011030,3,13,11,14,12,40,11,107,7,215,0,0,0,0,0,3,9,9,0,19,0,9,3,0,16,26,14,30,0,105,0,0,0,0,3,0,0,5,0,13,9,10,8,18,17,54,24,58,0,201,0,0,3,3,13,6,3,16,0,42,0,11,3,10,3,14,3,18,0,64,0,9,4,6,6,8,4,5,0,40,0,3,3,0,14,11,10,32,0,75,0,0,0,4,3,3,6,3,0,19,0,0,0,0,0,5,0,11,0,24,0,0,3,0,3,5,3,3,0,19,3,5,4,6,9,17,14,22,0,76,0,3,7,0,3,4,0,8,0,35,4,0,3,4,10,8,13,5,3,50,3,5,3,4,3,4,6,12,0,32,3,0,3,9,11,12,0,9,0,53,0,4,0,3,6,4,3,6,0,25,3,0,3,6,7,8,8,16,0,49,0,3,6,5,8,20,0,21,13,83
102011031,0,0,0,3,3,12,0,5,0,19,0,0,0,0,4,0,3,11,0,15,4,3,9,9,34,52,22,48,0,192,0,0,0,0,8,14,4,16,0,48,7,23,14,28,54,128,49,125,11,436,0,7,3,3,16,33,13,28,0,103,6,51,32,26,43,47,20,54,6,287,9,58,20,21,13,17,14,23,4,181,3,4,3,13,13,26,12,28,3,107,0,7,4,7,14,23,12,16,0,72,3,3,3,3,23,21,15,23,0,103,0,3,3,0,7,9,10,14,0,43,0,11,16,10,32,69,29,59,0,231,4,11,8,16,23,20,0,10,0,104,4,9,3,6,70,45,26,29,7,201,4,17,7,11,21,26,24,37,3,150,3,13,23,38,44,38,32,47,3,240,0,10,3,6,4,6,3,14,0,47,3,3,9,3,13,29,20,21,0,110,3,8,3,7,22,32,9,20,16,122
102011032,0,0,3,8,4,8,3,8,0,32,0,0,0,0,3,4,3,5,0,21,7,9,11,22,84,81,45,71,0,331,0,0,3,0,19,20,4,11,0,56,17,22,23,33,66,191,89,123,3,571,0,7,3,9,35,34,17,26,0,126,15,70,42,46,88,79,36,64,4,449,6,66,34,29,32,35,26,32,3,272,6,8,11,20,35,40,31,51,0,218,0,6,0,3,36,26,14,32,0,129,3,3,3,11,55,52,24,20,0,172,0,3,3,3,13,19,17,15,0,78,3,16,23,16,72,103,44,84,0,365,3,22,21,34,26,40,8,22,3,175,9,7,9,13,110,68,38,17,7,274,9,27,16,20,53,51,27,38,3,236,14,27,28,59,121,114,27,52,8,446,0,10,4,11,18,14,4,20,3,85,0,16,17,14,48,37,18,26,0,181,3,12,4,9,41,37,13,25,40,195
102011033,0,0,0,0,3,3,0,0,0,9,0,0,0,0,4,4,0,3,0,15,3,3,9,6,35,29,19,44,0,153,0,0,0,0,7,9,3,10,0,30,8,6,14,25,49,81,38,80,3,304,0,0,0,3,13,25,17,22,0,81,5,24,9,11,30,30,11,29,0,158,0,35,5,10,10,14,0,14,3,82,9,8,6,11,16,30,22,20,3,123,0,0,0,3,14,16,3,17,0,54,0,0,3,3,12,20,5,9,0,51,0,0,0,0,7,3,3,3,0,20,3,3,4,8,16,30,16,28,0,107,0,14,5,5,8,9,3,7,0,54,0,4,3,3,46,34,22,18,0,132,4,3,8,0,4,10,5,9,0,40,0,6,3,12,26,21,13,12,0,94,0,4,0,0,3,7,6,6,0,27,0,0,3,10,18,31,7,17,4,90,0,0,4,0,15,27,7,11,16,72
102011034,0,0,0,0,0,0,0,3,0,5,0,0,3,0,3,0,0,6,0,16,0,0,0,3,32,29,19,34,3,127,0,0,0,0,7,8,0,5,0,25,4,10,17,20,42,98,29,62,0,298,0,0,0,0,8,14,3,20,0,42,9,16,20,10,21,18,17,13,0,111,4,31,17,11,14,12,6,7,0,104,3,8,8,3,15,19,8,21,0,79,3,0,5,0,3,13,3,4,0,29,3,0,0,0,6,13,11,9,0,42,0,3,0,0,4,6,0,3,0,27,3,5,10,3,17,20,15,16,0,86,9,5,3,4,13,11,7,9,0,48,4,0,0,8,40,33,23,11,3,119,3,11,8,5,20,19,16,18,0,89,3,8,10,10,16,15,6,8,0,73,0,3,3,0,6,0,0,7,0,24,0,3,4,3,9,12,5,15,0,54,3,7,3,4,10,13,5,18,19,81
102011035,0,0,0,0,3,4,0,7,0,17,0,0,0,0,0,0,0,3,0,10,3,3,3,3,47,38,25,28,0,149,3,0,0,0,8,9,3,3,0,25,8,10,10,23,31,97,19,64,4,262,0,3,0,0,11,8,5,9,0,46,3,26,15,14,33,26,22,19,3,157,5,32,10,14,16,13,3,5,0,101,3,5,8,15,8,17,22,15,0,97,0,0,6,3,15,20,5,14,0,64,0,3,4,5,28,24,5,12,3,86,0,0,0,0,4,11,3,3,0,17,6,5,0,4,19,24,14,23,0,87,3,13,3,9,11,11,3,10,0,55,7,3,3,4,53,23,17,22,0,130,4,10,6,12,12,15,6,6,0,70,4,8,17,18,25,39,16,14,3,140,3,10,0,3,5,0,3,3,0,21,0,3,0,0,9,16,20,21,0,70,4,0,0,8,26,22,7,15,18,96
102011036,0,3,0,0,5,3,0,0,0,12,0,0,0,0,0,3,4,3,0,9,6,3,4,5,50,51,41,33,0,197,4,0,0,0,7,16,7,7,0,44,4,12,18,20,48,99,42,68,0,314,0,5,3,9,13,22,17,14,0,77,4,30,22,23,37,25,20,28,5,194,3,42,12,14,7,11,3,13,0,114,3,3,4,7,27,16,15,24,0,98,0,3,8,3,16,19,10,13,0,70,3,0,0,3,28,28,10,17,0,85,0,3,0,4,0,4,3,8,0,21,4,8,0,3,32,42,23,39,0,151,0,4,9,4,16,12,9,13,0,63,8,4,4,4,51,30,27,20,3,162,4,16,8,9,19,23,11,17,0,105,5,8,8,17,34,30,23,8,0,135,0,9,0,0,6,8,4,3,0,25,0,4,0,5,22,34,14,16,0,100,5,10,9,3,18,16,5,14,20,93
102011037,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,3,21,22,22,22,0,93,0,0,4,0,10,4,5,6,0,28,6,10,3,9,24,78,29,47,4,206,0,5,0,0,8,15,3,13,0,43,7,15,15,16,20,18,10,15,3,117,5,25,3,17,14,7,9,4,0,81,0,3,8,5,9,23,11,14,0,75,0,3,5,4,8,21,10,15,0,63,0,3,6,4,19,24,12,15,0,84,0,0,3,0,4,9,3,3,0,22,0,7,8,9,15,28,26,26,0,131,3,7,0,0,12,12,3,4,0,42,3,0,4,0,30,34,21,19,0,120,3,7,3,3,12,16,7,18,0,73,3,3,10,11,27,28,4,14,0,111,0,8,7,0,3,3,3,0,0,24,0,3,3,4,10,16,6,4,0,46,0,8,0,3,13,23,3,10,14,79
102011038,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,10,0,3,4,12,22,38,26,24,0,133,0,3,0,0,8,7,0,3,0,27,8,4,25,30,44,158,37,101,3,419,0,0,0,0,12,9,10,12,0,42,3,15,15,7,23,24,15,21,0,123,3,22,14,14,14,12,11,8,0,96,3,6,3,8,9,11,17,15,0,75,0,3,0,4,9,9,5,3,0,37,0,0,0,0,7,9,11,3,0,31,3,0,0,0,6,8,3,11,0,28,4,6,8,5,12,24,7,36,0,99,3,12,3,8,4,9,3,4,0,49,8,7,4,4,32,23,29,16,0,109,4,10,3,12,14,20,6,15,0,78,0,4,6,14,13,19,6,15,0,81,0,11,3,0,6,7,4,8,0,31,4,7,3,7,15,14,5,15,0,66,0,4,0,8,17,26,3,11,8,73
102011039,0,0,3,0,0,4,0,3,0,12,0,0,0,0,0,6,5,10,0,26,3,3,7,8,34,45,31,75,3,212,0,0,0,0,6,13,3,8,0,31,16,18,30,43,87,222,76,174,4,676,4,4,0,4,15,32,10,26,0,98,3,49,27,28,34,43,24,57,3,264,3,68,38,27,24,24,15,44,3,260,3,14,3,10,16,32,19,23,0,119,0,6,3,3,20,21,9,19,0,80,6,0,0,6,26,39,12,32,0,123,0,10,0,3,10,15,5,24,0,70,7,18,16,13,34,58,25,86,0,252,3,11,7,10,11,22,6,13,3,89,17,5,3,9,62,43,49,34,3,216,6,23,18,13,35,57,26,37,0,222,17,20,25,22,52,81,34,64,4,322,0,17,10,7,3,9,3,10,0,72,0,6,10,9,18,18,10,30,3,107,6,12,10,3,11,22,6,33,23,126
102011040,0,0,0,0,3,9,5,5,0,30,0,0,0,0,0,4,3,12,0,27,9,12,12,19,88,74,50,52,0,313,0,3,4,0,22,21,8,15,0,78,23,29,51,69,133,335,87,184,15,932,0,0,6,10,45,49,17,19,0,143,18,50,34,45,91,63,33,60,3,395,9,74,45,35,46,26,21,31,4,286,17,12,24,32,57,58,52,74,4,332,8,10,3,7,25,37,19,28,3,141,5,0,3,3,55,59,10,46,4,196,0,5,4,6,19,14,8,18,0,76,4,19,17,28,45,104,23,64,0,314,7,27,15,21,23,27,7,14,5,155,8,10,14,11,122,80,44,41,5,334,3,25,22,11,36,31,14,24,0,173,10,17,28,40,69,42,21,23,4,249,0,6,8,3,10,9,4,7,0,57,3,16,21,13,49,43,30,35,3,211,8,19,11,14,42,55,17,33,56,265
102011041,0,0,0,0,0,3,0,3,0,8,0,0,0,3,3,7,5,11,0,25,4,3,3,11,37,31,20,46,0,162,0,0,3,0,9,16,6,10,3,40,9,22,24,40,70,179,47,111,3,506,0,3,3,0,10,18,13,18,0,61,10,36,22,12,24,33,18,38,3,199,6,39,8,15,21,16,7,18,4,145,0,6,5,4,12,15,9,24,3,76,3,4,4,3,11,17,9,25,0,69,0,0,4,3,10,20,7,28,0,86,3,0,3,7,4,16,0,19,4,53,4,8,9,9,22,40,22,53,0,173,3,13,6,3,6,23,3,9,0,68,11,3,5,9,46,37,36,23,0,167,5,8,5,6,26,40,22,33,0,148,8,11,19,25,25,46,25,27,4,190,4,14,3,3,3,9,0,6,0,36,0,4,4,10,8,16,8,25,3,81,3,14,0,7,17,20,9,18,17,90
102011042,3,0,0,6,8,0,0,3,0,25,0,0,0,0,0,0,0,6,0,12,9,3,6,14,49,44,26,38,0,194,0,0,3,4,8,11,3,7,0,41,10,21,28,48,76,157,60,100,10,508,0,3,3,3,18,27,11,14,0,80,10,21,19,29,55,37,17,36,5,216,3,47,23,19,24,16,12,19,0,157,7,6,11,9,33,29,22,36,0,168,4,3,3,7,24,28,8,18,0,94,4,0,6,10,29,54,22,29,0,155,0,3,0,3,3,9,6,10,0,36,4,4,16,13,28,55,19,33,4,181,3,19,13,13,23,22,6,15,3,113,7,7,5,20,66,39,32,22,5,194,0,5,14,12,19,18,3,13,0,93,3,10,12,24,47,28,8,12,0,151,0,5,3,4,5,10,3,0,0,37,5,6,7,9,18,33,7,15,0,103,3,10,10,6,27,24,17,14,38,150
102011043,0,3,0,3,4,5,3,3,0,20,0,0,0,0,0,3,3,5,0,10,7,7,9,13,57,53,28,36,0,213,0,0,0,0,12,18,3,7,0,46,11,11,24,29,53,123,49,61,3,362,0,0,0,0,29,20,8,23,0,85,8,39,27,30,53,37,26,17,0,230,3,39,17,23,20,21,12,16,0,156,3,8,11,4,28,35,16,32,0,135,3,0,0,0,21,24,16,9,0,66,0,0,0,4,21,25,13,13,3,92,0,5,0,0,3,9,0,8,0,26,3,9,4,5,31,41,17,23,0,142,4,5,15,7,23,17,3,16,0,90,13,7,4,4,77,28,25,11,0,168,6,15,8,8,29,27,3,12,0,100,11,14,18,21,45,51,14,13,0,193,0,8,3,3,13,6,0,0,0,36,3,8,7,13,22,32,9,21,0,116,4,3,10,10,27,24,9,17,24,126
102021044,0,0,0,3,3,11,0,0,0,24,4,0,0,0,4,4,10,14,0,39,5,4,21,21,143,95,83,90,0,473,6,3,0,3,29,26,17,22,0,104,28,35,47,79,176,378,132,224,11,1105,3,3,4,7,25,41,19,25,4,125,14,82,44,44,81,89,44,65,5,466,15,94,29,42,45,37,20,31,4,307,10,12,22,21,50,52,26,54,3,245,5,3,6,9,20,14,17,16,0,82,3,0,3,4,29,31,12,23,0,100,0,8,9,4,12,14,13,16,0,71,3,9,8,16,26,41,20,37,3,166,7,16,16,20,31,34,11,24,4,160,15,7,12,13,127,74,64,26,4,336,6,17,19,17,34,44,30,44,0,208,9,14,19,36,60,52,22,21,0,234,0,14,9,9,15,13,5,14,0,83,3,6,11,12,36,64,37,40,0,210,3,13,14,9,48,48,20,30,39,220
102021045,0,0,3,0,3,5,0,3,0,16,3,0,0,0,3,6,9,17,0,39,7,0,11,10,100,71,50,49,3,302,0,0,0,3,16,14,9,9,0,49,12,17,31,24,87,127,41,107,6,445,0,0,5,4,24,20,7,20,0,77,7,29,20,28,62,46,24,22,4,248,0,27,24,14,25,14,9,15,0,129,12,23,5,13,29,48,21,49,3,212,0,0,0,4,11,5,3,7,0,38,6,0,0,4,7,8,3,5,0,40,3,4,0,0,0,3,3,3,0,24,0,3,5,0,13,15,5,13,0,51,0,5,11,4,19,17,8,8,0,90,0,6,8,12,38,44,27,22,0,157,0,8,3,5,13,12,3,3,0,48,3,8,7,16,28,22,3,4,0,102,0,4,3,3,5,0,0,3,3,30,0,3,3,7,31,35,13,17,3,115,3,8,3,12,35,25,11,27,30,158
102021046,0,4,0,0,0,6,0,0,0,14,3,0,0,3,3,10,10,15,0,44,3,9,11,13,64,47,37,39,3,227,3,3,0,3,25,10,6,7,3,67,17,16,20,38,67,159,52,94,11,469,0,0,3,6,8,11,6,14,0,37,4,19,15,18,41,27,15,19,0,171,5,20,18,11,20,11,9,11,3,106,3,5,7,9,26,14,12,39,3,118,0,3,0,0,6,10,3,3,0,26,0,3,0,0,9,10,0,9,0,26,0,0,3,0,3,6,0,6,0,22,0,3,0,7,4,11,3,12,0,45,0,9,5,5,9,14,3,7,0,60,7,3,5,5,27,30,25,5,0,104,0,5,5,7,12,10,4,12,0,64,3,3,13,17,15,13,8,14,0,79,0,6,3,0,0,3,3,3,0,24,0,6,3,5,20,29,10,17,0,84,3,6,9,4,17,28,8,10,33,111
102021047,0,0,0,0,3,3,0,3,0,16,3,0,0,0,3,9,8,10,0,35,12,14,12,21,113,106,72,72,5,422,3,0,0,3,18,24,11,23,0,79,13,26,24,58,101,249,91,167,15,751,4,3,0,3,26,25,13,43,0,117,11,57,32,23,52,60,28,59,0,321,6,87,41,18,23,28,13,29,4,251,7,15,14,18,37,34,27,62,3,225,0,5,3,0,18,21,8,20,3,79,3,4,0,7,22,25,13,17,0,92,4,0,3,0,9,8,10,11,0,50,3,8,11,14,20,57,27,48,0,190,4,15,9,17,19,30,11,15,0,126,14,3,3,4,90,63,63,21,0,267,3,7,9,16,32,31,8,31,0,139,0,16,17,14,45,30,17,14,0,155,0,16,0,9,4,3,9,7,0,53,6,15,11,9,33,41,26,33,0,182,3,20,18,9,38,44,21,32,23,202
102021048,0,3,0,0,7,13,9,4,0,31,0,0,0,0,4,9,9,22,0,50,5,11,7,7,160,112,61,77,6,455,4,0,0,3,33,18,14,16,0,87,18,32,49,62,150,267,98,178,13,868,3,9,0,5,29,39,20,32,0,139,12,52,36,50,105,72,31,55,4,408,15,78,41,32,56,31,12,21,9,295,12,22,18,32,60,64,40,95,9,349,0,3,3,3,20,32,9,11,3,81,4,3,6,6,24,28,7,10,0,83,0,0,4,0,8,10,3,18,3,47,3,6,12,13,29,37,9,25,0,123,7,18,20,20,18,24,11,18,0,134,12,7,7,19,84,82,47,29,0,284,0,13,10,14,23,18,11,16,0,107,7,14,25,35,60,47,16,22,0,243,0,5,5,8,17,3,8,5,0,58,3,8,8,17,47,54,22,57,3,213,4,12,16,20,51,62,15,38,54,272
102021049,0,0,5,5,0,6,3,8,0,28,0,0,0,0,0,0,0,8,0,14,0,4,0,3,25,15,10,19,0,78,0,0,0,0,8,4,0,5,0,15,6,9,8,13,26,53,23,52,3,188,0,0,3,0,0,11,10,9,0,33,3,6,4,6,0,14,5,12,0,52,0,13,3,3,3,3,5,4,0,32,3,3,0,4,3,10,3,22,0,48,0,0,0,0,4,0,0,7,0,13,0,0,0,4,10,8,0,4,0,27,0,0,3,0,0,4,3,6,0,12,3,7,3,7,3,10,6,11,0,45,0,3,0,7,3,3,0,4,0,16,6,0,0,3,18,9,3,11,0,53,4,3,3,3,3,9,3,3,0,36,0,0,3,3,4,11,4,7,0,35,0,7,4,3,3,5,0,0,0,24,0,3,3,3,7,14,6,13,0,52,0,3,6,0,10,16,3,9,7,55
