SA2_MAINCODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
101021007,3,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,3,0,23,0,39,0,0,0,3,0,0,0,3,0,7,0,17,5,3,0,4,0,3,0,3,0,42,0,67,3,7,0,5,0,0,0,9,4,16,0,41,9,5,0,6,0,0,0,5,0,15,0,39,10,3,0,11,0,3,0,5,0,18,4,49,3,5,0,6,0,7,0,0,0,5,0,23,3,0,0,4,0,6,0,3,0,8,0,27,19,4,0,8,0,5,0,0,0,9,0,58,10,0,0,3,0,0,0,0,0,3,0,23,7,3,0,0,0,0,0,0,0,0,0,18,5,0,0,3,0,3,0,0,0,0,0,8,15,0,0,8,3,0,0,0
101021008,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0,0,7,0,10,0,3,0,0,0,7,0,4,0,56,0,73,0,0,0,4,0,7,0,3,0,25,0,44,3,3,0,8,0,15,0,7,0,27,0,64,12,0,0,14,0,8,0,0,4,14,3,51,9,0,0,9,0,5,0,4,0,3,0,30,18,3,0,19,4,9,0,9,0,5,0,58,63,5,0,19,0,9,0,6,0,10,0,119,41,0,0,9,0,6,0,0,0,5,0,66,26,0,0,6,0,0,0,3,0,0,0,37,21,0,0,0,3,4,0,0,0,0,0,37,29,0,0,9,0,0,0,0
101021009,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,24,0,32,0,0,0,0,0,0,0,4,0,9,0,15,0,3,0,3,0,10,0,4,0,77,3,98,3,3,0,3,0,17,0,6,0,36,0,67,4,9,0,18,3,18,0,12,0,25,5,94,12,7,0,20,0,17,4,5,0,23,0,90,18,8,3,18,0,8,0,6,3,12,0,75,28,3,0,19,0,14,0,3,0,6,0,78,86,6,0,23,3,9,0,4,3,12,0,139,65,0,0,17,5,7,0,0,0,11,0,104,45,0,0,12,3,0,0,0,0,0,0,62,22,0,0,3,0,4,0,0,0,0,0,32,41,0,3,9,3,0,0,0
101021010,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,3,0,6,0,10,0,3,0,0,0,4,0,6,0,19,0,31,0,0,0,0,0,4,0,8,0,12,0,25,0,4,0,13,0,6,0,8,0,13,0,37,11,0,0,12,0,9,0,3,0,12,0,43,11,0,0,7,0,8,0,0,0,6,0,34,7,0,0,6,0,5,0,0,0,7,0,27,53,0,0,12,0,6,0,4,0,5,0,80,26,0,0,10,0,0,0,3,0,0,0,39,21,0,0,3,3,3,0,3,0,4,0,31,17,0,0,0,0,3,0,0,0,0,0,20,28,3,0,3,3,4,0,0
101021011,6,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,4,0,3,0,8,0,0,0,0,0,0,0,3,0,8,0,13,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,30,0,32,0,4,0,0,0,0,0,5,0,14,0,22,4,0,0,4,0,0,0,4,3,57,0,80,3,9,0,6,0,8,0,9,0,41,0,71,13,6,0,11,0,11,0,9,0,75,0,132,14,13,0,17,0,11,0,11,3,41,0,106,12,3,0,15,0,19,0,13,0,40,0,104,29,7,0,20,3,24,0,9,5,24,0,116,72,7,4,42,5,37,5,17,7,46,0,239,84,0,0,27,13,21,0,10,0,15,0,173,86,3,3,25,3,16,0,3,0,12,0,159,73,4,0,12,5,22,0,6,0,6,0,126,119,14,3,38,9,37,0,16
101021012,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,3,0,9,0,12,0,0,0,0,0,0,0,3,0,41,0,49,0,4,0,3,0,10,0,3,0,21,0,42,5,0,0,4,0,8,0,4,0,31,0,56,5,4,0,7,0,3,0,0,0,28,0,55,11,0,0,6,0,8,0,0,5,20,0,53,16,0,0,9,4,3,3,3,0,11,0,48,58,4,3,25,3,28,0,10,3,14,0,141,52,0,6,18,4,16,0,3,0,11,0,113,52,3,0,20,4,11,0,0,0,0,0,94,53,0,3,10,4,13,0,0,0,0,0,71,99,3,0,23,4,12,0,3
101031013,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,0,3,0,40,0,46,0,0,0,3,0,3,0,0,0,8,0,16,3,0,3,7,0,3,0,4,0,13,0,31,12,0,0,9,3,9,0,3,0,4,0,31,0,0,0,10,0,0,0,0,0,0,0,17,4,0,0,3,0,0,0,0,0,0,0,22,13,3,0,3,0,0,0,0,0,3,0,26,11,3,0,3,0,0,0,0,0,0,0,24,5,0,0,0,3,0,0,0,0,5,0,10,4,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0
101031014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,33,0,34,0,4,0,0,0,0,0,3,0,11,0,19,0,3,0,0,0,9,0,5,0,99,3,125,0,5,0,3,0,4,0,6,3,29,0,65,13,8,0,8,3,5,0,11,0,29,0,73,18,5,0,8,0,0,4,5,0,19,0,64,6,6,0,12,0,12,0,3,0,7,0,47,21,0,0,8,0,0,0,6,0,10,0,53,34,3,0,23,3,5,0,0,0,9,0,81,24,0,0,10,3,7,0,0,0,4,0,49,10,0,0,8,4,0,0,0,0,3,0,21,4,0,0,3,0,0,0,0,0,5,0,15,13,0,0,0,0,3,0,0
101031015,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,3,0,0,0,15,0,31,0,0,0,0,0,0,0,3,0,3,0,15,4,3,0,3,0,6,0,6,0,42,0,61,4,0,0,8,0,3,0,3,0,23,0,48,4,6,0,11,0,6,0,5,0,23,0,47,7,5,0,11,0,3,0,0,0,15,0,47,7,4,0,8,0,3,0,0,0,4,0,28,8,3,0,0,0,0,0,0,0,6,0,24,20,0,0,11,3,6,0,0,0,0,0,43,16,0,0,3,0,4,0,0,0,0,0,30,11,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,3,0,3
101031016,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,20,4,0,0,0,0,5,0,3,0,6,0,13,0,3,0,7,0,3,0,8,0,46,3,71,3,3,0,3,3,4,0,6,3,23,0,47,15,15,0,10,0,5,0,7,0,22,0,78,24,7,0,23,0,7,0,0,0,10,0,71,14,4,0,13,3,3,0,3,0,0,0,49,34,0,0,4,3,0,0,0,0,11,0,52,50,3,0,19,0,6,0,0,0,3,0,87,31,3,0,12,0,3,0,0,0,3,0,57,17,0,0,0,0,4,0,0,0,0,0,26,6,0,0,3,0,0,0,0,0,0,0,14,17,0,0,5,0,6,0,0
