SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
115031299,845,2176,3,8,0,4,4,12,0,0,0,0,0,5,0,0,3,6,5,8,3,5,0,4,5,15,12,26,26,38,889,2260,255,..,1142,2260
115031300,6594,20127,21,36,3,20,23,53,23,34,0,0,0,0,3,7,25,46,45,52,4,10,7,13,4,20,63,100,55,129,6760,20448,425,..,7191,20448
115041301,2970,9504,87,127,38,85,124,209,55,127,0,0,0,0,0,0,55,127,12,19,34,49,9,27,3,11,60,100,28,58,3237,9999,199,..,3432,9999
115041302,5313,18527,20,60,889,3275,912,3336,4,13,0,0,83,136,0,3,89,156,0,7,0,0,0,0,0,0,0,7,27,84,6345,22103,367,..,6711,22103
116011303,3160,9601,122,309,402,1099,523,1412,92,160,98,259,1684,4539,10,23,1879,4981,0,3,0,0,0,4,0,0,0,6,16,30,5586,16031,309,..,5895,16031
116011304,4733,14636,454,1253,345,1172,799,2429,168,277,0,0,0,0,0,7,171,282,0,0,0,0,3,11,9,22,10,34,24,67,5742,17449,354,..,6092,17449
116011306,5854,19738,141,303,581,1800,723,2102,58,123,0,0,0,3,5,10,64,132,0,0,0,0,0,0,3,12,3,12,20,53,6665,22035,323,..,6996,22035
116011307,7658,22524,128,223,265,666,393,887,226,282,9,12,21,27,5,7,265,334,0,0,3,3,10,27,23,58,37,86,22,48,8376,23885,425,..,8803,23885
116011308,5967,18404,276,729,1092,3160,1365,3892,20,64,114,365,62,165,0,3,199,592,0,0,0,0,9,28,10,21,16,51,31,87,7576,23024,394,..,7974,23024
116011560,2807,8851,367,938,688,2017,1054,2954,27,54,0,0,0,0,3,6,34,58,0,0,0,7,0,0,3,14,4,17,4,12,3903,11894,162,..,4066,11894
116011561,3904,12391,118,321,626,2034,745,2358,107,156,0,0,142,389,12,20,253,562,0,0,0,0,0,0,0,0,0,0,23,66,4931,15377,310,..,5238,15377
116021309,4279,15660,42,120,84,253,123,369,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,9,30,4411,16068,138,..,4549,16068
116021310,7236,25346,402,1275,1064,3571,1466,4849,10,18,58,109,194,454,0,0,263,580,0,0,0,0,0,3,0,9,3,11,17,43,8983,30816,264,..,9248,30816
116021312,4567,14320,233,732,208,640,441,1369,8,24,0,0,0,0,3,3,14,30,27,40,186,277,6,12,70,200,285,530,52,143,5365,16393,587,..,5947,16393
116021562,235,864,379,1235,455,1524,831,2765,37,122,0,0,0,0,0,0,37,122,0,0,0,0,0,0,0,0,0,0,4,9,1109,3759,15,..,1125,3759
116021563,2314,7651,2405,7521,1679,5661,4082,13182,444,1342,0,0,0,0,0,0,444,1342,0,0,0,0,0,0,3,15,3,15,59,150,6906,22333,247,..,7149,22333
116031313,4621,14880,94,281,618,1731,716,2010,102,175,17,17,0,0,3,14,115,202,0,4,0,3,0,3,3,4,8,21,6,26,5464,17138,312,..,5779,17138
116031314,2297,7874,35,78,32,109,67,187,3,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,3,2375,8063,72,..,2448,8063
116031315,5065,18412,229,602,264,921,489,1527,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,18,7,18,11,32,5575,19984,138,..,5707,19984
116031316,5649,18043,82,219,263,761,343,983,113,183,107,153,0,0,3,8,222,346,0,0,0,3,20,33,7,27,29,63,18,47,6258,19478,357,..,6617,19478
116031317,3871,13056,664,2041,850,3096,1510,5141,82,115,392,934,884,2261,4,11,1364,3309,0,3,0,7,14,40,6,24,20,83,23,54,6790,21636,424,..,7212,21636
116031318,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,..,3,5
116031319,4941,16888,187,517,647,2262,833,2771,74,189,9,19,18,38,0,0,99,241,0,0,0,0,3,5,17,64,21,69,8,31,5892,20000,312,..,6205,20000
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,..,4,8
117011321,1187,3827,295,750,658,2004,949,2755,245,461,545,1358,660,1535,0,0,1457,3356,0,0,0,0,0,3,39,107,35,111,22,44,3652,10088,254,..,3906,10088
117011322,2944,9034,475,1352,59,178,536,1535,1178,3047,1054,2362,2898,7078,3,12,5126,12500,0,0,0,3,3,12,70,168,78,183,49,117,8727,23360,763,..,9490,23360
117011323,1353,4230,295,674,391,983,684,1658,150,231,1351,3241,483,1235,0,0,1991,4702,0,0,0,0,0,0,3,10,3,10,3,9,4039,10610,212,..,4251,10610
117011324,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,..,4,3
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
117021326,3164,9649,1487,3791,443,1282,1930,5073,1320,2634,1887,3718,1131,2202,73,154,4408,8710,0,0,0,0,0,3,160,390,161,398,67,142,9734,23966,823,..,10554,23966
117021327,1550,4327,1657,4203,1156,3192,2814,7401,1521,2636,1002,1766,600,981,75,156,3200,5542,0,0,0,0,0,0,199,474,199,474,91,147,7861,17885,622,..,8479,17885
117021328,1256,3530,691,1684,388,1060,1079,2744,101,197,178,347,139,260,42,93,465,899,0,0,0,0,0,0,41,83,41,83,17,31,2855,7286,254,..,3115,7286
117031329,25,65,223,481,840,1949,1057,2426,537,894,612,939,2725,4447,3,3,3881,6283,0,0,0,4,0,0,12,32,20,35,59,91,5039,8902,780,..,5825,8902
117031330,240,600,930,1985,1668,4255,2599,6240,304,494,668,1239,3132,6042,0,0,4106,7778,0,0,0,3,0,0,30,62,31,65,43,76,7026,14760,667,..,7686,14760
117031331,272,738,696,1573,2583,6229,3275,7804,404,726,1420,2481,2902,5287,3,0,4732,8493,0,0,0,4,0,0,72,163,73,161,62,118,8422,17315,1041,..,9462,17315
117031332,344,927,2099,4713,2640,6848,4736,11562,579,1011,1301,2210,2688,4088,6,19,4572,7326,0,5,0,0,3,17,158,375,170,394,62,154,9888,20368,1083,..,10972,20368
117031333,41,86,14,25,808,1550,824,1580,269,441,1390,2137,7011,10784,0,0,8663,13354,0,0,0,0,0,0,40,63,40,68,75,112,9642,15202,1769,..,11412,15202
117031334,64,128,68,185,518,1337,583,1524,107,266,622,1423,6793,15570,3,10,7526,17266,0,0,0,0,0,0,10,15,10,15,38,100,8218,19025,767,..,8983,19025
117031335,66,155,366,792,1715,4494,2080,5282,251,430,1421,2600,5404,10365,4,12,7084,13414,0,0,0,3,0,0,84,157,79,160,70,133,9378,19145,961,..,10340,19145
117031336,27,65,88,179,2002,4801,2089,4978,129,235,730,1283,4125,6940,0,0,4987,8454,0,0,0,3,0,0,29,67,30,71,52,112,7194,13676,979,..,8175,13676
117031337,18,34,17,29,97,212,111,237,13,24,30,53,8864,22626,0,7,8909,22717,0,0,0,0,31,34,7,15,37,49,31,68,9111,23108,2345,..,11454,23108
117031338,730,2172,356,836,904,2301,1262,3139,238,427,1100,2213,10436,21931,10,29,11791,24601,0,0,0,0,0,0,30,80,30,80,77,155,13889,30143,1433,..,15313,30143
118011339,1166,3733,553,1481,492,1568,1045,3051,811,1754,2227,4361,1613,3148,7,26,4654,9284,0,0,0,0,0,0,89,207,89,207,63,122,7022,16400,861,..,7886,16400
118011340,808,2611,782,2079,696,2236,1470,4320,1644,3590,3084,5924,937,1602,3,10,5664,11130,3,3,0,0,0,0,7,21,7,29,17,56,7979,18141,1315,..,9293,18141
118011341,821,2517,686,1792,1099,3062,1789,4856,616,1193,1024,1968,1690,3245,4,10,3334,6410,0,0,0,0,0,0,224,434,224,434,27,69,6196,14289,685,..,6884,14289
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
118011343,1971,6257,97,238,565,1428,666,1663,728,1655,2712,5385,3707,6788,36,88,7178,13915,0,0,0,0,0,3,33,56,29,55,45,111,9891,22009,1387,..,11274,22009
118011344,1358,4259,128,353,346,1059,475,1416,366,791,1356,2891,375,719,3,7,2103,4407,0,0,0,0,0,0,24,49,24,49,18,52,3973,10182,368,..,4343,10182
118011345,237,694,228,471,3241,7986,3473,8460,311,526,628,1080,1586,2352,3,7,2530,3952,0,0,0,4,0,0,50,100,56,106,41,70,6331,13276,761,..,7094,13276
118011346,1945,6129,102,283,234,646,339,929,550,1298,760,1529,328,576,19,53,1655,3457,0,3,0,0,0,0,66,145,70,148,19,65,4032,10728,567,..,4593,10728
118011347,464,1334,290,663,770,1906,1056,2566,394,718,603,1083,478,891,6,20,1480,2716,0,0,0,0,0,0,15,22,15,22,20,40,3035,6681,365,..,3396,6681
118021348,1824,5803,607,1658,767,2251,1372,3913,1596,3391,4308,8398,620,1201,33,82,6562,13072,0,0,0,0,0,0,86,207,89,210,37,117,9879,23114,1017,..,10897,23114
118021350,3796,11836,260,551,1458,4363,1719,4918,590,980,511,922,964,1965,0,0,2070,3869,0,3,0,0,0,0,18,38,13,42,24,63,7616,20726,503,..,8126,20726
118021564,852,2805,146,429,153,481,301,908,392,877,1253,2647,1730,3680,0,0,3373,7207,0,0,0,0,0,0,43,134,47,138,22,35,4592,11091,328,..,4920,11091
118021565,1793,5682,352,922,311,1005,667,1923,552,1372,1519,3616,844,2384,0,3,2922,7369,0,0,0,0,0,0,33,122,33,122,36,74,5453,15171,312,..,5765,15171
118021566,1451,4574,425,1099,265,814,690,1911,222,489,550,1108,486,958,9,19,1268,2577,0,0,0,0,0,0,34,78,34,78,15,30,3455,9176,297,..,3753,9176
118021567,896,2758,183,443,802,2148,987,2592,800,1710,1077,1974,468,848,0,0,2351,4532,0,0,0,0,0,0,13,37,13,37,15,48,4265,9967,583,..,4853,9967
118021568,1095,3494,470,1231,217,709,687,1941,136,276,337,701,1339,3241,0,4,1813,4215,0,0,0,0,0,0,25,44,25,44,8,20,3633,9719,258,..,3896,9719
118021569,767,2420,549,1487,506,1433,1057,2927,796,1653,2262,4777,1687,3311,12,36,4766,9775,0,0,0,0,0,0,99,210,99,210,24,46,6720,15370,655,..,7371,15370
118021570,838,2642,398,1071,425,1210,826,2277,537,1185,1946,4072,492,963,8,12,2982,6235,0,0,0,0,0,0,101,209,106,209,10,17,4762,11384,448,..,5204,11384
119011354,5087,16708,249,595,708,2434,954,3025,285,502,138,236,0,0,8,35,430,777,0,0,5,8,0,0,16,45,23,47,18,45,6513,20602,455,..,6967,20602
119011355,118,452,0,0,62,208,62,208,0,0,0,0,67,172,0,0,69,173,0,0,0,0,0,0,0,0,0,0,0,5,249,839,16,..,266,839
119011356,2150,7594,212,598,734,2458,943,3054,26,62,0,0,0,0,7,25,39,87,0,0,0,0,0,0,13,31,13,31,20,67,3161,10835,260,..,3419,10835
119011357,4701,17134,441,1107,1625,5309,2065,6412,216,393,165,445,4,8,3,5,389,849,0,0,0,3,0,0,29,99,31,102,26,91,7213,24588,513,..,7725,24588
119011358,3834,11362,266,526,1072,3116,1334,3641,187,272,148,310,33,67,17,23,382,677,0,0,0,0,0,0,11,30,9,27,16,37,5578,15749,395,..,5975,15749
119011359,6424,19288,420,929,1347,4083,1767,5010,224,295,8,16,0,0,3,7,234,314,0,0,0,0,0,0,61,138,61,138,22,52,8506,24805,501,..,9012,24805
119011360,3409,10226,283,642,1199,3873,1482,4514,211,327,18,43,93,185,12,22,329,576,0,0,0,0,0,0,27,64,27,64,30,83,5267,15464,382,..,5647,15464
119011361,4201,14473,203,516,694,2346,894,2867,476,876,255,664,168,437,9,20,903,1991,0,0,0,0,0,4,20,70,21,73,24,70,6050,19473,450,..,6497,19473
119011571,1299,4677,108,334,402,1388,510,1722,190,384,2195,5905,864,2411,5,9,3244,8707,0,0,0,0,0,0,4,16,4,16,29,44,5087,15174,456,..,5547,15174
119011572,1904,7118,66,213,501,1811,571,2023,276,659,922,2404,767,2239,12,38,1979,5335,0,0,0,0,0,0,61,200,61,200,19,54,4531,14735,302,..,4833,14735
119021362,3455,11038,434,1022,520,1519,953,2546,1422,3272,399,946,37,94,5,23,1871,4331,0,0,0,0,0,0,41,111,41,111,19,71,6341,18097,494,..,6832,18097
119021363,3094,10317,316,906,834,2810,1145,3719,2655,7015,2046,5407,988,2620,3,4,5690,15042,0,0,0,0,0,0,20,57,20,57,46,103,9987,29242,645,..,10634,29242
119021364,6310,18931,131,375,512,1452,647,1828,342,752,154,327,215,484,3,3,706,1566,0,0,0,3,0,0,23,63,28,70,28,76,7721,22470,604,..,8321,22470
119021366,3482,12809,207,516,836,2870,1045,3387,664,1706,350,880,237,691,0,0,1258,3274,0,6,0,0,0,0,76,252,76,263,34,92,5883,19825,424,..,6311,19825
119021367,2844,9257,132,380,555,1680,689,2056,348,729,196,451,166,437,0,0,711,1617,0,0,0,0,0,0,27,80,27,80,16,46,4294,13071,346,..,4634,13071
119021573,1215,4660,39,140,152,589,194,727,2527,7638,865,2670,44,147,9,22,3453,10472,0,5,0,3,0,0,25,96,28,102,19,55,4909,16017,325,..,5232,16017
119021574,900,3357,50,134,119,358,163,490,1277,3526,623,1851,122,358,4,14,2026,5750,0,0,0,0,0,0,10,36,8,39,3,17,3112,9653,162,..,3275,9653
119031368,2894,10203,282,747,392,1345,676,2092,246,658,779,2227,2727,7630,36,80,3786,10601,0,0,0,0,0,0,9,28,9,28,51,86,7417,23012,534,..,7950,23012
119031369,3600,11176,614,1324,741,2273,1355,3597,333,743,1247,2924,1848,4220,6,10,3437,7900,0,8,0,0,0,0,32,76,36,82,31,72,8454,22826,559,..,9011,22826
119031370,2680,8506,350,876,497,1387,843,2268,513,1123,389,946,151,379,0,0,1058,2450,0,0,3,10,0,0,20,76,21,79,10,35,4615,13338,291,..,4905,13338
119031371,3143,9898,90,196,238,649,329,844,170,344,500,1038,0,0,3,4,667,1387,0,0,0,0,0,0,12,41,12,41,4,10,4157,12178,298,..,4457,12178
119031372,4693,14149,394,706,665,1874,1057,2578,120,150,53,135,7,22,0,0,186,304,0,0,0,0,0,0,20,61,20,61,15,42,5977,17134,406,..,6386,17134
119031373,1578,5112,109,235,340,973,447,1205,188,273,1146,2766,656,1331,0,3,1993,4369,0,4,0,0,0,0,52,152,57,151,17,41,4095,10887,238,..,4335,10887
119031374,4402,14371,303,711,530,1532,838,2241,432,986,511,1409,1463,4264,5,8,2406,6669,0,0,3,3,0,0,20,47,23,50,32,68,7706,23399,513,..,8214,23399
119041375,2422,7958,461,1183,244,742,703,1919,237,478,536,1217,3367,8541,8,25,4147,10260,0,0,0,0,0,0,41,104,41,104,45,91,7356,20328,607,..,7963,20328
119041376,4043,13170,1110,2842,587,1856,1698,4694,224,538,848,2097,1489,3932,37,81,2598,6648,0,0,0,0,0,0,85,205,85,205,31,67,8454,24787,577,..,9033,24787
119041377,3420,10291,187,421,186,523,368,937,89,160,70,134,210,487,14,32,387,812,0,0,0,0,0,0,66,147,66,147,13,26,4250,12217,303,..,4554,12217
119041378,1123,3335,197,514,153,488,349,1002,182,445,606,1560,1625,4381,9,21,2416,6410,0,0,0,0,0,5,26,70,31,77,7,15,3919,10830,245,..,4160,10830
119041379,2396,7495,75,202,190,568,269,774,275,656,1045,2540,1480,3827,14,21,2804,7040,0,3,0,0,0,0,29,65,35,69,13,37,5506,15417,387,..,5895,15417
119041380,1991,5957,420,940,283,772,707,1714,359,675,605,1207,1675,3325,9,17,2640,5227,0,0,0,0,0,0,10,27,10,27,14,38,5358,12963,593,..,5955,12963
119041381,2327,7545,246,652,120,331,365,981,200,516,700,1885,2733,7339,17,32,3649,9779,62,84,0,0,0,0,51,170,118,256,36,67,6495,18623,458,..,6952,18623
119041382,2687,7952,931,1814,641,1586,1570,3400,198,329,846,1595,874,1681,0,0,1918,3607,0,0,0,0,0,0,51,131,51,131,15,39,6251,15129,598,..,6850,15129
120011383,3820,12020,215,501,560,1476,771,1980,469,1052,561,1245,1835,3960,10,21,2884,6268,0,0,0,3,0,0,117,288,120,294,37,73,7636,20643,662,..,8293,20643
120011384,2321,7199,42,118,514,1464,556,1577,291,609,732,1887,4977,12294,3,11,6010,14800,0,0,0,0,0,0,43,115,43,115,13,40,8942,23732,592,..,9534,23732
120011385,3113,9228,458,1168,202,459,658,1622,1271,2402,927,1795,785,1515,0,0,2977,5715,0,0,0,0,0,0,67,120,67,120,64,136,6888,16828,658,..,7542,16828
120011386,3036,8915,328,823,619,1500,947,2327,1304,2581,1118,2259,1263,2667,0,0,3687,7517,0,0,0,3,0,0,79,172,75,172,36,96,7782,19027,720,..,8501,19027
120021387,450,1268,854,2047,2851,7179,3706,9223,326,586,965,1571,681,1227,57,110,2029,3495,0,0,0,4,0,0,15,33,12,36,39,79,6231,14091,662,..,6889,14091
120021388,2146,5851,3189,8122,2066,5330,5258,13448,785,1459,549,992,871,1396,35,67,2243,3917,4,3,0,0,0,0,140,331,145,334,78,165,9862,23713,924,..,10792,23713
120021389,1003,2765,1362,3467,1210,3130,2573,6602,398,714,418,744,913,1614,33,56,1752,3131,0,0,0,0,0,0,70,139,70,139,27,51,5420,12680,530,..,5949,12680
120031390,2134,6720,374,941,325,901,703,1843,1670,3753,3159,7401,848,2208,15,40,5702,13405,0,3,0,0,0,0,44,136,47,139,179,239,8755,22343,643,..,9393,22343
120031391,3031,9933,450,1196,511,1723,964,2921,695,1582,1086,2812,2160,5769,23,55,3966,10220,0,0,0,0,0,0,58,129,58,129,62,154,8085,23355,608,..,8689,23355
120031392,1989,6049,175,419,214,566,384,982,327,689,486,1049,375,855,5,14,1191,2605,0,0,0,0,0,0,111,283,111,283,9,25,3687,9941,321,..,4014,9941
120031393,2731,8348,537,1442,1098,3409,1634,4850,767,1508,493,1042,248,463,10,19,1521,3033,0,3,0,3,0,0,15,53,21,52,29,92,5934,16377,390,..,6329,16377
120031394,2133,6156,582,1499,257,685,846,2185,1311,2441,1231,2315,885,1854,21,43,3452,6646,0,0,0,3,0,0,191,392,195,395,36,71,6658,15460,542,..,7198,15460
120031395,2224,6597,493,1262,252,633,745,1899,1011,2039,771,1471,153,324,11,21,1943,3854,0,0,0,0,0,0,30,74,30,74,25,63,4963,12479,410,..,5373,12479
120031396,792,2685,38,116,220,701,262,817,687,1892,1453,3975,1789,5061,0,0,3925,10927,0,0,0,0,0,0,85,280,85,280,90,218,5159,14932,414,..,5571,14932
120031575,3679,12414,98,248,281,866,380,1111,490,1147,1135,3082,2033,5724,9,19,3670,9981,0,0,0,0,0,0,36,87,36,87,32,81,7791,23677,528,..,8321,23677
120031576,685,2200,20,57,168,460,188,518,45,110,151,349,71,168,0,0,266,625,0,0,0,0,0,0,11,24,11,24,7,27,1160,3391,59,..,1217,3391
121011398,2689,8580,259,650,388,1083,652,1734,582,1306,2008,4850,4414,10514,3,5,7016,16683,3,3,0,0,0,3,12,42,19,42,26,36,10392,27077,1053,..,11450,27077
121011399,2879,9004,71,208,364,1004,443,1219,348,764,1631,3426,2457,5458,9,7,4446,9653,0,0,0,0,0,0,3,7,3,7,10,24,7774,19899,664,..,8445,19899
121011400,5115,15879,178,477,400,925,580,1400,722,1376,1362,2837,1774,3406,39,92,3899,7705,0,0,0,0,0,0,14,27,14,27,58,117,9657,25134,981,..,10639,25134
121011401,863,2468,189,502,272,646,455,1154,366,756,279,516,2382,4668,3,7,3027,5951,0,0,0,0,0,0,5,13,5,13,11,20,4367,9610,501,..,4864,9610
121011402,6263,19338,369,960,341,894,713,1852,485,948,587,1216,289,620,0,0,1364,2780,0,0,0,0,0,0,48,93,48,93,26,58,8412,24132,631,..,9045,24132
121021403,5423,16602,80,196,208,585,288,780,12,29,0,0,78,223,5,5,99,257,0,0,0,0,0,0,6,27,6,27,28,46,5846,17711,395,..,6244,17711
121021404,3604,10723,29,88,117,308,151,394,25,52,3,7,0,0,7,11,29,67,0,0,0,0,0,0,3,9,5,11,33,46,3820,11245,272,..,4096,11245
121021406,5005,15423,117,235,636,1636,753,1862,63,127,17,31,68,87,7,3,160,249,0,0,0,0,0,0,7,30,7,30,12,31,5945,17594,319,..,6273,17594
121021577,596,1945,23,52,129,354,150,413,170,382,2262,5148,1409,3552,0,0,3848,9086,0,0,0,0,0,0,7,16,7,16,5,18,4605,11474,335,..,4943,11474
121021578,2534,7664,102,194,265,711,368,904,250,569,466,918,18,46,3,3,737,1532,0,5,0,0,0,0,0,13,4,18,16,30,3658,10140,239,..,3894,10140
121021579,1129,3447,18,59,283,563,300,624,242,415,303,610,1536,3986,0,0,2084,5013,0,0,0,0,0,0,7,16,7,16,3,7,3516,9100,232,..,3752,9100
121031407,4352,14277,46,84,125,360,176,446,368,724,521,1129,1566,3895,0,0,2456,5746,0,6,0,0,0,0,3,10,4,15,7,22,6992,20499,542,..,7528,20499
121031408,5327,17312,36,75,115,315,147,386,378,682,461,971,1241,2822,0,4,2084,4473,0,0,0,0,0,0,15,31,15,31,19,37,7588,22242,587,..,8176,22242
121031409,4369,14283,20,40,85,207,109,247,144,290,58,137,401,919,0,0,605,1347,0,0,0,0,0,0,3,3,4,8,17,42,5103,15929,360,..,5463,15929
121031410,5026,16065,40,80,535,1083,574,1168,159,279,44,112,996,2374,0,0,1196,2767,0,0,0,0,0,0,0,0,0,0,16,25,6815,20026,460,..,7271,20026
121031411,4956,15229,115,202,232,516,349,718,296,484,385,659,455,978,0,0,1142,2124,0,0,0,3,0,0,3,6,5,7,8,23,6454,18100,466,..,6921,18100
121031412,4353,13860,40,66,171,351,206,423,140,246,125,233,777,1738,0,0,1041,2214,0,0,0,0,0,0,0,0,0,0,15,35,5622,16529,397,..,6016,16529
121041413,1668,4791,343,874,651,1592,995,2471,1238,2563,1997,3716,2245,4011,17,36,5491,10319,0,0,4,4,0,0,21,40,19,42,18,42,8185,17666,789,..,8977,17666
121041414,739,2043,477,1106,1225,2763,1702,3866,718,1590,2390,4483,2393,4550,6,7,5503,10631,0,0,0,0,0,0,13,25,13,25,26,55,7988,16618,785,..,8774,16618
121041415,3901,12079,719,1868,620,1524,1337,3397,1468,2910,2611,4716,1579,2636,43,91,5699,10354,0,0,4,8,0,0,45,109,53,121,33,67,11022,26010,1372,..,12398,26010
121041416,622,1711,317,740,516,1286,828,2021,1314,2641,2191,4128,3150,5201,3,10,6664,11970,0,0,0,0,0,0,18,46,22,50,30,53,8167,15815,1164,..,9328,15815
121041417,275,695,169,409,520,1246,688,1658,267,512,543,990,2986,5451,0,3,3800,6953,0,0,0,0,0,0,8,20,7,26,21,28,4791,9363,1048,..,5837,9363
122011418,4381,13795,139,360,809,2069,948,2425,537,1200,550,1089,251,457,7,23,1351,2770,0,0,0,0,0,0,45,84,41,88,20,47,6738,19128,595,..,7333,19128
122011419,1380,4268,523,1420,692,1658,1219,3078,1489,3195,1991,3925,2681,5010,3,7,6161,12139,0,0,0,0,0,3,28,76,34,77,31,76,8822,19643,1597,..,10422,19643
122021420,3529,9970,30,73,49,123,77,189,374,688,155,279,50,106,3,3,579,1081,0,0,4,6,0,0,5,18,15,25,32,74,4232,11333,1168,..,5400,11333
122021421,2897,8635,20,64,354,562,377,624,106,224,171,249,27,30,0,0,306,509,3,8,13,28,8,15,0,0,28,53,22,38,3622,9858,609,..,4237,9858
122021422,3411,10159,32,72,188,407,217,482,207,364,345,662,357,747,3,4,919,1772,0,0,12,9,0,0,42,83,51,96,28,57,4623,12567,563,..,5188,12567
122021423,4783,15065,220,543,1187,2971,1404,3518,663,1402,698,1334,338,705,17,33,1709,3478,0,3,93,160,0,0,31,74,126,236,53,128,8084,22422,708,..,8790,22422
122031424,3571,11555,96,196,339,745,438,944,154,287,148,199,22,31,20,45,342,564,0,0,0,0,0,0,4,8,4,8,29,55,4378,13125,261,..,4636,13125
122031425,1889,6084,49,95,179,440,226,528,277,414,6,16,70,80,0,6,356,511,0,0,0,3,0,0,5,7,4,9,9,23,2479,7166,175,..,2649,7166
122031426,2337,7622,59,163,234,672,292,838,607,1339,3973,8489,2363,4899,3,5,6945,14736,0,0,0,3,0,0,20,49,22,50,35,77,9621,23319,869,..,10493,23319
122031427,3550,11294,60,113,197,415,254,527,192,246,110,213,8,11,9,16,321,479,0,3,0,5,0,0,0,4,4,13,13,33,4140,12350,241,..,4379,12350
122031428,6986,22245,364,513,419,982,790,1494,74,194,9,16,3,6,10,18,97,231,0,0,0,5,3,13,5,9,3,31,18,40,7889,24040,380,..,8271,24040
122031429,3246,10409,82,172,457,1159,541,1335,891,1762,2132,4217,738,1435,4,11,3765,7420,0,3,0,0,32,31,36,73,65,113,37,97,7662,19376,686,..,8351,19376
122031430,3680,11932,155,237,160,343,315,587,341,624,1203,2530,80,150,15,35,1641,3338,0,0,0,3,0,0,0,3,4,6,15,27,5654,15885,423,..,6078,15885
122031431,4101,13223,368,535,407,910,772,1442,749,1370,1587,3106,1649,3262,7,13,3990,7750,0,0,3,3,0,0,30,78,32,80,27,62,8925,22559,727,..,9650,22559
122031432,973,3151,4,8,21,61,26,74,25,49,0,0,0,0,0,0,25,49,3,3,25,26,0,0,0,4,24,33,10,24,1062,3322,81,..,1145,3322
123011433,3676,11020,366,470,178,306,544,774,89,138,30,40,0,0,0,0,128,179,0,0,0,0,0,0,0,0,0,0,11,13,4356,11991,264,..,4621,11991
123011434,6007,19422,157,316,118,347,280,664,46,66,0,0,0,0,0,4,50,68,12,21,22,30,3,6,4,5,42,61,17,31,6389,20236,280,..,6665,20236
123011435,8221,26392,231,569,290,705,518,1274,3,6,0,0,0,3,0,3,6,12,0,0,0,6,0,3,0,0,3,11,5,16,8756,27700,360,..,9115,27700
123021436,5278,16154,330,800,377,880,704,1675,82,139,37,69,0,0,5,3,121,216,0,0,0,0,0,0,0,5,3,7,13,21,6114,18073,316,..,6431,18073
123021437,4094,12709,410,695,503,1079,912,1774,373,615,230,412,611,1189,6,13,1217,2225,0,0,0,0,3,3,43,144,45,146,18,35,6294,16900,490,..,6786,16900
123021438,5186,16525,392,955,502,1655,889,2609,9,21,0,0,0,0,0,0,9,21,0,0,0,0,0,0,9,16,9,16,0,5,6097,19183,311,..,6407,19183
