SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
107041146,120,532,118,114,8,1285,147,54,434,222,238,28,1121,16,7,28,11,33,0,93,20,0,45,29,163,9,266,13,9,49,15,74,23,191,901,301,2126,1063,2129,190,6709
107041147,46,190,65,61,12,460,60,23,161,79,112,19,452,6,5,16,8,17,0,57,10,0,11,16,94,8,143,4,7,23,12,56,7,108,311,135,868,580,1356,128,3376
107041148,102,354,77,72,14,899,147,46,324,104,89,23,723,12,3,33,17,20,0,87,4,3,28,25,62,0,125,8,4,32,19,38,17,123,725,247,1519,669,1098,125,4378
107041150,123,461,141,131,24,1121,170,67,403,229,269,43,1171,7,3,29,14,33,0,89,12,4,24,39,178,3,264,10,0,24,23,81,23,168,686,313,1814,1204,2471,214,6699
107041548,88,311,50,56,15,784,138,48,406,105,114,25,839,7,0,27,15,21,0,70,16,0,21,30,92,4,163,8,3,40,11,38,17,116,689,223,1718,647,1260,140,4681
107041549,79,330,61,85,4,790,153,63,409,192,211,34,1072,8,0,26,12,16,4,66,17,3,33,36,115,7,204,14,3,34,29,51,28,163,703,213,1752,801,1518,164,5147
108011151,3,28,11,22,9,90,5,4,41,40,70,11,177,0,0,4,4,5,0,15,3,0,5,8,34,0,51,0,0,3,3,27,6,41,35,23,160,185,608,75,1092
108011152,46,177,50,60,6,361,47,24,171,136,248,25,644,0,0,12,4,19,3,36,4,0,11,31,107,3,150,0,0,8,7,49,19,88,115,97,606,491,1493,165,2975
108011153,14,47,28,26,3,128,18,13,57,55,95,8,244,0,0,5,0,8,0,15,0,0,3,7,44,3,56,0,0,0,8,35,14,58,62,32,213,225,766,74,1382
108011154,10,42,21,21,3,106,3,4,50,40,107,12,213,0,0,0,0,8,4,12,0,0,3,3,44,5,59,0,0,0,6,20,8,33,21,26,148,169,579,77,1013
108021155,28,130,45,93,6,316,30,16,142,128,299,23,634,0,0,3,3,14,0,17,0,0,5,12,101,9,128,0,0,7,10,49,29,101,62,67,416,381,1647,168,2747
108021156,30,120,56,60,19,303,23,8,123,81,159,16,408,0,0,4,5,10,0,19,0,0,0,7,56,3,70,0,3,3,9,52,23,95,72,57,396,341,1162,146,2174
108021157,8,62,13,28,9,127,9,4,56,55,93,17,238,0,0,0,0,3,0,5,3,0,4,7,31,0,52,0,0,3,3,18,7,32,38,33,189,151,574,73,1052
108021158,18,57,27,34,4,140,10,9,51,58,125,8,256,0,0,3,3,3,0,14,0,0,0,12,45,0,57,0,0,3,8,22,15,41,31,41,177,200,625,75,1151
108021159,32,106,28,47,10,238,23,11,93,83,143,19,368,0,0,0,3,13,3,17,0,0,5,10,68,3,85,3,0,3,4,25,3,46,65,66,381,282,945,105,1835
108021160,10,54,20,20,5,122,6,6,57,34,75,4,187,0,0,0,0,9,3,13,0,0,3,4,40,0,49,0,0,3,4,21,8,30,25,24,188,155,597,56,1055
108031161,0,5,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,5,0,0,0,6,0,0,0,0,3,0,9,9,0,37,19,89,6,158
108041162,48,229,88,91,14,520,30,30,213,132,268,39,704,0,0,3,5,19,3,33,4,0,9,15,150,5,187,0,0,11,11,81,18,113,132,99,706,566,1969,177,3649
108041163,121,518,140,164,19,1102,193,73,656,377,493,55,1850,3,3,16,23,47,5,93,8,3,33,55,243,14,357,7,8,27,26,79,24,180,519,314,2130,1437,3377,313,8090
108041164,27,170,74,81,10,412,51,27,291,213,328,42,956,0,0,3,6,24,0,38,4,0,12,28,125,8,177,3,0,10,12,55,22,103,174,91,805,789,1971,185,4016
108041165,18,66,24,42,7,164,19,12,70,45,106,3,259,0,0,4,3,9,0,23,0,0,0,10,65,0,72,0,3,3,6,31,9,57,50,50,272,240,822,82,1517
108041166,24,145,48,78,10,319,30,29,164,133,210,19,589,0,0,3,4,18,0,19,3,0,9,12,142,8,175,0,3,10,8,48,23,90,86,82,497,427,1554,165,2798
108051167,7,66,25,27,5,128,4,8,51,47,50,4,162,0,0,5,0,5,0,19,0,0,3,4,39,0,43,3,0,3,3,18,7,40,27,31,229,175,565,66,1084
108051168,37,205,67,57,9,423,41,29,175,137,204,30,617,0,0,10,11,20,0,34,0,0,3,13,71,0,94,3,0,10,8,31,7,59,132,102,603,474,1305,136,2753
108051169,35,177,60,89,13,403,63,36,270,245,445,57,1119,0,0,3,7,19,3,36,0,3,15,28,173,3,226,0,3,3,18,101,26,143,121,108,664,672,2284,244,4089
108051170,26,114,75,63,11,313,22,22,126,120,263,32,587,7,0,5,3,20,3,35,0,0,3,17,85,3,110,3,0,9,11,47,10,79,90,82,453,466,1474,187,2740
108051171,17,42,15,21,4,108,12,6,70,66,139,17,307,0,0,0,7,3,0,8,0,0,0,3,55,0,60,0,0,5,3,23,10,38,27,28,166,157,651,91,1120
109011172,74,353,96,94,9,716,82,69,389,181,234,26,983,4,0,10,6,27,0,52,6,0,13,36,155,5,218,5,3,26,17,80,15,149,295,233,1403,880,2200,152,5167
109011173,43,146,49,43,5,310,30,32,155,101,188,14,522,0,3,3,4,6,0,18,5,3,12,12,110,0,143,0,3,9,0,58,23,97,110,112,570,446,1406,93,2743
109011174,67,214,63,49,9,491,88,48,290,119,129,22,695,3,0,9,8,11,0,34,4,3,14,16,76,9,122,8,0,16,12,30,8,77,306,187,1048,545,1089,122,3308
109011175,28,158,81,76,12,410,22,24,155,106,153,22,479,3,0,3,0,11,0,22,3,0,10,18,108,7,143,3,0,18,12,61,11,110,128,102,689,616,1635,215,3376
109011176,41,135,44,76,11,343,28,29,171,137,280,28,674,0,0,3,0,9,4,23,4,0,4,30,152,9,200,0,0,7,13,79,31,138,115,82,570,540,2046,189,3545
109021177,7,40,11,12,4,79,3,3,15,18,34,0,80,0,0,0,3,3,3,10,0,0,0,3,15,3,23,0,0,3,4,16,3,27,12,17,129,110,366,44,682
109021178,21,82,32,23,3,171,9,6,66,50,77,8,213,0,0,3,3,9,0,15,0,0,0,14,45,0,63,0,0,3,11,35,14,62,32,48,277,233,742,93,1413
109021179,6,42,11,11,3,83,8,3,23,16,41,8,96,0,0,0,3,6,0,11,4,0,3,3,17,0,25,0,0,0,3,17,7,27,24,16,138,116,406,65,776
109031180,11,54,15,21,3,112,11,15,63,39,84,9,219,0,0,0,3,12,0,11,0,4,5,13,54,5,76,0,0,3,11,27,10,48,33,29,219,185,756,92,1324
109031181,10,63,23,24,0,137,11,10,62,53,69,13,219,0,0,0,5,14,3,20,3,0,3,6,55,3,75,0,0,6,8,31,8,59,41,40,286,252,855,103,1583
109031182,18,101,23,31,5,193,27,20,90,86,107,19,348,0,0,4,3,10,0,13,0,0,11,9,74,3,98,3,0,6,4,30,21,63,73,53,367,288,976,140,1898
109031183,16,69,29,29,4,156,11,12,60,52,67,20,218,0,0,0,0,3,0,10,0,0,3,5,28,0,46,0,0,0,6,26,17,56,47,48,338,336,820,122,1711
109031184,24,98,23,11,0,169,12,16,76,51,67,7,229,0,0,7,4,8,3,28,0,0,4,8,35,0,56,0,0,3,3,32,14,54,52,55,362,252,706,73,1506
109031185,31,118,23,48,8,238,15,14,96,84,143,23,374,0,0,0,6,13,4,19,0,0,5,10,96,5,125,0,0,4,12,35,12,72,47,65,432,364,1176,170,2254
110011186,162,667,177,207,27,1889,133,78,404,225,298,45,1178,6,3,15,8,26,3,57,14,6,36,20,159,5,240,12,3,32,14,62,25,144,1092,360,1905,889,2204,248,6694
110011187,16,52,25,27,9,160,9,5,45,37,48,11,158,0,0,6,0,3,0,6,0,0,4,3,35,3,45,0,0,3,12,15,6,35,79,31,276,189,548,91,1217
110011188,32,134,65,52,7,357,19,11,86,46,94,8,260,0,0,3,4,3,0,19,3,0,9,12,42,4,66,3,3,4,3,27,16,64,137,73,422,298,838,84,1856
110011189,3,44,12,20,3,90,4,3,24,22,32,4,100,0,0,0,0,0,0,6,0,0,5,3,28,0,36,0,0,4,0,13,4,21,27,19,186,149,421,61,866
110021190,22,95,40,41,0,216,13,5,79,76,133,16,324,0,0,3,3,10,0,21,3,0,9,7,80,0,96,0,0,6,8,36,21,66,62,47,350,334,1007,124,1926
110021191,37,192,38,60,17,372,16,15,122,98,213,22,492,0,0,0,0,7,3,12,0,0,10,11,115,4,149,3,0,4,7,43,36,98,62,71,530,395,1488,207,2748
110021192,12,42,13,33,4,107,3,3,33,38,93,9,179,0,0,0,0,5,0,3,0,0,4,3,21,0,24,0,0,5,7,17,8,33,25,31,162,180,583,93,1068
110021193,15,79,27,34,3,165,4,5,48,46,76,17,197,0,0,0,0,3,0,3,0,0,6,3,43,0,51,0,3,0,3,9,16,38,24,35,275,224,684,116,1358
110021194,18,75,20,29,6,162,4,6,53,54,99,16,228,0,0,5,0,9,3,18,0,0,3,3,39,0,52,0,0,6,5,32,13,59,36,39,262,215,734,112,1394
110031195,16,148,28,53,4,267,21,9,89,76,100,13,308,0,0,3,3,7,0,11,3,0,5,12,91,8,125,0,0,9,11,48,24,87,70,43,451,310,974,131,1983
110031196,17,58,19,24,7,136,3,3,25,23,47,10,108,0,0,0,0,4,0,3,0,3,0,0,37,3,43,0,0,9,0,24,12,47,27,43,327,258,574,124,1348
110031197,9,110,33,35,9,216,10,14,79,61,117,18,297,4,0,7,0,6,0,15,0,0,5,11,96,5,119,0,0,8,5,48,18,85,79,50,380,253,970,136,1876
110031198,11,53,14,21,0,98,5,10,37,26,50,7,126,0,0,0,0,7,0,8,3,0,0,8,34,0,44,0,0,5,3,17,10,49,27,34,258,185,534,86,1120
110041199,20,126,29,52,4,260,13,12,85,92,124,20,343,0,0,0,3,0,0,10,3,0,9,14,108,6,138,0,0,16,4,38,6,76,92,61,463,321,1274,158,2369
110041200,6,41,18,15,5,97,3,0,31,39,31,12,120,0,0,0,0,4,0,4,0,0,3,0,40,4,50,0,0,3,0,14,14,34,17,27,216,185,560,111,1107
110041201,12,87,23,35,4,176,9,3,58,64,101,19,255,0,0,0,3,11,0,15,0,0,5,6,57,4,71,0,0,6,8,38,15,65,34,31,306,282,928,137,1720
110041202,61,335,125,130,17,740,42,47,283,229,383,46,1025,0,0,3,14,34,3,53,4,5,18,31,251,18,322,5,0,15,22,114,38,185,199,156,1054,969,2918,307,5602
110041203,75,265,72,69,16,558,114,74,448,216,244,23,1125,0,0,11,3,20,3,44,3,0,10,17,148,6,189,0,0,17,15,92,32,155,281,209,1258,706,1865,230,4546
110041204,0,26,10,18,4,72,8,4,41,38,95,8,196,0,0,3,0,8,0,12,0,0,3,9,49,0,59,0,0,0,3,36,10,49,16,16,157,146,650,91,1074
110041205,51,266,115,146,20,648,64,34,262,219,315,36,920,0,0,3,3,21,0,37,3,0,13,24,185,14,234,4,0,17,32,95,34,180,190,136,1025,886,2695,311,5243
111011206,41,283,93,85,17,569,68,41,334,209,328,35,1013,0,0,10,6,27,3,50,5,0,15,33,201,3,258,3,0,23,10,86,19,142,205,142,1168,821,2551,211,5103
111011207,13,50,28,39,4,143,12,9,72,61,90,16,255,0,0,6,4,10,0,20,3,0,7,4,49,0,68,0,3,0,4,32,11,51,48,32,246,225,809,58,1418
111011208,80,471,110,113,15,937,157,67,659,282,428,46,1644,5,0,16,6,25,5,60,5,0,32,44,222,4,311,7,6,39,35,108,35,234,545,262,2343,1301,3133,236,7823
111011209,77,381,116,125,18,877,129,68,578,290,468,53,1584,5,0,5,12,33,0,61,9,9,38,38,247,9,341,12,0,35,19,119,23,212,496,240,1884,1172,3247,265,7302
111011210,18,73,30,33,3,182,21,22,107,104,168,19,437,0,0,4,3,8,0,20,0,0,5,13,70,0,100,0,0,4,8,49,13,76,77,58,344,348,990,87,1907
111011211,15,70,19,19,3,153,23,9,74,36,50,6,202,0,0,5,0,8,0,14,0,0,3,3,18,3,26,0,0,9,3,18,10,31,87,46,319,180,360,38,1033
111011212,34,180,61,55,8,394,29,34,160,88,191,18,517,0,0,10,7,14,0,34,0,0,6,17,118,5,149,0,0,18,16,50,16,91,163,103,658,514,1523,119,3078
111011213,44,291,82,65,13,591,101,51,312,146,172,31,811,0,0,17,9,20,0,50,5,0,28,20,113,0,163,8,6,20,17,52,12,115,360,171,1238,735,1446,123,4079
111011214,34,242,64,79,7,491,72,46,293,171,202,33,817,0,0,11,11,20,0,44,3,6,11,27,137,8,186,8,0,15,16,55,10,109,270,143,1077,766,1757,143,4157
111021215,16,100,38,47,0,231,14,14,111,102,193,12,456,0,0,8,3,12,0,21,7,0,9,9,68,0,97,0,0,12,10,32,21,76,77,50,393,350,1141,82,2101
111021216,21,112,37,40,5,274,26,23,134,128,183,16,510,0,0,3,10,14,0,25,7,3,12,19,79,5,125,3,0,9,14,42,24,94,138,76,467,466,1219,109,2476
111021217,20,169,37,75,4,345,49,28,273,185,307,27,866,0,0,3,12,18,0,31,8,0,14,29,212,4,268,3,0,12,17,76,25,127,193,84,818,711,2291,160,4268
111021218,38,210,62,94,7,503,66,34,215,153,256,25,743,0,0,10,5,23,3,43,15,6,26,28,133,3,215,7,0,15,30,65,17,140,244,114,763,627,1868,158,3769
111021219,25,166,41,80,10,377,53,26,231,146,250,33,736,0,0,12,8,19,4,40,0,0,16,27,117,7,174,7,3,8,16,87,23,145,222,90,791,587,1668,156,3520
111021220,27,118,59,68,10,314,40,22,146,117,152,23,489,0,0,6,3,14,0,21,0,0,9,14,97,4,121,8,0,4,9,42,8,70,123,79,529,488,1293,97,2617
111021221,6,57,22,47,3,145,20,11,76,79,159,6,355,0,0,0,0,5,3,9,0,0,3,8,101,3,119,0,0,3,9,50,8,70,48,27,242,256,1189,59,1808
111031222,59,351,81,87,12,728,125,65,452,200,186,23,1052,4,0,19,12,25,3,72,14,0,28,28,123,7,192,10,4,24,23,80,14,159,502,214,1826,956,1845,159,5504
111031223,3,24,28,28,3,95,18,10,66,53,158,15,317,0,0,3,3,8,0,12,0,0,3,11,76,3,99,0,0,0,6,39,12,57,45,25,197,250,1075,92,1685
111031224,47,267,52,38,5,546,122,44,400,125,140,31,866,8,6,30,7,11,0,56,6,0,30,19,67,6,134,9,0,33,12,38,21,108,479,180,1576,585,1108,122,4048
111031225,60,400,89,87,14,821,170,83,584,224,265,40,1372,3,0,21,11,24,0,65,6,3,26,22,122,7,191,12,5,19,23,41,28,126,605,240,1945,928,1851,177,5744
111031226,35,182,71,72,11,451,68,30,315,173,272,35,897,0,0,8,0,19,3,25,3,0,14,23,185,10,234,4,0,16,14,62,21,109,289,109,967,710,2079,157,4313
111031227,47,275,65,83,8,626,94,37,398,166,299,18,1021,3,3,15,9,23,3,58,9,0,44,27,126,3,204,4,0,22,20,41,20,113,410,151,1442,769,1838,132,4743
111031228,47,382,75,52,7,725,217,74,640,151,126,30,1237,4,0,23,17,18,3,71,6,4,24,39,91,4,173,15,0,54,21,38,20,143,696,224,2223,821,1348,142,5450
111031229,51,306,32,28,8,661,235,52,606,99,74,21,1084,3,4,31,12,12,0,59,6,3,26,23,68,3,127,13,0,52,11,26,10,111,784,210,2057,544,934,101,4632
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111031231,12,103,25,41,3,283,37,10,191,95,181,17,529,0,0,6,0,15,0,22,3,0,28,10,61,3,100,9,4,9,11,33,13,73,224,44,639,356,1003,92,2363
111031232,11,89,27,43,10,211,28,12,109,72,82,19,325,0,0,5,6,11,0,19,0,0,8,13,62,6,83,0,0,15,7,32,5,65,128,51,451,317,875,90,1905
111031233,42,280,88,99,17,662,103,47,486,249,368,44,1306,0,0,17,5,30,4,58,9,0,31,33,184,11,263,0,0,25,18,91,32,157,429,149,1479,900,2353,214,5524
111031234,38,218,39,64,3,454,79,44,341,145,233,27,872,0,0,14,9,20,0,45,7,3,33,19,106,8,172,0,0,22,13,39,23,101,284,137,1181,604,1453,118,3776
111031235,33,213,36,30,0,418,89,41,327,105,132,19,716,3,4,20,7,14,0,40,8,3,19,25,75,4,131,3,0,22,14,39,7,83,360,140,1196,469,940,78,3176
112011236,50,275,61,86,13,564,56,42,253,175,335,42,892,3,0,5,8,22,0,46,3,0,27,29,116,3,186,0,0,20,17,82,22,137,213,144,1015,655,1957,211,4190
112011237,80,321,112,98,12,720,84,65,369,208,278,36,1043,3,0,22,14,19,0,61,0,0,29,32,165,6,236,6,3,29,25,61,24,146,315,219,1358,885,2081,215,5067
112011238,25,100,23,18,10,216,47,18,134,69,55,9,325,3,0,24,19,11,0,52,4,0,11,11,37,3,68,13,4,42,15,27,19,117,168,75,661,341,553,94,1892
112011239,47,126,60,47,9,329,52,22,179,115,124,13,517,4,3,23,16,17,0,58,3,0,10,24,69,3,114,5,6,28,28,33,14,107,170,117,680,458,977,111,2509
112011240,39,175,35,29,6,360,72,26,207,72,68,14,458,9,8,42,9,12,3,76,3,3,25,9,58,0,100,13,3,73,41,52,14,195,259,130,1131,519,947,142,3136
112011241,4,88,34,32,3,175,9,9,62,50,96,8,235,0,0,3,3,12,3,20,0,0,4,7,32,0,46,0,0,3,4,31,6,43,43,29,246,192,656,49,1213
112011242,50,230,55,49,7,474,91,38,235,76,95,30,581,4,3,16,4,11,0,37,3,0,13,16,43,3,72,9,3,23,18,33,11,93,265,149,922,445,884,111,2774
112011243,35,125,46,35,12,303,54,22,161,94,80,14,418,8,4,27,12,10,4,66,0,0,12,16,54,3,85,8,5,32,21,51,20,138,161,91,672,389,781,110,2203
112021244,10,112,42,78,6,268,18,10,89,87,217,19,439,0,0,0,0,12,8,22,4,0,8,9,96,3,121,0,0,4,8,43,22,72,45,40,343,279,1447,150,2308
112021245,14,59,31,45,3,158,6,9,62,62,113,15,272,0,0,4,0,11,4,23,0,0,3,10,45,0,58,0,0,3,8,36,7,54,31,37,242,242,876,97,1521
112021246,43,273,67,81,12,534,50,29,292,157,307,26,861,0,0,0,4,15,0,28,3,0,19,22,145,6,194,6,0,12,6,64,18,109,156,113,944,537,1736,130,3608
112021247,26,72,39,50,3,208,22,17,99,69,112,20,333,0,0,3,3,8,0,13,0,0,3,11,52,0,69,0,0,8,13,32,13,59,57,55,319,264,798,108,1599
112021248,59,273,51,90,13,575,73,53,325,174,323,35,981,5,6,14,3,17,0,51,3,5,26,21,130,6,195,0,0,18,21,64,21,130,229,166,1037,509,1834,152,3922
112021249,95,307,100,115,8,715,104,59,384,225,248,31,1054,0,0,32,8,16,3,65,3,0,17,26,120,7,169,11,4,22,18,68,30,159,295,227,1290,793,1911,225,4748
112031250,58,230,78,64,7,510,82,40,278,145,164,12,717,0,3,10,11,27,0,62,0,0,22,25,76,3,128,3,3,30,32,61,30,158,253,163,1083,722,1444,148,3806
112031251,21,114,27,40,8,229,15,15,107,96,155,10,411,3,0,6,5,21,0,38,0,3,9,13,82,7,112,0,3,7,7,53,13,82,69,65,425,343,1068,108,2080
112031252,38,126,47,52,6,303,36,28,183,107,119,16,479,0,0,12,10,17,3,47,3,0,7,14,75,0,107,3,3,17,18,47,24,121,134,112,597,454,1166,140,2599
112031253,61,254,65,58,5,517,46,29,226,149,228,22,701,0,0,5,15,35,6,59,3,0,6,31,105,3,151,3,6,25,18,75,27,152,185,136,901,596,1711,153,3688
112031254,40,179,79,88,11,459,61,42,297,195,301,50,953,3,3,22,17,30,3,75,0,7,16,31,133,4,197,3,0,28,25,113,31,201,205,132,964,826,2196,234,4559
112031550,42,209,49,89,11,434,52,30,194,187,313,27,805,0,0,9,11,32,3,53,0,0,20,28,130,7,182,3,0,23,19,93,18,152,136,109,758,715,1942,181,3830
112031551,13,67,14,14,3,133,15,11,72,35,55,10,197,0,0,0,3,5,0,14,0,0,3,5,47,3,59,0,0,4,8,16,4,30,53,38,265,170,471,48,1042
112031552,7,60,14,23,8,127,15,6,78,90,152,21,369,0,0,6,4,15,0,30,0,0,6,16,58,3,88,0,3,10,8,27,9,58,34,31,258,297,803,95,1523
113011256,51,235,75,80,10,490,35,33,235,167,240,23,738,0,0,6,7,21,3,40,4,0,11,17,222,15,264,9,8,18,22,98,44,191,198,129,1073,739,2462,331,4934
113011257,34,164,39,65,14,337,14,16,92,88,118,20,336,0,0,7,0,7,0,18,0,0,8,11,117,5,150,0,0,4,13,54,39,115,74,77,667,474,1772,285,3342
113011258,23,196,44,97,20,399,12,7,67,62,108,7,271,0,0,0,0,5,0,11,0,0,9,10,91,13,118,3,0,9,8,54,12,91,78,58,500,302,1350,174,2468
113011259,14,76,22,23,8,145,4,12,59,56,72,9,208,0,3,0,3,3,0,15,0,0,3,4,41,3,55,0,0,5,4,25,19,48,26,42,250,208,717,108,1347
113021260,5,22,12,16,0,66,0,4,11,22,27,3,76,0,0,0,3,4,0,3,0,0,0,3,15,0,19,0,0,0,6,14,3,22,19,30,138,130,435,60,809
113021261,10,91,27,21,9,175,5,8,51,55,81,16,217,0,3,5,3,7,0,24,0,0,3,6,48,4,64,3,0,3,6,44,13,70,44,31,283,213,812,100,1482
113021262,8,57,24,29,3,131,4,7,38,45,58,5,153,0,0,9,0,6,0,18,0,0,0,3,38,4,48,0,3,5,5,31,17,57,35,32,239,214,659,85,1261
113031263,25,89,41,41,11,216,10,6,69,81,120,10,292,0,0,3,0,7,0,13,0,0,0,8,63,3,76,3,0,0,6,20,9,39,51,46,296,306,943,113,1754
113031264,8,38,15,17,3,87,5,6,32,24,44,4,115,0,0,3,0,10,0,8,0,0,0,3,29,3,34,0,0,3,8,18,13,43,24,16,166,135,467,70,875
113031265,15,51,21,35,7,145,10,7,46,52,79,10,196,0,0,0,0,8,0,6,0,0,3,5,51,0,61,0,0,6,4,20,10,32,38,32,262,202,763,102,1400
113031266,25,104,33,35,3,217,10,3,73,47,75,7,214,0,0,0,0,15,0,15,0,0,4,11,61,0,86,0,0,4,3,39,15,61,35,47,330,225,861,92,1582
113031267,78,322,93,138,12,783,94,54,383,192,303,37,1063,3,0,10,5,13,0,34,5,0,21,26,173,8,230,3,0,19,16,85,21,135,339,206,1307,803,2495,202,5355
113031268,16,111,22,40,3,245,15,14,109,52,71,5,269,0,0,4,4,3,0,14,0,0,8,10,50,0,69,0,0,4,3,21,8,41,114,50,428,203,605,45,1444
113031269,84,423,120,171,29,958,89,60,476,269,418,32,1352,0,0,12,7,27,3,48,3,3,23,31,251,6,315,0,0,20,24,100,24,175,320,216,1565,959,3118,252,6425
113031270,38,187,59,87,9,466,79,41,346,118,191,27,802,3,0,9,7,16,0,36,6,0,8,20,97,4,138,4,0,22,7,55,13,108,296,123,1031,454,1605,134,3638
113031271,35,231,67,104,6,510,36,30,199,119,217,26,632,3,0,10,3,16,0,34,4,0,8,20,150,6,192,0,3,12,14,87,19,132,151,120,920,678,2311,221,4405
114011272,32,137,34,46,5,315,45,16,169,89,82,13,410,6,0,16,3,21,0,45,3,3,9,10,62,3,91,7,0,16,10,22,13,68,220,99,687,420,975,97,2506
114011273,11,33,26,20,4,102,7,3,33,35,51,4,146,3,0,5,4,6,0,15,0,0,0,3,25,0,31,0,0,5,3,11,15,37,32,27,156,161,446,41,868
114011274,20,36,30,14,0,120,13,11,53,38,74,10,189,0,0,9,0,4,4,13,0,0,3,4,37,4,45,3,3,4,5,32,3,47,39,48,178,204,623,69,1164
114011275,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,17
114011276,16,74,35,17,0,171,20,12,62,35,44,5,188,3,0,8,3,6,0,17,0,0,9,5,28,3,41,0,0,6,4,15,5,35,107,63,330,213,475,49,1242
114011277,63,191,61,97,14,479,65,50,268,179,336,40,933,3,3,9,8,25,8,56,3,0,14,22,135,4,185,4,0,8,10,72,29,122,217,178,906,812,2107,216,4425
114011278,40,107,59,87,9,341,48,33,242,191,390,47,953,0,0,8,11,26,0,49,3,0,15,28,188,13,251,7,3,11,13,87,36,153,168,130,728,799,2584,248,4655
114011279,16,107,42,55,4,254,18,14,110,137,289,18,587,0,0,6,3,24,0,36,5,3,7,9,100,6,130,3,0,6,6,71,24,124,84,70,374,478,1689,124,2815
114011280,8,34,6,8,0,60,9,0,30,23,75,10,151,0,0,0,0,11,0,10,0,0,3,5,20,0,27,0,0,4,3,17,6,28,22,23,112,110,508,44,819
114011281,13,54,11,33,3,126,16,10,54,27,71,11,184,5,0,3,3,5,0,19,0,0,0,11,54,0,63,0,0,7,6,22,7,34,55,39,201,168,606,51,1124
114011282,73,165,60,68,10,419,33,19,159,115,173,22,530,0,0,8,8,28,9,54,0,4,14,17,130,7,177,0,0,14,18,66,17,115,135,140,641,533,1811,188,3437
114011283,17,46,14,30,3,128,14,12,55,38,55,6,168,0,0,5,0,10,4,23,0,0,3,3,45,0,53,3,0,10,3,30,13,56,67,49,228,200,680,82,1314
114021284,65,187,55,47,17,488,101,37,219,99,96,24,583,9,3,24,10,10,0,48,10,3,21,27,84,5,143,7,4,24,27,57,20,140,409,186,1088,653,1083,145,3564
114021285,17,66,32,36,7,173,7,17,53,78,112,15,281,0,0,4,3,7,0,18,0,0,6,17,82,3,107,3,0,4,12,57,9,86,63,52,244,307,1055,88,1805
114021286,35,125,51,55,11,363,49,19,146,78,112,21,426,6,4,13,10,8,0,35,5,3,9,17,97,0,131,9,3,25,20,42,14,109,237,88,655,450,1149,122,2696
114021287,37,137,48,48,10,336,39,18,122,79,127,18,398,5,3,13,9,22,0,47,3,0,15,18,112,8,160,5,4,11,14,57,17,114,187,105,606,441,1368,151,2859
114021288,19,52,19,15,0,119,23,3,54,44,39,8,173,4,0,5,5,8,0,17,0,0,3,6,33,0,45,3,0,13,12,19,5,53,106,45,302,204,486,47,1196
114021289,26,107,28,32,8,248,20,21,109,65,58,11,286,6,0,9,5,11,3,34,8,0,6,12,62,5,90,3,3,23,10,38,9,86,181,91,546,326,821,94,2061
115011290,79,421,83,93,17,934,192,64,467,215,186,29,1147,11,0,33,20,24,0,84,32,9,79,62,134,14,335,55,10,90,59,68,36,311,1483,322,3137,1350,1919,286,8496
115011291,56,391,109,66,12,801,229,42,516,181,149,46,1165,4,0,24,11,24,0,64,34,0,56,49,137,13,294,42,9,107,59,82,26,313,1300,251,3006,1349,1687,274,7874
115011294,26,118,39,21,3,253,46,13,130,43,31,15,277,4,0,9,11,5,4,29,0,0,17,7,46,4,79,0,0,26,12,20,9,76,230,91,827,414,537,75,2175
115011296,58,247,52,36,8,516,137,29,327,90,55,26,672,7,0,14,0,5,0,32,13,12,43,23,61,3,150,34,3,90,24,35,22,203,950,199,2244,667,772,163,4986
115011553,20,157,33,21,8,319,62,20,170,75,59,12,403,0,0,18,9,8,6,40,4,3,21,26,60,10,125,30,0,41,26,26,12,127,491,104,1143,480,579,100,2897
