SA2_MAINCODE_2016,MSEO_SEO,MSEO_SOLSE_VWorW,MSEO_SOLSE_NWorNAA,MSEO_SOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_SOLSE_VWorW,MOL_Afrikaans_SOLSE_NWorNAA,MOL_Afrikaans_SOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_SOLSE_VWorW,MOL_Arabic_SOLSE_NWorNAA,MOL_Arabic_SOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_SOLSE_VWorW,MOL_AIndLng_SOLSE_NWorNAA,MOL_AIndLng_SOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_SOLSE_VWorW,MOL_CL_Canton_SOLSE_NWorNAA,MOL_CL_Canton_SOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_SOLSE_VWorW,MOL_CL_Mandarin_SOLSE_NWorNAA,MOL_CL_Mandarin_SOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_SOLSE_VWorW,MOL_CL_Oth_SOLSE_NWorNAA,MOL_CL_Oth_SOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_SOLSE_VWorW,MOL_CL_Tot_SOLSE_NWorNAA,MOL_CL_Tot_SOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_SOLSE_VWorW,MOL_Croatian_SOLSE_NWorNAA,MOL_Croatian_SOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_Dutch_SEO,MOL_Dutch_SOLSE_VWorW,MOL_Dutch_SOLSE_NWorNAA,MOL_Dutch_SOLSE_Tot,MOL_Dutch_NS,MOL_Dutch_Tot,MOL_French_SEO,MOL_French_SOLSE_VWorW,MOL_French_SOLSE_NWorNAA,MOL_French_SOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_SOLSE_VWorW,MOL_German_SOLSE_NWorNAA,MOL_German_SOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_SOLSE_VWorW,MOL_Greek_SOLSE_NWorNAA,MOL_Greek_SOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_SOLSE_VWorW,MOL_IAL_Bengali_SOLSE_NWorNAA,MOL_IAL_Bengali_SOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_SOLSE_VWorW,MOL_IAL_Hindi_SOLSE_NWorNAA,MOL_IAL_Hindi_SOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_SOLSE_VWorW,MOL_IAL_Punjabi_SOLSE_NWorNAA,MOL_IAL_Punjabi_SOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_SOLSE_VWorW,MOL_IAL_Sinhal_SOLSE_NWorNAA,MOL_IAL_Sinhal_SOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_SOLSE_VWorW,MOL_IAL_Urdu_SOLSE_NWorNAA,MOL_IAL_Urdu_SOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_SOLSE_VWorW,MOL_IAL_Oth_SOLSE_NWorNAA,MOL_IAL_Oth_SOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_SOLSE_VWorW,MOL_IAL_Tot_SOLSE_NWorNAA,MOL_IAL_Tot_SOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_SOLSE_VWorW,MOL_Italian_SOLSE_NWorNAA,MOL_Italian_SOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_SOLSE_VWorW,MOL_Japan_SOLSE_NWorNAA,MOL_Japan_SOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Korean_SEO,MOL_Korean_SOLSE_VWorW,MOL_Korean_SOLSE_NWorNAA,MOL_Korean_SOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_SOLSE_VWorW,MOL_Macedon_SOLSE_NWorNAA,MOL_Macedon_SOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Maltese_SEO,MOL_Maltese_SOLSE_VWorW,MOL_Maltese_SOLSE_NWorNAA,MOL_Maltese_SOLSE_Tot,MOL_Maltese_NS,MOL_Maltese_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_SOLSE_VWorW,MOL_Persian_ED_SOLSE_NWorNAA,MOL_Persian_ED_SOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_SOLSE_VWorW,MOL_Polish_SOLSE_NWorNAA,MOL_Polish_SOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Russian_SEO,MOL_Russian_SOLSE_VWorW,MOL_Russian_SOLSE_NWorNAA,MOL_Russian_SOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_SOLSE_VWorW,MOL_Samoan_SOLSE_NWorNAA,MOL_Samoan_SOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_SOLSE_VWorW,MOL_Serbian_SOLSE_NWorNAA,MOL_Serbian_SOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_SOLSE_VWorW,MOL_SAL_Filipin_SOLSE_NWorNAA,MOL_SAL_Filipin_SOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_SOLSE_VWorW,MOL_SAL_Indon_SOLSE_NWorNAA,MOL_SAL_Indon_SOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_SOLSE_VWorW,MOL_SAL_Tagalog_SOLSE_NWorNAA,MOL_SAL_Tagalog_SOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_SOLSE_VWorW
117011324,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
117011325,9,..,..,..,..,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
117021326,7289,..,..,..,..,7289,..,3,0,3,0,3,..,324,65,392,3,392,..,6,0,3,0,3,..,146,69,215,3,217,..,144,52,197,0,197,..,26,11,36,0,36,..,318,129,444,3,452,..,19,6,19,0,19,..,11,0,11,0,11,..,63,3,61,0,69,..,48,0,46,0,52,..,665,255,923,5,924,..,98,0,98,4,104,..,44,3,51,0,51,..,3,0,4,0,8,..,10,0,10,0,12,..,9,0,10,0,10,..,161,12,171,0,168,..,335,17,344,8,358,..,133,19,147,3,151,..,27,3,34,0,33,..,12,3,14,0,14,..,27,6,38,0,38,..,9,0,13,0,13,..,16,0,19,0,19,..,17,0,24,0,25,..,18,5,16,0,16,..,22,0,20,0,20,..,24,8,31,0,31,..,49,0,50,0,53,..,96,15,111,0,111,..,63,0,64,0,64,..,15
117021327,7178,..,..,..,..,7178,..,3,0,3,0,3,..,56,5,61,0,61,..,3,0,3,0,3,..,69,14,78,0,78,..,114,29,140,0,140,..,9,0,10,0,17,..,192,39,233,0,228,..,15,8,23,0,23,..,13,0,13,0,13,..,61,9,65,0,65,..,38,0,42,0,41,..,195,54,247,0,245,..,13,0,13,0,13,..,33,0,33,0,33,..,3,0,3,0,3,..,4,0,4,0,4,..,6,0,6,0,6,..,24,0,24,0,24,..,91,0,92,0,92,..,141,30,168,0,168,..,34,0,35,0,40,..,15,0,15,0,15,..,12,4,18,0,18,..,8,0,6,0,6,..,12,0,18,0,18,..,18,0,18,0,19,..,14,5,15,0,15,..,4,0,3,0,3,..,36,3,36,0,39,..,10,0,10,0,10,..,21,3,23,0,23,..,19,0,19,0,19,..,6
117021328,2527,..,..,..,..,2527,..,3,0,3,0,3,..,33,6,37,0,37,..,0,0,0,0,0,..,82,36,122,0,124,..,52,9,65,0,65,..,8,3,12,0,10,..,144,55,194,0,198,..,11,0,8,0,8,..,8,0,8,0,8,..,15,0,19,0,19,..,17,3,18,3,22,..,103,30,136,0,136,..,11,0,11,0,11,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,40,0,40,0,40,..,65,0,65,0,65,..,29,5,35,0,35,..,7,0,7,0,7,..,3,3,4,0,4,..,83,19,105,6,116,..,4,0,7,3,11,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,11,0,11,..,9,0,15,0,15,..,40,3,42,0,42,..,21,0,21,0,21,..,3
117031329,4153,..,..,..,..,4153,..,7,0,7,0,7,..,29,0,29,0,29,..,0,0,0,0,0,..,60,6,65,0,65,..,79,15,92,0,92,..,7,4,15,0,15,..,151,24,175,0,175,..,4,0,4,0,4,..,19,0,21,0,21,..,109,3,111,0,114,..,58,0,58,0,53,..,37,0,39,0,39,..,9,0,9,0,9,..,23,0,20,0,20,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,41,0,41,0,43,..,73,0,77,0,81,..,91,4,101,0,101,..,29,3,31,0,31,..,19,3,24,0,24,..,5,0,5,0,5,..,3,0,3,0,3,..,8,0,8,0,8,..,20,0,20,0,20,..,18,0,18,0,18,..,3,0,3,0,3,..,8,0,11,0,11,..,7,3,14,0,14,..,57,3,57,0,57,..,15,0,15,0,15,..,3
117031330,6157,..,..,..,..,6157,..,13,0,13,0,13,..,17,4,26,0,22,..,7,0,7,0,7,..,80,29,106,0,106,..,152,35,192,0,192,..,16,0,13,0,13,..,246,69,314,0,314,..,8,0,12,0,10,..,15,0,15,0,15,..,95,4,99,3,103,..,56,3,55,0,55,..,59,4,60,0,60,..,3,0,3,0,3,..,21,0,21,0,24,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,11,0,11,..,54,0,54,0,52,..,63,4,71,0,71,..,31,0,31,0,31,..,20,9,29,0,29,..,20,4,25,0,25,..,3,0,3,0,3,..,12,0,12,0,12,..,14,0,19,0,19,..,39,0,36,0,36,..,0,0,0,0,0,..,16,0,19,0,19,..,11,0,11,0,11,..,36,4,45,0,45,..,28,0,28,0,29,..,3
117031331,6132,..,..,..,..,6132,..,10,0,10,0,10,..,73,3,77,0,77,..,0,0,0,0,0,..,139,25,167,0,167,..,411,87,490,3,495,..,39,4,47,0,47,..,585,118,702,3,701,..,13,0,13,0,13,..,23,0,26,0,23,..,85,3,88,0,91,..,62,3,63,0,63,..,71,6,76,0,76,..,9,0,9,0,9,..,42,0,42,3,45,..,4,0,4,0,4,..,6,0,8,0,8,..,3,0,3,0,3,..,21,3,24,0,24,..,90,4,87,3,94,..,98,6,105,3,110,..,39,3,44,0,44,..,27,3,37,0,37,..,6,0,6,0,6,..,0,0,0,0,0,..,31,0,31,0,35,..,17,8,25,0,23,..,33,4,39,0,39,..,3,0,3,0,3,..,14,0,13,0,13,..,9,0,10,0,10,..,53,3,58,0,58,..,13,0,13,0,13,..,19
117031332,8547,..,..,..,..,8547,..,15,0,15,0,15,..,56,3,61,0,61,..,0,0,0,0,0,..,170,13,183,0,183,..,501,74,576,0,576,..,42,11,55,0,55,..,717,101,815,3,819,..,11,4,17,0,17,..,32,0,32,0,32,..,93,5,103,0,101,..,60,0,67,0,67,..,110,35,143,0,148,..,21,0,20,5,19,..,48,0,44,0,44,..,4,0,4,0,4,..,16,0,16,0,16,..,17,0,17,0,17,..,37,0,34,0,34,..,136,3,137,5,144,..,101,6,105,0,105,..,45,7,55,0,55,..,34,5,37,0,38,..,22,3,21,0,21,..,13,0,11,0,11,..,26,3,30,0,30,..,27,0,27,0,27,..,30,0,36,0,36,..,3,0,3,0,3,..,12,0,17,0,17,..,14,0,12,0,12,..,45,3,45,0,45,..,20,0,20,0,20,..,16
117031333,7064,..,..,..,..,7064,..,17,0,17,0,17,..,68,0,71,0,71,..,9,0,6,0,6,..,44,10,61,0,58,..,104,29,134,0,134,..,8,3,14,0,14,..,158,42,206,0,207,..,11,0,11,0,9,..,34,0,34,0,34,..,195,17,204,0,207,..,108,3,115,0,114,..,51,3,51,0,51,..,27,0,24,0,24,..,35,0,35,0,35,..,9,0,9,0,9,..,4,0,4,0,4,..,4,0,4,0,4,..,26,0,26,0,23,..,104,0,102,0,105,..,167,12,172,0,177,..,60,7,65,0,67,..,23,14,37,0,37,..,7,0,7,0,7,..,3,0,3,0,3,..,25,0,25,0,25,..,30,0,31,0,31,..,43,10,47,0,47,..,0,0,0,0,0,..,18,0,15,0,15,..,24,0,24,0,24,..,31,5,29,0,29,..,30,3,34,0,34,..,7
117031334,4502,..,..,..,..,4502,..,11,0,11,0,11,..,110,6,116,0,119,..,0,0,0,0,0,..,392,135,521,3,529,..,1117,262,1387,11,1395,..,94,35,128,0,132,..,1607,433,2037,13,2048,..,11,0,6,0,6,..,23,0,23,0,23,..,146,7,159,0,159,..,46,0,46,0,46,..,32,0,38,0,38,..,22,0,22,0,22,..,156,0,156,0,156,..,14,0,14,0,14,..,12,0,12,0,12,..,30,3,32,0,32,..,54,3,54,0,57,..,295,5,296,0,297,..,165,10,180,0,177,..,109,28,142,0,142,..,249,134,382,3,384,..,14,0,14,0,14,..,3,0,6,0,6,..,48,3,53,0,52,..,22,0,27,0,27,..,42,5,53,0,53,..,3,0,3,0,3,..,32,0,33,0,33,..,38,0,39,0,42,..,184,18,201,0,201,..,38,0,38,0,41,..,21
117031335,6167,..,..,..,..,6167,..,7,0,7,0,7,..,130,17,152,0,152,..,3,0,3,0,3,..,259,97,355,3,360,..,916,197,1113,3,1114,..,83,20,98,0,98,..,1256,321,1572,10,1581,..,13,0,14,0,14,..,23,0,23,0,23,..,127,0,127,0,123,..,78,0,79,4,85,..,87,27,116,3,118,..,58,10,64,0,64,..,58,0,58,0,61,..,6,0,6,0,6,..,12,0,12,0,12,..,13,0,13,0,13,..,55,0,52,0,52,..,197,10,210,0,210,..,112,14,131,0,131,..,47,5,55,0,59,..,80,34,113,0,113,..,6,0,6,0,6,..,5,0,5,0,5,..,36,4,42,0,42,..,23,3,24,3,30,..,54,36,95,0,95,..,3,0,3,0,3,..,24,4,26,0,32,..,19,0,19,0,19,..,227,9,243,0,243,..,38,3,34,0,36,..,32
117031336,5637,..,..,..,..,5637,..,4,0,4,0,4,..,36,6,41,0,41,..,0,0,0,0,0,..,145,62,203,0,203,..,189,75,265,0,267,..,29,6,36,0,36,..,356,141,503,5,504,..,15,0,15,0,15,..,36,0,40,0,40,..,170,14,180,0,182,..,60,0,63,0,63,..,86,17,99,0,98,..,23,0,23,0,23,..,33,0,33,0,33,..,5,0,5,0,5,..,5,0,5,0,5,..,17,0,13,0,13,..,41,4,42,0,45,..,120,3,121,0,122,..,135,4,141,0,141,..,47,11,64,0,64,..,48,14,58,0,59,..,8,0,8,0,8,..,5,0,11,0,11,..,14,3,17,0,14,..,17,0,14,0,14,..,38,22,62,0,62,..,0,0,3,0,3,..,14,0,14,0,14,..,11,0,11,0,11,..,136,18,153,3,153,..,23,0,23,0,23,..,6
117031337,3950,..,..,..,..,3950,..,12,0,12,0,12,..,112,11,128,0,128,..,0,0,0,0,0,..,444,118,556,0,557,..,1323,400,1722,12,1735,..,92,37,124,3,125,..,1855,549,2405,18,2417,..,11,0,11,0,11,..,18,0,18,0,18,..,133,9,140,4,146,..,42,3,46,0,48,..,38,3,40,3,42,..,24,0,29,0,29,..,221,0,223,0,223,..,5,0,5,0,5,..,11,0,11,0,11,..,30,0,30,0,30,..,70,3,71,0,71,..,356,6,365,0,365,..,153,8,161,3,166,..,144,37,177,0,177,..,343,226,570,3,575,..,5,0,5,0,5,..,3,0,3,0,3,..,27,3,26,0,26,..,24,0,24,0,24,..,46,0,46,0,46,..,0,0,0,0,0,..,12,0,12,0,11,..,28,0,28,0,28,..,1092,133,1226,14,1237,..,29,0,30,0,30,..,17
117031338,7991,..,..,..,..,7991,..,9,0,9,0,9,..,190,18,213,0,208,..,6,0,6,0,6,..,475,113,590,0,593,..,2166,501,2670,19,2689,..,172,86,256,0,256,..,2814,704,3521,18,3537,..,27,0,26,0,26,..,18,0,25,0,25,..,132,3,134,0,140,..,90,5,93,0,93,..,288,62,353,0,353,..,35,0,35,0,35,..,79,0,79,0,80,..,5,0,5,0,4,..,11,0,11,0,11,..,14,0,14,0,14,..,27,0,27,0,27,..,172,0,173,0,176,..,180,16,198,3,201,..,54,9,66,0,62,..,196,43,235,0,241,..,14,0,14,0,14,..,13,0,18,0,18,..,89,3,90,0,88,..,44,0,44,0,48,..,238,111,349,3,354,..,7,0,7,0,7,..,47,3,50,0,50,..,24,0,24,0,24,..,279,19,299,0,303,..,44,0,44,0,44,..,15
118011339,6461,..,..,..,..,6461,..,9,0,9,0,9,..,31,3,37,0,37,..,0,0,0,0,0,..,22,6,31,0,33,..,29,13,47,0,47,..,5,0,8,0,6,..,61,21,78,3,84,..,12,0,11,0,11,..,13,0,13,0,13,..,196,16,209,0,209,..,79,4,76,0,80,..,67,8,74,0,76,..,0,0,4,0,4,..,8,0,8,0,8,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,24,0,28,0,28,..,148,16,157,5,165,..,23,3,30,0,30,..,6,3,8,0,8,..,3,0,3,0,3,..,8,0,8,0,3,..,4,0,4,0,4,..,19,0,23,0,23,..,144,31,176,0,176,..,0,0,0,0,0,..,14,3,12,0,12,..,15,0,15,0,15,..,16,0,16,0,16,..,13,0,14,0,13,..,4
118011340,7208,..,..,..,..,7208,..,10,0,10,0,10,..,22,0,23,0,23,..,0,0,0,0,0,..,21,0,24,0,24,..,33,7,43,0,43,..,3,0,3,0,3,..,61,11,71,0,71,..,11,0,11,0,11,..,38,0,33,0,33,..,209,9,211,0,211,..,108,3,111,0,116,..,88,0,89,0,89,..,7,0,7,0,7,..,12,0,12,0,12,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,12,0,12,..,29,3,29,0,29,..,166,20,180,0,180,..,25,3,27,0,27,..,4,4,9,0,9,..,11,0,11,0,11,..,0,0,0,0,0,..,8,0,7,0,7,..,19,3,23,0,23,..,111,27,138,0,138,..,0,0,0,0,0,..,13,0,14,0,14,..,6,0,6,0,6,..,3,0,3,0,3,..,11,0,11,0,11,..,0
118011341,5275,..,..,..,..,5275,..,3,0,3,0,3,..,17,6,28,0,28,..,0,0,0,0,0,..,58,7,64,0,64,..,109,29,136,0,136,..,15,5,13,0,13,..,179,41,212,0,212,..,8,0,14,0,14,..,14,0,19,0,19,..,108,3,112,0,113,..,51,4,54,0,54,..,56,3,60,0,60,..,9,0,9,0,9,..,14,3,12,0,12,..,7,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,43,4,46,0,46,..,125,14,140,0,140,..,50,4,49,0,49,..,34,6,37,0,37,..,3,0,3,0,3,..,11,0,10,0,10,..,14,0,16,0,16,..,25,4,35,0,35,..,135,37,169,0,169,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,23,0,28,0,28,..,21,0,24,0,24,..,3
118011342,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
118011343,8698,..,..,..,..,8698,..,24,0,24,0,28,..,31,3,34,0,34,..,0,0,0,0,0,..,109,9,121,0,119,..,167,41,212,0,212,..,9,6,8,0,8,..,286,53,342,0,344,..,7,3,11,0,11,..,12,0,14,0,14,..,153,6,151,0,152,..,79,0,81,0,81,..,126,4,125,0,130,..,4,0,4,0,4,..,16,0,16,0,16,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,33,0,33,0,33,..,117,7,119,0,119,..,25,0,32,0,32,..,24,3,24,0,24,..,7,0,7,0,7,..,4,0,4,0,4,..,17,0,17,0,17,..,35,0,31,0,31,..,87,0,93,0,90,..,0,0,0,0,0,..,11,0,11,0,11,..,7,0,7,0,7,..,20,0,20,0,20,..,25,0,24,0,24,..,3
118011344,3738,..,..,..,..,3738,..,14,0,14,0,14,..,19,0,20,0,20,..,0,0,0,0,0,..,17,3,23,0,23,..,48,18,66,0,66,..,5,0,9,0,9,..,75,15,89,0,89,..,4,0,4,0,4,..,10,0,10,0,10,..,37,0,40,0,40,..,30,3,33,0,38,..,67,0,73,0,74,..,10,0,10,0,10,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,25,0,25,0,25,..,70,3,77,0,77,..,14,0,17,0,17,..,6,0,6,0,6,..,5,0,4,0,4,..,0,0,0,0,0,..,13,0,13,0,13,..,10,0,10,0,10,..,140,15,154,0,154,..,0,0,0,0,0,..,14,0,17,0,17,..,14,0,14,0,14,..,20,0,15,0,15,..,8,3,16,0,16,..,0
118011345,5539,..,..,..,..,5539,..,9,0,9,0,9,..,15,0,14,0,14,..,0,0,0,0,0,..,38,0,40,0,40,..,55,7,61,0,62,..,5,0,5,0,5,..,96,11,108,0,108,..,7,0,7,0,7,..,15,5,20,0,19,..,111,3,110,0,114,..,48,3,50,0,49,..,66,12,76,0,76,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,3,0,3,..,5,0,5,0,5,..,7,0,5,0,5,..,26,3,26,0,26,..,81,0,79,0,79,..,16,5,16,0,20,..,14,0,9,0,16,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,8,0,8,..,15,4,18,0,18,..,33,8,41,0,41,..,0,0,0,0,0,..,7,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,3,0,3,0,3,..,0
118011346,4289,..,..,..,..,4289,..,6,0,6,0,6,..,12,0,11,0,15,..,0,0,0,0,0,..,54,10,61,0,61,..,73,17,89,0,93,..,3,7,10,0,10,..,130,33,162,0,163,..,5,0,5,0,5,..,10,0,10,0,10,..,61,7,67,0,67,..,32,0,34,0,34,..,108,4,111,0,111,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,3,0,3,..,21,0,23,0,23,..,61,3,63,0,59,..,10,0,14,0,14,..,16,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,11,0,11,0,11,..,5,0,5,0,5,..,66,6,71,0,71,..,0,0,0,0,0,..,14,0,14,0,14,..,4,0,4,0,4,..,18,3,16,0,16,..,6,0,9,0,9,..,7
118011347,2640,..,..,..,..,2640,..,5,0,5,0,5,..,8,0,8,0,11,..,0,0,0,0,0,..,30,4,32,0,32,..,48,8,53,0,53,..,4,0,4,0,4,..,77,15,91,0,91,..,3,0,3,0,3,..,5,0,5,0,5,..,44,0,44,0,44,..,24,0,24,0,24,..,28,0,30,0,30,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,29,0,33,4,31,..,12,0,10,0,9,..,4,3,9,0,9,..,5,0,3,0,3,..,0,0,0,0,0,..,12,0,11,0,11,..,0,0,0,0,0,..,10,3,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,0
118021348,8980,..,..,..,..,8980,..,13,0,13,0,13,..,72,8,76,0,76,..,0,0,0,0,0,..,74,18,86,0,86,..,79,15,97,0,96,..,8,3,16,0,16,..,165,36,200,0,199,..,18,3,24,0,24,..,31,3,35,0,35,..,229,7,231,0,234,..,109,0,113,4,115,..,212,18,226,0,226,..,3,0,3,0,3,..,10,0,10,0,10,..,5,0,5,0,5,..,3,0,3,0,3,..,7,0,7,0,7,..,9,0,9,0,9,..,45,0,45,0,45,..,130,9,142,4,141,..,22,3,21,0,21,..,10,3,13,0,13,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,13,0,13,..,39,0,40,0,40,..,96,24,115,0,115,..,0,0,0,0,0,..,15,0,19,0,19,..,3,0,3,0,3,..,22,3,28,3,29,..,7,0,7,0,7,..,4
