SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
110041201,2189,2092,4277,393,428,825,525,544,1069,8,5,15,61,54,120,11,9,16,9,8,15,4,4,7,10,15,20,0,6,6,0,0,0,622,645,1266,15,27,41,23,14,38,1059,1112,2175,368,409,784,3614,3616,7235
110041202,4829,5139,9972,1162,1311,2475,1900,1932,3839,47,45,89,150,157,307,17,18,32,21,33,51,12,8,14,16,10,24,21,17,40,0,0,0,2180,2214,4400,299,231,529,55,43,101,3702,3794,7504,788,778,1563,9327,9715,19037
110041203,2973,3359,6326,657,775,1425,1740,2149,3886,54,42,97,156,172,323,21,13,34,28,28,60,4,6,12,7,9,16,4,8,9,0,0,0,2011,2431,4444,234,218,450,43,49,84,2940,3467,6405,664,670,1328,6573,7490,14064
110041204,1209,1265,2472,196,232,429,592,647,1237,9,10,20,49,49,92,0,0,0,4,10,13,8,3,7,3,3,3,3,0,5,0,0,0,660,721,1388,67,55,117,15,15,30,939,1025,1964,287,300,589,2440,2584,5021
110041205,5095,5111,10201,778,819,1590,1678,1789,3472,19,26,47,148,162,306,6,12,15,18,26,40,0,0,5,13,11,23,4,13,17,3,3,8,1896,2037,3937,52,52,105,41,33,79,2768,2946,5714,773,767,1540,8634,8829,17458
111011206,5110,5261,10371,692,705,1392,1719,1873,3592,27,23,51,65,70,136,14,3,18,23,19,38,3,3,9,0,3,6,11,13,25,0,0,0,1862,2006,3872,68,89,161,62,81,138,2687,2880,5566,372,412,788,8162,8558,16717
111011207,1633,1640,3273,153,152,303,621,688,1302,7,14,17,24,24,51,0,0,3,9,9,12,0,0,0,3,0,5,0,3,3,0,0,0,659,734,1396,21,26,51,17,11,28,850,927,1778,142,159,306,2629,2729,5359
111011208,6722,7110,13839,782,831,1616,2310,2452,4759,27,49,75,101,101,200,25,22,41,19,19,31,7,3,6,10,10,23,22,26,45,0,0,3,2520,2674,5193,219,269,491,61,36,92,3581,3815,7396,547,565,1117,10851,11499,22351
111011209,6659,6860,13520,709,712,1419,2464,2711,5178,38,34,75,81,84,169,12,7,20,31,21,55,11,8,19,13,10,25,17,18,35,0,0,0,2665,2895,5563,142,171,310,56,62,116,3565,3840,7402,451,457,902,10674,11153,21831
111011210,2423,2624,5046,191,248,440,893,1025,1917,18,21,33,24,32,53,6,3,11,0,0,0,4,3,8,0,3,4,5,8,11,0,0,0,950,1092,2041,43,48,89,29,22,52,1213,1406,2616,319,386,702,3954,4411,8364
111011211,1042,1083,2120,113,110,226,319,349,668,15,8,21,13,15,22,0,0,0,3,10,10,0,3,4,0,0,0,9,9,10,0,0,0,357,392,740,30,26,52,10,5,15,501,532,1036,77,94,171,1620,1706,3324
111011212,3198,3343,6542,514,499,1019,1143,1212,2357,16,18,29,48,51,105,3,5,8,27,26,59,8,3,11,5,4,4,7,8,16,0,0,0,1255,1329,2585,76,76,149,27,38,63,1869,1937,3808,269,310,581,5342,5591,10937
111011213,3681,3840,7517,311,312,619,1135,1302,2443,19,18,36,48,44,92,9,9,24,8,12,21,3,3,10,6,18,24,12,17,24,0,3,0,1249,1423,2670,82,84,164,22,22,39,1661,1837,3496,208,182,387,5540,5860,11402
111011214,3529,3864,7396,405,411,814,1569,1716,3289,32,30,60,68,70,137,4,5,13,19,15,33,5,7,10,8,6,18,7,11,22,0,0,0,1715,1864,3575,92,100,193,32,25,55,2233,2401,4637,276,314,593,6048,6584,12633
111021215,2404,2514,4914,198,212,416,974,1041,2019,14,17,32,30,33,64,7,3,9,7,9,16,6,11,10,3,5,6,0,6,5,0,0,0,1040,1121,2161,34,43,77,21,18,39,1291,1399,2695,211,236,446,3910,4145,8058
111021216,2217,2275,4491,422,452,874,1001,1102,2104,17,22,42,48,53,95,7,10,15,14,9,25,0,6,11,0,0,5,7,10,16,0,0,0,1104,1207,2312,37,58,102,14,21,32,1572,1747,3315,214,174,393,4011,4196,8198
111021217,3320,3454,6770,480,529,1009,1923,2144,4066,13,12,24,57,61,123,3,5,10,8,10,25,3,5,11,6,5,16,11,10,20,0,0,0,2034,2255,4292,80,111,197,41,39,79,2643,2937,5576,299,316,616,6259,6706,12959
111021218,3700,3918,7618,627,634,1264,1753,1850,3602,66,53,125,86,106,193,15,6,18,28,39,63,0,5,8,10,7,22,9,7,16,0,0,0,1969,2076,4049,111,107,221,46,39,79,2757,2854,5616,439,525,973,6903,7305,14203
111021219,3613,3799,7418,553,667,1221,1293,1424,2718,20,16,41,63,69,138,3,3,8,18,16,32,4,3,7,6,5,14,12,13,30,0,0,0,1432,1554,2986,82,101,182,33,36,69,2100,2355,4452,391,478,868,6101,6637,12743
111021220,2559,2519,5074,393,411,806,940,964,1903,28,15,40,31,44,78,5,4,9,9,12,19,3,3,9,17,6,22,6,12,14,0,0,0,1031,1059,2088,51,54,102,17,8,27,1497,1537,3028,153,177,326,4199,4228,8433
111021221,1895,1870,3763,181,204,382,705,757,1462,10,7,14,11,23,38,0,0,3,3,4,7,0,0,0,3,3,6,0,5,5,0,0,0,742,796,1539,11,11,24,15,3,15,947,1016,1967,144,148,290,2983,3032,6019
111031222,4338,4597,8935,332,321,656,1808,1891,3701,42,41,81,66,96,162,21,21,40,25,30,56,9,11,20,14,21,33,23,13,40,0,0,0,2006,2120,4117,177,180,361,37,31,65,2552,2650,5203,251,222,467,7138,7467,14608
111031223,2481,2497,4981,240,245,482,749,795,1549,5,10,20,28,31,56,4,3,3,12,8,13,3,0,4,7,7,15,0,0,0,0,0,0,804,854,1660,62,99,162,17,19,32,1118,1215,2338,263,250,508,3864,3961,7825
111031224,2812,2908,5718,311,235,545,1673,1782,3457,32,39,65,67,62,128,12,5,18,13,13,27,16,15,26,10,15,26,12,31,47,0,0,0,1828,1965,3785,169,170,335,60,70,125,2363,2437,4799,410,324,729,5580,5668,11242
111031225,4525,4905,9432,401,434,838,1802,1972,3773,32,40,74,54,63,116,5,6,15,20,20,37,7,11,16,5,10,15,17,8,24,0,0,0,1952,2125,4068,233,264,500,31,42,69,2615,2860,5479,265,314,575,7407,8077,15482
111031226,3528,3506,7036,443,472,915,1633,1784,3420,18,15,35,68,72,137,22,26,45,10,9,15,0,10,6,20,17,35,10,8,17,0,0,0,1773,1942,3719,179,182,361,28,38,71,2423,2638,5058,190,199,388,6137,6343,12485
111031227,3553,3486,7041,425,449,877,2004,2217,4220,45,42,88,81,78,161,15,14,23,22,34,52,7,9,12,12,23,34,18,19,37,0,0,0,2203,2425,4623,270,282,553,58,47,108,2959,3201,6156,392,367,755,6899,7051,13952
111031228,3421,3598,7019,538,487,1024,1663,1678,3345,46,45,96,85,75,165,21,17,39,22,23,43,10,8,17,5,13,20,13,25,39,0,0,0,1874,1883,3754,203,224,430,32,22,47,2646,2611,5259,312,329,636,6372,6542,12911
111031229,1840,1901,3740,353,292,641,1912,1893,3804,54,75,133,109,103,213,26,12,36,28,40,64,6,15,18,14,9,22,35,25,65,0,0,0,2183,2178,4361,324,313,638,56,36,94,2915,2825,5738,510,427,936,5269,5148,10412
111031230,3,0,8,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,3,10,0,0,0,7,10,14
111031231,1981,1977,3957,195,169,364,1739,1830,3568,26,40,65,44,57,104,15,19,28,10,11,20,12,14,28,5,6,12,15,24,39,3,3,3,1871,2000,3867,1080,896,1981,38,23,58,3188,3091,6278,314,360,683,5481,5429,10909
111031232,1743,1711,3454,276,289,564,1020,1098,2121,17,22,40,86,62,143,13,12,31,16,8,22,8,3,7,9,12,22,20,22,37,0,0,0,1183,1239,2426,58,71,126,16,16,36,1526,1626,3149,264,243,511,3534,3584,7116
111031233,5154,5570,10721,498,534,1030,2122,2382,4503,30,33,68,75,95,169,17,18,34,21,24,43,9,15,23,21,13,28,12,14,29,0,0,0,2305,2591,4896,285,291,571,57,35,96,3149,3447,6590,509,605,1107,8805,9617,18423
111031234,2763,2931,5700,195,195,390,1701,1802,3503,42,40,78,59,58,117,13,8,23,17,24,36,6,6,12,4,5,14,12,13,33,0,0,0,1851,1955,3805,266,290,553,88,167,252,2409,2602,5010,298,301,598,5465,5839,11306
111031235,1626,1603,3225,207,214,426,1349,1397,2742,41,46,83,58,55,112,13,12,17,11,11,23,0,4,10,8,8,16,17,13,24,0,0,0,1499,1540,3035,132,134,262,27,30,58,1859,1921,3781,273,239,517,3756,3768,7524
112011236,3803,4257,8057,1069,1199,2269,1497,1666,3162,83,88,175,299,332,637,18,13,29,31,29,55,18,19,35,17,20,41,16,26,33,0,0,0,1973,2197,4171,147,162,310,56,58,118,3249,3610,6863,689,795,1483,7737,8663,16401
112011237,4380,4617,8993,716,731,1451,1452,1563,3017,69,68,135,298,338,643,12,15,31,30,39,71,17,10,26,13,15,24,20,17,40,0,0,0,1912,2085,3995,120,115,234,41,45,84,2797,2971,5765,590,598,1189,7764,8184,15946
112011238,1396,1363,2764,148,157,307,477,526,999,63,76,141,96,103,202,14,12,24,25,26,49,3,4,6,3,3,3,8,8,9,0,0,0,677,758,1439,84,102,191,12,26,39,922,1047,1968,304,356,662,2629,2765,5392
112011239,1929,2077,4002,356,441,794,594,687,1283,73,96,172,141,193,332,12,17,24,8,16,26,9,6,15,16,12,24,6,6,15,0,0,0,856,1043,1904,94,122,221,33,40,69,1342,1640,2991,387,401,796,3664,4120,7788
112011240,1804,1896,3701,456,459,920,600,701,1308,154,191,344,192,202,391,12,17,32,24,35,63,10,12,29,3,3,7,5,16,22,0,0,3,1008,1188,2200,278,329,607,37,43,75,1783,2021,3799,762,785,1553,4358,4697,9052
112011241,1412,1305,2719,309,310,625,391,391,783,12,18,30,104,97,199,10,8,16,10,9,14,5,6,13,4,7,11,8,5,15,0,0,0,540,535,1075,21,18,36,9,10,20,883,871,1754,247,258,509,2540,2434,4977
112011242,1879,1991,3870,387,400,784,638,734,1367,65,83,147,130,156,287,12,7,18,26,32,58,13,7,13,3,4,5,10,12,22,0,0,0,894,1037,1929,102,115,220,31,31,64,1416,1580,2993,213,194,412,3512,3765,7273
112011243,1952,1942,3892,284,350,634,508,628,1136,91,100,196,107,146,256,10,15,22,36,33,71,5,0,8,9,5,18,8,4,16,0,0,0,780,937,1721,102,117,218,34,35,67,1196,1440,2638,527,543,1072,3672,3923,7596
112021244,3156,3423,6578,809,877,1682,737,778,1517,15,14,33,167,174,345,9,10,15,16,12,27,8,3,13,15,8,19,0,4,4,0,0,0,964,1003,1970,34,52,84,49,55,105,1854,1990,3846,485,496,982,5500,5903,11406
112021245,2118,1999,4121,169,168,337,513,505,1016,22,19,37,143,131,279,3,0,4,12,5,19,8,3,14,6,9,11,10,5,17,0,0,0,709,680,1396,19,22,36,24,13,37,924,893,1815,367,310,679,3412,3199,6607
112021246,3093,3543,6631,542,625,1162,1277,1469,2746,27,32,61,173,206,376,14,24,41,16,19,38,3,4,12,12,24,43,6,5,17,0,0,0,1537,1787,3329,71,93,169,40,37,78,2191,2544,4736,448,524,977,5734,6613,12346
112021247,2216,2105,4315,311,366,672,287,310,600,19,33,52,179,206,386,16,11,24,3,9,15,4,3,6,12,9,24,3,3,4,0,0,0,532,581,1115,35,35,73,20,14,36,895,993,1889,409,364,772,3516,3463,6979
112021248,3631,3870,7505,738,819,1559,1417,1519,2941,50,50,103,245,228,466,8,21,36,14,30,52,11,11,24,10,24,32,4,11,19,0,0,0,1765,1899,3667,107,129,232,81,50,131,2686,2896,5585,734,685,1416,7050,7453,14502
112021249,4617,4484,9103,355,367,723,1040,1091,2129,64,67,128,248,242,485,3,9,7,28,29,56,9,7,22,15,25,36,5,10,15,0,0,0,1417,1470,2886,92,91,181,49,61,110,1914,1986,3901,671,648,1322,7206,7120,14326
112031250,2625,2723,5348,686,736,1421,987,1122,2107,101,102,202,754,794,1547,26,18,43,35,36,75,8,11,16,7,19,28,17,19,42,4,4,8,1937,2123,4069,143,146,282,49,40,89,2819,3042,5864,570,600,1165,6005,6368,12374
112031251,2091,2296,4394,423,464,883,727,861,1595,29,41,65,230,264,496,12,18,27,21,26,45,9,6,17,14,15,26,4,5,6,0,0,4,1050,1230,2287,51,51,99,24,28,54,1544,1777,3321,354,397,751,3986,4472,8463
112031252,2863,2647,5518,194,217,406,581,615,1190,50,42,89,299,309,608,14,13,22,12,17,27,3,3,6,14,9,21,15,14,28,0,0,0,989,1016,2007,68,88,149,30,46,77,1279,1361,2646,544,483,1027,4690,4496,9186
112031253,3075,3122,6199,719,748,1471,869,1023,1893,79,101,181,566,638,1200,11,9,23,29,43,78,13,9,24,17,15,36,11,10,19,0,0,0,1595,1859,3446,95,122,218,54,35,93,2463,2760,5221,451,428,883,5990,6313,12302
112031254,4492,4799,9286,681,705,1389,1312,1514,2822,89,103,184,1051,1072,2121,22,20,40,33,44,77,14,19,33,19,15,34,23,31,51,0,0,0,2567,2809,5376,243,264,509,58,67,120,3546,3842,7390,884,962,1847,8927,9597,18524
112031550,3827,4419,8247,559,631,1189,1299,1504,2801,61,68,121,542,613,1161,18,19,29,21,25,42,25,16,45,19,23,46,18,21,40,0,0,0,1997,2291,4290,88,114,203,56,55,116,2700,3098,5792,377,450,826,6902,7965,14866
112031551,887,903,1792,24,34,61,350,335,679,17,17,33,109,115,225,0,3,3,9,9,20,0,0,0,0,3,7,3,6,10,0,0,0,488,494,976,26,27,59,10,3,19,553,561,1112,76,76,152,1517,1538,3055
112031552,1844,2130,3980,149,203,353,740,917,1655,37,37,72,349,401,748,11,11,24,17,13,28,12,8,23,7,9,18,11,6,17,6,7,7,1184,1409,2591,81,100,186,16,39,55,1439,1751,3185,305,354,658,3584,4236,7820
113011256,4679,4848,9527,1354,1530,2884,895,910,1801,127,95,220,70,67,141,37,26,56,7,5,15,8,8,11,11,6,16,22,27,52,0,0,0,1174,1148,2327,549,513,1062,53,35,86,3127,3230,6353,911,953,1864,8720,9033,17749
113011257,3998,3557,7556,570,532,1103,689,695,1386,67,82,148,75,71,150,19,27,48,16,14,24,7,5,12,3,3,4,14,15,24,0,0,0,888,908,1801,118,99,218,28,19,44,1606,1565,3166,698,620,1318,6299,5742,12041
113011258,2624,2633,5259,747,792,1539,510,582,1089,53,47,100,79,70,148,7,19,25,9,15,25,3,9,10,0,0,0,9,9,19,0,0,0,670,754,1418,112,101,211,14,12,24,1536,1654,3193,499,527,1029,4661,4815,9475
113011259,1678,1693,3369,322,402,731,301,257,555,29,41,70,30,32,58,11,4,16,7,11,13,6,4,8,5,5,6,7,8,12,0,0,0,387,356,749,34,38,73,5,16,17,755,815,1567,358,362,718,2790,2868,5654
113021260,945,882,1826,212,217,425,161,162,322,51,56,102,26,18,43,7,4,9,6,9,13,0,0,3,3,0,9,5,8,15,0,0,0,255,252,502,15,24,34,8,7,16,486,493,984,304,142,447,1731,1518,3251
113021261,1648,1679,3331,422,478,899,314,348,662,22,23,46,45,38,82,3,0,3,9,5,11,3,10,15,5,0,3,11,23,43,0,0,0,411,451,859,36,43,78,5,8,20,872,980,1847,359,368,728,2878,3031,5910
113021262,1499,1384,2884,161,158,320,305,305,613,15,16,28,40,37,79,0,4,3,11,14,19,0,0,0,9,5,9,20,21,38,0,0,0,389,397,787,36,41,77,5,7,9,594,605,1195,194,192,385,2282,2176,4463
113031263,2110,2230,4344,508,530,1036,413,447,860,17,16,26,22,41,63,3,9,15,13,10,20,0,8,5,4,4,9,48,48,91,0,0,0,518,574,1092,41,40,81,21,13,33,1088,1159,2245,314,293,607,3513,3681,7198
113031264,1106,1050,2155,204,201,410,176,201,379,4,14,22,18,26,46,0,4,4,3,0,6,0,0,4,3,0,3,5,8,13,0,0,0,218,252,472,19,21,39,7,4,17,452,483,934,151,144,293,1706,1680,3388
113031265,1515,1477,2987,303,319,624,279,318,601,19,19,36,25,34,59,0,3,10,8,5,10,0,0,4,4,6,5,10,12,23,0,0,0,343,400,749,73,47,120,18,10,27,736,782,1513,1134,273,1404,3376,2528,5906
113031266,1985,1946,3933,414,483,895,383,385,770,14,35,48,23,27,44,3,3,9,8,3,10,0,3,3,5,3,11,12,19,30,0,0,0,451,477,933,21,15,39,9,6,17,902,986,1888,255,254,510,3138,3186,6327
113031267,4134,4271,8407,789,913,1704,1630,1828,3456,95,85,181,98,107,207,31,23,53,19,39,58,9,7,14,24,23,45,46,53,100,0,0,0,1946,2167,4113,252,206,454,43,24,73,3033,3307,6340,400,403,805,7570,7985,15554
113031268,728,777,1502,109,104,213,734,876,1610,50,95,144,34,33,65,9,15,26,13,11,30,4,18,23,10,10,18,20,35,52,0,0,0,868,1093,1958,91,82,176,3,5,9,1072,1291,2362,124,118,242,1920,2179,4097
113031269,4792,5219,10014,1089,1254,2339,2002,2253,4259,129,152,282,222,240,461,53,52,104,33,33,66,11,12,16,32,32,67,69,58,125,0,0,0,2556,2834,5389,326,320,641,55,55,107,4023,4457,8480,563,607,1171,9378,10283,19665
113031270,2495,2622,5118,411,503,915,1338,1554,2893,131,125,258,165,153,322,32,28,57,25,22,44,18,7,23,22,13,39,45,31,80,0,0,0,1770,1941,3711,265,238,509,37,21,64,2490,2708,5198,571,527,1094,5559,5858,11417
113031271,4056,3881,7934,556,547,1105,1280,1321,2604,94,86,180,168,98,260,27,27,57,31,21,57,10,9,26,25,22,43,41,42,79,0,0,0,1674,1630,3304,38,54,88,43,32,79,2309,2267,4578,669,690,1358,7032,6841,13871
114011272,2280,2418,4693,365,397,762,874,926,1804,24,40,65,48,45,91,13,11,26,22,15,32,3,4,9,0,5,9,11,25,37,0,0,0,1000,1069,2064,48,51,97,10,19,37,1423,1537,2958,366,364,734,4073,4314,8391
114011273,986,960,1947,151,153,304,403,405,807,12,11,22,18,17,41,4,0,6,3,4,10,3,0,5,3,9,9,15,10,28,0,0,0,463,458,921,18,28,41,11,5,13,639,641,1285,141,139,274,1771,1734,3509
114011274,1405,1357,2761,200,192,392,469,455,929,8,10,25,27,35,59,3,0,3,7,7,14,4,4,7,0,0,0,6,12,16,0,0,0,531,522,1056,12,24,41,33,22,54,774,772,1544,227,198,425,2410,2323,4737
114011275,16,8,21,0,0,0,6,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,14,0,3,3,0,0,0,7,7,21,3,3,10,28,16,47
114011276,943,994,1933,132,147,278,526,610,1136,20,25,42,45,37,81,3,7,14,4,4,12,7,0,8,6,4,14,43,34,71,0,0,3,651,721,1376,35,58,97,0,4,9,819,932,1752,160,146,299,1923,2072,3993
114011277,4140,4196,8344,701,757,1456,1491,1655,3145,52,52,109,103,98,196,11,14,23,21,22,44,13,14,25,11,16,27,42,37,78,4,3,9,1752,1909,3659,106,153,263,47,41,89,2605,2863,5472,508,537,1044,7263,7594,14856
114011278,4206,4464,8669,1101,1177,2277,1925,2132,4054,51,64,122,133,130,261,24,15,39,47,51,98,16,15,31,17,11,25,62,54,113,0,0,0,2280,2465,4748,149,158,309,82,87,173,3622,3891,7510,1580,900,2485,9408,9261,18666
114011279,3451,3548,7001,791,941,1732,1411,1549,2960,48,43,90,71,80,152,20,23,37,24,24,45,11,20,30,20,19,39,53,51,104,6,11,16,1657,1814,3473,33,40,76,39,43,78,2521,2837,5359,456,504,961,6432,6888,13315
114011280,1205,1220,2423,220,217,436,436,404,837,17,15,25,19,24,50,0,0,0,7,4,14,3,8,9,3,0,5,21,17,34,0,0,0,501,472,978,8,19,27,9,6,11,733,719,1451,165,136,303,2100,2076,4174
114011281,1075,964,2042,49,45,91,372,396,765,3,10,13,17,19,35,4,3,10,4,0,9,0,5,7,3,0,3,8,3,14,0,0,0,406,439,849,8,10,15,8,4,11,472,500,969,113,111,228,1659,1577,3235
114011282,3705,3913,7613,1111,1252,2364,1188,1345,2535,49,41,85,85,111,195,12,11,18,41,27,62,16,12,26,9,5,19,106,104,212,0,0,0,1497,1658,3157,77,93,169,60,62,122,2743,3065,5813,537,605,1143,6982,7587,14566
114011283,1523,1413,2932,163,136,297,485,491,974,16,19,35,24,15,41,7,5,6,9,5,13,0,3,4,4,0,6,34,36,68,0,0,0,575,582,1158,24,25,45,8,11,17,769,751,1516,227,212,435,2517,2370,4883
114021284,2863,3305,6164,628,735,1363,1528,1827,3353,37,40,75,65,85,151,7,9,15,19,23,38,11,4,14,4,4,14,35,36,73,0,0,0,1707,2023,3730,128,156,276,31,9,39,2485,2918,5411,365,493,863,5717,6719,12437
114021285,1674,1675,3351,182,160,341,719,714,1435,8,19,21,20,18,45,7,0,5,4,0,4,0,0,0,0,0,0,13,6,17,0,0,0,760,763,1521,13,32,47,8,4,11,965,961,1922,187,164,348,2824,2797,5620
114021286,1985,2249,4235,335,352,690,1097,1374,2478,24,22,47,34,35,71,7,6,6,3,5,8,0,0,0,4,3,8,20,23,38,0,0,0,1193,1469,2665,62,90,151,8,14,23,1600,1933,3526,358,419,777,3941,4600,8543
114021287,2264,2443,4705,492,539,1027,1072,1148,2219,18,29,46,45,49,95,6,4,6,11,11,20,10,9,19,4,5,9,22,28,49,0,0,0,1178,1288,2459,165,154,320,37,47,84,1873,2022,3891,324,317,642,4465,4774,9243
114021288,924,955,1879,127,132,257,397,414,812,8,7,10,12,7,16,0,0,0,5,6,15,0,3,6,3,0,3,4,8,11,0,0,0,425,451,875,11,28,36,11,15,22,576,616,1196,157,134,286,1654,1704,3356
114021289,1690,1755,3441,225,242,471,758,857,1612,12,20,28,24,22,50,3,12,19,6,15,22,4,6,8,0,0,4,18,26,40,0,0,0,831,948,1782,47,54,100,32,37,66,1133,1286,2413,231,229,459,3048,3270,6318
115011290,6289,6606,12898,366,382,749,2449,2508,4954,62,62,121,60,51,110,19,19,37,15,12,24,8,3,6,5,10,15,22,17,34,0,0,0,2627,2685,5310,748,779,1522,36,39,76,3769,3883,7652,322,348,670,10386,10839,21223
115011291,5941,6074,12016,304,296,602,2057,2148,4208,43,30,76,51,61,116,15,17,30,19,15,38,5,8,9,0,3,3,6,14,27,0,0,0,2198,2298,4495,581,734,1316,24,30,57,3109,3357,6460,222,241,458,9269,9669,18935
115011294,1764,1841,3603,72,82,154,837,947,1786,18,17,34,9,14,27,0,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,874,975,1852,62,76,141,16,7,20,1021,1142,2167,92,110,201,2871,3104,5976
115011296,4042,4114,8153,192,200,396,1227,1254,2478,23,25,47,19,17,39,0,0,0,17,16,35,0,0,3,0,0,0,13,13,29,0,0,0,1298,1331,2626,254,281,538,13,13,23,1756,1830,3586,131,149,272,5924,6090,12012
115011553,1855,1973,3829,100,98,201,1015,1042,2056,11,21,32,20,21,42,12,6,17,7,4,13,0,3,3,0,0,3,13,4,19,0,0,0,1078,1111,2183,280,317,598,8,10,19,1462,1530,2993,116,132,252,3438,3637,7076
115011554,1486,1776,3262,44,43,86,599,671,1275,0,3,3,16,21,36,0,3,0,6,11,15,4,0,3,0,0,0,6,11,16,0,0,0,629,719,1349,115,140,253,32,94,129,825,996,1821,115,219,339,2424,2993,5422
115011555,3470,3565,7029,175,148,326,1326,1333,2660,21,20,42,35,33,69,6,11,15,5,3,16,3,3,7,7,9,10,15,16,28,0,0,0,1424,1423,2849,320,364,688,10,15,23,1937,1958,3891,192,206,393,5596,5719,11312
115011556,2519,2713,5231,92,90,188,1151,1205,2356,15,15,26,35,35,65,12,11,22,3,3,9,0,0,0,0,0,0,5,0,11,0,0,0,1220,1272,2487,336,352,684,12,16,33,1661,1731,3394,140,142,278,4322,4579,8908
115011557,1547,1610,3158,38,39,78,620,653,1278,7,9,19,10,17,28,3,0,9,7,3,11,0,0,0,0,0,0,3,3,6,0,0,3,658,689,1345,106,128,233,6,8,20,805,867,1673,67,62,132,2417,2540,4957
115011558,5790,6057,11842,368,372,735,1687,1674,3363,58,64,124,22,34,58,15,11,31,21,25,45,7,0,5,0,3,4,16,14,25,0,0,0,1832,1827,3660,607,666,1276,15,14,29,2829,2881,5706,204,244,451,8816,9184,17997
115011559,5582,5810,11393,548,573,1117,3354,3448,6798,50,46,96,70,66,142,28,35,67,28,30,56,8,7,12,8,7,17,15,20,32,0,0,0,3565,3658,7222,563,608,1172,33,44,77,4709,4880,9593,343,321,665,10631,11014,21646
115021297,6242,6277,12521,510,525,1038,2339,2370,4710,20,26,37,41,31,72,4,6,7,5,7,15,3,7,11,3,3,5,5,9,16,0,0,0,2424,2452,4876,225,223,452,34,32,61,3190,3236,6423,512,523,1039,9944,10041,19985
115021298,1568,1583,3150,102,109,211,584,615,1199,0,5,8,17,14,32,0,0,0,3,0,3,0,0,0,0,0,0,3,0,7,0,0,0,608,640,1244,49,61,111,8,3,11,767,809,1569,120,133,253,2450,2524,4976
115031299,758,716,1474,41,35,82,291,300,593,3,0,3,8,4,12,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,305,310,615,5,10,15,3,8,9,355,363,718,183,180,365,1303,1256,2558
115031300,6609,6424,13037,760,789,1545,2106,2142,4248,6,20,23,61,46,112,4,9,15,12,11,20,0,4,4,8,10,14,5,6,10,0,0,0,2204,2251,4454,71,87,162,32,33,65,3066,3160,6228,687,642,1329,10352,10230,20584
