SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
113031271,94,198,169,210,639,820,439,1136,83,3795,15,62,40,40,22,69,21,112,9,398,0,0,0,0,0,0,0,0,0,0,3,6,6,12,18,7,10,10,3,79,0,0,0,0,4,0,0,0,0,13,0,8,11,7,7,7,7,4,0,56,3,9,4,6,3,15,4,4,0,45,16,79,65,68,64,34,11,23,8,364,8,74,41,41,20,13,13,12,3,211,4,17,16,10,18,4,7,12,0,85,0,0,0,9,4,4,3,0,0,19,8,9,7,14,11,12,6,4,0,61,0,3,4,9,10,3,0,0,0,26,0,22,26,22,37,35,3,15,3,155,6,22,19,19,17,13,5,7,3,106,10,6,16,29,85,47,23,18,3,246,24,51,67,62,87,77,29,39,4,447,43,58,109,164,123,94,35,37,9,673,0,6,0,5,3,0,0,0,0,16,0,15,16,19,20,9,3,0,0,83
114011272,54,201,130,156,247,354,211,380,45,1783,0,17,5,9,3,9,3,9,0,53,0,0,0,0,0,0,0,0,0,0,0,12,7,9,3,7,5,4,0,46,0,0,0,0,0,3,0,0,0,8,0,12,9,9,6,3,3,3,0,44,0,3,4,0,0,4,0,0,0,12,3,58,30,19,23,28,9,19,0,182,7,49,30,28,12,19,15,14,0,179,0,4,0,3,5,3,4,0,0,21,0,4,3,0,0,3,0,3,0,19,3,3,12,6,6,5,3,3,0,37,0,4,3,7,5,4,3,8,0,36,9,15,18,18,8,11,7,13,0,104,6,19,17,11,7,4,3,7,0,65,12,4,10,4,31,17,14,3,0,88,12,54,39,51,24,34,12,30,0,251,20,46,81,75,62,46,16,20,5,371,0,9,5,8,10,7,0,0,0,33,0,12,12,6,10,10,0,4,0,58
114011273,18,66,37,53,119,148,71,118,17,645,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,0,4,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,13,0,0,3,0,0,4,0,0,0,7,3,32,13,15,6,6,3,3,0,88,3,19,5,9,6,3,0,7,0,54,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,12,0,3,0,0,3,3,0,3,0,16,0,10,5,5,3,5,0,6,0,31,0,7,3,7,3,3,0,3,0,26,4,3,3,6,16,11,7,3,0,51,4,15,16,22,12,11,3,13,0,87,3,17,26,39,18,20,3,9,0,139,0,5,4,0,0,0,0,3,0,12,6,3,3,3,6,6,0,0,0,26
114011274,29,80,64,91,164,187,85,192,23,922,0,12,4,4,4,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,9,7,4,9,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,8,0,0,0,19,0,0,0,0,0,4,0,0,0,3,12,20,24,16,20,4,4,0,3,94,3,20,13,13,16,7,0,10,0,79,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,10,0,0,3,3,9,9,3,3,0,25,0,6,8,7,4,4,0,10,0,40,4,14,4,5,6,3,0,0,0,48,4,9,5,3,18,9,4,3,0,54,9,12,17,16,17,19,3,9,0,97,12,16,38,45,36,32,9,15,3,202,0,4,3,0,0,0,0,0,0,11,0,10,3,3,7,3,0,5,0,30
114011275,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114011276,31,73,58,70,136,162,113,179,15,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,6,3,28,23,16,6,8,3,8,0,93,9,30,6,13,3,6,7,9,0,81,3,0,6,3,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,5,5,4,0,0,0,16,0,0,4,4,6,5,0,8,0,20,0,13,5,11,9,6,3,7,0,54,0,10,8,3,6,0,0,0,0,26,12,7,6,11,35,6,13,5,0,96,7,14,27,26,22,16,6,10,0,132,13,22,37,39,28,15,3,7,0,168,0,6,0,0,0,0,0,0,0,12,0,7,5,5,4,3,0,3,0,33
114011277,99,316,203,272,629,632,432,662,75,3323,0,4,3,7,5,4,3,4,0,31,0,0,0,0,0,0,0,0,0,0,0,17,16,16,14,14,0,10,0,87,0,0,0,0,3,0,0,0,0,11,0,14,6,8,14,8,4,4,0,55,0,3,3,3,0,7,0,3,0,20,20,147,79,71,76,33,19,20,5,471,14,123,39,52,26,19,11,16,3,314,0,6,7,7,7,0,0,3,0,36,0,7,0,3,3,3,0,0,0,25,3,4,5,9,9,8,3,0,0,43,0,7,3,3,15,6,5,7,0,46,3,25,23,30,34,17,16,13,0,164,7,38,14,22,22,13,3,3,0,115,11,20,21,33,76,33,26,20,0,235,16,55,52,78,49,55,29,53,0,382,42,99,177,182,169,113,35,40,13,860,3,12,8,8,5,0,4,3,0,40,0,20,29,21,14,13,6,11,0,112
114011278,103,280,233,257,811,721,604,628,99,3736,0,5,10,8,3,6,4,9,0,37,0,0,0,0,0,0,0,0,0,6,4,6,11,9,16,12,9,7,0,80,0,0,0,0,4,3,4,0,0,12,3,9,5,6,13,6,3,3,3,50,4,3,3,3,0,4,0,3,0,23,32,143,93,108,97,29,23,11,8,556,14,131,60,53,34,28,20,21,11,373,0,18,16,15,7,0,4,0,0,64,0,3,0,0,5,9,0,0,0,16,4,3,17,9,19,10,8,4,0,75,0,8,4,3,12,12,3,6,4,47,0,23,16,23,42,22,7,11,0,145,11,34,33,25,24,11,9,4,5,150,15,12,24,25,88,50,45,19,4,298,19,46,55,52,42,42,31,28,0,316,48,98,178,218,176,126,39,50,6,926,0,14,3,8,3,0,0,3,0,36,10,36,23,12,24,15,10,11,0,130
114011279,54,221,162,243,499,459,270,338,57,2301,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,14,3,10,18,5,0,0,3,55,0,0,0,3,0,0,0,0,0,5,0,12,8,7,4,0,3,5,0,53,0,3,0,7,3,0,0,0,0,16,20,73,67,65,56,18,20,16,6,334,10,82,41,35,31,18,7,11,6,233,0,7,3,3,7,3,3,3,0,27,0,3,4,5,3,0,0,0,0,15,0,3,7,3,6,8,0,3,0,34,0,3,0,4,14,13,3,7,0,46,3,13,10,13,9,3,3,6,0,61,0,29,18,15,34,5,3,4,0,104,7,11,20,11,62,20,20,8,0,166,17,26,37,53,34,29,13,19,7,241,39,64,133,144,118,60,29,20,8,617,0,5,3,0,4,3,0,3,0,22,0,18,21,9,19,0,0,3,0,72
114011280,20,66,67,71,136,141,53,84,23,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,3,16,11,14,8,6,0,5,0,78,3,39,14,5,9,10,0,10,0,89,0,3,0,3,0,0,0,0,0,11,0,3,3,0,0,0,0,0,0,4,0,0,4,3,4,0,0,0,0,12,3,0,0,4,3,0,0,0,0,9,0,6,3,11,3,3,0,4,0,31,0,11,5,3,4,0,3,4,0,23,6,0,0,0,9,0,0,3,0,31,3,3,9,6,5,10,8,6,3,60,7,19,29,49,24,13,3,8,0,156,0,0,0,0,0,0,0,0,0,6,4,7,0,0,3,0,0,0,0,15
114011281,32,71,66,64,156,171,97,163,12,834,0,4,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,5,4,6,9,3,4,3,0,28,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,0,3,0,22,0,0,0,3,0,3,0,0,0,9,0,22,10,10,10,10,3,9,0,85,9,15,10,11,7,4,3,4,0,58,0,4,5,0,6,3,0,3,0,29,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,0,0,15,0,3,0,3,4,0,0,0,0,15,0,10,4,16,3,3,3,3,0,41,3,11,4,10,5,4,0,3,0,43,3,3,5,13,20,10,4,0,0,53,0,18,24,18,13,13,3,13,0,103,7,19,31,45,26,23,12,9,0,175,0,0,4,0,3,0,0,0,0,9,0,5,4,9,5,4,0,4,0,29
114011282,102,304,230,299,462,533,246,470,65,2714,0,7,4,5,3,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,13,19,14,9,0,3,5,3,69,0,0,0,0,0,0,0,0,0,0,0,24,6,6,5,3,0,4,0,51,0,0,0,7,3,0,0,3,3,21,22,106,99,65,64,29,19,20,4,436,22,151,69,57,38,25,18,29,9,427,3,8,4,5,6,4,4,0,0,36,0,0,0,0,7,4,0,0,0,19,3,7,8,20,22,13,0,3,0,63,3,13,15,15,17,8,3,7,0,72,4,23,22,20,26,9,3,10,0,125,6,51,27,20,11,13,3,4,3,145,5,4,20,3,24,10,3,3,0,81,11,60,37,47,38,45,32,50,3,327,27,76,102,133,86,53,8,20,4,521,0,8,10,3,4,0,0,4,3,32,4,13,15,20,22,11,0,7,3,98
114011283,47,131,95,111,151,183,69,189,26,995,0,6,3,3,4,3,0,6,0,21,0,0,0,0,0,0,0,0,0,3,0,7,3,6,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,13,8,3,4,7,0,4,0,31,0,0,0,0,4,3,0,3,0,12,3,37,26,25,17,11,5,8,0,130,6,45,18,16,5,8,4,15,4,112,0,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,0,0,0,18,0,0,9,0,3,6,3,4,0,25,5,12,10,11,5,10,3,6,0,59,3,25,3,0,3,0,0,0,0,35,3,3,4,4,14,8,0,3,0,40,11,14,21,18,16,18,4,7,0,105,14,30,43,31,20,17,3,3,0,162,0,4,3,3,0,0,0,0,0,15,0,3,11,8,0,0,0,3,4,31
114021284,73,252,174,210,307,508,271,668,48,2520,0,13,9,3,0,0,0,0,0,25,0,0,0,4,0,0,0,0,0,4,0,17,9,3,6,24,7,10,0,82,0,0,3,3,0,0,0,0,0,8,0,19,11,11,4,11,0,11,0,58,0,5,5,4,9,12,4,7,0,44,13,74,58,43,33,21,15,21,9,287,10,81,34,44,24,28,12,19,3,250,0,3,10,9,5,5,7,0,0,34,0,10,0,3,4,4,3,3,0,32,5,10,15,11,9,14,0,7,0,70,3,10,13,8,17,12,8,8,0,78,6,51,31,41,18,32,6,14,3,207,3,30,22,13,12,13,3,6,0,106,6,8,10,12,23,15,5,5,0,74,9,57,61,54,49,36,39,60,3,359,32,80,108,104,98,68,23,32,0,539,0,9,8,4,0,0,3,3,0,31,3,21,15,20,15,11,3,6,0,93
114021285,38,105,82,97,294,349,181,369,32,1551,0,0,3,0,5,0,0,4,0,15,0,0,0,0,3,0,0,0,0,7,0,10,6,10,13,16,12,6,0,77,0,0,0,0,3,0,0,3,0,4,0,9,3,3,9,8,4,0,0,29,4,3,3,8,12,6,0,0,0,38,3,38,29,36,35,26,7,18,3,199,0,49,22,19,20,14,5,6,0,132,0,4,3,6,7,5,4,5,0,38,0,0,0,4,0,0,0,0,0,0,3,0,3,5,4,9,0,0,0,24,0,0,3,7,10,3,4,3,0,30,0,8,4,14,13,11,3,3,0,56,0,16,11,7,6,8,0,3,0,54,9,4,0,6,16,9,9,3,0,53,0,25,26,23,29,23,11,17,0,152,17,33,62,67,50,50,15,14,3,312,0,3,3,4,0,0,0,3,0,14,0,16,7,14,16,8,6,3,0,70
114021286,58,191,124,161,357,409,249,434,35,2017,0,5,0,3,5,0,0,4,0,17,0,0,0,0,3,0,0,0,0,3,3,13,9,17,5,9,3,10,0,72,0,0,0,0,0,0,0,0,0,0,3,19,8,7,7,11,3,3,0,67,0,6,3,4,7,8,3,3,0,37,3,65,39,41,34,27,13,23,3,240,3,56,46,32,19,26,6,12,7,214,0,7,7,6,7,7,0,0,0,32,0,3,3,5,5,4,0,0,0,20,0,7,4,11,7,9,3,3,0,40,0,3,3,6,10,8,3,6,0,39,6,22,12,18,23,27,5,12,0,125,3,22,15,14,18,10,5,9,0,89,6,5,6,3,22,10,9,3,0,65,13,48,40,44,46,37,26,49,4,300,22,47,87,95,70,49,19,24,0,406,0,9,3,3,4,9,3,0,0,27,3,13,15,16,9,10,3,3,3,74
114021287,57,178,122,166,427,463,290,511,37,2260,0,4,0,5,3,7,3,3,0,30,0,3,0,0,0,3,3,7,0,13,0,4,9,10,11,19,4,4,0,72,0,0,0,3,0,0,0,0,0,8,0,14,9,13,5,8,0,3,0,54,0,11,3,6,8,19,3,3,0,53,10,52,51,47,51,23,11,13,0,262,10,92,44,56,20,16,15,12,5,265,3,8,4,8,8,7,0,5,0,39,0,0,4,3,0,3,0,3,0,13,3,0,0,9,16,4,0,3,0,39,0,3,10,0,13,13,3,5,0,42,0,25,12,34,19,18,3,9,3,121,0,30,15,9,9,9,3,0,0,81,5,6,17,7,19,9,4,5,0,78,8,30,37,32,58,32,21,37,7,269,15,55,74,82,78,44,14,19,3,387,0,11,6,3,6,3,0,4,0,29,3,19,14,25,17,8,3,8,0,107
114021288,20,61,61,61,114,170,96,237,18,835,0,6,13,3,9,13,3,17,0,66,0,0,0,0,0,0,0,0,0,6,0,0,5,4,8,4,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,4,0,0,0,24,0,0,7,3,3,0,0,5,0,20,0,19,14,14,7,8,0,6,0,78,0,20,15,4,9,4,3,5,0,70,0,0,4,0,5,3,0,0,0,14,0,0,0,0,3,0,0,0,0,6,0,0,8,3,0,3,0,3,0,20,0,3,0,0,0,0,4,4,0,20,3,11,6,13,9,9,3,7,0,63,3,7,5,6,0,3,0,4,0,32,0,3,6,4,6,3,5,0,0,24,3,15,17,13,14,10,8,16,0,92,12,21,25,27,29,23,14,8,0,165,0,5,4,3,3,3,0,0,0,19,3,3,4,4,3,3,0,0,0,26
114021289,42,150,134,143,205,301,150,360,24,1507,4,8,10,8,3,8,3,10,0,60,0,0,0,0,0,0,0,0,0,3,3,3,7,11,3,6,0,8,0,35,0,0,0,0,4,0,0,0,0,4,3,13,8,3,3,9,0,8,0,54,3,0,3,4,0,0,5,3,0,25,3,30,30,20,24,12,9,6,0,138,3,58,19,20,12,16,3,13,0,148,0,3,4,3,3,3,0,3,0,24,0,3,3,4,7,8,0,4,0,19,4,4,3,7,3,4,0,0,0,30,3,12,8,4,4,8,3,0,0,41,3,16,6,19,11,7,15,11,0,93,0,20,14,10,9,5,0,5,0,64,0,0,9,7,22,5,16,6,0,69,4,38,25,26,23,32,15,31,5,206,7,33,44,73,42,36,11,13,0,250,3,4,3,0,3,3,0,3,0,27,3,15,6,12,12,3,4,0,3,53
115011290,105,435,292,330,1106,1710,651,1209,100,5932,0,0,0,0,3,4,0,0,0,10,0,0,0,0,5,0,0,0,0,10,6,17,22,32,55,66,22,22,0,245,0,3,3,0,16,4,4,0,0,30,5,21,19,14,27,34,7,17,0,156,11,16,17,26,46,68,20,21,0,223,23,137,103,82,87,73,27,35,9,573,7,70,38,30,27,20,10,15,0,217,0,6,13,12,18,19,6,7,0,84,3,5,13,9,25,29,6,8,0,100,30,12,38,43,88,116,31,31,3,383,3,6,10,3,21,21,9,10,0,81,12,56,70,58,102,112,41,47,7,506,3,25,26,23,36,33,4,13,0,169,14,16,23,30,87,44,19,17,4,251,33,130,117,113,109,95,57,103,3,763,54,107,190,188,203,167,57,56,12,1031,3,17,6,12,10,5,7,3,0,65,5,28,37,27,39,25,16,11,4,190
115011291,109,480,332,276,926,1459,605,1231,71,5496,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,7,31,24,23,49,49,18,21,0,217,0,0,0,5,8,6,0,3,0,20,7,20,20,23,26,38,7,15,0,167,0,17,15,13,44,47,15,15,0,165,23,147,118,71,68,74,32,42,4,584,7,117,50,30,35,27,17,13,0,292,3,5,6,12,18,28,11,10,0,95,8,6,15,6,26,21,10,7,0,97,12,10,31,33,66,114,24,29,9,327,4,6,11,13,16,23,13,3,0,80,8,68,66,43,80,87,47,48,0,448,6,27,22,25,20,23,10,8,0,141,15,26,26,26,99,49,20,20,3,289,18,142,88,101,93,113,40,98,3,707,42,116,208,181,180,187,40,48,10,1008,5,41,5,5,0,10,4,6,0,76,6,29,37,22,38,29,7,10,3,178
115011294,38,153,96,93,172,347,176,509,26,1600,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,5,0,10,10,4,11,0,49,0,0,3,0,0,0,4,0,0,12,0,12,9,13,17,15,8,7,0,69,0,9,7,7,9,13,7,9,0,69,6,51,33,28,20,18,7,10,0,169,3,24,7,12,0,9,0,3,0,65,3,7,3,0,0,3,0,0,0,21,0,3,3,4,7,6,0,5,0,32,0,12,16,7,9,19,3,16,0,81,0,4,8,6,4,4,3,10,0,39,5,30,27,15,17,32,8,14,0,139,0,0,11,3,3,8,3,0,0,38,0,0,8,8,10,10,0,3,0,40,7,45,44,22,24,24,18,43,0,231,9,33,55,36,26,42,8,19,0,235,0,8,3,4,3,5,0,0,0,28,0,13,7,8,7,10,5,0,0,45
115011296,63,293,195,195,529,816,377,897,49,3410,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,22,11,17,15,27,6,10,0,104,0,0,0,0,4,6,0,0,0,14,0,14,11,7,12,24,14,7,0,90,0,14,9,11,26,27,8,21,0,124,10,108,58,44,38,42,14,16,3,325,0,47,26,17,13,12,11,15,0,140,3,6,8,8,13,13,3,3,0,49,3,3,10,8,12,19,13,12,0,85,13,10,21,24,35,71,27,26,0,231,0,12,3,9,14,12,8,7,0,67,9,42,44,39,64,79,23,56,3,366,0,8,12,12,13,14,8,11,0,85,9,7,16,10,49,31,8,10,3,141,12,115,71,54,46,81,38,53,3,479,24,83,125,93,84,89,32,37,4,577,4,12,3,0,5,10,0,0,0,27,0,27,12,19,12,18,0,10,0,94
115011553,39,148,103,115,330,568,228,439,21,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,12,27,9,11,0,79,0,0,0,0,0,3,0,0,0,4,0,8,5,9,11,12,3,3,0,55,4,3,5,11,28,13,5,7,0,79,3,52,36,29,32,21,8,13,0,193,8,27,22,12,12,12,11,4,0,103,0,3,3,3,8,0,0,5,0,25,0,0,0,4,9,14,3,4,0,34,0,6,19,14,28,34,9,7,0,109,0,3,5,3,12,7,4,4,0,40,7,24,20,23,21,46,10,20,0,166,0,6,11,7,8,13,9,3,0,52,0,6,6,13,28,10,3,7,0,75,15,51,30,34,30,47,21,44,0,269,17,40,65,54,75,64,20,15,0,353,0,11,3,0,5,0,0,0,0,27,0,18,9,10,13,16,5,0,3,76
115011554,15,106,71,72,160,325,109,268,12,1125,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,15,7,12,0,46,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,11,0,4,0,27,3,3,3,4,4,14,4,0,0,40,6,45,36,15,9,12,9,7,0,137,0,23,9,3,4,3,0,0,0,44,0,4,5,3,4,5,0,0,0,13,0,0,3,0,4,11,3,0,0,29,3,6,8,9,15,22,7,3,0,70,0,0,3,6,3,5,0,3,0,22,3,11,12,20,19,24,4,21,0,108,3,5,3,0,9,4,3,0,0,24,3,0,3,3,14,14,4,0,0,46,7,25,22,29,25,27,9,23,5,170,4,38,45,24,25,36,11,10,0,192,0,7,0,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,13
115011555,46,288,181,196,463,809,342,780,32,3149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,12,16,8,27,21,11,12,0,111,0,0,3,0,6,10,0,0,0,18,3,20,16,13,12,23,5,4,0,98,0,11,8,17,19,34,19,11,0,112,20,94,60,54,49,47,14,15,3,357,8,47,34,11,17,19,7,4,0,147,0,3,3,5,0,6,3,5,0,24,0,12,3,3,10,12,3,10,0,51,5,7,19,18,28,38,11,19,0,137,0,9,11,10,16,16,3,10,0,70,8,30,44,31,47,62,24,29,0,280,0,20,8,16,16,15,6,9,0,89,0,10,9,15,32,21,4,11,0,115,9,75,68,45,49,62,43,61,7,418,16,66,112,73,102,78,30,31,3,514,5,9,8,3,3,5,4,3,0,38,3,21,14,17,13,17,0,3,0,84
115011556,40,200,143,141,409,605,305,617,29,2479,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,8,12,29,22,5,12,0,101,0,0,0,0,3,3,0,0,0,10,0,13,9,15,12,13,8,4,0,75,0,8,12,9,25,30,8,12,0,103,7,66,43,42,39,36,9,15,0,257,0,49,9,9,17,10,3,9,0,111,0,9,6,3,6,7,4,0,0,34,0,8,0,9,11,7,3,3,0,44,11,3,16,12,33,47,16,15,0,148,0,5,8,9,11,7,9,5,0,51,3,33,28,36,34,44,17,28,4,232,0,10,17,17,11,11,7,8,0,79,5,6,9,10,36,17,9,3,0,94,11,58,49,39,48,53,22,52,3,327,15,58,78,76,74,66,24,15,0,408,0,20,3,0,8,5,3,0,0,38,0,15,9,14,9,13,3,9,0,72
115011557,22,115,69,69,228,379,173,324,19,1406,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,6,11,19,3,5,0,56,0,0,0,0,8,3,0,0,0,9,0,4,6,9,8,5,3,0,0,38,0,3,3,7,11,16,7,12,0,54,4,48,27,20,21,18,11,12,0,160,4,22,12,6,8,7,3,0,0,56,0,0,0,6,0,6,0,0,0,18,0,3,9,0,7,8,3,3,0,27,6,3,11,9,13,34,14,9,0,110,3,7,8,3,8,9,0,0,0,32,6,15,22,17,29,32,16,9,4,138,0,7,6,8,7,11,0,3,0,36,9,5,3,13,34,14,3,4,0,77,7,32,34,25,27,33,13,24,0,192,6,36,37,27,46,36,15,14,3,214,0,4,3,4,3,0,0,0,0,15,0,11,9,0,11,6,0,4,0,48
