SA2_MAINCODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
101021007,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,52,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,301,22,10,4,3,7,0,12,3,13,370,46,4,12,7,0,0,4,0,0,3,74,7,0,3,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,45,4,13,7,0,0,6,0,0,4,85,3,0,0,0,0,0,0,0,0,0,3,344,28,30,4,5,8,4,13,4,18,460
101021008,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,125,17,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,424,43,36,13,4,8,8,5,0,15,562,389,70,88,17,21,15,15,14,4,14,639,78,5,15,0,0,0,3,4,3,4,115,0,0,0,0,0,0,0,0,0,0,4,465,78,101,20,21,15,20,16,13,22,759,0,0,0,0,0,0,0,0,0,0,3,896,113,136,34,30,23,22,25,15,41,1322
101021009,0,0,0,0,0,216,0,0,0,0,0,0,0,0,18,236,28,0,0,0,0,0,0,0,0,4,33,41,0,0,0,0,0,0,0,0,3,46,33,0,0,0,0,0,0,0,0,8,43,3,0,0,0,0,0,0,0,0,0,7,75,0,0,0,0,0,0,0,0,14,91,0,0,0,0,0,0,0,0,0,4,5,103,0,0,0,0,0,0,0,0,22,132,560,63,87,23,21,19,15,13,8,35,844,477,98,436,70,79,95,111,100,52,34,1556,126,12,19,9,7,10,13,17,19,16,243,10,0,8,0,0,0,0,3,0,7,27,611,115,460,76,84,103,126,122,71,56,1823,3,0,0,0,0,0,0,0,0,12,17,1170,175,544,101,105,124,142,136,79,100,2680
101021010,0,0,0,0,0,53,0,3,0,0,0,0,0,0,3,57,8,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,4,24,282,28,61,7,9,8,8,13,4,9,430,159,56,206,31,22,34,67,53,24,11,668,23,0,16,0,8,3,10,8,6,3,80,3,0,0,0,0,0,0,3,0,3,8,187,57,213,34,34,38,83,66,31,16,757,3,0,0,0,0,0,0,0,0,0,6,473,86,277,35,44,46,90,75,40,28,1189
101021011,0,0,0,0,0,138,0,0,0,0,0,0,0,0,7,149,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,24,1225,98,109,18,24,13,15,23,8,57,1605,309,51,89,27,18,21,14,7,9,0,551,23,3,3,0,0,3,0,0,9,4,43,0,0,0,0,0,0,0,0,0,0,4,327,56,95,27,18,25,15,9,14,7,594,3,0,0,0,0,0,0,0,0,3,6,1561,156,199,45,50,38,30,30,22,70,2205
101021012,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,103,16,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,24,755,128,112,29,21,32,41,19,11,22,1161,449,78,110,26,8,12,16,10,0,26,743,52,0,13,4,0,0,0,3,0,0,73,9,0,0,0,0,0,0,0,0,0,9,507,80,117,26,8,11,19,13,0,26,821,3,0,0,0,0,0,0,0,0,0,4,1267,210,231,53,29,42,59,39,8,50,1988
101031013,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,128,4,3,0,0,0,0,0,0,3,144,21,10,11,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,19,10,11,0,0,0,3,4,0,3,45,0,0,0,0,0,0,0,0,0,0,0,152,12,9,0,0,0,3,5,0,8,192
101031014,0,0,0,0,0,150,0,3,3,0,0,0,0,0,3,150,30,0,0,0,0,0,0,0,0,4,35,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,3,57,471,26,21,8,9,0,0,0,0,19,560,195,25,32,0,4,3,8,16,0,12,293,14,5,3,3,0,0,3,3,0,5,43,3,0,3,0,0,0,0,0,0,0,3,214,31,39,4,3,3,7,19,0,16,341,0,0,0,0,0,0,0,0,0,70,76,684,59,56,6,15,3,7,19,3,114,977
101031015,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,67,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,273,11,14,4,0,0,0,4,0,17,320,65,7,6,0,0,0,0,0,0,3,81,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,66,7,6,0,0,0,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,341,20,20,4,0,0,3,5,0,18,408
101031016,0,0,0,0,0,73,3,0,0,0,0,0,0,0,3,76,9,0,0,0,0,0,0,0,0,3,8,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,16,455,40,56,11,13,14,3,9,13,49,654,107,11,14,9,3,9,10,13,5,16,206,4,0,3,0,0,3,15,13,0,5,43,3,0,0,0,0,0,0,0,0,0,8,113,16,19,6,3,14,29,26,10,23,254,0,0,0,0,0,0,0,0,0,0,7,575,53,73,17,17,25,34,31,24,69,917
101041017,0,0,0,0,0,186,0,7,0,0,0,0,0,0,7,201,41,0,0,0,0,0,0,0,0,5,49,7,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,12,63,711,24,29,3,14,0,3,4,3,38,829,148,13,24,3,5,10,3,3,0,12,217,19,0,4,0,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,3,3,171,13,23,3,5,10,8,4,0,18,251,5,0,0,0,0,0,0,0,0,0,5,887,46,49,5,13,9,5,7,3,53,1087
101041018,0,0,0,0,0,216,0,0,0,0,0,0,0,0,9,222,69,0,0,0,0,0,0,0,0,8,72,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,7,90,796,35,36,3,16,7,19,0,3,36,947,187,15,27,8,5,9,3,3,7,11,271,23,0,0,0,0,0,0,0,3,3,33,0,0,0,0,0,0,0,0,0,0,0,212,14,28,8,5,5,7,3,8,11,307,0,0,0,0,0,0,0,0,0,0,0,1006,51,62,10,15,16,28,8,12,47,1257
101041019,0,0,0,0,0,88,0,0,0,0,0,0,0,0,5,88,22,0,0,0,0,0,0,0,0,3,27,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,30,436,36,26,12,3,3,3,5,0,34,559,80,18,26,6,8,19,4,0,4,4,172,5,3,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,87,17,34,4,8,19,4,0,3,3,188,0,0,0,0,0,0,0,0,0,0,0,524,55,60,18,12,24,8,11,3,39,741
101041020,0,0,0,0,0,88,0,0,0,0,0,0,0,0,4,89,13,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,20,776,29,29,5,0,3,0,0,5,28,877,87,13,8,3,0,4,0,0,0,3,120,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,89,15,8,3,0,4,0,0,0,4,131,0,0,0,0,0,0,0,0,0,0,5,872,42,36,8,0,4,0,0,5,40,1015
101041021,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,76,25,0,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,35,277,28,17,3,0,0,3,0,0,10,338,46,7,0,0,3,0,3,0,0,0,57,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,3,0,4,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,326,30,21,3,4,0,3,0,0,10,399
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,58,12,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,10,24,224,3,13,0,3,0,0,0,0,22,266,49,3,3,4,0,3,3,0,3,3,70,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,52,3,5,3,0,3,3,0,3,4,82,0,0,0,0,0,0,0,0,0,0,0,279,13,18,6,3,5,4,0,3,24,352
101041024,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,51,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,252,12,10,4,3,3,0,0,0,9,290,43,5,0,0,0,0,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,301,13,6,4,3,5,0,0,0,17,353
101041025,0,0,0,0,0,231,4,0,0,0,3,0,0,0,4,244,79,0,0,0,0,0,0,0,0,8,80,13,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,10,101,976,58,56,0,10,16,0,9,0,41,1172,130,20,39,8,12,6,5,4,11,10,240,5,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,129,20,41,8,11,6,5,5,11,13,260,0,0,0,0,0,0,0,0,0,0,5,1113,78,95,10,26,20,10,16,13,59,1431
101041026,0,0,0,0,0,150,0,0,0,0,0,0,0,0,5,153,33,0,0,0,0,0,0,0,0,3,35,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,5,42,727,33,27,3,4,3,0,0,0,38,838,121,4,8,0,7,0,7,3,0,3,161,6,3,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,131,8,11,4,7,4,11,3,0,12,184,3,0,0,0,0,0,0,0,0,0,3,855,38,44,10,13,5,14,5,0,46,1022
101041027,0,0,0,0,0,189,8,0,0,0,0,0,0,0,10,202,39,0,0,0,0,0,0,0,0,3,48,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,5,66,864,44,19,0,3,5,3,3,0,32,984,138,14,6,0,5,0,0,8,4,6,187,10,0,3,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,4,0,9,145,14,10,0,5,0,0,9,5,10,205,3,0,0,0,0,0,0,0,0,3,8,1016,64,29,3,9,8,7,11,5,46,1196
101051539,0,0,0,0,3,154,0,4,0,0,0,0,0,0,15,174,39,0,0,0,0,0,0,0,0,9,50,13,0,0,0,0,0,0,0,0,4,17,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,3,62,0,0,0,0,0,0,0,0,18,80,841,57,107,15,16,17,22,26,3,52,1160,201,53,192,32,34,27,55,56,31,26,706,31,17,20,3,0,3,8,13,33,16,145,3,0,0,0,0,0,0,3,0,3,15,232,74,210,32,32,29,60,77,57,45,861,3,0,0,0,0,0,0,0,0,122,131,1079,130,317,53,48,50,83,99,59,221,2143
101051540,0,0,0,0,0,127,0,0,0,0,0,0,0,0,7,137,7,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,19,729,32,51,12,10,6,7,9,3,37,896,130,10,25,6,4,6,3,6,0,7,211,18,0,0,0,0,0,0,0,3,0,20,5,0,0,0,4,0,0,0,0,0,11,154,10,29,7,7,6,3,6,3,10,242,3,0,0,0,0,0,0,0,0,0,3,883,42,79,20,18,12,15,16,7,54,1140
101061541,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,41,21,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,284,30,33,5,11,11,0,3,3,12,387,56,19,21,10,3,5,12,8,0,3,128,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,57,21,24,10,3,5,13,8,0,3,132,0,0,0,0,0,0,0,0,0,0,0,340,53,52,16,17,9,14,13,3,16,528
101061542,0,0,0,0,0,92,0,0,0,0,0,0,0,0,4,93,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,15,786,83,74,25,12,7,0,5,3,34,1036,149,37,20,0,0,0,3,3,9,4,227,13,0,4,0,0,0,0,0,3,0,20,3,0,0,0,0,0,0,0,0,0,7,158,36,23,0,0,3,8,3,13,9,250,3,0,0,0,0,0,0,0,0,0,5,953,119,100,25,12,12,11,7,14,43,1282
101061543,0,0,0,0,0,49,0,0,0,0,0,0,0,0,7,49,18,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,285,21,24,3,11,4,7,11,0,18,383,77,17,44,5,8,14,3,3,3,9,193,22,3,3,0,0,4,0,3,0,3,42,0,0,0,0,0,0,0,0,0,0,0,95,23,51,10,8,14,3,10,5,12,231,0,0,0,0,0,0,0,0,0,0,0,381,48,73,10,17,21,9,19,4,30,623
101061544,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,57,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,10,277,15,11,6,5,6,3,5,8,23,359,58,9,15,5,6,6,3,5,0,0,117,10,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,66,9,13,11,6,6,9,5,0,3,131,0,0,0,0,0,0,0,0,0,6,7,348,25,22,11,10,7,12,9,12,32,497
102011028,0,0,0,0,0,72,7,0,0,0,0,0,0,0,0,78,13,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,19,578,137,180,45,38,21,20,12,11,25,1060,109,26,52,0,8,0,7,4,4,4,210,3,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,3,120,26,53,0,8,0,9,4,4,4,225,5,0,0,0,0,0,0,0,0,0,5,697,160,234,48,41,21,22,13,14,30,1288
102011029,0,0,0,0,5,163,7,0,0,0,0,0,0,0,4,172,36,0,0,0,0,0,0,0,0,0,34,10,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,51,964,114,133,26,15,17,24,14,0,33,1333,155,46,28,10,7,3,4,3,4,4,256,13,0,6,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,169,46,31,10,7,5,5,3,6,5,281,7,0,0,0,0,0,0,0,0,0,7,1134,155,168,29,18,22,28,17,8,34,1621
102011030,0,0,0,0,0,56,0,5,0,0,0,0,0,0,0,64,5,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,21,351,42,25,12,10,6,4,3,3,27,481,128,19,9,3,0,3,4,3,3,4,184,26,0,3,0,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,161,21,16,3,0,3,4,3,11,4,223,0,0,0,0,0,0,0,0,0,0,0,509,61,44,13,13,14,9,3,15,29,708
102011031,0,0,0,0,3,314,16,6,0,0,0,0,3,0,24,363,126,3,3,0,0,0,0,0,0,14,148,27,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,3,160,3,3,0,0,0,0,0,0,19,183,1420,197,175,33,29,43,15,16,12,75,2008,318,105,92,20,17,6,16,16,13,10,607,31,7,24,5,4,5,4,7,4,14,110,4,0,0,0,0,0,0,0,0,0,4,349,114,114,29,17,9,21,21,14,28,721,6,0,0,0,0,0,0,0,0,0,6,1772,310,291,59,50,51,39,39,23,102,2740
102011032,0,0,0,0,0,237,8,7,0,0,0,0,0,0,11,269,102,0,0,0,0,0,0,0,0,8,111,28,0,0,0,0,0,0,0,0,0,31,7,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,133,3,0,0,0,0,0,0,0,12,154,1454,218,184,27,37,27,31,19,19,63,2072,514,213,373,99,87,99,70,69,43,39,1605,68,32,62,12,16,10,29,23,18,18,276,7,3,3,0,0,0,0,3,0,0,19,585,248,441,109,100,102,104,93,60,60,1901,6,0,0,0,0,0,0,0,0,3,9,2041,464,627,136,141,133,130,112,77,130,3988
102011033,0,0,0,0,0,55,9,3,0,0,0,0,0,0,0,71,17,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,507,98,63,11,9,0,10,9,0,21,727,178,44,62,12,8,7,3,5,0,5,320,22,10,6,0,0,3,0,5,3,3,43,3,0,0,0,0,0,0,0,0,0,3,196,51,63,11,8,10,3,8,3,6,362,0,0,0,0,0,0,0,0,0,21,21,708,149,130,23,12,13,11,16,3,52,1120
