SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
107041145,116,100,213,34,57,92,3,0,3,0,0,0,7,9,8,2367,2100,4473,147,176,323,70,0,70,29,0,31,42,8,51,17,6,19,60,74,134,2897,2534,5431,11,4,12,0,0,0,0,0,0,53,29,85,8,9,17,3,0,3,73,39,119,0,0,0,0,0,0,3,5,10,0,3,4,3,0,3,3,7,12,21,15,40,104,66,167,5,4,7,0,0,0,0,0,0,5,4,7,76,142,222,254,435,685,49,32,82,3381,3211,6596
107041146,130,71,202,62,115,174,0,0,0,0,0,0,7,9,19,3313,2855,6163,215,325,543,53,0,53,46,4,53,50,14,68,21,17,35,118,98,218,4021,3513,7531,7,6,15,0,0,0,0,0,0,81,39,121,4,11,19,3,0,7,101,61,163,0,0,0,0,0,0,0,5,6,4,12,15,3,0,3,6,14,27,33,24,59,144,109,245,6,10,14,6,7,8,3,4,8,11,17,27,149,208,353,409,629,1034,36,33,66,4767,4496,9260
107041147,244,190,431,6,3,6,0,0,0,0,0,0,3,0,3,1539,1289,2832,75,76,158,50,0,50,18,0,18,11,3,12,9,7,15,44,56,99,1992,1627,3622,28,32,65,0,0,0,0,0,0,90,70,165,8,23,29,12,0,12,138,123,263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,24,14,38,168,137,305,19,13,29,0,0,0,0,0,0,18,13,25,71,150,221,159,270,428,12,16,32,2421,2217,4636
107041148,265,203,468,27,36,60,0,0,0,0,0,0,0,3,7,1727,1596,3326,75,98,175,33,0,34,17,0,17,24,7,33,20,3,29,58,70,127,2254,2018,4275,19,14,31,0,0,0,3,0,3,61,35,97,6,15,21,11,3,17,100,68,166,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,18,17,32,120,86,206,3,16,16,0,0,0,0,0,0,6,16,15,175,220,391,218,352,578,22,12,32,2792,2713,5504
107041150,198,170,367,46,49,98,0,0,0,0,0,0,0,0,3,3245,2877,6127,172,196,361,66,0,66,37,0,43,64,6,75,21,12,29,57,90,149,3912,3402,7314,13,6,20,0,0,0,0,0,0,111,55,167,10,15,24,15,3,21,151,81,233,0,0,0,0,0,0,0,0,0,4,4,8,0,0,3,4,9,8,22,13,34,176,106,281,13,11,26,0,0,0,0,0,3,13,11,27,138,257,393,356,632,986,41,29,71,4642,4425,9070
107041548,124,117,237,120,137,261,0,0,0,0,0,0,7,10,18,1901,1527,3427,96,144,240,19,0,17,40,4,40,62,21,90,25,14,38,422,428,846,2813,2408,5216,13,8,27,0,0,0,0,0,3,36,24,61,3,7,7,7,0,6,60,43,100,0,0,0,0,0,0,0,6,3,3,4,5,3,4,5,11,15,20,29,12,40,97,64,164,10,5,14,0,0,0,0,0,0,10,6,18,109,104,217,282,376,655,31,16,45,3339,2978,6314
107041549,179,122,300,124,127,247,0,0,0,0,0,0,9,6,17,2340,1962,4301,165,227,392,25,0,25,37,3,42,49,20,69,20,16,29,242,276,515,3187,2751,5937,20,18,42,0,0,0,0,0,0,33,13,44,8,3,9,4,3,9,68,40,102,0,0,0,0,0,0,10,5,17,8,9,15,6,3,4,24,16,37,35,15,43,123,63,184,9,11,19,3,0,3,6,0,6,15,11,26,95,123,218,342,459,805,33,29,59,3793,3440,7234
108011151,0,5,5,7,3,10,0,0,0,0,0,0,0,0,0,640,519,1160,43,44,83,44,3,41,6,0,6,6,0,6,9,0,9,53,45,92,801,617,1412,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,9,3,17,0,0,0,0,0,0,0,0,0,0,0,0,90,108,198,73,135,211,8,9,23,982,877,1857
108011152,5,0,5,7,14,20,0,0,0,0,0,0,3,0,5,1506,1543,3044,130,175,307,41,0,42,20,3,17,33,13,46,13,3,17,77,96,170,1837,1845,3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,34,25,13,39,0,0,0,0,0,0,0,3,3,0,3,4,94,109,201,221,364,579,34,39,73,2203,2365,4571
108011153,0,0,0,10,0,9,0,0,0,0,0,3,0,0,0,689,605,1296,41,36,80,49,0,49,5,0,5,3,0,4,13,11,16,44,41,85,852,698,1546,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,16,0,15,0,0,0,0,0,0,0,0,0,0,3,3,91,100,184,98,148,239,20,14,33,1068,957,2023
108011154,0,0,0,5,4,9,0,0,0,0,0,0,0,3,3,547,505,1054,36,37,75,22,0,19,5,0,5,16,4,17,12,3,18,49,60,111,686,628,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,9,14,3,12,0,0,0,0,0,0,0,0,0,0,0,0,19,39,63,83,125,212,22,19,44,826,817,1641
108021155,0,0,0,3,9,19,0,0,0,0,0,0,0,3,4,1622,1500,3118,140,158,299,83,3,91,22,3,25,12,4,13,12,5,21,66,59,123,1958,1746,3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,5,26,18,7,25,0,0,0,0,0,0,0,0,0,0,0,0,56,103,160,174,296,470,54,46,103,2264,2199,4467
108021156,0,0,0,13,3,17,0,0,3,0,0,0,0,0,0,1123,1053,2176,56,61,118,54,5,63,6,0,9,14,10,19,15,12,31,104,74,171,1394,1215,2610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,16,6,19,16,9,23,0,0,0,0,0,0,0,0,0,0,0,0,163,136,302,144,252,397,42,42,83,1755,1655,3414
108021157,0,0,5,5,0,10,0,0,0,0,0,0,4,0,5,563,498,1062,36,31,65,31,0,38,10,0,8,4,0,6,9,3,17,36,38,71,700,580,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,34,50,86,79,121,202,13,15,21,834,769,1603
108021158,0,0,5,7,7,14,0,0,0,0,0,0,3,4,3,646,608,1245,37,71,103,24,0,24,8,0,11,0,0,0,5,0,11,29,45,74,753,729,1487,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,44,48,100,75,127,202,20,18,39,904,931,1833
108021159,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,935,908,1843,50,54,97,68,0,67,18,8,23,0,0,0,13,7,17,46,33,77,1135,1005,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,19,13,5,22,0,0,0,0,0,0,0,0,0,0,0,0,141,145,287,123,180,301,24,12,38,1439,1352,2793
108021160,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,531,488,1024,40,52,94,11,0,10,4,0,9,8,0,7,4,0,9,36,53,86,644,598,1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,31,59,86,82,128,211,17,19,39,787,806,1588
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,21,45,3,5,7,3,0,3,5,3,9,30,23,54,0,0,4,23,25,51,92,81,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,16,15,33,3,0,4,117,106,225
108041162,0,3,3,9,8,20,4,0,4,0,0,0,0,0,0,1982,1875,3861,100,131,228,79,3,82,16,0,16,10,3,13,18,14,37,86,96,180,2309,2137,4446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,4,5,18,5,26,27,12,35,0,0,0,0,0,0,0,0,0,3,0,3,141,178,313,247,382,621,42,33,70,2762,2731,5492
108041163,4,0,3,14,24,44,0,0,3,0,0,0,13,11,23,4221,4098,8315,278,373,657,82,3,83,107,10,114,64,10,71,44,26,64,115,153,269,4943,4708,9652,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,4,0,4,4,0,0,0,0,7,6,47,28,75,50,31,88,4,0,4,0,0,0,3,3,5,4,3,8,246,316,558,462,658,1118,47,39,85,5749,5756,11502
108041164,3,0,3,19,20,37,0,0,0,0,0,0,4,8,16,2103,2114,4220,147,213,362,51,0,56,42,3,45,48,10,52,29,12,43,136,144,278,2575,2531,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,7,22,11,36,23,14,41,0,0,0,0,0,0,0,0,0,0,0,0,127,151,277,226,413,640,21,32,57,2978,3148,6123
108041165,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,760,683,1444,34,44,77,40,8,51,16,0,16,0,0,3,20,5,25,44,24,64,916,769,1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,51,28,20,50,0,0,0,0,0,0,3,0,3,3,0,3,150,137,291,100,126,225,20,15,34,1217,1073,2295
108041166,0,0,0,4,3,8,0,0,0,0,0,0,3,3,8,1568,1444,3007,101,113,211,76,0,76,28,3,27,7,3,9,10,5,10,54,52,108,1854,1622,3473,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,22,9,28,20,10,33,0,0,0,0,0,0,0,0,4,4,0,3,77,134,208,148,309,459,29,36,61,2140,2109,4242
108051167,4,0,4,8,0,6,0,0,0,0,0,0,0,0,0,596,494,1091,43,37,79,28,3,35,9,0,11,9,0,9,13,10,22,66,41,100,779,585,1361,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,108,102,215,79,112,187,19,17,37,997,817,1815
108051168,5,0,3,13,10,20,0,0,0,0,0,0,0,0,0,1362,1316,2669,60,81,144,50,0,50,22,0,22,8,0,8,12,10,26,45,49,94,1577,1463,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,11,3,13,14,3,17,0,0,0,0,0,0,0,0,0,0,0,0,110,153,257,190,304,495,26,33,59,1912,1961,3874
108051169,3,0,5,16,16,32,0,0,0,0,0,0,10,7,14,2378,2238,4615,202,246,443,87,0,87,37,4,43,36,3,40,24,14,36,103,125,231,2896,2650,5546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,4,16,16,29,21,15,38,0,0,0,0,0,3,0,0,0,0,3,3,101,123,221,296,429,723,42,48,93,3355,3278,6628
108051170,3,3,5,10,7,17,3,0,3,0,0,0,0,0,3,1379,1340,2722,75,64,141,89,0,86,27,3,30,3,0,6,20,7,27,70,74,141,1674,1503,3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,4,0,6,22,10,35,27,13,46,0,3,3,0,0,3,0,0,0,3,4,4,238,223,461,212,309,527,42,36,78,2199,2095,4294
108051171,0,0,0,3,8,12,0,0,0,0,0,0,0,0,5,679,646,1324,47,46,97,35,0,35,15,0,15,3,0,3,3,0,3,35,17,55,824,721,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,18,30,44,85,147,232,14,13,30,944,916,1868
109011172,0,0,0,14,10,20,0,0,0,0,0,3,0,0,0,2983,2678,5661,140,200,336,33,0,33,41,3,45,40,15,54,19,11,31,97,96,198,3370,3012,6383,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,7,3,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,8,32,21,52,38,27,66,4,0,4,0,0,0,0,0,0,7,0,7,76,118,190,256,494,748,14,16,38,3767,3669,7429
109011173,3,0,3,11,20,34,3,0,4,0,3,3,0,3,5,1650,1518,3168,113,106,220,30,3,32,20,3,25,30,14,39,10,3,15,46,43,94,1922,1716,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3,9,8,20,17,13,23,0,0,3,0,0,0,0,0,0,0,0,3,43,71,110,146,268,414,23,15,36,2154,2083,4233
109011174,4,4,5,11,9,23,0,0,0,0,0,0,9,10,16,1640,1576,3215,85,106,192,19,0,19,14,3,16,54,20,72,17,8,27,155,174,326,2019,1905,3919,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,11,32,19,18,45,0,0,3,0,0,0,4,0,3,3,3,7,98,141,233,162,284,443,18,13,36,2314,2360,4676
109011175,4,0,4,9,11,16,0,0,0,0,0,0,0,0,0,1782,1628,3411,88,77,161,100,0,101,15,3,19,19,4,19,41,12,57,130,101,228,2180,1835,4013,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,7,33,25,6,33,0,0,0,0,0,0,0,3,3,0,3,3,337,280,614,211,332,536,40,39,77,2787,2495,5282
109011176,4,0,0,13,31,42,0,0,0,0,0,0,6,4,12,2345,2033,4382,169,158,329,34,0,34,23,4,27,33,7,42,16,13,24,62,68,124,2709,2317,5029,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,5,5,5,24,9,31,26,15,40,0,0,0,0,0,0,3,0,3,3,3,4,39,95,141,190,347,532,34,29,63,3005,2806,5809
109021177,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,443,328,778,46,32,77,22,0,28,9,0,9,8,5,8,18,6,25,52,59,104,595,436,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,66,112,56,69,129,17,10,27,726,588,1310
109021178,0,0,0,14,3,17,0,0,0,0,0,0,0,0,0,837,780,1617,48,60,107,23,0,23,5,0,5,8,0,8,15,7,21,68,52,125,1019,910,1928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,84,75,167,90,126,224,30,25,50,1234,1138,2377
109021179,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,543,377,920,37,38,75,15,0,15,7,0,7,3,5,11,17,14,35,82,69,151,718,499,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,140,109,248,32,70,104,19,11,30,922,690,1610
109031180,0,0,0,0,5,3,0,0,0,0,0,0,0,3,3,872,666,1545,59,48,101,13,0,13,7,0,3,10,0,11,12,5,20,29,52,85,1005,780,1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,12,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,34,44,78,111,178,289,22,26,48,1184,1034,2211
109031181,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,983,783,1765,53,59,115,35,0,40,5,0,8,15,3,14,21,3,22,68,60,123,1193,913,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,17,10,8,17,0,0,0,0,0,0,0,0,0,0,0,0,154,136,290,112,183,294,24,19,40,1485,1263,2747
109031182,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1188,1033,2219,72,90,166,44,0,40,6,0,5,21,7,27,11,3,19,74,83,155,1419,1223,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,10,7,12,0,0,0,0,0,0,0,0,0,0,0,0,40,52,87,103,197,299,26,16,38,1601,1491,3092
109031183,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,906,798,1697,35,43,83,40,0,37,16,4,24,7,5,12,29,12,46,130,103,229,1178,967,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,22,17,3,24,0,0,0,0,0,0,3,0,3,3,6,7,336,233,565,105,159,258,25,29,53,1660,1390,3052
109031184,3,0,4,3,3,7,0,0,0,0,0,0,0,0,0,925,851,1776,66,43,108,24,0,22,3,0,3,13,3,19,5,4,13,36,17,54,1078,929,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,12,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,48,61,112,114,169,283,17,17,35,1268,1176,2441
109031185,3,3,3,9,5,15,0,0,0,0,3,3,0,0,0,1243,1144,2391,78,64,139,64,4,65,16,3,17,19,3,30,27,15,38,138,119,258,1611,1354,2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,14,14,3,14,0,0,0,0,0,0,0,0,0,0,0,0,232,168,397,139,240,386,30,39,69,2024,1807,3827
110011186,3,3,3,23,23,47,0,0,0,0,3,3,18,18,35,3233,3115,6351,303,373,683,85,6,94,64,8,67,85,23,109,40,18,59,270,267,535,4127,3854,7985,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,3,0,3,0,3,7,4,0,4,7,3,10,48,24,70,59,28,83,3,3,3,0,0,3,0,0,3,3,5,10,188,250,435,384,648,1027,41,55,97,4801,4838,9636
110011187,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,615,552,1168,48,45,93,45,6,52,19,3,27,4,0,9,23,11,31,65,38,106,823,662,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,26,20,12,30,0,0,0,0,0,0,3,0,3,3,0,3,202,151,354,63,99,159,14,9,19,1116,931,2043
110011188,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,920,880,1796,54,56,109,44,3,47,26,0,26,12,3,15,9,10,23,59,56,112,1123,1008,2136,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,10,10,4,14,0,0,0,0,0,0,3,0,3,3,0,3,166,147,311,90,154,249,20,14,37,1413,1323,2739
110011189,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,402,339,738,36,25,60,33,6,37,16,5,26,0,0,0,21,5,30,63,41,104,584,420,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,9,9,3,15,0,0,0,0,0,0,0,0,0,0,0,0,168,142,316,42,68,107,18,15,29,819,645,1467
110021190,3,0,4,6,0,10,0,0,3,0,0,0,8,3,8,977,935,1914,88,85,173,71,8,75,11,4,19,8,6,14,12,11,22,108,104,217,1303,1156,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,24,17,9,27,0,0,0,0,0,0,0,0,0,0,0,0,201,158,359,114,194,312,45,27,73,1673,1552,3224
110021191,0,0,0,6,3,14,0,0,0,0,0,0,8,4,8,1674,1449,3130,162,163,323,65,0,62,22,0,24,18,4,22,15,10,27,65,90,154,2035,1734,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,23,9,16,26,0,0,0,0,0,0,0,0,0,0,0,0,74,138,211,173,260,434,48,57,109,2336,2198,4536
110021192,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,563,478,1038,42,35,77,25,0,27,18,4,26,0,0,0,11,4,19,59,35,92,730,567,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,5,3,11,6,5,15,0,0,0,0,0,0,0,0,0,0,3,3,182,150,335,62,104,170,17,25,44,1007,849,1861
110021193,0,0,0,7,3,9,0,0,0,0,0,0,0,0,0,714,610,1320,32,53,80,62,14,70,11,0,14,3,3,4,18,11,32,93,72,165,935,761,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,9,11,4,9,0,0,0,0,0,0,0,0,3,0,0,3,242,192,431,63,123,193,15,19,30,1269,1097,2363
110021194,0,0,0,9,5,16,0,0,0,0,0,0,0,0,0,656,658,1316,38,48,86,63,3,70,18,0,16,7,0,7,25,9,36,71,61,134,885,794,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,17,5,18,14,4,26,0,0,0,0,0,0,0,0,0,0,0,0,199,178,378,91,139,227,26,24,52,1220,1141,2361
110031195,0,0,0,3,3,5,0,0,0,0,0,0,6,6,10,1277,1115,2396,100,114,207,61,0,64,13,0,15,7,3,16,9,3,18,80,81,154,1565,1324,2888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,32,70,103,90,167,253,25,21,42,1715,1581,3295
110031196,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,863,589,1450,21,48,74,57,0,58,11,0,10,0,4,9,35,10,44,120,79,200,1117,730,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,8,5,8,0,0,0,0,0,0,0,0,0,3,0,3,212,196,412,70,108,175,18,19,39,1425,1058,2485
110031197,0,0,0,25,14,43,0,0,0,0,0,0,0,0,3,1164,1001,2163,109,90,200,49,0,49,9,0,9,8,5,13,7,3,11,54,72,129,1434,1184,2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,5,0,7,10,3,14,0,0,0,0,0,0,0,0,0,0,0,0,49,86,138,147,192,339,25,18,39,1666,1490,3155
