SUA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
1000,130,419,654,774,1033,1006,303,83,4402,361,683,738,654,602,276,45,4,3368,4131,9395,10753,13736,14806,11790,4900,1195,70700,1837,4116,4639,5397,5849,4005,1814,361,28013,1047,2557,3389,3846,3560,2408,984,213,18002,249,921,1258,1605,1981,1114,464,140,7731,144,905,1345,1554,2938,2116,658,126,9784,841,2360,3259,3884,4022,3204,1026,209,18804,578,1586,2200,2481,2713,2096,642,131,12418,310,642,664,695,846,625,181,55,4024,743,1613,1807,1543,1390,1026,378,78,8568,88,60,48,61,83,109,81,34,568,131,260,483,663,644,472,227,64,2948,7594,6333,7100,8768,9379,8493,5313,1975,54951,18184,31834,38344,45658,49841,38747,17006,4665,244274,148,554,907,844,795,492,134,38,3903,49,171,297,418,380,195,36,4,1552,166,475,617,739,617,511,336,177,3639,86,247,309,324,214,126,36,10,1340,733,1294,1592,1470,944,443,127,19,6627,1680,4938,5718,7495,9231,5232,2079,647,37028,937,4046,5274,5586,7190,4435,1415,398,29277,2687,7029
1001,15,61,79,69,72,49,10,3,366,58,139,148,88,48,21,0,0,517,438,1223,1000,1122,1005,716,313,101,5911,285,558,390,370,376,236,130,46,2386,46,136,157,141,126,99,55,10,778,49,220,205,185,156,93,21,15,946,22,141,155,189,231,167,57,14,982,192,520,565,526,471,278,82,22,2653,130,260,240,209,173,109,34,7,1169,59,108,66,47,38,26,12,0,366,103,229,217,145,99,66,28,12,894,19,7,12,3,6,7,3,7,58,19,55,58,53,43,29,25,4,288,595,502,466,461,496,373,301,145,3337,2023,4169,3769,3613,3356,2265,1062,385,20644,18,79,88,55,43,15,9,0,314,9,39,43,38,43,21,0,0,191,29,75,60,73,42,45,28,14,359,8,41,25,19,17,10,0,0,119,37,80,70,47,29,15,3,0,277,291,842,648,641,684,393,154,64,3709,121,540,479,463,524,284,109,19,2541,415,1084
1002,21,76,57,55,75,61,24,11,367,26,59,38,22,10,5,0,3,160,68,158,118,150,157,115,61,20,849,45,79,77,101,81,65,37,3,487,55,91,91,91,51,49,25,8,460,12,83,46,45,47,17,13,5,270,6,41,43,71,87,41,11,3,313,63,120,102,123,102,73,33,5,626,69,120,121,144,132,111,32,8,726,18,30,28,26,22,9,3,0,140,40,56,33,30,25,6,3,0,191,12,0,0,0,0,3,0,0,15,7,11,16,14,13,5,7,0,68,243,132,94,136,115,82,72,39,911,676,1040,868,994,916,643,331,116,5581,24,57,48,48,37,23,4,5,243,3,18,11,8,12,3,0,0,44,5,11,7,16,5,8,6,3,62,3,7,3,8,3,3,0,0,27,44,53,40,27,23,12,4,0,193,96,214,140,165,169,117,55,30,978,40,146,168,164,211,121,71,12,926,98,187
1003,5,14,25,24,19,19,9,3,120,4,27,20,16,22,10,0,0,101,50,157,212,226,306,277,167,65,1464,44,115,130,185,157,116,65,25,835,14,43,52,50,42,24,13,9,254,5,48,70,74,94,47,21,15,377,6,39,52,75,116,96,33,18,438,14,85,144,116,153,161,51,21,744,21,45,70,95,93,65,27,9,424,14,20,18,20,22,17,3,0,119,22,54,70,59,24,36,12,5,286,0,3,3,0,0,0,0,0,11,3,13,9,20,15,13,7,4,79,103,97,110,126,186,165,143,123,1059,302,763,983,1102,1250,1053,561,290,6307,4,8,14,19,20,21,10,0,90,0,8,3,10,7,9,0,0,40,4,10,6,7,11,7,8,8,73,0,5,13,4,5,4,0,0,35,8,15,16,22,21,5,0,0,87,34,140,216,235,263,145,78,36,1150,20,128,153,187,272,162,77,18,1021,53,159
1004,0,5,3,5,18,20,15,3,68,8,8,9,5,17,16,0,0,64,17,80,98,147,199,282,154,39,1023,24,69,74,111,145,110,71,8,606,8,20,28,29,27,28,17,3,162,4,9,27,30,30,27,8,3,140,3,4,14,26,59,42,11,8,168,22,36,53,54,83,103,32,12,397,14,29,28,54,48,61,28,4,272,3,4,13,7,10,15,5,0,64,13,41,35,26,30,30,14,7,192,0,0,3,0,0,0,4,0,4,3,4,3,5,10,14,6,4,52,78,75,79,124,109,164,132,53,824,194,401,488,626,795,904,491,151,4033,0,12,14,7,18,13,4,3,70,0,3,3,6,7,7,0,0,25,0,0,8,4,9,11,5,8,45,0,3,7,3,0,4,0,0,16,0,8,10,8,9,5,3,0,33,14,51,87,86,149,109,52,12,565,8,41,50,59,120,100,44,10,427,39,93
1005,3,20,21,31,35,31,11,0,148,14,74,53,36,22,7,0,0,207,139,456,408,393,429,280,129,34,2275,88,214,152,153,146,89,42,14,895,20,47,68,56,45,40,33,10,313,32,82,64,70,65,30,9,4,345,11,67,65,72,109,51,22,7,405,76,196,200,191,133,100,35,11,940,50,112,97,123,79,70,21,8,563,24,40,30,26,15,18,6,4,166,43,97,74,58,54,33,14,0,366,7,3,0,0,3,0,0,3,18,10,9,12,25,13,10,4,3,80,428,417,286,215,175,170,100,51,1846,959,1837,1527,1431,1303,930,417,152,8558,7,19,33,22,16,16,3,0,119,3,27,12,14,16,4,0,0,68,3,24,21,24,30,9,14,8,129,0,9,9,10,11,0,0,0,35,14,21,23,21,14,5,0,0,103,110,242,206,239,278,159,72,42,1338,57,241,213,223,248,155,55,34,1223,162,387
1006,4,13,26,30,60,51,24,6,211,17,37,37,26,22,10,0,0,138,109,312,343,487,532,463,331,90,2672,68,177,199,226,176,145,84,16,1089,37,61,71,75,66,44,19,0,376,13,25,67,79,75,69,60,17,409,4,31,49,86,113,121,53,8,467,42,145,171,208,229,308,151,34,1281,20,83,108,133,151,184,106,21,809,20,41,63,46,52,32,20,5,269,41,77,86,63,41,28,16,3,358,0,3,3,0,3,3,3,0,16,3,14,18,20,21,19,10,6,114,167,137,157,218,166,216,174,74,1307,537,1159,1398,1690,1690,1703,1039,296,9517,8,22,33,40,48,34,12,3,203,3,12,10,16,9,11,0,0,65,0,20,20,29,29,29,27,13,157,4,18,15,12,9,16,4,0,75,20,20,37,41,25,13,6,0,162,67,185,215,293,358,263,159,51,1592,24,128,210,234,313,303,127,32,1363,113,282
1007,0,4,7,7,11,3,4,0,33,5,26,19,17,11,4,0,0,77,105,225,215,229,283,179,74,20,1329,25,57,40,54,81,47,28,10,345,3,14,12,23,14,6,0,0,80,11,30,26,29,33,10,5,0,148,3,33,24,27,43,18,0,3,151,15,51,51,62,57,33,8,0,270,3,31,38,46,33,22,3,3,182,6,6,4,5,8,10,0,3,48,16,35,29,26,21,17,8,3,152,3,0,0,0,4,3,0,0,8,3,15,10,12,21,3,3,0,53,112,138,112,158,117,148,96,72,963,310,669,574,691,723,507,231,118,3826,0,6,10,0,0,0,0,0,23,0,10,0,10,11,3,0,0,37,0,12,11,5,7,3,5,0,46,0,3,3,3,0,0,0,0,13,0,4,11,7,10,0,0,0,29,65,142,96,140,165,61,27,3,694,22,87,85,79,58,39,11,0,382,52,139
1008,0,6,8,10,18,19,11,0,68,10,9,17,5,8,19,0,0,71,27,83,151,213,289,414,219,61,1459,28,57,75,144,130,98,72,17,627,12,27,28,36,37,27,5,3,172,0,13,22,32,30,21,9,3,128,3,14,23,45,72,50,29,4,238,12,18,36,67,77,97,34,8,352,12,21,29,45,42,49,15,4,220,4,10,7,9,23,9,9,3,75,13,24,25,36,27,25,11,3,174,3,0,3,0,0,0,3,0,6,3,8,3,8,3,14,8,3,42,74,46,60,94,103,154,144,64,742,204,329,488,744,859,1000,565,187,4377,0,4,15,16,13,10,3,0,61,0,7,0,9,12,4,3,0,32,0,8,9,5,8,15,17,3,66,0,3,3,3,3,3,3,0,20,3,0,8,11,7,6,0,0,34,18,57,89,146,192,99,52,12,674,8,56,81,94,136,123,57,10,569,26,67
1009,73,201,232,233,232,207,105,33,1317,202,570,636,449,207,87,16,3,2175,806,2644,3088,4048,4212,3717,2077,759,21347,710,1972,2098,2086,1711,1260,709,216,10768,195,464,482,418,326,182,100,26,2192,133,604,693,627,612,303,169,65,3220,90,445,482,489,832,594,252,78,3261,490,1370,1934,1908,1678,1371,568,164,9484,321,882,937,929,751,597,234,86,4739,283,421,387,289,258,144,80,25,1892,289,621,637,539,393,335,154,36,3011,29,16,12,12,20,24,44,8,165,49,107,170,202,167,118,59,34,905,1434,1246,1341,1542,1509,1526,1356,860,10823,5105,11575,13138,13782,12916,10454,5916,2398,75291,84,235,325,251,218,122,40,13,1297,32,104,157,189,146,70,14,3,706,44,148,187,243,242,185,171,75,1297,36,94,107,86,66,27,9,0,426,95,128,163,147,88,30,6,3,669,673,2083,2242,2573,2465,1376,593,195,12202,311,1610,1680,1573,1844,1141,493,134,8784,1241,3053
