SUA_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
1010,10,0,4,0,2086,2104,60,3,0,0,1709,1776,1175,74,76,3,2169,3504,2047,185,232,15,1166,3641,2317,246,553,26,953,4101,2837,285,916,86,691,4809,2702,167,650,184,230,3928,1438,54,249,270,75,2077,438,14,32,259,20,772,13024,1036,2709,838,9105,26712,15,0,0,0,1934,1947,114,10,7,0,1585,1721,1564,143,85,14,1946,3758,2170,248,434,53,1135,4038,2547,368,896,154,833,4800,2918,312,1126,271,494,5116,2359,161,823,631,151,4123,1156,43,309,975,47,2528,204,5,69,964,27,1262,13050,1299,3745,3064,8143,29292,20,0,6,0,4021,4046,173,17,8,3,3296,3498,2741,225,158,15,4117,7259,4216,436,662,67,2300,7683,4863,616,1455,175,1787,8898,5753,591,2039,354,1182,9925,5056,329,1470,822,375,8051,2595,97,558,1242,120,4609,647,22,98,1222,50,2031,26068,2335,6451,3901,17241,56007
1011,3,0,0,0,1106,1116,57,0,0,0,1108,1169,930,54,47,3,1415,2453,1249,93,127,4,624,2103,1191,134,299,12,482,2110,1210,96,275,33,296,1914,986,59,199,74,90,1406,552,22,67,120,36,799,168,0,14,102,12,296,6342,468,1028,344,5177,13359,3,0,0,3,1157,1160,90,11,3,0,1093,1201,1176,95,72,3,1419,2762,1226,150,199,10,665,2245,1281,148,394,57,434,2318,1249,144,416,144,272,2228,849,68,258,301,84,1562,427,17,102,521,42,1104,85,4,20,371,17,503,6388,632,1462,1415,5184,15084,8,0,0,0,2264,2274,148,8,3,3,2199,2366,2097,145,120,11,2839,5214,2474,245,329,14,1289,4347,2470,283,692,69,919,4431,2458,242,684,179,575,4135,1828,129,462,378,178,2972,985,39,165,634,77,1901,261,6,39,471,27,798,12731,1098,2490,1764,10360,28440
1012,3,0,0,0,527,533,7,3,0,3,327,335,169,14,15,0,489,687,373,44,62,4,326,806,509,69,183,17,287,1061,817,81,286,34,216,1434,1293,108,305,85,86,1874,816,24,135,177,40,1193,262,7,34,176,9,486,4257,346,1011,490,2301,8405,0,0,0,0,459,460,13,3,3,0,333,350,249,44,14,0,447,759,438,78,93,5,276,886,551,91,259,25,218,1151,962,104,380,93,139,1681,1198,65,378,313,60,2005,682,16,129,525,24,1381,155,3,24,549,17,744,4252,407,1287,1512,1958,9415,3,0,0,0,985,989,24,3,3,3,655,683,421,56,33,4,940,1448,817,119,154,9,596,1696,1062,164,437,40,500,2205,1779,184,670,128,355,3113,2494,172,675,397,140,3879,1498,41,267,708,70,2580,419,13,56,717,22,1231,8509,751,2297,2004,4264,17828
1013,6,0,0,0,703,711,36,3,0,0,746,792,522,28,21,0,958,1535,742,68,84,3,546,1448,813,81,187,14,398,1484,841,69,207,29,229,1373,717,54,169,75,119,1139,398,19,54,89,43,599,115,3,17,67,23,223,4183,331,738,276,3764,9292,0,0,0,0,648,649,58,4,0,0,544,606,600,48,46,4,765,1466,743,86,112,10,361,1310,808,97,257,35,279,1475,814,93,313,85,177,1485,630,32,229,249,69,1206,295,22,69,365,47,803,64,0,22,343,19,445,3994,390,1059,1104,2903,9443,6,4,0,0,1351,1364,91,9,3,0,1287,1400,1117,79,70,12,1722,2997,1484,148,201,15,908,2756,1615,179,445,51,669,2959,1653,159,521,114,410,2855,1345,88,398,323,191,2346,692,43,127,457,84,1395,171,3,37,417,37,667,8177,716,1799,1377,6668,18737
1014,0,0,0,0,595,595,24,3,0,0,475,505,304,20,20,4,663,1013,478,45,72,4,410,1015,563,74,143,9,275,1068,652,69,223,18,192,1153,665,59,145,53,86,1012,402,22,46,94,41,606,139,10,8,66,11,234,3237,301,661,256,2748,7195,7,0,0,0,552,563,36,9,0,0,424,465,359,41,41,0,548,990,495,91,112,16,355,1063,603,82,236,33,238,1186,706,100,266,100,116,1286,604,44,183,222,72,1127,325,17,65,390,35,832,75,3,22,366,23,485,3201,378,929,1123,2365,7994,7,0,0,0,1150,1151,64,10,0,0,894,967,664,59,59,4,1212,1998,970,134,187,21,764,2078,1166,155,377,42,514,2256,1360,173,485,120,309,2445,1275,95,330,273,165,2138,725,42,114,481,73,1435,218,11,31,436,29,725,6438,680,1593,1374,5111,15191
1015,0,0,0,0,622,630,31,4,0,3,574,611,554,30,18,0,803,1405,745,42,50,3,323,1166,807,58,108,11,184,1172,722,51,138,23,138,1065,520,16,57,30,47,672,365,16,30,76,33,512,131,3,5,67,3,217,3872,218,406,221,2730,7443,0,0,0,0,537,538,53,3,3,0,520,587,670,32,19,3,688,1420,721,60,90,11,263,1145,780,79,130,28,152,1169,675,76,153,76,84,1058,513,26,90,168,29,828,264,4,29,324,11,642,71,0,7,295,10,381,3749,283,528,902,2306,7763,4,3,0,0,1162,1170,90,5,3,3,1096,1194,1229,59,36,4,1500,2826,1465,98,142,19,589,2315,1582,140,234,40,338,2338,1391,119,293,99,219,2125,1028,42,148,199,77,1497,630,17,62,400,41,1155,197,10,14,357,17,596,7615,503,932,1122,5035,15205
1016,0,0,0,0,483,483,23,0,0,0,427,448,237,19,11,0,605,875,355,36,43,3,352,786,387,60,119,3,319,886,496,63,182,21,188,950,530,46,122,54,81,833,286,16,48,57,22,421,57,3,13,70,12,150,2378,238,531,206,2487,5835,3,0,0,0,443,441,14,6,0,3,364,383,270,33,15,0,449,765,345,58,71,10,293,771,405,94,139,37,223,900,560,75,210,76,134,1060,450,45,148,177,52,878,187,12,51,238,15,506,42,5,17,247,12,327,2283,324,650,794,1984,6031,3,0,0,0,918,925,38,4,0,3,785,833,510,56,27,0,1053,1640,698,92,112,10,642,1556,791,151,250,43,543,1784,1061,139,391,95,323,2009,985,93,277,232,129,1713,470,22,101,295,37,929,98,10,29,323,25,480,4658,563,1179,997,4469,11870
1017,3,0,0,0,871,875,32,4,0,3,936,980,466,41,21,6,1068,1597,723,68,113,3,689,1589,793,91,259,8,607,1757,895,121,405,32,406,1859,785,82,235,64,134,1300,479,19,87,79,45,709,177,3,9,112,17,321,4359,432,1122,302,4765,10983,3,0,0,0,910,912,63,6,0,0,898,969,619,75,38,3,1003,1733,733,116,166,8,690,1718,842,131,400,41,537,1951,930,130,523,106,291,1976,697,61,355,230,111,1451,411,18,109,406,49,999,91,0,34,497,37,655,4386,529,1628,1292,4518,12361,6,0,0,0,1788,1789,98,8,0,5,1833,1947,1084,114,60,3,2064,3335,1454,187,279,10,1376,3306,1636,227,662,49,1143,3711,1824,250,921,134,695,3831,1481,141,591,298,242,2753,892,35,198,484,98,1703,272,3,42,606,48,970,8748,965,2751,1596,9285,23341
1018,0,0,0,0,383,390,15,3,0,0,397,418,274,10,9,3,542,830,327,30,56,3,308,725,407,47,109,8,219,793,502,44,145,16,159,866,462,45,149,49,83,793,272,14,47,62,36,428,73,0,9,50,8,135,2319,201,515,190,2144,5371,0,0,0,0,337,337,24,3,0,0,296,324,273,20,14,0,395,698,347,43,61,11,217,681,429,51,152,20,148,803,482,38,188,65,101,877,404,30,168,149,53,804,206,8,68,226,24,539,40,3,13,181,10,242,2199,200,651,655,1587,5298,0,0,0,0,724,725,43,7,5,0,695,741,544,29,20,3,937,1530,676,71,111,12,532,1405,833,104,260,22,376,1595,982,88,328,84,256,1735,864,82,317,196,136,1594,478,21,112,292,67,965,107,3,17,227,16,381,4522,399,1174,839,3735,10670
1019,5,0,0,0,747,754,31,0,0,0,633,663,465,20,11,4,690,1190,682,62,82,3,363,1192,871,65,184,6,319,1454,977,94,252,36,196,1552,1041,42,179,65,81,1405,686,20,92,103,27,931,205,3,20,128,12,366,4964,310,826,334,3070,9504,3,0,0,0,691,692,78,0,0,0,613,693,571,40,24,0,534,1167,743,87,130,13,302,1267,923,105,244,39,214,1531,1019,77,331,86,135,1649,995,42,223,230,82,1573,522,20,106,379,38,1062,126,3,21,382,16,548,4979,370,1088,1121,2622,10181,7,0,0,0,1437,1443,112,3,0,0,1246,1360,1032,61,42,4,1225,2363,1420,141,217,16,664,2459,1794,177,431,42,536,2985,1990,171,585,120,336,3198,2035,86,399,296,159,2975,1214,40,200,479,63,1988,337,7,37,508,27,919,9944,680,1917,1456,5690,19686
1020,0,0,0,0,334,332,14,0,0,0,304,319,304,17,9,3,494,827,402,49,38,3,195,687,440,44,98,7,155,741,407,35,77,11,80,614,323,18,65,19,45,471,202,12,28,45,20,301,51,0,4,37,9,96,2133,178,322,116,1637,4384,0,0,0,0,320,323,15,0,3,0,300,321,376,27,20,3,354,782,440,51,55,7,200,746,452,60,107,13,132,764,385,29,128,50,63,644,320,21,99,111,14,561,139,3,43,187,19,390,28,3,10,160,8,208,2161,184,467,523,1405,4751,0,0,0,0,648,656,30,0,3,0,606,643,678,44,29,4,847,1612,840,98,99,10,391,1437,892,108,208,14,287,1509,792,64,207,58,140,1258,638,35,168,132,63,1034,342,13,70,233,44,690,80,3,14,192,11,304,4293,368,791,637,3046,9135
1021,0,4,0,0,364,368,17,5,0,0,358,374,334,20,19,0,614,991,400,58,56,3,286,800,461,53,120,11,226,871,427,33,114,13,102,684,279,31,61,28,34,434,115,9,20,28,14,185,18,0,3,22,5,46,2038,225,395,100,2000,4756,0,0,0,0,347,344,27,8,0,0,359,392,359,42,21,0,456,882,427,43,60,5,200,727,435,60,137,24,139,790,364,48,140,48,31,621,258,14,71,85,13,446,77,9,19,144,6,254,3,3,9,74,0,96,1956,220,448,386,1543,4553,0,3,0,0,708,714,46,13,0,0,713,771,697,67,43,0,1074,1874,824,104,116,8,484,1527,894,113,253,34,360,1663,788,82,251,59,129,1307,536,48,130,113,47,876,191,17,43,170,15,439,21,7,8,96,8,138,3990,446,841,493,3540,9305
