SUA_CODE_2016,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
1010,156,358,252,154,191,36,9,1164,13,20,6,5,11,0,0,55,3,11,9,3,14,3,3,41,245,569,456,319,434,80,26,2136,13,59,25,23,14,13,0,144,25,55,16,13,26,3,0,142,38,119,32,35,36,16,3,283,284,691,492,358,473,95,26,2416,394,421,221,150,143,40,22,1395,0,3,8,6,3,0,0,24,682,1109,719,514,620,136,46,3836
1011,144,202,95,67,73,14,6,602,10,9,5,5,3,3,0,37,3,11,12,10,11,0,0,48,237,391,217,148,211,37,15,1260,17,27,19,14,5,0,0,82,30,41,16,13,11,3,0,114,53,71,29,25,17,5,0,193,291,461,245,172,232,40,13,1452,336,279,115,72,78,11,8,894,6,6,3,3,3,0,0,27,634,745,370,246,306,51,19,2369
1012,57,91,67,43,56,3,0,317,11,3,3,0,0,0,0,24,0,0,0,0,0,0,0,4,82,146,111,71,116,12,4,535,4,12,4,8,7,0,0,40,4,13,3,3,3,0,0,30,10,32,7,11,10,0,0,72,96,178,119,77,123,10,4,607,141,130,58,46,49,6,6,432,0,3,0,0,0,0,0,4,233,311,182,128,174,18,7,1050
1013,53,110,51,50,45,6,3,323,7,5,3,6,0,3,0,29,8,7,3,0,4,0,0,19,100,182,120,92,124,16,9,655,8,10,16,8,11,0,0,51,15,21,13,4,10,0,0,65,19,39,25,5,19,0,0,114,122,221,145,99,144,21,9,763,164,130,56,32,53,4,3,442,16,6,3,4,0,0,0,22,299,355,205,137,195,22,14,1231
1014,41,66,54,37,50,3,0,262,6,4,0,4,0,0,0,15,3,3,3,0,0,0,0,7,69,129,109,74,116,11,3,516,3,22,4,4,4,0,0,43,19,28,6,5,4,0,0,68,26,51,15,13,7,0,0,117,93,180,125,87,129,13,3,626,220,185,100,66,40,6,3,625,0,4,3,3,0,0,0,10,318,366,229,156,170,19,6,1260
1015,46,62,46,29,28,3,0,210,5,0,0,0,0,0,0,5,3,0,3,0,3,0,0,13,81,135,91,61,79,15,3,465,11,12,4,0,4,0,0,28,7,12,0,0,0,0,0,25,21,20,4,0,4,0,0,53,101,155,98,64,81,12,3,515,125,69,40,25,23,7,0,291,0,8,6,4,0,0,0,21,225,235,149,92,103,16,5,828
1016,61,91,62,41,51,4,3,306,3,5,3,3,0,3,0,15,4,6,3,0,0,0,0,21,91,157,102,70,89,10,3,532,17,14,7,9,12,0,0,53,10,19,10,7,8,0,0,50,20,33,21,12,15,0,0,104,115,190,116,85,110,14,4,638,242,193,101,55,50,4,0,644,8,8,3,0,3,0,0,24,361,393,222,145,158,18,4,1308
1017,66,149,112,67,106,21,5,525,11,14,3,0,4,0,0,28,0,3,3,3,3,0,0,23,118,269,226,143,240,52,18,1060,5,20,12,5,15,4,0,69,7,26,17,3,9,3,0,66,9,50,29,16,24,4,0,134,125,316,249,154,264,57,23,1188,216,239,122,64,74,24,11,746,4,3,6,0,0,0,0,11,346,556,382,224,339,78,30,1949
1018,25,52,42,23,39,5,0,191,3,3,0,0,4,0,0,9,0,3,0,0,0,0,0,7,32,82,58,49,83,10,3,321,0,9,5,7,9,3,0,35,6,19,9,0,3,0,0,40,10,24,13,11,11,4,0,67,41,111,73,52,90,18,3,390,135,95,40,24,21,3,0,325,3,0,0,0,0,0,0,8,181,210,112,76,113,18,4,718
1019,57,86,59,35,52,9,11,305,7,3,3,3,3,0,0,24,0,3,3,0,3,0,3,10,88,146,109,71,124,34,18,594,5,14,10,7,3,0,0,52,12,19,3,6,4,0,0,49,19,38,19,10,8,0,0,96,105,183,132,81,129,36,24,692,126,123,61,22,36,11,4,385,0,0,3,3,0,0,0,10,234,309,191,108,168,48,23,1088
1020,29,56,36,22,26,5,0,170,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,50,74,62,43,73,8,0,305,0,0,8,7,0,0,0,14,12,8,4,4,0,0,0,24,7,8,9,5,0,0,0,37,57,82,65,50,69,8,0,338,88,78,27,17,10,0,0,227,4,0,0,0,0,0,0,3,152,168,94,66,87,6,0,569
1021,26,47,19,20,18,0,0,137,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,44,93,54,52,58,12,3,318,10,20,17,10,10,0,0,65,5,8,12,6,5,0,0,35,19,33,24,9,13,0,0,103,66,131,79,57,77,12,3,418,181,125,59,37,21,0,0,419,7,5,3,3,0,0,0,14,248,255,142,94,98,13,3,853
1022,35,109,98,48,49,4,3,351,3,0,7,0,9,0,0,29,0,9,0,0,5,0,0,20,60,178,153,111,144,27,7,681,3,3,7,7,8,4,0,29,11,11,5,7,3,0,0,37,13,11,13,13,8,4,0,67,73,191,168,119,156,25,13,742,100,96,55,33,33,9,0,325,0,0,3,3,0,0,0,10,175,294,219,155,186,34,13,1073
1023,1040,1883,1266,784,1027,291,125,6411,126,96,63,55,63,18,8,425,35,47,41,30,35,10,8,194,1699,3236,2403,1689,2465,817,387,12705,117,280,183,115,152,34,10,892,239,383,166,101,115,26,8,1045,357,666,347,220,265,56,21,1938,2054,3906,2758,1905,2729,880,413,14641,2975,2567,1355,882,859,163,113,8917,44,65,29,21,19,4,0,183,5082,6539,4142,2817,3606,1047,522,23746
1024,108,155,121,65,82,15,10,557,15,8,6,3,7,0,0,41,0,10,3,0,3,0,0,20,154,255,200,136,200,45,16,1011,7,14,19,5,4,0,0,60,17,31,12,13,9,0,0,79,28,44,26,17,15,3,0,135,184,301,223,156,213,52,15,1146,322,309,158,105,90,8,5,1003,3,11,7,7,0,0,0,20,513,613,390,265,305,63,25,2170
1025,112,159,90,55,80,17,3,517,14,16,8,3,4,0,0,51,4,8,3,0,0,0,0,25,204,324,219,146,216,54,13,1177,15,29,19,15,16,0,0,93,35,42,10,6,9,4,0,105,56,65,33,25,21,7,0,201,257,393,250,173,241,61,11,1375,311,229,122,64,75,13,5,823,5,6,4,9,0,0,0,22,568,625,378,245,319,75,13,2225
1026,23,48,38,23,20,4,0,151,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,5,43,70,53,44,71,12,0,289,5,11,8,3,5,0,0,28,11,20,11,6,0,0,0,43,17,28,20,8,5,0,0,70,56,95,69,57,71,14,0,366,112,93,37,18,32,0,0,293,0,0,0,0,0,0,0,3,169,192,110,70,104,15,0,665
1027,98,202,104,92,135,16,6,651,4,10,4,8,7,0,0,34,3,10,3,3,4,0,0,19,153,343,218,193,297,39,13,1259,3,13,20,7,16,0,0,58,10,32,16,10,13,0,0,78,17,42,31,17,24,3,3,136,168,384,253,212,324,41,12,1394,239,223,122,81,70,17,12,762,3,3,5,0,4,0,0,20,412,613,386,294,396,62,24,2178
1028,44,74,38,25,35,11,0,227,7,15,0,3,0,0,0,25,0,0,0,0,0,0,0,3,67,118,64,60,83,28,4,421,3,10,3,9,3,6,0,36,10,19,9,4,7,0,0,49,14,31,10,12,11,6,0,85,79,154,70,71,93,31,4,511,111,109,47,33,22,4,0,325,0,0,0,0,0,0,0,3,193,262,118,102,122,36,5,844
1029,37,86,72,47,47,9,0,300,7,7,0,3,0,0,0,15,0,0,0,0,3,0,0,4,51,131,110,80,98,6,0,467,3,9,3,10,8,7,0,37,18,12,0,3,3,0,0,45,17,19,6,13,15,7,0,81,66,151,109,91,107,13,3,546,121,107,76,30,42,3,3,376,0,5,8,3,3,0,0,13,187,260,195,122,150,19,5,942
1030,5020,9759,6782,4730,6502,3064,1618,37474,700,426,248,192,298,161,112,2141,266,375,294,217,340,163,94,1762,10815,20816,15737,11732,17787,9343,5186,91425,473,1087,673,533,775,344,187,4081,911,1838,1076,701,820,373,183,5916,1385,2927,1751,1240,1599,721,372,9998,12207,23742,17487,12969,19388,10070,5560,101423,15704,15344,8556,5786,7244,3661,2276,58562,341,389,224,163,116,63,38,1336,28253,39475,26262,18913,26749,13796,7869,161321
1031,132,182,138,105,114,13,3,680,25,10,3,0,3,3,0,49,4,16,0,6,4,0,0,37,218,337,260,199,235,28,11,1291,30,40,15,10,11,0,0,103,34,55,28,12,10,4,0,138,63,92,45,18,15,3,0,242,274,433,300,218,252,34,9,1535,434,362,174,106,80,12,3,1169,6,7,0,5,0,0,0,25,717,805,475,329,333,47,13,2723
1032,67,128,80,60,76,10,3,419,11,6,0,0,7,0,0,23,0,0,3,0,4,0,0,16,94,196,140,104,151,29,3,713,7,20,26,8,16,4,0,79,20,39,18,5,10,0,0,92,26,58,42,17,25,3,0,173,118,257,183,121,179,27,6,892,292,276,137,97,99,17,3,920,6,12,6,3,0,0,0,33,418,547,325,221,273,46,8,1845
1033,30,65,46,33,40,5,0,216,0,3,3,0,0,0,0,8,0,0,0,0,5,0,0,5,39,90,86,50,79,8,3,354,0,8,8,6,10,0,0,23,8,15,3,6,0,0,0,29,8,19,10,6,12,0,0,58,46,113,90,59,86,12,3,416,67,69,40,34,34,4,0,241,0,4,0,0,0,0,0,6,109,185,132,93,121,14,3,659
1034,115,225,123,94,112,20,0,690,17,15,10,3,6,3,0,47,8,4,0,4,7,0,0,25,212,434,268,228,331,56,23,1555,13,28,17,19,11,4,4,95,31,47,16,13,10,0,0,112,43,74,36,28,23,3,4,207,255,508,309,251,357,61,21,1761,435,317,155,103,106,14,8,1143,16,9,12,3,0,0,0,34,705,839,469,359,463,72,31,2943
1035,536,1022,690,480,629,204,92,3647,55,56,40,30,43,9,3,232,26,23,22,10,20,8,0,112,900,1755,1346,1028,1521,585,267,7400,47,130,83,64,84,26,9,443,114,191,92,47,66,14,9,534,157,319,173,111,151,37,25,981,1059,2074,1516,1138,1673,629,284,8374,1426,1292,683,470,523,168,82,4645,21,23,22,14,10,3,0,92,2507,3388,2229,1625,2202,802,369,13113
