SUA_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
1010,88,152,165,253,540,704,385,973,29,3288,221,471,555,744,988,998,455,761,35,5234,91,248,228,370,922,829,378,595,57,3716,135,675,554,806,574,260,160,215,65,3449,136,399,492,624,1031,486,204,202,35,3622,109,858,435,449,486,273,168,211,29,3019,56,137,125,172,276,204,164,284,25,1448,100,852,521,518,549,425,159,272,75,3471,22,40,34,34,71,58,26,40,138,459,969,3831,3112,3970,5449,4242,2085,3551,495,27704
1011,52,57,59,96,293,358,255,618,12,1798,142,152,261,282,658,693,322,515,30,3053,60,88,87,130,601,565,346,470,34,2381,98,305,241,368,543,286,122,141,37,2155,67,175,219,314,729,407,150,145,11,2217,65,437,212,245,415,203,145,173,27,1919,33,52,52,49,201,208,119,257,15,990,39,352,221,228,397,323,98,171,37,1866,9,15,10,11,37,45,21,27,85,274,567,1640,1361,1729,3867,3095,1578,2527,291,16647
1012,24,19,31,45,101,136,83,190,5,651,50,96,123,159,164,209,93,147,9,1059,40,61,73,102,200,191,84,122,13,883,50,147,153,223,120,68,27,46,15,843,31,89,91,143,178,93,34,29,10,692,39,258,129,128,139,71,40,58,19,879,8,26,30,32,47,46,25,52,9,279,42,230,136,99,99,82,31,66,23,797,9,7,8,4,12,10,8,10,64,124,295,936,784,937,1056,900,426,726,156,6214
1013,26,26,41,62,186,196,135,285,8,968,73,83,150,194,315,286,114,204,9,1426,27,53,57,98,369,327,186,239,17,1366,90,160,231,278,399,221,70,104,23,1573,46,101,132,168,375,181,75,87,8,1170,46,257,178,160,164,103,58,72,16,1051,20,41,39,59,204,104,84,221,17,799,28,220,147,156,257,161,69,96,34,1175,12,15,7,7,34,27,7,19,50,168,371,958,969,1187,2306,1603,796,1326,186,9708
1014,15,27,28,44,98,109,72,179,8,581,43,70,107,136,214,199,103,128,9,1007,17,57,45,81,246,194,82,147,9,883,55,150,160,232,182,86,73,81,11,1021,33,89,115,127,295,124,54,46,3,891,27,206,105,123,116,67,43,42,13,752,21,26,36,38,95,69,47,121,5,455,28,218,93,108,138,93,56,60,13,812,11,7,6,5,13,15,3,8,29,106,246,851,692,903,1397,948,529,819,104,6499
1015,30,33,38,59,185,222,168,334,15,1075,53,53,110,122,242,281,144,199,8,1199,26,49,43,52,341,291,162,219,19,1190,25,119,127,169,174,69,61,51,20,801,38,107,139,146,279,158,60,56,10,986,34,242,127,117,141,90,69,54,18,896,12,36,39,39,143,109,75,98,10,559,35,181,160,200,486,355,96,84,38,1641,15,6,7,9,26,25,7,7,39,148,259,820,782,901,2020,1592,851,1107,173,8499
1016,5,19,24,27,66,47,57,122,8,379,27,46,58,76,136,120,35,82,9,595,13,38,41,56,160,123,60,89,16,588,48,104,120,190,119,65,39,37,20,742,17,59,72,99,154,49,34,21,6,516,22,142,91,97,87,29,21,26,15,524,17,27,44,34,92,38,41,63,10,364,29,146,95,107,142,70,28,36,16,670,3,6,6,9,14,7,0,7,45,93,186,578,553,685,964,552,330,474,148,4467
1017,22,43,52,82,182,202,127,283,7,992,67,198,217,347,494,411,164,280,19,2195,30,77,102,151,451,356,162,211,14,1558,55,290,243,390,295,117,66,96,29,1575,40,168,179,231,492,209,91,83,9,1512,49,383,189,204,219,114,90,86,13,1345,15,53,48,77,145,86,84,121,4,639,60,322,205,262,291,196,81,71,30,1529,7,12,6,9,20,22,8,7,69,160,353,1550,1236,1755,2589,1719,870,1234,196,11502
1018,13,19,16,18,57,79,45,109,3,352,27,58,60,62,127,106,47,85,3,568,20,38,36,58,202,206,108,109,13,795,26,108,100,129,99,45,23,30,13,577,35,71,96,99,179,74,27,35,6,621,31,114,55,58,80,32,14,31,8,415,24,16,21,31,115,149,88,90,6,536,25,143,91,71,75,91,31,36,15,569,5,8,5,5,8,16,4,10,28,87,195,569,482,540,942,800,383,537,80,4523
1019,18,33,49,59,146,193,104,276,8,876,70,164,205,195,323,380,131,214,15,1694,35,93,106,124,364,418,175,271,27,1614,46,169,175,211,179,114,56,53,18,1026,42,170,194,197,299,191,63,65,12,1226,35,216,138,128,124,87,38,64,13,837,28,50,60,66,142,128,88,154,14,727,58,222,158,139,189,148,59,89,30,1091,8,12,10,4,33,19,8,14,54,161,341,1127,1080,1128,1794,1680,721,1191,192,9259
1020,21,22,31,35,71,101,54,215,6,556,36,55,79,104,114,113,75,170,11,760,25,34,36,52,141,190,141,267,12,896,20,85,91,110,99,42,30,45,8,525,20,54,87,89,96,87,40,44,4,519,25,118,78,82,97,50,32,46,5,531,23,23,28,27,94,98,141,188,0,635,21,135,85,81,84,65,29,54,18,559,3,6,0,7,8,4,3,8,23,63,185,532,509,591,811,746,543,1041,82,5040
1021,14,17,13,18,58,48,43,136,0,351,24,34,48,56,103,97,72,122,3,565,23,32,39,50,211,171,208,253,15,1011,28,76,85,106,68,48,31,30,8,471,17,43,72,73,133,77,40,29,3,485,25,108,65,66,74,48,18,9,4,426,37,28,41,52,142,122,202,235,19,887,19,131,83,74,117,74,44,53,8,603,3,3,3,6,4,5,9,9,33,71,197,466,455,500,910,689,672,880,96,4860
1022,31,54,77,98,195,244,167,363,10,1232,74,180,192,220,310,323,147,233,8,1677,57,99,100,157,379,436,194,258,34,1712,74,289,256,261,196,115,87,74,22,1377,48,180,180,196,261,196,68,80,8,1222,41,356,207,166,153,95,67,75,12,1173,21,43,45,54,90,85,66,105,7,528,56,278,156,145,116,167,41,78,26,1068,4,12,8,11,30,19,5,19,61,169,417,1485,1226,1305,1729,1674,843,1279,189,10151
1023,521,643,806,1232,3176,4207,2850,6246,183,19870,1880,3446,4835,5089,7853,9240,4329,6399,359,43427,837,1432,1682,2163,7272,8300,4004,5091,399,31179,985,4770,4137,4768,4047,2508,1440,1231,390,24274,1115,2927,3850,4049,7296,4471,1910,1599,225,27450,815,5904,3389,2980,2912,1852,965,1201,244,20261,541,921,852,974,3029,2956,2302,3074,201,14862,748,4839,2844,2739,3266,3017,1165,1432,363,20408,155,202,133,178,480,432,172,339,867,2965,7604,25079,22524,24166,39340,36986,19139,26611,3239,204697
1024,28,57,56,89,253,253,193,429,26,1387,96,194,244,281,395,423,226,321,20,2204,67,100,112,152,525,556,457,329,39,2328,90,325,311,399,358,208,156,157,31,2027,61,203,228,237,432,212,82,81,7,1547,53,464,219,231,211,118,83,84,42,1518,28,64,67,74,166,128,111,158,16,819,69,388,227,199,255,167,102,115,47,1567,9,16,14,14,25,28,5,22,74,214,501,1819,1485,1671,2618,2094,1411,1697,306,13603
1025,56,68,59,107,265,350,251,618,19,1794,147,204,335,372,676,810,399,611,34,3579,65,115,102,153,552,550,382,538,27,2487,82,321,262,367,422,251,120,128,35,1994,81,193,265,313,638,364,155,188,18,2216,56,409,220,239,277,185,114,135,27,1657,40,59,56,75,163,143,164,419,32,1163,69,394,245,230,290,251,127,163,38,1805,7,24,12,16,46,30,15,28,68,244,619,1785,1552,1877,3327,2941,1720,2828,298,16944
1026,18,21,23,33,72,85,83,173,3,508,27,52,64,75,112,126,96,118,8,669,22,22,24,51,171,136,121,143,17,703,28,78,77,95,96,57,29,33,11,499,30,64,57,74,157,64,38,30,5,530,24,131,57,69,73,40,27,30,8,454,23,25,22,25,77,49,132,123,10,480,23,87,50,68,67,57,34,35,7,439,0,4,10,10,7,3,3,9,35,84,184,483,385,498,840,619,569,697,100,4376
1027,50,73,75,141,329,398,250,570,19,1904,134,286,384,514,704,860,361,587,25,3863,71,171,138,242,533,596,259,402,39,2446,92,453,348,520,411,207,133,116,29,2319,82,254,302,423,665,369,154,161,25,2428,67,571,260,302,328,194,103,152,33,2009,34,83,70,89,148,96,77,136,14,744,63,461,233,269,238,174,75,126,37,1671,11,23,17,15,37,31,5,28,78,237,598,2369,1815,2529,3395,2925,1426,2284,289,17633
1028,21,19,17,37,61,98,91,317,10,662,32,61,88,104,124,150,128,247,4,943,40,44,55,60,261,223,256,352,21,1314,30,170,148,137,91,95,108,195,21,994,15,109,122,116,186,133,79,72,8,830,23,203,105,95,80,46,28,42,11,634,66,43,67,88,217,197,276,383,26,1357,16,192,85,104,106,87,39,56,21,709,0,3,11,11,13,13,9,29,42,118,237,837,687,753,1134,1049,1020,1691,161,7570
1029,28,34,28,46,104,122,80,190,6,643,52,100,139,144,185,167,81,126,8,1003,28,70,57,111,230,250,159,144,22,1082,49,147,157,195,168,82,59,65,13,940,37,93,97,100,208,72,49,38,3,704,25,178,115,101,113,55,26,41,13,667,9,34,23,26,68,66,47,54,5,335,20,175,110,114,104,85,38,34,9,689,11,11,4,7,23,7,5,8,45,119,252,840,733,856,1205,896,550,697,135,6170
1030,6743,8396,12042,15718,42962,73244,39875,91255,2858,293106,17751,39436,45554,46461,104214,151846,60163,97327,5293,568039,4954,13050,17886,17661,50321,64520,27994,38033,4684,239111,6660,38237,36256,31130,32918,24411,11885,13308,3651,198451,9294,29620,36816,34385,82815,66208,22807,23575,3263,308774,5604,42832,30420,22241,29354,27305,11277,16304,2888,188239,2755,7435,9115,9949,29771,23952,11882,19924,2772,117556,3977,28287,26851,18137,30362,23212,8971,11173,3743,154717,1385,3000,2677,2360,6382,6917,2032,4018,12667,41437,59136,210295,217626,198034,409099,461614,196885,314916,41816,2109429
1031,56,43,67,99,324,313,270,615,21,1808,134,184,277,364,668,746,368,533,36,3317,69,115,123,152,663,590,341,426,43,2533,84,309,293,402,425,191,116,126,34,1973,78,193,236,284,646,380,151,161,19,2144,85,451,260,274,336,183,139,156,28,1900,37,63,60,92,216,206,157,275,37,1149,64,439,263,360,473,650,176,138,51,2618,13,15,5,17,40,33,15,30,106,269,605,1820,1587,2043,3788,3300,1736,2452,365,17701
1032,26,36,33,46,156,149,105,226,11,778,46,103,136,198,272,264,96,153,15,1274,45,57,66,97,322,281,125,154,19,1169,43,183,188,290,204,100,44,67,24,1148,43,122,101,181,240,123,52,51,11,927,45,286,179,201,192,84,72,55,28,1144,31,49,41,60,120,85,77,145,6,615,138,253,200,187,191,164,61,73,34,1304,8,16,7,7,13,8,3,9,60,141,421,1106,952,1265,1704,1249,642,944,212,8499
1033,26,41,42,54,85,121,60,182,7,608,49,106,110,115,120,138,67,152,6,870,24,50,73,97,168,232,82,125,13,881,36,174,123,149,113,54,35,32,18,729,17,113,84,115,126,71,16,31,4,585,33,185,125,108,99,52,41,41,13,695,6,33,23,29,48,43,20,46,7,249,29,191,100,88,86,59,31,40,17,645,3,8,9,0,13,3,3,9,35,73,227,902,685,766,850,774,346,653,124,5336
1034,71,93,89,128,449,568,401,891,18,2710,237,300,444,519,1174,1097,590,868,44,5273,90,184,185,246,1045,1030,494,629,54,3955,164,558,466,573,628,341,203,425,60,3420,130,269,375,488,978,513,245,200,23,3216,92,795,341,385,422,262,193,225,46,2765,34,72,93,104,286,267,162,320,30,1363,76,539,331,341,556,481,143,151,57,2675,12,32,19,21,50,38,20,45,91,319,909,2829,2336,2800,5580,4612,2451,3750,425,25687
1035,345,417,553,822,2065,2831,1749,3809,121,12717,1164,2257,2869,2983,4960,5547,2538,3656,206,26183,566,872,1079,1362,4444,5305,2404,2852,294,19176,698,3123,2700,2757,2537,1659,996,855,214,15537,637,1927,2438,2487,4567,2609,1026,941,135,16753,418,3467,2024,1627,1723,1088,537,725,136,11742,307,574,509,534,2028,1457,1211,1710,139,8477,462,2614,1641,1547,1768,1580,587,930,210,11332,76,132,136,143,312,274,111,174,589,1936,4669,15384,13953,14254,24398,22348,11150,15649,2046,123844
