SUA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1025,617,848,2012,1908,1887,1325,273,32,6,8910,546,263,589,442,438,797,1452,1052,521,6101,66,76,168,138,150,121,126,111,67,1020,1229,1186,2769,2488,2476,2245,1852,1194,598,16033,286,952,2676,2545,2443,1639,255,23,4,10815,668,474,984,1006,890,812,329,45,7,5209,40,50,173,101,104,99,45,4,0,619,35,35,51,59,61,26,25,11,0,298,1025,1511,3885,3714,3503,2573,652,78,9,16944,96,109,162,142,126,95,12,0,0,733,126,62,91,60,53,42,14,0,0,441,218,172,252,202,176,132,19,3,0,1174,1244,1674,4137,3913,3679,2709,672,83,9,18118,1117,416,780,695,751,1398,2555,1850,795,10353,144,140,332,309,308,266,233,197,98,2024,2506,2233,5248,4912,4733,4373,3456,2131,903,30504
1026,213,220,421,452,504,336,68,7,3,2219,158,79,179,137,126,296,404,339,177,1894,30,25,41,47,57,48,65,81,50,441,394,323,642,635,686,680,538,428,223,4554,80,280,598,588,684,426,72,5,0,2728,203,109,233,242,237,244,72,16,3,1370,13,19,36,23,37,44,17,0,0,184,14,7,23,20,10,12,3,3,0,100,316,412,891,866,965,731,162,25,3,4376,33,51,56,35,24,20,0,0,0,224,30,13,18,22,19,13,0,0,0,124,65,68,75,54,46,41,3,3,0,342,379,481,964,921,1019,769,166,27,5,4724,333,121,233,186,218,463,746,569,268,3130,59,53,88,100,116,98,119,122,77,838,777,648,1280,1200,1347,1335,1030,727,344,8692
1027,757,687,1589,1965,2399,1733,305,30,0,9470,460,229,511,472,494,1323,2874,2046,1135,9536,48,58,121,94,136,161,257,220,115,1210,1270,970,2224,2531,3030,3222,3436,2293,1246,20219,210,679,1973,2368,2723,1801,250,17,3,10030,865,511,1002,1232,1378,1226,440,59,3,6714,59,42,131,88,101,138,40,3,0,598,32,32,50,53,59,40,19,9,0,289,1155,1258,3157,3749,4267,3204,746,83,7,17633,85,103,115,115,145,128,7,0,0,697,162,56,56,73,82,82,12,0,0,531,253,155,173,182,229,209,19,3,0,1230,1408,1418,3331,3934,4494,3412,765,86,7,18857,1027,360,682,703,878,2246,5222,3697,1769,16598,105,111,262,199,285,340,470,379,188,2345,2544,1889,4271,4834,5659,5997,6459,4167,1972,37799
1028,309,368,729,808,792,402,63,7,0,3478,201,102,300,227,243,392,420,288,175,2358,19,25,60,59,52,53,50,30,23,374,526,492,1087,1099,1091,849,534,326,201,6207,229,551,1153,1069,1176,642,79,8,0,4898,349,238,401,479,436,280,78,8,0,2271,15,23,63,41,50,37,6,4,0,237,16,26,31,39,27,12,3,0,0,161,602,834,1649,1626,1683,972,171,20,0,7570,50,59,52,67,60,32,0,0,0,321,81,28,44,47,25,24,6,0,0,242,123,86,96,112,83,54,7,0,0,560,730,928,1748,1737,1767,1020,177,20,0,8129,427,159,373,294,347,600,803,521,256,3776,52,52,133,123,117,103,80,52,29,740,1204,1143,2253,2151,2233,1721,1051,597,292,12640
1029,233,258,511,703,821,625,107,11,3,3267,220,80,243,237,264,738,1331,777,289,4180,14,26,32,44,70,68,96,105,81,538,476,365,785,978,1154,1433,1533,889,378,7984,103,269,612,791,879,624,68,3,0,3347,233,195,349,447,522,514,149,9,0,2425,17,15,47,47,43,62,15,0,4,252,20,13,18,22,32,25,6,7,4,135,371,493,1026,1304,1471,1223,241,24,11,6170,41,52,53,70,63,44,0,0,0,321,39,21,33,20,37,44,5,3,0,203,76,72,85,91,97,89,9,6,0,525,447,564,1113,1398,1573,1309,254,26,11,6694,466,124,316,367,469,1290,2566,1477,492,7555,47,50,87,96,145,145,185,182,119,1053,959,742,1520,1858,2182,2742,2999,1681,619,15301
1030,54182,108908,270568,238316,214096,135512,29651,2701,398,1054338,69305,39671,76777,72041,65333,96527,131197,87941,46647,685433,5535,9580,24460,17527,14660,12753,10492,8048,6956,110006,129026,158158,371803,327889,294081,244786,171343,98689,53998,1849776,16779,98440,390852,351547,307011,183510,31948,2127,306,1382523,63157,90981,119927,119727,106465,84716,35376,5070,541,625959,3364,4792,18287,13165,8081,8142,2854,381,67,59136,2520,5738,11579,8288,7301,4489,1382,381,143,41816,85823,199955,540644,492722,428851,280863,71557,7959,1057,2109429,4175,10358,19316,14213,13039,8779,718,80,29,70710,15579,13354,11434,8656,7318,6441,1336,161,34,64298,19752,23709,30745,22866,20356,15226,2051,241,61,135012,105577,223662,571394,515586,449215,296084,73608,8203,1114,2244442,147915,76469,112127,97893,97147,153420,237201,157794,73580,1153549,11735,19714,50036,36703,30580,25661,20287,14237,10309,219264,265224,319848,733560,650182,576942,475167,331099,180234,85000,3617260
1031,686,860,2032,1838,1973,1479,294,29,3,9191,502,298,587,441,497,877,1589,1200,591,6582,70,111,180,166,157,203,168,164,100,1319,1261,1266,2801,2440,2627,2558,2049,1390,697,17093,299,1124,2826,2314,2551,1842,288,30,3,11276,762,468,970,985,968,883,349,58,3,5452,47,50,166,91,102,113,29,3,3,605,38,42,80,66,65,54,14,7,3,365,1139,1681,4045,3462,3686,2891,684,97,11,17701,101,136,197,125,117,91,5,0,0,770,119,52,78,76,49,59,7,0,0,439,215,186,277,199,166,142,12,0,0,1210,1355,1867,4328,3659,3856,3037,699,100,11,18907,1130,466,817,707,812,1472,2812,2053,891,11155,155,201,396,361,303,386,319,268,145,2530,2637,2535,5538,4719,4976,4889,3832,2413,1043,32592
1032,346,451,793,860,1124,890,157,17,3,4647,385,204,423,390,471,916,1444,1037,504,5776,35,47,67,65,102,106,132,131,138,824,768,692,1280,1318,1700,1913,1733,1187,651,11245,104,392,872,889,1218,921,126,13,0,4543,404,293,516,563,665,656,204,23,3,3321,30,51,72,68,74,99,19,3,0,421,26,28,25,32,50,33,16,4,3,212,561,766,1481,1551,2006,1708,364,50,7,8499,82,116,139,103,119,96,0,0,0,658,79,51,58,52,50,47,13,0,0,350,165,164,197,159,165,143,9,0,3,1010,729,925,1681,1707,2173,1854,379,49,14,9502,783,326,610,647,841,1510,2731,1892,827,10180,71,84,134,136,198,224,254,227,213,1550,1583,1343,2425,2497,3213,3592,3361,2171,1054,21236
1033,218,146,415,548,702,625,106,13,4,2785,150,37,158,153,228,643,1125,711,235,3436,17,11,36,32,58,92,95,115,96,554,389,201,617,734,985,1364,1325,833,336,6772,62,167,475,622,689,528,76,12,0,2633,257,131,296,426,515,543,164,21,4,2356,12,15,40,31,43,75,10,0,0,227,15,22,20,11,26,21,9,4,3,124,350,331,832,1087,1272,1162,264,38,8,5336,21,24,39,33,47,39,0,0,0,207,38,15,22,24,19,37,4,0,0,155,53,35,58,55,70,75,6,0,0,364,403,366,888,1145,1346,1234,269,38,8,5697,320,69,208,224,385,1120,2129,1331,436,6228,39,27,72,85,108,162,179,181,147,1000,765,467,1166,1449,1836,2519,2579,1546,595,12925
1034,1092,1704,2904,2623,2642,1970,387,42,3,13362,655,491,788,579,552,1102,1814,1397,742,8119,83,121,177,159,149,156,144,140,102,1236,1833,2317,3872,3360,3336,3226,2349,1580,854,22726,558,1773,4002,3551,3617,2508,356,33,0,16391,1162,1056,1413,1363,1247,1200,457,69,4,7964,45,96,266,152,126,163,51,5,0,909,50,83,90,59,62,52,23,6,0,425,1821,3010,5766,5127,5045,3925,885,106,7,25687,120,192,218,151,136,88,5,0,0,910,219,131,91,86,55,71,14,4,0,671,336,323,311,234,192,165,22,5,0,1583,2154,3335,6079,5358,5238,4083,904,113,7,27271,1440,818,1088,867,894,1761,3265,2386,1151,13655,199,252,398,335,340,338,298,224,143,2525,3786,4410,7566,6558,6465,6188,4465,2719,1304,43454
1035,4766,7295,12947,13856,14154,9088,1342,113,22,63578,3909,2068,3919,3741,4138,8128,11693,8129,3783,49505,350,477,843,717,795,853,906,817,615,6375,9025,9835,17710,18312,19086,18070,13938,9061,4423,119462,1704,6520,16852,17702,18465,10992,1209,94,10,73546,5172,6034,7246,8552,8168,6447,1750,188,20,43585,279,389,1263,912,800,846,161,22,8,4669,181,327,433,347,371,242,95,38,16,2046,7336,13266,25791,27514,27804,18533,3214,344,51,123844,566,928,1028,802,821,545,31,3,0,4726,1483,956,688,541,433,353,71,12,3,4537,2045,1887,1717,1348,1253,899,102,14,3,9264,9378,15152,27506,28860,29056,19434,3322,357,50,133115,8418,4351,5970,5558,6728,13786,21980,14710,6078,87588,689,988,1787,1534,1703,1741,1720,1466,932,12569,18495,20492,35262,35947,37489,34962,27026,16532,7063,233270
