SUA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
1010,345,2273,1639,22614,429,27299,0,22,4,397,12,435,371,47,54,144,5,624,65,20,6,32,0,117,439,157,72,267,6,943,3956,2149,1499,20434,490,28531,263,10,77,21,10,373,154,22,21,190,3,389,608,203,146,1935,41,2922,91,53,4,123,0,275,100,20,10,37,0,166,1116,61,94,51,10,1333,841,492,333,7135,111,8912,411,160,71,860,18,1518,47,0,0,10,0,61,38,12,5,53,0,111,20,3,0,11,0,30,92,33,31,97,4,258,150,48,30,41,0,260,234,143,84,56,0,522,187,29,25,92,4,336,79,17,6,35,3,141,920,564,387,5423,88,7380,18,0,3,4,0,30,134,27,16,7,0,188,150,13,28,88,3,279,32,8,0,4,0,45,19,10,0,4,0,36,54,3,6,3,3,65,145,47,29,231,3,454,3036,427,335,713,58,4566,181,41,30,547,4430,5231,11758,4140,2990,44152,5448,68486
1011,77,712,472,15602,258,17118,3,12,5,525,13,559,270,14,16,106,4,412,11,5,3,9,0,28,115,49,36,161,0,361,658,637,466,12000,262,14026,192,4,39,5,9,248,33,9,6,99,3,153,106,60,47,981,8,1200,52,13,13,76,0,160,14,3,0,7,0,30,432,6,11,15,3,466,174,170,118,4060,58,4578,89,50,17,320,4,482,53,3,0,0,0,56,37,9,3,35,3,86,4,3,0,0,0,5,16,11,5,38,0,75,59,15,14,20,0,115,49,31,16,33,4,137,42,9,9,48,0,116,26,3,3,11,0,38,181,195,126,2759,37,3293,3,0,3,4,0,16,38,7,3,5,0,60,13,4,0,33,7,53,99,3,6,0,0,113,7,4,0,0,0,7,55,0,3,0,4,63,28,17,8,74,0,123,1005,120,73,256,25,1479,36,10,8,382,2249,2680,3456,1277,898,27645,2814,36092
1012,66,668,433,7412,213,8797,0,6,0,252,7,268,71,3,6,48,0,133,29,0,3,12,0,39,116,32,17,53,3,220,1149,675,446,6748,183,9199,68,0,17,4,8,89,26,7,14,60,0,116,145,38,27,539,16,768,24,15,0,34,0,71,22,6,3,7,0,34,36,3,0,4,0,43,154,122,85,1980,57,2402,110,48,10,203,9,372,13,0,0,0,0,13,9,7,5,23,0,40,4,0,0,0,0,3,53,14,12,44,3,117,22,10,6,3,0,37,43,19,9,12,4,79,52,8,0,13,0,72,24,0,0,7,0,27,288,164,108,1491,46,2093,7,0,0,5,0,14,30,5,0,3,0,43,29,0,3,14,3,42,7,3,0,0,0,10,3,0,0,0,0,3,10,0,0,0,0,10,38,32,4,65,0,139,338,74,65,160,6,642,37,12,9,191,1304,1553,2497,1207,764,14243,1743,20455
1013,71,574,424,8500,191,9753,0,0,0,71,4,81,121,0,9,57,0,194,24,8,3,15,0,38,75,23,20,57,5,185,733,551,366,7489,215,9353,128,0,26,11,0,169,33,10,0,53,0,103,122,63,36,522,7,747,65,18,9,75,0,163,19,11,8,14,0,46,140,3,3,12,0,154,169,162,90,2624,55,3092,89,34,15,161,8,301,67,0,0,3,0,70,15,10,0,11,0,35,9,0,0,0,0,12,17,8,5,27,0,56,41,12,6,5,0,62,46,26,19,18,0,106,46,14,6,27,0,93,18,0,5,9,0,33,207,155,96,1701,33,2195,3,0,0,3,0,5,8,6,17,4,0,35,32,4,0,16,3,50,17,0,0,3,0,19,12,0,0,0,0,12,7,0,0,0,0,7,33,13,12,86,0,145,594,100,61,156,7,913,41,7,12,234,1926,2211,2502,1057,714,16285,2330,22890
1014,37,431,320,7877,194,8862,0,6,0,226,0,232,61,3,5,20,0,91,5,0,0,6,0,12,77,28,23,59,0,190,435,368,296,6490,169,7762,69,0,33,0,3,104,16,3,3,42,0,65,84,35,23,721,14,880,17,9,0,16,0,36,7,0,0,4,0,17,65,0,0,10,0,79,93,89,48,2013,40,2287,25,25,0,172,4,230,0,0,0,0,0,5,0,3,0,6,0,8,4,0,0,0,0,4,9,3,0,28,0,40,7,7,6,6,6,34,20,21,21,22,0,85,19,7,3,15,3,45,9,0,3,4,0,15,123,107,75,1584,22,1919,0,0,0,3,0,3,13,4,5,0,0,20,10,0,0,15,4,32,16,0,0,0,0,22,0,0,0,0,0,0,17,0,3,0,0,17,13,7,3,52,0,74,202,54,34,156,7,450,9,13,0,261,1292,1575,1192,743,550,14531,1656,18668
1015,215,427,221,4616,120,5604,4,0,3,120,8,131,248,3,7,32,6,303,7,0,0,4,0,7,42,24,9,39,0,113,536,319,206,3895,82,5042,194,0,17,0,4,215,24,0,4,18,0,51,92,43,15,425,9,582,10,3,3,24,0,35,3,3,0,4,0,5,870,15,5,11,3,899,85,60,59,1357,16,1573,1924,455,152,1816,59,4405,23,0,0,0,0,20,15,4,3,5,0,27,9,0,4,0,0,12,4,3,0,6,0,14,54,4,3,0,3,72,70,17,9,13,3,108,13,4,11,5,0,33,12,0,0,4,0,13,102,90,65,980,14,1245,0,0,0,5,0,4,48,6,0,3,0,58,75,10,12,16,0,115,10,0,0,0,0,15,94,3,3,3,0,111,3,0,0,0,0,8,9,5,4,35,3,57,1855,131,50,96,67,2199,115,10,11,143,1562,1839,6008,1061,557,9621,1895,19144
1016,34,335,217,6004,146,6742,0,4,7,535,23,566,63,0,7,17,3,87,6,3,3,3,0,11,39,17,3,19,0,81,388,285,162,4593,116,5546,70,0,19,4,3,95,14,3,4,37,0,58,61,25,17,327,9,446,12,7,3,27,0,47,5,7,0,3,0,18,46,3,0,0,0,58,65,57,34,1263,21,1430,23,21,7,113,0,168,4,0,0,0,0,3,10,6,0,11,0,31,3,0,0,3,0,3,28,3,6,45,0,83,12,12,5,12,0,39,15,21,11,8,0,51,12,5,0,0,0,21,11,3,0,3,0,14,80,59,40,831,13,1031,0,0,0,0,0,3,7,0,3,3,0,12,16,3,5,11,0,30,3,0,0,0,0,3,3,0,0,7,0,9,0,0,0,0,0,3,18,9,0,47,3,75,173,55,36,117,5,384,10,5,3,203,1809,2033,1001,561,348,10744,2102,14754
1017,101,860,565,10081,196,11803,0,10,13,304,3,336,131,9,10,63,0,211,14,3,0,3,0,19,106,43,31,83,3,268,1080,822,525,9225,172,11821,119,6,56,12,5,195,60,8,8,82,0,156,172,90,48,938,17,1264,29,15,3,44,0,91,33,7,3,7,0,49,126,9,11,20,0,170,235,249,110,3687,56,4341,320,142,41,775,9,1295,25,0,7,0,0,32,3,5,0,45,0,55,3,0,0,0,0,3,23,11,9,42,0,88,58,15,19,32,0,117,62,49,33,22,3,163,46,14,4,34,0,94,16,6,0,18,0,37,286,218,160,2594,32,3285,4,0,0,0,0,6,38,4,6,12,0,62,37,0,3,28,0,67,12,0,0,0,0,12,0,0,0,0,0,3,45,0,8,0,7,53,34,7,13,101,0,158,652,197,121,368,18,1354,40,21,16,227,2035,2337,3095,1645,1046,20185,2434,28407
1018,37,395,248,4621,138,5438,0,5,0,75,0,83,82,4,0,18,0,103,15,0,0,6,0,20,60,30,3,36,3,130,517,339,225,3910,128,5118,69,0,27,3,0,95,16,3,0,18,0,46,66,40,11,283,5,412,26,11,3,22,5,64,16,3,0,6,0,23,52,9,0,4,0,62,95,88,43,1202,45,1476,71,14,12,128,0,234,3,0,0,0,0,3,13,3,0,9,0,26,6,3,0,0,0,11,15,12,0,19,0,47,18,3,5,7,0,33,34,11,11,7,0,63,32,14,0,16,0,61,3,3,0,3,0,9,158,133,85,1070,45,1486,10,0,0,0,0,10,7,5,3,0,0,14,24,0,3,3,0,37,5,0,0,0,0,9,0,3,0,3,0,6,24,0,5,0,0,38,23,15,5,47,0,98,283,55,50,98,9,487,28,3,4,140,1281,1465,1483,695,447,8628,1565,12818
1019,132,937,737,8381,291,10481,0,3,0,109,0,112,98,6,13,35,4,165,37,11,5,15,0,70,173,45,35,89,3,353,1545,827,687,7350,207,10623,96,3,17,3,0,122,61,10,12,62,0,144,228,97,53,680,13,1071,31,10,6,50,0,100,29,8,0,9,0,48,72,10,5,4,3,96,281,192,123,2044,41,2680,129,53,20,266,7,480,33,0,0,0,0,38,27,15,0,19,0,68,6,0,3,3,0,14,62,23,13,59,0,163,76,34,19,14,0,141,114,64,37,34,12,260,60,12,10,38,0,114,32,12,7,12,0,65,400,217,181,1834,39,2678,20,0,8,0,0,21,75,10,13,3,0,104,53,9,10,13,0,86,12,0,3,7,0,20,8,3,3,0,0,14,8,0,0,0,0,12,39,13,10,86,0,160,805,146,123,262,22,1360,38,9,11,153,979,1191,3741,1627,1276,15516,1514,23679
1020,34,296,227,5040,116,5725,0,0,0,50,7,59,38,3,4,21,0,69,16,0,0,4,0,26,54,17,12,59,0,141,384,261,197,3667,93,4612,53,0,7,4,3,68,6,0,0,24,0,28,65,13,23,366,10,483,29,8,3,31,0,63,7,3,0,9,3,23,49,0,3,6,0,56,57,65,40,1209,18,1397,41,22,6,105,0,174,10,0,0,4,0,13,7,3,7,5,0,21,0,0,0,0,0,0,10,3,6,16,0,37,15,7,8,6,0,39,38,21,8,12,0,84,8,14,3,10,0,33,3,0,0,10,0,13,90,58,46,807,20,1023,6,0,0,0,0,7,30,3,6,0,0,36,14,0,3,9,0,23,0,0,0,0,0,3,3,0,0,0,0,8,17,0,0,0,0,17,10,3,6,32,0,55,168,39,34,84,4,332,24,3,3,124,888,1037,1073,500,385,8653,1112,11728
