SUA_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
1010,25,19,184,284,68,703,43,412,27,1770,124,205,463,413,203,366,86,367,41,2256,557,1063,857,647,559,419,234,693,85,5118,750,1302,773,601,858,459,273,576,101,5701,923,1279,761,793,971,532,351,696,92,6397,690,1113,579,621,772,433,346,606,70,5233,190,237,105,75,173,104,104,116,28,1121,13,15,8,8,13,8,7,19,15,95,6,0,0,0,0,0,0,3,4,16,3288,5234,3716,3449,3622,3019,1448,3471,459,27704
1011,19,15,151,174,45,427,18,212,16,1080,69,167,378,303,145,238,59,207,22,1592,349,875,668,532,409,375,202,428,74,3908,424,763,440,401,462,286,181,323,46,3335,477,629,387,415,590,281,248,333,47,3398,340,488,268,264,483,222,204,293,32,2592,106,99,84,46,72,75,74,61,21,638,21,12,14,8,12,6,12,11,8,105,3,0,0,3,0,0,0,0,3,11,1798,3053,2381,2155,2217,1919,990,1866,274,16647
1012,4,3,46,48,14,210,4,93,10,425,31,35,85,79,13,82,14,58,12,418,93,188,174,152,84,105,38,113,10,959,124,211,191,158,131,125,51,114,18,1122,141,251,192,213,192,171,76,190,25,1454,181,287,164,157,209,139,81,174,29,1418,66,71,30,39,46,45,14,41,9,371,3,6,0,3,3,0,3,7,6,42,0,0,0,0,0,0,0,0,4,7,651,1059,883,843,692,879,279,797,124,6214
1013,10,10,90,102,30,249,15,125,10,640,50,62,222,174,72,139,42,135,18,909,201,309,379,330,239,191,136,205,37,2031,221,294,235,335,248,172,184,210,26,1935,247,324,262,352,311,153,189,264,34,2125,183,348,143,246,210,106,176,192,35,1646,46,64,35,36,51,40,54,33,10,371,10,10,3,3,6,3,6,4,3,48,0,3,0,0,0,0,0,0,0,4,968,1426,1366,1573,1170,1051,799,1175,168,9708
1014,3,7,35,48,19,158,3,107,8,392,24,40,114,113,51,98,36,76,6,566,84,203,218,174,140,113,85,140,13,1177,130,250,189,215,203,135,101,142,26,1377,154,230,168,257,241,114,104,151,22,1436,129,228,122,188,178,117,89,158,16,1211,34,38,29,28,46,17,37,39,13,280,22,6,4,0,4,3,3,3,0,46,6,0,0,0,0,0,0,0,3,12,581,1007,883,1021,891,752,455,812,106,6499
1015,6,10,92,70,21,226,14,115,8,561,63,66,161,85,63,103,30,229,10,805,201,356,320,212,195,152,100,464,36,2034,241,300,214,145,203,137,123,282,28,1675,269,259,207,177,245,147,122,295,33,1746,201,171,161,112,202,110,115,191,17,1271,71,42,37,20,51,24,46,51,16,348,19,0,0,0,3,0,3,8,4,42,3,0,3,0,0,0,0,0,0,8,1075,1199,1190,801,986,896,559,1641,148,8499
1016,5,8,26,37,11,126,6,89,7,320,20,18,70,69,31,61,20,76,7,373,40,124,137,120,86,86,59,127,21,800,93,132,100,147,109,75,70,108,18,850,107,144,133,161,144,80,104,145,15,1022,71,131,94,169,104,65,80,102,13,843,28,37,26,27,28,25,27,18,9,225,9,0,0,4,0,7,0,3,4,23,4,0,0,0,0,0,0,0,0,6,379,595,588,742,516,524,364,670,93,4467
1017,16,8,81,77,26,297,18,172,14,712,53,84,196,210,109,209,52,193,17,1119,175,451,374,321,248,248,115,267,34,2228,221,577,324,299,296,188,129,236,27,2301,261,499,311,348,429,215,152,322,37,2580,191,468,236,256,321,153,128,278,18,2035,57,97,41,54,67,32,44,53,9,466,15,8,3,0,10,7,3,4,3,52,0,0,0,0,0,0,0,0,3,9,992,2195,1558,1575,1512,1345,639,1529,160,11502
1018,0,3,52,47,13,74,8,86,5,290,16,33,102,70,43,43,23,70,8,410,58,124,199,98,119,94,112,81,22,906,67,109,154,119,130,71,116,92,10,856,102,137,155,125,159,72,135,108,18,1010,90,139,111,101,123,52,121,106,11,851,14,28,19,27,26,13,18,23,3,170,9,3,0,0,3,0,0,3,3,19,0,0,0,0,0,0,0,0,4,4,352,568,795,577,621,415,536,569,87,4523
1019,4,13,99,90,18,165,16,114,11,542,28,68,207,163,81,114,45,166,12,880,129,351,349,190,192,121,149,212,20,1701,204,377,331,199,243,122,147,174,37,1835,256,400,347,205,366,165,182,223,40,2179,196,367,230,151,255,119,160,160,29,1658,64,109,35,23,68,35,27,43,13,413,6,13,3,3,3,0,5,0,3,46,0,0,0,0,0,0,0,0,0,6,876,1694,1614,1026,1226,837,727,1091,161,9259
1020,3,3,53,45,6,114,5,71,6,303,16,32,135,59,30,73,28,59,3,434,98,225,260,118,101,98,180,87,17,1181,118,207,184,116,123,69,153,84,12,1064,139,146,163,113,140,99,169,134,10,1105,114,113,86,73,109,61,81,94,11,731,32,34,17,6,11,17,22,26,5,182,20,3,0,0,0,3,3,3,0,37,0,0,0,0,0,0,0,0,0,3,556,760,896,525,519,531,635,559,63,5040
1021,3,3,62,31,10,99,8,67,5,282,22,33,136,57,38,54,31,70,4,453,74,158,291,99,102,103,217,129,14,1185,75,133,185,105,113,53,226,124,18,1028,87,130,210,94,127,63,240,129,15,1096,56,91,112,68,81,39,137,79,7,672,23,17,15,7,13,6,20,18,8,115,5,0,0,0,0,3,3,0,0,10,3,0,0,0,0,0,0,0,0,5,351,565,1011,471,485,426,887,603,71,4860
1022,11,9,82,141,26,283,20,148,6,720,39,58,185,179,53,134,28,106,10,786,137,254,358,219,154,129,67,153,19,1489,293,393,413,264,257,160,98,176,33,2092,400,442,379,300,345,220,153,241,35,2510,261,408,244,236,272,190,128,184,37,1957,79,105,57,41,97,53,29,60,13,541,14,8,0,0,8,7,0,5,5,56,3,0,0,0,0,0,0,0,3,6,1232,1677,1712,1377,1222,1173,528,1068,169,10151
1023,164,300,1561,2099,511,4378,310,2719,152,12188,874,2365,4104,4299,2069,3699,899,2548,287,21144,3745,11847,8536,5291,5564,3522,2967,3730,608,45799,5368,11263,6670,4403,6198,2883,3299,3460,651,44195,5428,9106,6004,4734,7175,3088,3884,4136,632,44191,3448,7049,3710,2972,4915,2143,2932,3183,404,30767,723,1325,531,458,928,498,519,563,149,5694,105,163,52,26,82,46,40,60,68,636,19,8,3,0,10,5,8,6,24,81,19870,43427,31179,24274,27450,20261,14862,20408,2965,204697
1024,26,15,118,130,35,377,20,205,9,942,71,109,346,264,119,230,50,195,18,1406,258,510,700,452,269,261,124,293,36,2906,338,531,430,401,314,198,158,258,46,2670,346,505,411,439,382,218,219,308,40,2872,270,423,269,298,335,179,185,259,35,2260,67,98,61,43,76,50,49,39,11,483,13,10,3,0,8,3,4,5,4,57,0,3,0,0,0,0,0,0,0,9,1387,2204,2328,2027,1547,1518,819,1567,214,13603
1025,18,17,160,163,40,361,25,222,17,1025,63,181,353,298,130,233,56,177,15,1511,353,1030,709,461,411,331,237,306,45,3885,459,931,520,417,504,237,283,318,48,3714,458,705,419,352,589,264,260,390,67,3503,322,572,272,251,423,175,222,305,26,2573,105,129,61,47,107,50,72,66,11,652,19,11,3,8,11,7,3,12,13,78,3,0,3,0,0,0,0,0,0,9,1794,3579,2487,1994,2216,1657,1163,1805,244,16944
1026,6,10,47,56,20,114,8,53,9,316,16,43,110,56,48,71,27,43,6,412,92,166,177,107,77,79,111,70,16,891,115,171,140,86,111,66,90,63,22,866,114,148,130,118,166,66,119,100,12,965,101,114,93,70,88,48,103,98,16,731,42,25,13,12,25,10,11,14,3,162,14,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,3,508,669,703,499,530,454,480,439,84,4376
1027,15,19,124,236,39,462,33,230,8,1155,69,138,261,239,133,217,48,152,17,1258,270,815,556,442,334,294,124,291,41,3157,471,1000,536,427,551,292,140,264,57,3749,531,997,509,527,734,359,188,367,52,4267,407,727,388,391,499,312,159,296,35,3204,122,159,66,62,131,70,50,66,22,746,9,18,3,4,16,10,10,4,11,83,4,4,0,0,0,0,0,0,0,7,1904,3863,2446,2319,2428,2009,744,1671,237,17633
1028,13,11,63,187,31,148,24,123,9,602,24,71,185,232,72,96,61,80,10,834,125,306,353,188,139,117,275,127,23,1649,158,220,311,143,198,105,337,123,34,1626,181,177,256,157,243,99,403,140,32,1683,112,135,132,79,120,56,230,93,12,972,37,25,18,12,24,6,28,19,0,171,5,3,0,0,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,662,943,1314,994,830,634,1357,709,118,7570
1029,3,0,64,75,11,127,9,65,3,371,17,27,143,106,34,67,28,72,3,493,104,162,248,138,109,100,51,109,10,1026,165,248,228,211,127,100,72,138,22,1304,202,235,233,215,206,124,80,146,35,1471,126,275,140,164,180,115,80,118,23,1223,19,52,30,26,33,28,22,23,8,241,0,3,0,0,0,0,0,3,11,24,0,0,0,0,0,0,0,0,4,11,643,1003,1082,940,704,667,335,689,119,6170
1030,1355,3920,10594,16632,5955,29267,2318,14143,1644,85823,10153,35011,27366,34639,27111,33818,8553,18953,4349,199955,64626,177550,64797,50797,71856,42422,24011,33199,11391,540644,88316,151400,52888,36696,71621,30512,25622,26451,9218,492722,75644,107692,46531,33836,69335,27832,29275,30861,7838,428851,41463,69769,29711,20888,48701,18425,22437,24736,4730,280863,10096,19907,6565,4563,12867,5268,4982,5718,1591,71557,1264,2496,588,359,1201,622,339,594,495,7959,198,293,72,35,127,79,27,54,173,1057,293106,568039,239111,198451,308774,188239,117556,154717,41437,2109429
1031,14,22,131,150,41,431,35,281,28,1139,95,197,359,240,124,245,68,343,11,1681,353,880,696,458,384,365,212,627,65,4045,398,768,471,359,437,278,227,459,50,3462,476,714,427,431,577,280,287,467,45,3686,335,601,358,281,483,227,234,345,39,2891,114,130,76,55,98,64,67,72,13,684,18,11,10,6,0,12,9,16,10,97,3,0,0,0,3,0,3,0,3,11,1808,3317,2533,1973,2144,1900,1149,2618,269,17701
1032,11,5,56,67,19,241,11,132,12,561,33,68,141,120,59,142,43,155,11,766,127,242,254,190,155,200,92,206,17,1481,153,233,231,214,191,185,105,220,21,1551,233,319,234,292,235,203,173,284,32,2006,159,344,212,226,207,145,141,243,20,1708,48,52,34,31,59,31,39,62,12,364,13,5,6,0,5,0,4,4,5,50,0,0,0,0,0,3,0,0,4,7,778,1274,1169,1148,927,1144,615,1304,141,8499
1033,13,0,29,64,3,155,9,68,6,350,22,20,86,48,17,54,10,61,10,331,80,158,201,107,88,74,28,90,8,832,138,202,192,147,125,108,47,121,14,1087,154,215,193,187,159,135,73,150,14,1272,147,223,151,145,150,132,66,131,11,1162,38,50,26,26,37,31,22,24,9,264,15,5,3,3,9,0,0,0,4,38,5,0,0,0,0,0,0,0,5,8,608,870,881,729,585,695,249,645,73,5336
1034,25,39,265,370,42,713,30,305,18,1821,116,354,679,646,250,466,110,349,36,3010,528,1475,1050,810,613,455,220,542,70,5766,641,1316,756,578,652,354,267,508,60,5127,706,1086,594,562,851,385,325,478,59,5045,534,781,496,395,662,310,322,379,44,3925,132,202,102,56,127,71,78,88,24,885,28,22,8,3,16,10,7,11,4,106,3,0,0,0,0,0,0,3,0,7,2710,5273,3955,3420,3216,2765,1363,2675,319,25687
1035,98,200,1197,1298,351,2476,208,1409,97,7336,539,1701,2708,2746,1433,2063,474,1420,181,13266,2291,6658,4649,3272,3257,1947,1419,1870,428,25791,3442,6793,4094,2933,3988,1822,1991,2018,439,27514,3662,5747,3775,3093,4393,1943,2316,2441,426,27804,2215,4211,2385,1894,2798,1232,1764,1824,220,18533,415,781,344,265,491,240,285,316,85,3214,47,84,28,20,33,20,25,40,43,344,6,11,0,3,7,3,3,0,15,51,12717,26183,19176,15537,16753,11742,8477,11332,1936,123844
