SUA_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
1016,5169,5580,10745,397,452,849,309,356,666,9,13,27,35,39,68,5,5,10,8,9,11,0,0,0,0,3,3,0,0,0,0,0,0,369,415,784,30,28,55,30,29,50,817,924,1741,1236,858,2094,7221,7360,14582
1017,10012,11108,21122,631,683,1314,1053,1108,2159,38,38,76,165,156,323,15,8,15,15,10,29,4,9,12,6,11,18,3,4,3,3,4,4,1296,1346,2641,51,68,112,54,51,104,2037,2142,4177,1384,1442,2828,13434,14688,28127
1018,4676,4816,9492,326,396,724,319,345,663,0,4,4,16,17,34,4,3,9,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,342,370,716,17,20,35,13,12,27,697,797,1500,1021,648,1669,6393,6263,12655
1019,8981,9486,18466,464,475,942,1017,1089,2107,30,18,52,42,39,79,10,3,21,14,11,24,0,0,0,3,3,5,3,5,4,0,0,0,1118,1172,2292,41,44,84,24,12,38,1646,1704,3351,830,806,1632,11453,12000,23449
1020,4089,4346,8433,445,441,890,412,431,845,0,3,9,52,42,94,15,6,18,14,8,18,7,3,5,0,3,5,0,3,7,0,0,0,495,501,1002,26,27,51,7,8,18,980,985,1960,568,599,1174,5635,5924,11561
1021,4403,4306,8704,430,472,905,390,417,803,9,10,11,48,62,105,3,5,12,10,10,22,0,0,4,0,0,7,0,0,0,0,0,0,467,504,973,22,35,54,17,23,33,931,1034,1965,746,456,1202,6077,5799,11872
1022,9736,10238,19974,757,806,1568,864,972,1840,34,36,72,73,80,148,9,11,17,16,10,26,6,9,16,8,14,20,7,8,17,0,0,0,1012,1134,2153,74,75,152,41,54,98,1895,2074,3969,1239,1374,2608,12866,13687,26552
1023,176166,183265,359430,7328,7718,15042,20635,22201,42838,320,351,675,814,842,1660,138,117,255,227,235,463,49,63,114,111,105,214,126,128,254,4,8,11,22428,24050,46476,1631,1777,3409,535,487,1017,31924,34026,65949,16254,15920,32169,224346,233206,457553
1024,12801,13449,26250,839,909,1742,1355,1456,2812,26,30,50,68,83,153,7,11,21,31,34,66,4,6,9,15,13,29,25,26,52,3,3,4,1543,1663,3198,82,94,173,41,48,88,2499,2706,5206,2282,1616,3903,17587,17769,35357
1025,13809,14742,28545,1011,1090,2096,1789,1883,3671,32,25,54,78,77,152,8,8,15,36,34,68,3,12,13,9,6,18,20,21,42,0,0,0,1970,2069,4036,102,126,224,56,30,83,3130,3315,6444,1552,1637,3192,18492,19691,38185
1026,3988,4260,8253,400,421,824,200,226,427,10,12,15,29,27,58,5,4,9,5,0,5,0,0,0,3,8,12,3,9,11,0,0,0,256,286,537,13,18,33,11,9,22,682,740,1423,557,594,1152,5228,5601,10825
1027,16096,18042,34141,1092,1207,2302,1818,1998,3817,55,56,115,167,174,339,9,19,23,19,23,43,12,7,22,7,5,13,22,27,55,0,0,0,2117,2300,4422,116,127,243,51,60,113,3377,3699,7072,1799,1965,3766,21268,23703,44978
1028,6086,6004,12092,571,591,1167,433,423,852,48,10,53,150,79,227,20,4,25,33,27,55,13,0,13,20,15,32,15,5,18,0,0,0,717,562,1282,30,39,72,23,22,41,1344,1212,2553,643,601,1245,8072,7818,15890
1029,6769,7207,13972,375,469,841,662,720,1379,28,27,57,46,38,81,4,5,9,4,8,11,6,12,18,9,6,13,32,34,68,5,8,17,795,861,1650,46,49,93,20,20,43,1238,1393,2633,704,716,1421,8712,9314,18026
1030,1669966,1731442,3401408,55573,55740,111313,191087,193717,384795,4648,4263,8910,5307,5157,10468,1562,1373,2928,2748,2287,5036,343,339,677,615,498,1115,1440,1492,2929,48,24,64,207789,209140,416934,56206,61755,117958,4256,3765,8017,323825,330399,654221,171660,164796,336452,2165449,2226634,4392091
1031,14214,15468,29680,992,1159,2149,1798,1919,3719,39,28,70,150,131,284,22,17,42,11,9,23,9,4,15,5,14,18,30,12,37,0,0,0,2077,2140,4214,234,151,386,51,42,88,3342,3496,6839,1990,1959,3952,19548,20923,40470
1032,9547,10476,20018,698,802,1500,784,795,1583,13,14,25,55,54,106,3,3,5,10,13,22,3,3,5,3,3,8,0,6,7,0,0,0,865,888,1752,30,35,67,42,50,93,1638,1774,3411,1055,1111,2170,12242,13362,25598
1033,5606,5987,11591,509,584,1096,437,450,888,21,16,34,26,29,51,5,4,8,4,6,15,9,6,15,3,3,6,28,41,71,0,0,0,532,548,1085,33,40,79,16,25,37,1093,1201,2297,600,663,1260,7300,7850,15153
1034,19419,20620,40042,1117,1286,2403,2508,2804,5309,193,203,396,243,233,473,68,41,105,46,50,98,13,15,32,30,37,65,63,65,127,0,0,3,3158,3448,6612,206,222,427,63,44,105,4543,4998,9543,2037,2058,4094,25999,27682,53683
1035,111060,114955,226015,3908,4015,7922,11185,11883,23065,171,178,355,337,303,640,55,38,97,131,108,246,27,27,56,50,40,84,131,132,260,3,0,3,12091,12718,24806,1648,1464,3118,285,238,522,17930,18430,36365,10060,10025,20083,139048,143409,282461
