SUA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
1010,3,5,0,0,0,0,0,0,0,9,3,84,0,0,0,0,0,0,3,91,69,179,3,6,13,3,0,4,9,293,0,4,0,0,0,0,0,0,0,9,19,112,3,3,7,3,3,7,0,160,12,13,0,3,3,0,0,4,0,41,329,1020,96,112,100,57,21,65,20,1808,4,0,3,4,0,0,0,0,0,10,116,114,57,59,34,27,26,19,8,465,139,130,105,102,73,53,30,50,9,686,581,139,2100,268,176,265,415,590,70,4608,18,11,24,25,7,25,16,47,3,173,46,12,32,29,15,23,35,68,5,263,15,21,9,10,4,8,9,17,4,87,30,15,47,22,9,24,42,56,34,279,1375,1860,2481,641,446,488,591,932,163,8975,4,15,0,0,0,0,0,0,0,23,10,43,0,0,9,0,0,0,0,67,44,255,3,18,21,0,0,8,0,363,0,12,0,0,0,0,0,0,0,18
1011,0,3,0,0,0,0,0,0,0,4,0,30,0,0,0,0,0,0,0,30,44,96,9,17,19,19,3,27,3,242,0,10,0,0,3,0,0,0,0,8,15,65,0,4,3,0,0,0,0,90,8,10,0,3,3,0,0,0,0,27,152,489,63,68,47,43,23,69,0,963,0,0,0,0,0,0,0,0,0,0,48,45,35,36,19,18,7,16,4,225,73,62,48,72,31,37,12,20,0,366,356,114,1349,162,122,183,285,287,45,2896,11,0,8,8,3,15,10,25,0,83,17,11,12,17,13,22,12,27,3,132,3,12,9,0,0,5,4,14,0,48,22,16,31,12,11,14,21,32,20,178,757,955,1577,406,279,360,382,518,87,5308,0,12,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,23,40,157,0,20,20,15,0,15,0,270,0,7,0,0,0,0,0,0,0,18
1012,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,10,38,0,0,3,0,3,0,0,57,0,0,0,0,0,0,0,0,0,3,7,16,0,0,0,0,0,0,0,24,3,3,0,3,0,0,0,0,0,7,39,187,21,17,15,15,3,8,7,295,0,0,0,0,0,0,0,0,0,0,20,22,15,16,4,8,3,4,0,101,37,29,29,24,5,8,6,12,0,145,152,38,486,51,28,77,81,152,23,1079,9,0,4,3,7,11,3,6,0,40,9,5,3,3,0,7,12,9,0,51,4,0,5,0,0,0,0,3,0,9,11,0,11,11,3,10,10,28,9,96,297,353,565,128,65,136,119,228,45,1931,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,8,45,0,0,6,0,0,0,0,56,0,6,0,0,0,0,0,0,0,5
1013,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,15,28,55,6,7,9,3,0,0,3,113,0,4,0,0,0,0,0,0,0,6,9,24,0,8,0,0,0,0,0,43,6,10,0,8,3,0,0,0,0,22,62,199,26,51,26,19,10,23,3,424,3,0,0,0,0,0,0,0,0,5,29,40,20,35,5,11,7,5,5,151,57,34,34,80,18,12,16,8,4,261,201,39,717,175,53,78,239,185,30,1717,3,3,8,9,9,11,3,16,0,69,8,7,13,18,0,12,14,13,0,84,7,3,0,3,0,0,3,3,0,21,9,8,10,7,4,10,29,19,11,112,423,436,849,413,136,163,316,270,57,3055,3,6,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,3,16,14,89,0,13,6,0,0,0,0,128,0,3,0,0,3,0,0,0,0,6
1014,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,15,31,3,4,4,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,3,13,0,4,0,0,0,0,0,23,8,5,0,0,0,0,0,0,0,12,36,181,11,19,21,7,4,10,4,297,0,0,0,0,0,0,0,0,0,0,20,24,21,24,13,3,3,3,0,102,21,31,16,26,18,19,6,5,4,143,118,30,487,136,47,64,122,119,21,1141,4,3,11,5,3,8,5,13,0,51,12,6,7,8,0,8,11,15,0,63,0,3,3,0,5,0,3,3,0,18,12,5,7,3,3,7,20,17,9,89,245,337,560,239,115,114,179,182,39,2007,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,5,45,0,3,4,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,27,38,3,3,4,3,5,7,0,88,0,0,0,0,0,0,0,0,0,3,5,21,0,4,0,0,0,0,0,32,3,4,0,0,0,0,0,0,0,9,84,216,22,19,15,4,10,51,12,435,0,0,0,0,0,0,3,0,0,6,28,32,20,16,7,6,4,13,0,124,33,21,31,26,13,12,7,20,3,164,241,43,685,40,55,76,139,181,25,1476,11,3,0,0,0,4,8,10,0,34,3,4,5,9,0,7,10,25,0,64,4,5,4,0,0,0,6,12,0,34,13,5,19,5,6,8,19,38,11,130,454,391,792,122,93,131,211,364,52,2616,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,13,47,3,4,4,0,0,11,3,84,0,3,0,0,0,0,0,0,0,3
1016,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,10,0,4,4,0,0,0,0,23,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,4,25,79,6,17,10,0,9,3,0,143,0,0,0,0,0,0,0,0,0,0,11,11,3,14,5,3,3,3,0,44,11,16,9,10,5,11,7,10,0,79,90,26,347,74,29,49,94,109,16,837,3,0,10,13,0,6,3,20,0,58,3,6,0,10,3,6,9,8,0,39,0,3,0,0,0,3,0,5,0,17,5,0,12,10,3,9,13,18,11,77,154,170,383,153,56,84,130,180,33,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,4
1017,0,0,0,0,0,0,0,0,0,0,6,49,0,0,0,0,0,0,0,55,10,81,3,5,4,0,0,3,3,114,0,3,0,0,0,0,0,0,0,7,7,39,3,3,3,4,0,0,0,60,3,12,0,0,0,0,0,3,0,23,97,405,61,70,41,29,7,28,4,743,0,0,0,0,0,0,0,0,0,0,18,44,19,39,11,15,4,4,0,156,34,41,36,42,30,17,15,20,8,235,181,54,868,118,84,103,186,246,23,1865,6,3,13,14,10,18,14,26,4,101,12,9,10,9,5,16,17,26,0,104,4,3,3,3,0,4,5,4,0,26,10,13,12,3,4,7,5,26,11,98,404,755,1036,314,202,205,255,379,51,3600,0,12,0,0,0,0,0,0,0,10,3,25,3,0,0,0,0,0,0,37,16,112,6,15,13,3,0,3,0,163,0,0,0,0,0,0,0,0,0,4
1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,0,4,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,8,6,3,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,10,14,86,16,6,18,4,3,3,0,148,0,0,0,0,0,0,0,0,0,0,15,11,14,12,0,0,0,4,0,59,18,10,37,20,3,0,8,12,3,106,77,21,463,56,34,25,202,85,11,975,0,0,4,0,0,3,7,8,0,28,3,3,7,3,3,0,9,5,0,41,0,3,0,0,0,3,0,0,0,8,3,0,8,3,0,0,18,5,11,47,151,167,557,103,62,47,250,126,25,1496,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,5,23,0,0,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,0,0,0,0,7,36,0,0,0,0,0,0,0,44,37,80,10,0,4,7,0,0,3,138,0,0,0,0,0,0,0,0,0,3,5,21,0,0,5,0,3,0,0,40,5,6,3,0,0,0,0,0,0,18,72,272,35,34,21,19,0,25,8,484,0,0,0,0,0,0,0,0,0,3,32,48,29,30,15,5,6,3,5,172,55,51,52,32,11,15,17,18,4,249,175,62,917,62,53,83,213,185,34,1780,4,3,9,9,3,3,8,12,0,53,9,16,16,9,6,6,14,22,6,85,0,8,3,3,0,5,3,3,0,22,13,4,24,4,3,6,20,21,17,101,418,599,1090,175,120,146,286,289,77,3201,0,3,0,0,0,0,0,0,0,4,0,19,0,0,0,0,0,0,0,19,16,129,7,6,14,0,0,0,0,164,0,7,0,0,3,0,0,0,0,5
1020,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,6,21,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,23,6,4,0,0,0,0,3,0,0,14,52,134,25,15,13,5,16,5,0,262,0,0,0,0,0,0,0,0,0,0,19,21,14,10,0,5,9,0,0,73,26,19,25,21,7,5,5,10,0,114,110,17,525,21,30,27,235,82,15,1061,3,0,0,0,0,5,12,13,0,38,9,4,8,3,0,6,12,6,0,51,3,0,0,0,0,0,7,3,0,18,16,6,18,0,0,9,20,12,3,81,250,242,616,64,58,76,314,129,22,1770,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,7,45,0,4,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
1021,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,14,29,10,0,3,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,21,100,22,6,4,7,9,3,0,170,0,0,0,0,0,0,0,0,0,0,18,11,20,0,4,4,3,0,0,70,10,7,41,11,0,3,13,3,3,99,61,14,616,26,18,20,278,78,9,1118,0,0,3,6,3,3,6,15,0,36,0,0,8,3,0,0,9,3,0,34,3,0,5,0,0,0,4,3,0,11,0,3,10,0,0,0,18,10,3,49,131,184,732,60,30,37,344,124,20,1668,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,28,0,0,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0
1022,0,3,0,0,0,0,0,0,0,3,9,26,0,0,0,0,0,0,0,28,44,75,7,3,10,0,3,4,7,148,0,6,0,0,0,0,0,0,0,7,12,22,3,3,3,0,0,0,0,42,3,3,0,4,0,0,0,0,0,13,108,281,54,33,31,20,8,20,9,559,0,0,0,0,0,0,0,0,0,3,51,65,39,29,22,16,5,4,8,235,78,56,73,36,22,14,11,8,8,305,244,82,971,97,55,76,178,210,43,1948,8,0,4,9,6,8,3,12,3,56,13,9,20,5,0,16,18,17,4,100,3,7,9,4,0,3,7,4,0,32,6,10,22,10,6,0,5,20,9,95,577,651,1202,236,148,148,236,310,80,3577,0,7,0,0,0,0,0,0,0,8,5,18,0,0,8,0,0,0,0,24,31,85,4,11,12,4,0,3,0,149,0,8,0,0,0,0,0,0,0,8
1023,19,55,3,4,3,0,0,0,0,80,108,1035,9,11,22,3,3,3,8,1198,916,1842,109,74,199,79,30,52,24,3327,33,104,4,4,4,0,3,0,0,149,170,603,48,47,44,9,13,14,12,962,94,169,20,28,20,5,6,3,6,351,2404,8512,857,762,774,429,261,320,129,14447,4,18,11,7,3,6,4,9,0,54,788,1047,760,423,266,182,178,144,52,3846,1080,1194,1181,713,486,295,310,250,78,5581,3368,1393,17673,1821,1451,1453,4723,3281,597,35766,81,51,139,141,71,122,174,223,3,1022,230,146,257,188,117,165,269,248,24,1634,85,147,81,42,33,38,67,95,15,593,121,150,283,135,59,107,286,285,184,1605,9492,16479,21432,4393,3548,2904,6318,4932,1123,70621,16,99,0,10,5,0,0,0,0,128,52,739,7,12,26,0,0,0,9,851,534,2635,54,158,297,66,9,30,28,3809,30,125,3,7,15,3,0,0,3,189
1024,0,3,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,22,38,95,6,9,6,4,3,0,4,157,0,8,0,0,0,0,0,0,0,8,9,47,5,0,3,0,0,3,0,65,7,4,0,0,3,0,0,0,0,17,95,350,52,63,23,20,6,32,6,647,0,0,0,0,0,0,0,0,0,3,59,74,55,44,15,10,12,10,0,279,87,68,113,65,39,11,25,29,7,442,272,90,1327,198,75,123,223,279,41,2625,6,0,15,20,9,15,12,32,0,104,13,9,23,18,8,6,18,31,0,123,3,9,12,4,0,5,9,5,0,43,16,9,24,12,3,8,31,33,17,147,599,787,1631,427,180,206,332,443,75,4688,0,5,0,0,3,0,0,0,0,10,3,4,0,0,0,0,0,0,0,11,20,127,3,15,9,3,0,0,0,179,0,13,0,0,0,0,0,0,0,13
1025,0,3,0,0,0,0,0,0,0,3,14,65,0,0,3,0,0,3,0,84,55,176,12,6,10,8,8,7,3,281,3,10,0,0,0,0,0,0,0,16,20,52,3,4,7,3,0,0,0,90,13,21,0,0,4,0,0,0,0,39,176,681,69,66,57,47,26,36,9,1162,0,3,0,0,0,0,0,0,0,4,54,63,30,28,16,27,12,11,3,254,90,77,93,55,36,19,19,29,3,431,317,80,1392,128,107,132,335,271,27,2791,18,5,12,12,11,21,11,17,6,109,21,8,10,17,15,16,22,19,5,134,13,10,4,4,0,8,6,12,0,55,19,9,22,20,5,17,31,34,12,170,816,1254,1658,339,272,294,472,442,73,5625,0,4,0,0,0,0,0,0,0,7,3,37,4,3,0,0,0,0,0,48,34,239,3,10,29,5,0,3,3,329,0,16,0,0,0,0,0,0,0,13
1026,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,14,18,3,0,3,0,0,0,0,34,4,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,17,8,5,3,0,0,0,0,0,0,13,37,108,17,17,10,4,3,3,3,199,0,0,0,0,0,0,0,0,0,0,8,16,7,13,3,3,5,0,0,49,27,15,18,9,11,5,8,5,0,98,108,21,395,31,31,38,176,77,13,885,3,0,6,0,6,5,9,6,0,34,7,0,9,3,0,4,10,10,0,38,4,0,4,0,0,0,0,0,0,13,3,3,4,3,0,6,18,8,7,52,221,202,461,71,58,68,228,99,27,1438,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,25,0,0,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,4
1027,0,3,0,0,0,0,0,0,0,10,9,53,0,0,0,0,0,0,0,60,71,165,7,14,20,4,0,3,3,280,0,11,0,0,0,0,0,0,0,8,19,70,7,4,0,0,3,0,3,102,7,21,0,5,0,0,0,0,0,37,184,826,47,61,60,33,20,17,11,1261,0,3,0,0,0,0,0,0,0,3,90,120,44,36,31,25,10,16,3,378,85,97,81,80,50,45,12,18,6,477,364,114,1349,214,112,196,207,301,28,2884,4,3,10,14,5,16,9,19,0,82,13,11,18,26,5,26,20,28,3,156,5,18,7,4,3,5,0,4,0,48,17,17,42,15,7,17,20,25,24,186,872,1524,1611,472,304,364,301,443,84,5967,0,13,0,0,0,0,0,0,0,14,0,35,0,0,3,0,0,0,0,40,36,226,0,18,8,3,0,0,4,293,0,6,0,0,0,0,0,0,0,11
1028,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,28,41,3,0,0,0,0,3,0,75,0,3,0,0,0,0,0,0,0,3,6,10,0,0,4,0,3,0,0,26,3,8,0,0,0,0,0,0,0,11,75,164,31,17,13,0,15,3,7,329,0,0,0,0,0,0,0,0,0,0,17,19,30,15,12,3,12,7,3,120,34,36,55,13,8,4,26,4,0,194,141,43,838,89,37,40,462,97,36,1786,3,3,12,7,0,4,13,12,0,55,9,3,12,7,0,3,21,9,3,67,0,3,0,3,0,0,3,3,0,16,8,4,5,10,0,3,20,12,5,62,330,341,987,167,82,67,582,144,50,2752,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,21,41,0,0,3,0,5,0,0,75,0,0,0,0,0,0,0,0,0,3
1029,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,0,0,0,0,16,17,48,5,4,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,3,6,20,0,0,0,0,0,0,0,25,0,3,0,0,0,0,0,0,0,4,50,149,14,12,5,5,3,4,5,254,0,0,0,0,0,0,0,0,0,4,33,33,25,19,13,4,4,8,3,134,17,27,33,30,15,9,7,10,5,147,119,46,617,103,42,64,103,130,19,1241,3,3,5,5,0,6,5,7,0,30,5,6,10,4,4,3,11,9,0,46,3,7,4,3,0,4,3,3,0,26,10,6,10,5,3,4,5,15,14,69,276,344,728,188,82,96,140,189,45,2083,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,19,12,58,3,6,0,0,0,0,0,78,0,3,0,0,0,0,0,0,0,9
1030,347,831,34,30,104,41,18,18,13,1428,2019,11924,234,158,356,106,87,79,140,15094,24411,52283,4262,2727,8593,4492,2433,2243,1536,102970,814,1813,116,101,276,160,96,78,74,3520,3078,7627,579,561,1022,383,275,245,144,13914,980,1472,166,192,340,100,62,41,59,3418,54229,127219,17412,12434,21623,14410,8930,10009,4223,270476,132,127,169,94,61,85,73,81,26,847,11147,11563,8440,4376,3944,3693,3346,2766,780,50054,12375,11591,11543,6438,5795,5058,4036,4001,1025,61863,26503,10520,99237,9874,11079,9835,19912,17702,3734,208411,992,703,995,801,755,790,1049,1088,111,7282,3132,2413,2577,1849,1798,2086,2596,2213,348,19017,1991,3163,1686,701,860,847,1132,1083,311,11775,2167,2476,2957,1092,1076,1175,2478,2514,2602,18541,144309,245723,150402,41420,57676,43260,46532,44157,15127,788609,276,1184,17,52,193,41,0,5,16,1782,1123,8864,139,169,427,77,9,29,86,10925,15081,53913,1474,4463,12787,4002,279,1098,1168,94267,545,1983,39,154,434,112,3,36,53,3370
1031,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,47,44,117,8,4,5,7,0,12,0,190,0,3,0,0,0,0,0,0,0,7,11,67,4,0,3,0,3,0,0,90,5,17,3,0,0,0,0,3,0,27,143,550,36,64,31,21,18,59,12,930,0,0,0,0,0,3,0,0,0,4,70,82,39,38,21,17,24,21,3,312,91,96,66,47,21,15,16,41,5,405,356,131,1438,131,126,126,313,345,45,3021,13,7,12,10,4,14,12,26,0,105,16,12,26,13,9,17,29,34,0,151,7,7,4,5,4,8,6,24,3,81,16,9,54,12,6,16,32,64,20,228,781,1140,1694,327,242,235,453,627,96,5593,0,7,0,0,0,0,0,0,0,7,0,20,0,0,0,0,0,0,0,25,26,168,3,7,14,6,0,6,0,223,0,7,0,0,0,0,0,0,0,7
1032,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,18,8,34,0,7,0,0,0,0,0,47,0,4,0,0,0,0,0,0,0,6,0,22,0,0,0,0,0,0,0,24,3,9,0,0,0,0,0,0,0,14,39,216,9,12,16,9,0,7,0,319,0,0,0,0,0,0,0,0,0,0,22,27,18,12,6,6,8,13,0,110,23,25,22,30,3,14,4,8,3,141,172,45,662,82,53,88,161,212,18,1494,3,6,6,7,4,24,9,22,0,85,11,4,21,15,7,12,17,22,3,121,8,13,0,3,0,3,3,3,0,31,14,3,8,15,5,10,33,34,13,137,306,420,750,183,98,173,242,320,42,2534,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,11,49,0,0,8,0,0,0,0,76,0,0,0,0,0,0,0,0,0,3
1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,46,3,3,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,40,0,3,0,0,0,0,0,0,0,4,41,161,11,20,3,4,3,14,0,257,0,0,0,0,0,0,0,0,0,0,25,22,8,13,4,5,3,3,0,83,21,16,15,23,3,9,0,9,0,100,153,36,548,42,26,73,88,104,17,1075,6,5,3,9,0,5,0,5,0,32,0,0,8,8,3,8,9,12,0,53,3,5,4,4,0,3,3,0,0,24,9,5,13,3,0,8,4,12,8,57,265,325,617,124,43,115,109,158,24,1787,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,13,48,0,0,3,0,0,0,0,62,0,0,0,0,0,0,0,0,0,5
