SUA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
1024,0,0,0,0,0,0,0,36,0,12,15,16,3,4,0,0,0,0,3,0,0,0,8,60,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,7,8,6,0,4,0,3,0,0,0,33,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13,28,0,0,5,3,4,0,6,0,0,0,0,0,0,0,0,29,0,16,10,8,0,0,0,0,0,0,0,0,0,0,3,36,0,55,36,11,12,4,7,0,0,0,0,0,0,0,3,127,3,3,17,53,116,60,65,21,4,3,5,3,14,0,41,408,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,14,0,0,0,0,26,49,34,18,3,13,4,10,13,7,18,188,0,4,0,4,8,3,0,0,0,0,0,0,0,0,3,26,0,0,0,4,0,0,5,3,0,0,0,0,0,0,4,19
1025,5,3,0,0,3,0,0,48,0,12,31,28,0,6,0,0,0,0,5,0,0,0,5,88,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,12,0,0,0,0,0,6,12,14,0,0,7,3,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,4,8,7,4,0,0,0,0,0,0,0,30,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,26,8,4,0,3,0,0,0,0,0,0,0,0,79,0,4,12,49,67,53,54,43,9,12,4,10,3,9,15,345,0,0,0,0,0,0,5,10,4,5,0,0,7,7,0,37,0,0,0,5,19,31,25,43,7,15,10,9,11,0,4,183,0,15,3,0,4,0,0,3,0,0,0,0,0,0,3,34,0,0,0,0,0,3,0,6,0,0,5,0,0,0,0,16
1026,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,6,12,13,15,8,7,3,0,0,0,0,0,67,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,7,3,16,9,11,10,10,4,5,4,75,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1027,8,11,3,3,6,3,3,137,0,19,23,19,3,0,0,4,0,3,0,0,0,0,7,76,0,0,0,3,0,3,8,9,0,3,0,0,3,0,3,34,0,0,0,0,0,0,8,15,3,0,0,3,0,5,0,39,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,3,15,5,7,3,3,0,0,0,0,0,0,44,0,25,17,4,0,0,0,0,0,0,0,0,0,0,3,47,0,85,39,14,19,10,8,4,0,0,0,0,0,0,7,174,3,16,39,105,175,99,130,56,8,11,20,4,4,6,23,697,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,5,0,0,3,3,23,30,31,31,13,5,8,19,5,0,8,181,0,4,4,3,4,3,3,4,0,0,0,0,0,0,0,31,0,4,3,0,3,0,0,6,0,0,0,0,0,0,0,22
1028,0,6,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,6,0,0,0,0,0,0,3,0,28,0,0,6,24,60,79,69,64,11,14,11,0,0,0,13,357,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,6,18,12,30,14,9,16,9,14,0,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1029,4,0,0,0,0,0,7,58,0,21,25,15,0,3,0,0,0,0,0,0,0,0,3,67,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,28,19,8,0,0,0,0,0,0,0,0,0,0,3,65,0,35,25,3,6,5,0,0,0,0,0,0,0,0,3,77,5,3,11,37,60,52,27,12,4,3,0,0,0,0,18,232,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,7,12,6,3,0,3,0,7,3,5,58,0,6,6,3,9,7,0,0,0,0,0,0,0,0,0,40,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,14
1030,1289,1209,923,702,632,353,465,18561,287,6673,13642,8918,1459,754,1033,1056,360,578,833,901,751,353,1825,39426,10,59,105,292,728,2140,3180,1650,436,511,537,600,723,574,640,12188,3,7,23,408,3551,8532,13508,9693,1655,1866,1950,1957,2206,1600,1962,48920,49,739,2485,12984,10723,11611,7730,3595,674,564,664,673,573,304,2321,55683,38,47,599,2091,4665,6568,4542,3273,663,764,902,970,1181,851,846,28006,35,3658,3990,2079,802,281,119,80,23,3,14,5,8,0,464,11548,22,1912,1803,747,607,403,794,620,169,150,169,236,235,169,308,8334,256,436,1618,5192,11398,13621,20987,10154,2594,2831,2582,2220,2132,1239,3209,80455,0,14,22,224,645,2281,4298,4082,1145,1831,1847,2192,2267,1291,544,22688,9,19,151,1704,7539,22960,14168,10874,2367,2593,2590,2577,2570,1667,1826,73599,60,882,753,497,3181,2249,1171,695,144,185,221,239,241,113,319,10943,36,54,294,826,1373,1787,2449,1623,330,343,403,533,545,399,308,11304
1031,3,3,3,0,0,0,3,42,0,6,9,10,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,14,0,0,0,0,0,4,6,9,5,3,0,6,52,47,37,159,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,5,3,3,5,10,0,0,4,3,3,0,0,41,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,25,9,4,0,0,0,0,0,0,0,0,0,0,0,43,0,3,10,36,68,42,33,26,11,17,7,7,0,3,13,281,0,0,0,0,0,0,7,14,0,0,5,0,0,0,0,31,0,0,0,0,9,27,19,90,11,50,56,55,45,14,15,395,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,16,0,0,0,3,4,0,9,14,0,0,3,4,10,3,0,46
1032,0,3,0,0,0,0,0,19,0,15,4,3,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,22,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,12,0,3,6,3,5,0,0,0,0,0,0,0,0,0,0,19,0,36,28,7,3,0,4,0,0,0,0,0,0,0,0,83,0,3,9,35,54,38,35,10,0,0,3,0,3,0,8,214,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,20,28,14,25,4,10,0,3,0,3,7,114,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
1033,0,0,0,0,0,0,0,27,0,18,41,7,4,0,0,0,0,0,0,0,0,0,10,78,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,15,14,3,3,0,0,0,0,0,0,0,0,0,0,36,3,15,13,3,5,5,0,3,0,0,0,0,0,0,0,48,4,0,3,42,52,18,20,8,7,0,0,0,3,0,8,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,14,5,0,3,0,3,0,3,0,46,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,7,18,3,0,0,0,0,74,0,14,15,4,0,0,0,0,0,0,0,0,0,3,3,46,0,4,0,0,0,0,9,0,4,0,0,0,0,0,0,19,0,0,0,0,5,7,9,18,3,6,0,3,12,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,9,9,15,16,8,5,4,3,6,4,3,6,99,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,42,27,10,4,0,7,0,0,0,0,0,0,0,0,96,3,3,24,48,64,51,73,37,15,13,7,15,9,6,13,376,0,0,0,0,3,3,13,19,8,9,3,8,11,0,4,92,0,0,0,0,12,25,27,53,22,40,53,86,59,17,12,400,0,4,0,0,4,3,0,3,0,5,0,0,0,0,3,26,0,0,0,0,4,0,4,7,0,0,6,0,0,0,0,29
1035,21,54,19,5,5,0,28,645,14,542,1461,647,71,36,36,24,4,19,16,10,17,7,182,3085,0,9,3,3,9,31,44,26,14,4,5,10,10,12,10,204,0,0,0,7,19,45,105,63,28,17,12,17,17,15,22,365,3,19,26,166,124,131,74,44,6,3,18,15,0,6,28,670,0,0,21,43,54,46,50,42,6,20,19,43,73,51,15,477,3,203,282,94,20,3,0,10,0,0,0,0,0,0,45,668,0,504,297,73,35,25,30,22,5,0,7,4,6,4,38,1053,13,26,84,318,583,503,614,331,94,82,84,51,33,23,132,2976,0,0,0,8,12,16,43,59,15,21,25,27,52,22,3,301,0,0,0,38,261,395,205,174,40,45,62,44,49,22,51,1381,0,61,47,34,161,82,30,15,0,5,0,3,6,0,13,469,0,3,7,21,19,10,24,32,0,3,4,7,14,8,9,164
