SUA_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
1000,67,61,40,11,28,31,60,1523,22,568,706,312,86,42,52,27,12,17,21,31,34,19,160,2126,3,31,9,9,21,66,126,83,20,24,17,11,37,10,43,504,0,0,0,5,33,43,82,74,8,18,15,22,57,21,45,427,3,16,36,99,69,66,43,28,3,7,4,3,3,6,41,434,9,22,91,155,120,79,62,75,13,7,3,13,40,14,74,795,3,284,240,97,40,18,12,12,0,0,0,0,0,0,40,745,5,1021,865,315,267,96,188,77,13,21,13,11,16,13,110,3027,61,130,473,1689,2696,1980,1685,853,208,222,150,108,128,84,755,11223,0,3,7,17,8,10,26,44,21,13,10,10,22,33,9,237,0,0,14,53,276,516,370,497,124,176,208,228,218,76,165,2912,0,74,79,24,131,48,32,9,7,9,0,11,3,3,32,473,10,12,39,89,42,40,35,20,11,4,6,4,3,0,20,332
1001,5,4,0,3,0,3,4,112,3,35,59,20,5,0,0,3,3,0,0,0,5,0,11,145,0,0,0,0,4,3,3,4,3,3,0,0,0,3,0,24,0,0,0,0,0,3,10,12,3,3,4,0,5,0,0,52,0,0,0,8,3,3,9,5,0,0,0,0,0,0,3,34,0,0,8,11,11,7,8,11,3,0,0,0,6,5,5,83,0,5,10,3,0,0,0,0,0,0,0,0,0,0,0,23,0,131,114,25,18,7,15,3,0,0,0,9,0,3,7,335,0,10,29,89,173,155,136,101,27,30,8,20,15,9,37,839,0,0,0,0,0,0,7,22,0,9,0,5,4,3,5,61,0,0,0,3,47,70,65,116,24,59,35,11,15,19,23,501,0,19,12,3,14,3,0,3,0,0,0,0,0,0,3,64,0,0,0,8,3,6,3,0,0,0,0,0,3,3,0,34
1002,0,0,0,0,0,0,0,25,0,8,3,4,0,3,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,3,13,6,0,0,0,0,0,0,3,28,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,12,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,5,4,0,0,3,0,3,10,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,18,3,4,0,5,3,0,0,0,0,0,0,3,52,0,3,10,29,40,35,45,31,14,8,12,5,3,7,13,253,0,0,0,0,0,0,8,9,0,0,0,3,9,3,0,32,0,0,0,0,4,18,15,19,0,7,11,17,32,16,6,148,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,4,4,0,0,0,0,0,0,3,18
1003,0,0,0,0,0,0,3,43,0,23,9,3,3,0,4,4,0,0,0,0,0,0,3,53,0,0,3,3,7,4,10,11,0,3,3,0,0,0,0,40,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,10,0,5,3,0,0,0,0,0,0,0,3,29,0,11,4,0,0,3,0,0,0,0,0,0,0,0,0,16,0,36,17,4,3,0,7,9,0,0,3,0,0,0,4,85,5,3,19,64,104,72,61,42,6,16,9,4,3,0,27,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,14,15,9,3,3,0,0,3,0,4,71,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,14
1004,0,3,0,0,0,0,0,37,0,12,25,16,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,8,3,4,0,0,0,0,0,0,0,0,0,0,18,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,37,27,10,7,0,0,0,0,0,0,0,0,0,3,84,0,3,17,44,50,49,31,17,0,0,0,3,3,0,7,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,5,5,5,4,7,0,3,3,60,0,7,6,8,4,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
1005,0,5,3,0,0,0,3,56,5,3,10,6,0,0,0,0,0,0,0,0,0,0,3,32,0,0,3,3,0,5,6,0,0,0,0,4,0,0,0,23,0,0,0,0,0,0,3,11,0,0,0,0,0,3,5,29,0,0,0,10,0,8,3,0,0,0,0,0,0,0,4,29,0,0,0,10,5,4,7,3,3,0,0,0,0,0,0,39,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,16,0,32,20,9,8,9,0,0,0,0,0,0,0,0,0,83,0,0,8,41,55,63,77,47,4,11,14,10,4,5,38,374,0,0,0,0,0,5,0,15,3,0,0,3,0,0,0,30,0,0,0,0,12,17,22,20,14,11,14,4,12,4,14,146,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,0,5,3,0,0,0,0,0,0,3,19
1006,0,7,0,0,0,0,6,95,3,35,36,33,13,0,3,8,0,0,0,0,0,0,11,142,0,0,0,7,3,0,5,3,0,0,0,0,3,3,0,29,0,0,0,0,5,7,9,5,0,0,3,0,0,0,3,24,0,0,0,15,0,3,3,0,0,0,0,0,0,3,0,23,0,0,3,7,4,4,3,3,0,0,0,0,0,0,3,35,0,20,14,8,0,0,0,0,0,0,0,0,0,0,0,49,0,63,42,17,13,4,3,3,0,3,0,0,0,0,5,149,8,18,51,78,153,107,59,31,10,4,8,6,8,4,20,565,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,16,19,12,23,3,0,4,14,7,5,7,117,0,14,8,5,19,6,0,0,0,0,0,0,0,0,0,57,0,3,3,4,3,3,3,3,0,0,0,4,3,0,0,35
1007,0,0,0,0,0,0,0,12,3,12,9,3,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,13,8,16,8,3,3,3,4,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,17,11,13,6,23,15,4,7,4,9,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,3,31,0,6,4,6,3,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,13,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,24,0,28,20,6,3,0,3,0,0,0,0,0,0,0,7,71,4,3,18,29,55,21,20,6,0,0,0,0,3,8,16,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,7,8,0,0,3,0,0,0,4,33,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1009,20,36,8,12,0,9,36,1029,17,210,294,183,30,16,14,20,6,6,7,3,0,0,44,850,0,3,3,8,22,48,94,37,5,7,5,5,10,0,11,271,0,0,0,3,42,101,174,150,23,8,17,13,22,7,5,560,0,13,22,59,25,23,17,11,0,0,0,0,0,0,10,182,5,6,32,60,70,69,46,34,11,11,7,8,17,6,24,413,4,252,210,91,18,8,3,3,0,0,0,0,0,0,24,614,8,338,263,124,66,36,45,33,4,3,3,12,0,0,38,981,31,58,179,664,1343,1069,1047,406,80,84,45,52,50,39,237,5373,0,0,3,3,7,15,18,26,5,5,3,6,19,13,8,128,0,0,12,59,227,489,302,246,38,69,86,65,59,24,65,1735,0,31,34,21,106,54,38,27,3,0,9,0,3,0,7,334,0,3,12,38,26,22,37,20,5,4,12,7,3,5,8,189
