SUA_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
1000,23449,447,58,19,6,4,10,4532,28519,14924,2589,1274,325,47,15,11,2391,21579,10321,4121,3918,1632,447,151,64,2278,22937,5669,4220,6795,3796,1296,412,216,2187,24583,3668,3199,8165,5511,2210,669,441,2166,26031,3547,3290,10147,7141,2824,933,629,2705,31220,4195,3551,10975,7550,3113,981,690,2964,34016,4704,3778,11727,8293,3579,1119,679,3258,37144,4672,3660,12308,9459,4163,1216,676,3440,39583,4157,3212,11725,9144,4107,1187,632,3395,37561,3198,2701,11416,8717,4101,1277,670,3231,35304,2201,1866,7650,6766,3513,1224,771,2552,26554,1474,993,4269,4685,3108,1264,1007,2143,18951,897,715,2392,2903,2187,1141,1042,1766,13038,1004,958,2624,2866,2173,1088,1233,2551,14500,88078,39304,105461,78796,36877,12679,8779,41546,411518
1001,2452,42,7,0,0,0,0,325,2824,2275,291,125,35,0,0,4,274,3004,1595,589,436,142,39,10,3,231,3052,832,624,865,345,90,27,16,218,3028,483,409,942,509,195,50,48,187,2809,336,335,1009,620,220,70,49,167,2813,380,330,1044,666,226,62,51,187,2938,304,294,1051,681,235,71,42,167,2836,314,259,1000,769,302,100,35,205,2982,242,245,895,725,286,82,42,206,2712,188,190,828,637,281,86,45,157,2413,170,130,533,528,229,79,74,152,1888,101,75,307,344,260,106,100,178,1474,66,71,198,244,193,94,108,151,1121,94,99,280,256,185,94,118,182,1311,9825,3981,9516,6505,2741,932,729,2992,37215
1002,993,10,0,0,0,0,0,129,1132,1037,59,33,10,0,0,0,159,1300,434,130,98,38,18,8,0,77,798,230,152,146,76,19,9,4,52,693,115,106,172,107,36,9,18,44,603,101,82,202,148,54,21,17,45,673,93,79,221,154,57,25,21,56,703,94,61,233,175,75,30,12,66,746,102,83,252,180,73,21,7,60,775,84,54,198,157,66,21,5,34,620,58,53,192,132,55,12,9,35,549,51,46,143,121,56,25,12,49,495,34,20,85,114,55,25,32,41,410,23,18,42,77,50,30,29,32,300,21,39,64,72,59,27,39,45,351,3460,986,2071,1561,665,258,220,927,10141
1003,528,3,0,0,0,0,0,55,595,373,47,21,3,3,0,0,41,481,285,104,45,21,3,0,0,34,492,241,129,163,70,13,3,0,42,658,118,133,223,82,20,7,3,42,624,119,112,331,158,48,8,11,46,824,117,103,313,175,61,19,10,58,849,127,120,322,211,60,17,10,69,930,134,95,353,229,96,25,5,68,1009,118,99,356,247,103,9,9,66,1006,100,89,354,241,100,20,9,77,992,58,61,261,163,98,27,19,69,758,44,33,163,183,99,38,9,89,657,32,37,107,122,71,22,43,77,516,55,55,152,148,86,31,40,215,779,2458,1204,3157,2053,861,225,167,1039,11165
1004,314,9,0,0,0,0,0,44,371,183,47,20,12,0,0,0,21,279,125,53,53,27,12,3,0,23,295,77,55,94,51,22,8,0,20,318,60,43,114,67,25,18,8,19,347,66,57,135,86,41,16,12,45,460,70,47,146,89,37,14,8,17,431,87,60,173,95,41,14,7,41,512,78,51,238,159,58,25,13,41,664,86,76,253,188,59,11,3,59,742,84,74,302,183,74,20,8,76,819,74,46,223,160,69,19,9,63,664,32,26,112,128,64,29,11,63,469,22,22,68,70,44,22,10,47,310,19,20,90,74,44,21,13,105,384,1381,681,2021,1372,596,204,117,688,7065
1005,1032,17,0,0,0,0,0,171,1226,1030,126,73,17,0,4,0,159,1405,567,229,193,65,21,6,9,73,1167,275,195,293,139,53,10,11,58,1048,156,128,357,204,71,15,15,56,1002,118,133,384,248,93,36,24,48,1070,136,121,394,252,99,25,26,63,1116,130,125,349,232,100,32,23,61,1057,117,110,351,267,113,34,17,66,1080,94,84,327,218,96,29,17,70,947,80,80,312,217,92,27,19,75,899,65,53,195,178,85,31,18,43,667,47,43,124,121,80,45,35,52,543,49,29,95,112,72,25,35,69,477,43,37,120,89,74,32,38,123,561,3928,1506,3566,2365,1060,359,285,1210,14279
1006,1174,14,3,0,0,0,0,127,1320,570,83,31,4,0,0,0,58,744,425,170,114,55,8,3,3,52,815,212,189,228,98,34,8,4,59,835,163,131,350,167,48,23,12,58,960,145,135,418,273,92,31,15,82,1186,161,160,451,314,107,35,21,88,1330,179,160,465,266,114,18,13,70,1297,200,145,433,325,119,33,13,83,1353,186,145,454,307,123,28,10,91,1331,245,163,533,317,135,27,21,96,1532,197,118,431,324,121,42,27,107,1362,118,66,256,249,137,49,42,87,999,73,51,161,163,103,35,31,75,689,78,53,187,157,81,42,36,125,759,4117,1772,4515,3014,1229,368,234,1258,16515
1007,384,6,3,0,0,0,0,44,437,311,71,36,7,3,0,0,51,486,255,107,93,44,6,3,5,53,571,129,91,148,70,30,6,6,41,525,75,71,128,71,46,17,12,30,442,66,59,167,102,55,7,13,39,504,71,73,171,130,42,11,7,44,550,88,61,223,132,52,14,12,36,620,74,68,280,152,75,15,4,46,717,42,62,226,149,59,11,6,62,622,37,37,223,134,61,18,8,47,571,31,31,167,113,43,17,13,45,466,15,9,96,113,56,37,10,52,391,15,19,62,64,54,27,24,56,326,12,18,61,64,52,22,17,146,398,1606,794,2098,1345,637,220,132,802,7629
1008,335,3,0,0,0,0,0,45,382,153,20,15,4,0,0,0,16,202,107,58,40,18,3,3,0,18,254,56,54,73,64,15,0,0,11,277,42,38,121,53,31,7,7,19,317,47,58,153,116,39,16,3,23,455,46,66,193,111,47,9,5,37,522,86,74,240,138,48,14,7,34,645,102,73,241,172,57,10,5,41,711,78,82,271,199,52,13,3,44,742,87,66,342,226,56,15,8,57,862,70,52,259,172,83,26,16,66,749,47,40,143,165,78,36,14,52,566,39,24,86,88,63,35,17,35,394,28,21,71,71,57,17,19,74,358,1306,751,2250,1597,633,197,101,569,7412
1009,8437,97,20,7,0,0,0,954,9515,6756,826,350,62,11,0,3,707,8713,4587,1639,1272,394,85,18,13,516,8524,2492,1994,2615,1113,318,88,47,476,9142,1359,1412,3425,1793,585,172,94,476,9326,1299,1378,3980,2196,781,245,132,543,10546,1298,1411,4077,2364,852,231,161,571,10971,1295,1315,3961,2480,878,262,137,586,10911,1242,1308,4111,2609,945,269,150,640,11274,1104,1091,3877,2524,897,233,122,594,10435,975,1018,3836,2559,903,270,125,710,10401,779,750,2903,2210,899,266,130,621,8548,531,486,1892,1676,867,304,223,639,6629,467,327,1224,1246,764,290,248,643,5199,503,532,1446,1230,745,318,320,1264,6360,33113,15572,38990,24455,9532,2985,1902,9936,136480
