SUA_CODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
1000,449,201,2875,2784,10998,1609,18908,112,52,405,495,4341,214,5618,171,69,920,966,8339,612,11076,90,24,282,468,2340,117,3324,106,64,820,1193,18669,900,21753,70,23,381,399,2344,188,3403,147,52,770,689,4823,447,6927,100,47,590,734,3259,423,5152,56,48,361,581,4564,480,6085,54,20,238,198,557,63,1135,127,54,484,392,332,45,1437,32,26,230,325,887,104,1596,781,297,2709,969,1418,207,6381,64,34,279,384,1952,231,2946,748,431,2288,2697,5159,441,11757,1008,679,3310,798,1250,190,7242,779,287,2350,1331,2114,260,7130,86,38,378,267,978,103,1839,116,49,398,315,5885,194,6958,142,55,508,474,3686,1085,5948,5232,2541,20566,16459,83899,7916,136611,261,312,2306,1995,2878,838,8591,36,8,149,135,331,35,694,76,69,691,606,1526,288,3255,32,19,138,117,207,23,534,55,39,399,578,1182,177,2439,34,36,282,304,730,102,1491,145,111,1319,1584,4900,856,8926,108,87,1040,1404
1001,5,13,45,26,112,10,213,0,0,4,3,38,0,53,45,31,229,260,1398,60,2022,5,0,13,36,128,6,191,5,9,86,130,1989,52,2271,7,3,48,55,271,15,402,23,4,119,142,580,29,902,6,5,70,92,346,19,539,11,0,66,136,467,51,724,3,9,39,31,75,10,160,13,19,55,86,27,6,211,3,5,17,30,77,6,141,63,43,295,122,165,19,705,11,3,37,47,232,16,350,86,53,319,393,624,36,1513,138,113,353,94,130,15,840,136,57,349,164,227,29,959,7,3,21,14,59,3,96,17,3,38,46,519,20,647,11,5,54,42,353,90,564,597,380,2257,1949,7826,494,13501,5,3,25,19,32,5,82,0,0,0,0,7,0,7,27,9,114,88,188,13,436,0,0,9,6,9,0,29,5,6,46,66,141,21,287,3,3,13,21,66,3,113,13,15,153,230,629,69,1109,15,10,104,142
1002,38,3,54,32,68,13,208,3,0,0,0,7,0,18,8,0,8,6,77,4,103,7,0,3,3,27,0,40,5,0,13,12,333,7,371,3,3,17,7,30,3,61,15,0,39,13,141,3,217,7,0,28,25,99,11,172,3,0,12,15,44,7,83,3,0,9,10,12,0,41,10,3,38,20,13,3,86,0,0,10,6,12,0,30,48,25,105,21,37,8,238,7,0,19,11,49,3,84,35,13,65,41,89,16,257,308,50,207,41,89,9,708,52,14,107,35,69,16,287,0,0,11,5,15,3,33,3,3,19,6,91,3,127,6,3,19,10,53,18,102,575,120,768,329,1357,120,3271,18,8,26,17,18,5,93,0,0,0,3,0,0,4,0,0,3,4,11,4,21,0,0,0,0,0,0,3,0,0,10,5,16,0,35,0,3,9,6,10,0,17,6,7,54,42,110,16,232,7,6,40,24
1003,7,3,16,8,37,0,74,0,0,4,7,20,3,37,3,0,21,20,146,6,205,0,0,8,6,36,3,49,8,3,41,42,534,27,652,5,0,4,8,34,3,56,5,4,34,19,137,12,215,8,4,35,41,125,9,226,3,0,14,18,70,15,121,0,0,4,9,21,0,40,6,3,23,19,12,3,67,0,3,17,16,38,7,70,26,10,136,34,44,7,251,3,0,7,24,58,7,91,27,14,88,58,95,7,291,58,35,154,25,35,3,307,61,18,128,46,96,14,366,3,0,10,9,24,0,45,3,0,13,11,96,4,129,0,3,13,16,77,17,128,232,109,776,431,1736,154,3430,4,0,7,8,10,3,26,0,0,0,0,0,0,4,0,0,18,14,30,3,72,0,0,3,0,3,0,9,0,0,5,7,33,3,53,0,0,4,6,13,3,32,6,4,55,73,127,26,282,0,7,55,50
1004,0,0,6,4,23,0,34,0,0,0,0,4,0,5,0,0,0,7,84,5,98,0,0,3,6,19,4,35,0,0,7,9,332,14,357,0,0,4,5,29,0,33,4,0,16,13,116,15,159,4,0,8,12,77,13,126,0,0,4,0,55,3,56,0,3,3,3,12,0,20,0,0,0,7,4,0,19,0,0,7,3,18,0,29,7,3,26,22,18,4,78,0,0,10,6,36,3,60,6,10,27,33,79,8,162,12,15,42,15,12,5,97,12,7,37,13,49,3,122,0,0,8,4,13,3,24,6,0,6,4,85,4,100,3,0,9,7,50,16,83,59,46,218,188,1104,102,1713,0,0,3,0,6,0,12,0,0,0,0,0,0,0,0,0,6,5,9,0,22,0,0,0,0,0,0,0,0,0,3,10,13,3,31,0,0,5,0,4,0,15,0,5,29,32,103,15,188,3,0,18,32
1005,3,7,30,23,63,4,130,0,0,17,13,113,7,154,16,9,68,60,470,21,646,8,0,15,19,61,3,110,4,0,38,44,670,19,786,0,3,4,14,70,11,101,8,3,52,42,217,12,332,4,0,32,25,131,9,198,5,0,4,20,172,9,217,8,4,15,15,49,0,89,3,3,24,14,12,4,61,0,0,11,11,32,3,61,21,14,104,42,56,3,247,3,4,7,16,62,3,95,29,31,130,119,281,20,607,99,45,214,38,76,5,479,53,17,112,66,101,11,350,0,0,9,7,22,0,45,10,0,21,14,190,8,240,8,0,14,17,117,26,174,273,136,949,629,2975,179,5139,0,7,10,9,22,0,49,0,0,0,0,4,0,6,7,0,44,34,74,13,171,0,0,14,10,10,0,43,3,0,24,27,51,8,106,0,0,0,8,17,3,32,4,3,69,66,229,34,402,8,3,52,57
1006,9,0,24,26,68,8,130,6,0,16,14,89,4,126,30,0,105,58,391,18,605,3,0,5,7,71,0,86,11,3,54,62,822,36,989,11,0,27,34,74,9,150,19,3,60,34,194,14,323,13,3,58,53,138,11,273,9,5,39,59,196,9,324,3,3,28,9,15,7,64,23,7,53,46,29,0,150,4,3,27,20,49,6,111,66,22,208,66,71,20,445,3,0,23,30,104,14,176,34,17,77,78,110,11,325,99,46,144,33,58,13,400,66,22,137,51,69,14,354,7,8,27,15,26,0,74,9,4,21,18,219,7,277,12,3,37,34,165,32,289,444,157,1150,738,2960,224,5671,3,0,7,9,23,5,57,0,0,6,5,4,0,18,13,8,34,46,73,12,182,3,0,3,5,5,0,14,4,6,23,25,70,9,135,8,0,22,20,45,9,96,10,4,73,79,205,27,405,11,5,71,84
1007,0,0,0,3,21,3,32,5,4,35,33,328,20,417,0,0,4,4,71,7,85,3,5,0,13,75,0,91,0,0,3,8,180,10,194,0,0,0,3,60,3,64,3,3,16,11,94,12,132,0,0,5,13,70,7,95,0,0,0,11,60,12,82,0,0,4,4,20,0,31,0,3,3,7,8,0,18,0,0,0,6,11,0,20,3,0,10,10,20,3,49,0,0,0,3,28,9,35,6,8,21,40,108,5,199,10,12,67,15,26,0,133,17,16,62,28,82,4,200,0,0,0,0,16,0,20,0,0,4,3,101,0,107,0,0,0,0,53,13,73,51,57,241,216,1409,107,2083,3,0,3,0,0,0,11,3,0,13,8,22,3,45,0,0,0,6,9,0,15,0,0,0,0,14,0,18,0,0,0,3,11,0,15,0,0,0,0,8,0,10,6,0,11,23,90,14,141,3,0,10,19
1008,3,0,8,6,45,3,72,0,0,0,3,16,0,20,0,0,6,15,91,3,109,3,0,7,20,30,0,60,0,0,15,22,382,8,438,0,0,0,4,43,0,49,3,0,13,7,100,10,129,0,0,5,13,63,3,88,0,0,3,16,61,6,91,0,0,0,4,4,0,9,0,0,8,3,3,0,21,0,0,3,4,16,0,25,10,0,32,11,21,3,80,0,0,3,12,51,3,70,7,3,25,28,59,9,125,18,16,81,21,27,0,159,11,3,39,22,60,6,144,0,0,0,3,14,3,22,0,0,4,10,74,0,90,0,0,3,0,64,9,72,58,27,256,219,1219,78,1861,0,0,3,3,7,0,10,0,0,0,0,0,0,0,0,0,3,5,17,3,27,0,3,3,6,13,0,24,0,0,9,8,21,0,39,0,0,4,0,3,0,7,0,0,16,30,100,9,158,0,0,11,17
1009,10,0,33,33,157,17,247,13,5,48,61,331,12,474,102,27,395,475,2686,152,3846,30,7,89,172,638,22,964,61,24,382,628,7807,340,9242,50,12,194,198,648,48,1163,70,23,420,411,1830,139,2891,42,0,230,301,1097,93,1761,37,21,181,319,1375,132,2062,51,27,262,270,503,51,1158,106,45,423,434,462,45,1515,27,10,100,176,431,37,779,364,89,1268,649,745,101,3218,30,15,158,219,789,79,1286,179,129,748,937,1561,122,3675,454,216,1199,264,379,56,2564,445,138,1258,565,1039,119,3553,31,13,134,112,301,26,611,63,22,157,178,1813,52,2276,60,14,231,220,1212,293,2034,2230,839,7910,6616,25812,1931,45332,0,0,28,20,58,12,126,4,3,11,12,23,0,50,47,22,270,291,505,63,1193,9,0,23,32,57,8,135,9,11,132,241,466,61,922,35,11,135,175,268,34,655,67,22,543,714,1907,268,3515,33,9,321,506
