SUA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
1000,..,940,82,1027,18,1045,..,156,12,162,3,163,..,442,26,463,10,468,..,700,112,817,13,834,..,178,3,178,3,180,..,198,12,217,7,218,..,338,34,375,3,379,..,2014,199,2212,38,2247,..,2907,254,3152,56,3212,..,530,74,601,9,612,..,221,122,345,0,341,..,219,16,240,7,244,..,458,14,473,11,476,..,74,17,88,0,88,..,388,25,418,4,420,..,319,25,341,0,341,..,159,9,168,6,172,..,354,46,400,3,405,..,650,19,669,13,682,..,280,19,299,0,298,..,976,30,1005,14,1025,..,220,3,224,3,228,..,2125,76,2196,34,2233,..,1438,129,1572,14,1586,..,183,26,212,0,212,..,658,150,807,15,822,..,146,17,162,3,168,..,450,140,586,8,597,..,4875,759,5637,195,5830,..,28543,3556,32098,624,32723,..,2684,163,2841,86344,89182,883175,31221,3719,34941,86961,1005080
1001,..,160,19,174,3,179,..,102,12,111,0,108,..,206,8,218,0,215,..,335,49,389,8,392,..,114,9,125,0,126,..,61,17,75,0,71,..,536,334,872,8,880,..,1351,423,1777,19,1793,..,196,22,220,8,225,..,44,5,51,0,51,..,39,11,44,0,44,..,12,0,12,0,12,..,6,0,6,0,6,..,39,7,46,0,46,..,43,7,49,0,49,..,36,4,38,0,38,..,3,0,3,0,3,..,93,10,104,0,106,..,152,4,152,0,156,..,25,0,25,0,25,..,211,8,221,0,222,..,49,0,48,0,48,..,441,14,453,0,452,..,114,11,122,0,118,..,49,0,49,0,53,..,87,18,100,0,101,..,3,0,3,0,4,..,38,13,54,5,54,..,897,219,1114,24,1141,..,4772,939,5709,87,5792,..,192,18,212,5621,5838,77380,4960,963,5924,5708,89007
1002,..,33,5,36,0,36,..,53,5,66,0,66,..,46,0,46,0,46,..,48,0,48,0,48,..,41,3,44,0,44,..,25,0,25,0,25,..,169,9,181,0,182,..,381,17,404,0,401,..,24,0,22,0,22,..,36,3,36,0,35,..,12,3,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,44,5,43,0,43,..,10,0,14,0,14,..,14,0,14,0,14,..,0,0,0,0,0,..,9,0,9,0,9,..,45,0,45,4,47,..,27,0,29,0,29,..,57,3,64,3,66,..,18,0,18,0,18,..,145,4,155,8,154,..,58,7,59,0,59,..,20,0,20,0,20,..,31,5,36,0,36,..,3,0,3,0,3,..,46,14,63,0,63,..,323,47,364,8,376,..,1875,305,2175,24,2200,..,55,4,63,1645,1707,19446,1932,303,2234,1667,23352
1003,..,22,0,22,0,22,..,3,0,3,0,3,..,24,0,24,0,24,..,36,3,36,0,42,..,3,0,3,0,3,..,0,0,0,0,0,..,17,0,17,0,17,..,84,3,88,0,85,..,67,3,70,3,78,..,45,5,47,4,54,..,13,3,11,0,11,..,0,0,0,0,0,..,3,0,3,0,3,..,14,3,16,0,16,..,5,0,5,0,5,..,8,0,8,0,8,..,6,0,6,0,6,..,0,0,0,0,0,..,16,0,16,0,16,..,16,0,12,0,12,..,9,0,9,0,12,..,4,0,4,0,4,..,39,0,43,0,47,..,32,0,38,0,38,..,0,0,0,0,0,..,41,5,46,0,45,..,17,0,17,0,17,..,20,5,23,0,23,..,152,15,169,5,174,..,848,77,924,18,943,..,63,0,62,1823,1888,22021,911,80,988,1845,24852
1004,..,52,9,56,0,56,..,11,0,11,0,11,..,3,0,3,0,3,..,11,0,11,0,11,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,40,3,44,0,44,..,66,11,72,0,72,..,4,0,4,0,4,..,0,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,3,0,3,..,14,0,14,0,14,..,10,4,12,0,12,..,5,0,5,0,5,..,7,4,13,0,13,..,13,0,13,0,13,..,11,3,8,0,8,..,11,0,11,0,11,..,5,0,5,0,5,..,41,3,43,0,43,..,34,3,37,4,42,..,0,0,0,0,0,..,9,3,12,0,12,..,4,0,4,0,4,..,21,6,23,0,23,..,100,12,114,5,113,..,657,88,745,14,755,..,45,0,44,1130,1181,14111,706,86,795,1140,16044
1005,..,21,0,21,0,21,..,39,3,45,0,45,..,49,0,47,0,47,..,54,12,63,0,63,..,18,0,18,0,18,..,21,0,21,0,26,..,61,0,65,0,65,..,243,17,265,0,267,..,41,8,42,0,48,..,29,3,34,0,32,..,14,5,18,0,18,..,3,0,3,0,3,..,9,0,9,0,9,..,25,3,31,0,31,..,9,0,9,0,9,..,12,0,13,0,13,..,3,0,3,0,3,..,19,3,23,0,23,..,43,0,43,0,46,..,3,0,3,0,3,..,59,0,59,0,60,..,11,0,11,0,11,..,111,0,111,4,118,..,43,0,47,0,52,..,24,4,29,0,29,..,34,14,47,0,47,..,4,0,4,0,4,..,41,14,53,0,53,..,246,55,304,5,307,..,1360,199,1559,24,1581,..,72,0,73,2826,2906,30531,1439,197,1635,2849,35020
1006,..,136,10,146,0,152,..,17,0,17,0,17,..,51,0,50,0,53,..,35,3,38,0,41,..,3,0,3,0,3,..,0,0,0,0,0,..,160,7,166,0,166,..,263,13,279,3,281,..,200,18,217,6,227,..,32,7,32,0,37,..,18,3,23,0,25,..,42,5,45,0,45,..,16,0,16,0,16,..,14,0,14,0,17,..,31,10,41,0,44,..,8,0,8,0,8,..,18,0,13,0,13,..,24,6,31,3,34,..,15,0,15,0,15,..,21,0,22,0,22,..,53,0,53,0,53,..,15,0,15,0,19,..,106,0,104,0,104,..,99,6,105,0,105,..,3,0,3,0,3,..,45,10,55,0,55,..,15,4,20,0,20,..,44,13,62,0,62,..,269,38,311,18,328,..,2021,290,2310,45,2355,..,81,4,83,2138,2227,33194,2104,298,2398,2180,37777
1007,..,12,6,15,0,15,..,5,0,7,0,7,..,11,0,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3,0,3,..,13,4,13,0,13,..,44,3,50,0,50,..,40,6,39,0,45,..,8,4,13,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,19,0,19,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,36,3,35,0,37,..,0,0,0,0,0,..,34,0,30,0,34,..,10,0,10,0,10,..,79,5,84,0,83,..,7,0,7,0,7,..,6,0,6,0,6,..,7,0,12,0,12,..,0,0,0,0,0,..,6,3,12,0,12,..,66,18,81,0,83,..,386,46,433,11,443,..,46,4,48,1508,1561,15703,433,50,481,1520,17708
1008,..,13,0,13,0,19,..,0,0,0,0,0,..,6,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,17,0,19,0,19,..,17,0,17,0,17,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,5,0,5,..,11,0,11,0,11,..,11,0,11,0,6,..,0,0,0,0,0,..,23,0,22,0,19,..,14,0,15,0,15,..,3,0,3,0,3,..,7,0,7,0,7,..,3,0,3,0,3,..,3,0,3,0,3,..,45,3,50,5,56,..,259,31,286,9,301,..,40,0,39,944,983,15462,301,26,327,954,16746
1009,..,556,73,628,14,643,..,72,0,77,0,77,..,333,18,355,0,354,..,211,29,235,3,235,..,71,0,71,0,71,..,124,5,130,0,130,..,229,23,251,5,254,..,1035,81,1117,4,1123,..,981,100,1080,10,1092,..,370,45,413,0,417,..,430,181,614,8,621,..,33,4,38,0,38,..,357,8,368,6,372,..,98,17,111,3,113,..,271,21,296,8,300,..,441,63,503,3,508,..,113,15,129,0,129,..,169,20,186,5,187,..,378,16,392,6,401,..,246,20,262,0,266,..,637,19,658,11,665,..,114,11,127,3,132,..,1372,62,1436,20,1461,..,1353,134,1483,21,1505,..,118,12,129,0,129,..,440,98,536,5,540,..,93,15,112,0,112,..,263,80,342,0,348,..,2981,485,3468,81,3548,..,16146,2323,18464,241,18711,..,938,88,1025,16976,18004,282962,17088,2406,19493,17225,319676
