SUA_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
1020,76,7,121,0,0,0,0,14,0,18,0,0,4,4,8,0,17,0,0,3,0,18,5,28,0,0,3,5,14,0,25,3,3,40,17,24,8,96,0,0,6,6,23,5,44,7,3,34,15,26,4,89,21,29,130,36,46,3,269,18,8,110,83,118,18,362,0,0,3,4,12,0,19,0,0,6,21,61,4,96,0,0,9,6,5,10,28,64,57,420,282,597,93,1518,0,0,14,11,40,14,83,12,13,87,72,418,24,630,5,0,31,17,72,11,131,0,0,0,3,18,0,26,3,0,7,12,239,7,274,0,0,7,8,42,8,61,4,0,22,37,156,29,245,4,3,22,30,116,13,185,0,0,4,4,48,7,65,0,0,7,11,14,0,31,0,0,3,3,18,5,34,0,0,3,12,24,3,50,14,12,67,31,31,8,160,0,0,10,10,31,9,59,6,13,54,48,60,3,187,27
1021,38,12,63,0,0,0,4,7,0,20,0,0,0,3,7,0,15,0,0,3,7,18,3,31,0,0,0,4,14,0,21,5,3,6,3,25,4,48,0,0,4,3,17,7,34,3,5,28,17,37,4,92,16,11,100,28,46,0,201,11,14,88,65,123,16,308,0,0,0,0,4,0,5,0,0,0,19,34,0,57,0,0,6,3,14,5,24,40,37,288,230,586,63,1240,0,0,4,13,29,0,47,18,12,70,63,549,22,732,0,0,18,8,93,0,121,5,0,19,49,108,4,188,0,0,3,3,116,8,129,0,0,4,9,77,0,96,5,0,11,28,111,12,169,0,3,0,19,66,11,100,0,0,3,15,44,3,68,0,0,0,3,16,0,24,0,0,4,11,22,3,37,0,0,3,8,28,0,32,3,7,18,6,49,3,93,0,0,3,8,52,8,73,14,6,48,31,69,7,174,29
1022,183,24,298,3,0,15,20,32,4,77,0,0,0,6,8,0,21,3,3,7,25,40,0,81,0,0,16,28,51,6,102,6,8,52,51,55,8,180,0,3,19,23,44,6,105,23,15,69,45,61,6,211,70,45,224,87,81,3,501,39,31,249,210,316,31,879,0,0,7,17,18,3,46,3,4,11,46,96,3,166,5,3,15,11,32,15,82,179,115,818,713,1248,148,3224,0,0,15,5,40,3,70,4,3,10,11,64,0,86,12,3,54,61,227,13,373,3,3,14,15,23,3,60,9,3,33,44,626,22,738,5,0,17,26,52,0,94,13,3,82,75,267,29,466,8,0,64,90,346,37,552,10,0,34,48,171,15,273,3,0,5,11,25,0,50,8,4,17,55,53,3,142,0,0,23,43,98,12,173,44,18,159,102,115,7,444,3,4,29,38,135,12,218,71,25,158,175,244,15,691,93
1023,1782,211,3282,30,31,167,174,411,48,859,29,10,159,89,153,18,452,100,67,588,700,1080,97,2628,32,19,136,256,516,58,1021,337,212,1674,747,1061,128,4161,51,25,388,463,1023,122,2078,394,268,1607,999,1201,118,4589,1653,897,5058,1509,1722,197,11039,1571,937,7562,4221,6447,775,21518,33,17,187,120,288,41,681,68,29,322,524,1804,87,2828,58,31,289,242,468,273,1353,4788,2736,20585,12600,22575,2668,65955,20,9,89,84,323,38,575,183,72,615,661,4019,120,5677,309,91,1240,1180,5282,248,8358,153,52,414,462,1138,52,2268,158,65,1104,1099,9428,351,12191,90,35,405,415,1463,61,2467,315,73,1421,1404,4960,427,8603,128,36,942,1016,3385,343,5851,117,78,565,730,2747,217,4452,73,21,383,232,499,34,1239,226,119,1187,1177,1490,135,4335,71,25,306,450,1069,107,2031,1013,431,4261,1567,2080,233,9586,100,54,614,709,2178,190,3841,838,499,2946,2320,3472,244,10325,2753
1024,165,24,295,0,0,11,4,29,3,47,3,0,3,8,8,3,20,0,0,9,16,36,8,76,0,0,3,17,33,9,61,13,15,74,45,82,11,238,4,0,27,31,75,15,151,25,30,106,94,144,9,411,61,84,213,104,134,20,617,67,65,385,311,597,69,1494,4,0,10,12,24,3,52,3,0,14,33,128,9,186,3,3,7,11,35,29,89,200,220,989,882,1845,269,4400,3,3,20,23,72,7,118,0,0,4,10,36,0,49,6,0,57,61,371,15,515,0,0,7,19,68,4,103,6,5,30,63,644,26,769,0,0,7,17,53,3,89,12,12,90,110,436,48,707,14,6,62,92,307,45,526,0,4,23,39,173,25,255,5,0,10,18,18,3,57,4,0,19,32,53,8,118,0,0,12,22,62,9,109,29,28,148,101,131,18,445,8,5,33,38,179,19,276,71,47,248,382,645,30,1432,88
1025,135,17,256,0,0,10,11,39,6,64,3,4,23,11,15,3,56,10,3,36,25,47,4,122,0,0,8,17,44,11,78,25,15,117,39,71,11,277,0,0,24,31,55,16,128,42,40,174,139,170,13,587,112,88,489,143,172,12,1010,157,106,712,413,573,75,2038,0,0,12,4,19,7,45,3,4,20,42,140,7,216,3,0,20,13,49,21,105,390,284,1848,1094,1959,259,5836,11,4,39,30,66,23,177,34,17,123,64,387,16,632,14,7,87,88,372,21,592,0,0,15,19,61,3,100,3,3,55,73,728,27,892,3,0,24,18,121,11,180,18,10,115,107,516,50,820,22,5,77,87,263,31,485,4,3,22,41,214,17,302,6,4,38,22,42,5,122,12,11,65,52,65,6,215,7,4,21,29,69,12,142,63,28,253,81,127,18,559,3,0,49,47,131,17,255,100,67,311,242,307,28,1058,189
1026,54,9,95,0,0,0,4,20,0,24,0,0,3,3,3,0,13,0,0,0,3,11,4,19,0,0,0,4,12,0,16,0,4,15,7,25,3,53,0,0,0,9,18,6,36,3,3,40,39,42,6,132,15,18,123,32,63,5,251,16,16,72,70,155,23,355,0,0,0,0,4,5,14,0,0,3,12,45,3,65,0,0,5,0,10,14,33,44,44,319,218,593,92,1323,0,0,14,11,45,9,80,16,6,59,29,177,9,298,0,0,5,6,87,0,104,5,0,5,0,28,0,41,0,0,11,14,152,11,183,0,0,4,4,46,0,57,3,0,18,19,152,24,214,0,0,17,13,89,16,139,0,0,5,9,117,7,141,0,0,3,3,12,0,20,0,0,4,7,16,4,36,0,0,0,4,13,0,26,0,5,30,12,39,5,94,0,0,8,6,39,7,63,10,7,74,78,100,8,283,17
1027,223,38,403,0,3,3,14,23,3,46,3,0,15,8,20,3,46,7,7,15,33,74,8,137,0,4,12,24,57,20,122,18,11,109,73,90,9,318,0,3,37,48,98,5,190,24,24,104,114,121,5,392,118,102,457,170,183,19,1042,140,75,679,482,618,65,2058,4,0,10,11,21,3,51,4,0,24,64,170,13,273,6,3,16,23,37,18,106,350,260,1678,1374,2219,265,6135,6,0,22,5,20,6,62,3,0,3,3,23,0,37,14,4,49,44,226,14,343,40,16,123,133,201,9,525,10,9,115,101,973,43,1242,4,0,20,38,107,3,168,15,14,118,176,621,50,989,14,8,69,141,468,57,763,0,4,25,39,166,21,265,9,0,27,20,39,9,109,13,9,45,95,94,11,269,3,4,30,51,132,26,250,52,29,270,133,150,17,654,9,8,54,77,212,13,370,45,33,215,209,286,15,810,189
1028,91,15,140,0,0,10,0,18,0,32,0,0,3,3,5,0,12,3,0,4,0,21,0,30,0,0,7,5,27,3,44,3,5,23,14,28,6,78,0,0,13,10,58,3,85,3,0,25,30,37,3,99,25,37,133,51,61,6,310,19,11,106,91,199,17,440,0,0,0,4,11,3,26,0,4,6,12,58,3,83,0,0,6,7,14,8,38,82,75,443,336,918,98,1945,0,0,3,0,21,3,34,48,15,218,144,892,25,1340,0,3,11,28,146,7,191,10,4,18,44,107,3,184,0,3,17,30,220,13,279,3,0,8,13,81,3,100,0,6,18,26,162,19,234,0,0,26,19,133,14,196,0,3,13,12,73,10,102,0,0,3,3,3,0,13,3,3,8,6,21,0,39,0,0,7,10,46,3,70,3,12,40,29,56,7,150,3,0,10,20,109,10,159,13,5,57,69,177,10,334,38
1029,68,11,117,0,0,3,3,14,0,20,0,0,3,3,3,0,8,0,0,3,7,10,0,28,0,0,3,13,22,4,46,3,6,20,26,27,4,92,3,0,9,8,41,6,66,10,16,54,47,65,3,204,40,28,135,59,63,4,322,21,30,154,144,275,17,646,3,0,12,3,9,0,31,0,3,6,12,59,0,83,3,0,8,4,21,15,56,97,88,450,412,833,86,1966,0,0,0,0,9,0,11,0,0,0,0,9,0,10,4,0,5,20,120,7,157,0,0,0,10,30,0,37,0,0,27,33,440,12,524,0,0,0,3,33,0,40,4,3,26,50,182,15,286,3,0,19,32,135,20,214,4,0,7,14,87,13,126,3,0,5,3,16,0,27,4,0,7,17,17,0,42,0,0,3,12,41,5,72,12,11,64,45,52,12,190,3,3,13,16,98,5,142,46,28,108,156,243,14,591,54
1030,7997,1775,31436,1749,374,5081,3528,4275,854,15866,2988,903,10668,2690,1723,476,19448,8886,2064,22882,8434,6460,1591,50319,1695,364,4672,3272,3772,716,14488,14889,3530,39165,10978,8023,2293,78872,2335,582,9234,5838,5733,1339,25067,7505,2640,16423,7484,6477,1246,41788,24459,8362,45550,12505,9891,2270,103030,20337,7432,61967,28048,27390,5553,150728,1462,423,4420,2027,2226,426,10986,1763,576,5942,5793,9975,1004,25044,3171,570,8998,4852,4687,3779,26054,106972,30619,289723,127749,126356,29090,710507,406,90,1241,703,1539,261,4234,569,93,1021,328,775,88,2874,8126,1263,22583,12569,28882,3066,76490,1968,317,3494,1805,3963,306,11849,5374,933,20281,14398,68961,4368,114314,8119,1149,19481,8912,12696,1922,52275,10459,1637,35668,19685,28669,4835,100954,5446,790,22786,16882,18957,3531,68396,6288,1162,16726,12205,22257,3284,61921,8182,1845,23645,7098,5937,1333,48049,23158,4887,53551,16587,11451,3145,112778,3887,791,10299,6678,8412,1383,31449,39689,7466,94431,22390,16136,4928,185035,4805,1028,17186,9842,12894,2403,48148,15134,4833,31417,17311,19750,2529,90968,39220
1031,178,22,285,0,0,12,15,55,12,88,0,3,24,8,28,3,66,3,3,22,34,64,11,141,0,3,11,29,49,9,103,15,14,100,47,89,10,282,3,0,23,24,93,15,157,19,17,105,95,106,7,350,92,94,440,165,153,33,980,88,105,601,405,604,70,1874,3,0,8,10,30,4,55,5,5,17,37,186,12,251,0,0,14,22,55,34,126,252,249,1538,1094,2163,320,5624,10,0,33,44,111,20,217,3,0,8,11,81,0,105,13,9,92,88,500,80,777,3,0,5,17,87,0,115,3,0,38,57,789,39,922,0,0,37,41,160,27,267,24,4,95,113,559,52,849,16,0,51,92,295,41,499,0,0,35,70,301,38,445,0,3,46,12,51,5,125,10,11,51,71,96,16,248,0,0,28,51,100,16,193,35,34,204,85,152,12,516,9,5,37,53,181,25,298,59,34,247,208,294,27,870,137
1032,102,15,166,0,0,0,8,12,4,25,0,5,3,4,7,0,21,0,0,0,17,20,0,34,0,0,5,14,31,0,46,5,3,27,30,47,9,123,0,0,4,17,39,4,66,4,9,28,28,24,3,90,26,39,139,64,78,14,358,39,32,239,257,479,56,1107,0,0,3,8,13,0,22,0,0,8,26,73,6,110,0,0,4,9,34,13,61,87,101,510,575,1238,163,2676,0,0,10,16,64,6,100,0,0,0,0,17,0,22,4,0,15,26,252,30,324,3,0,4,22,53,3,86,0,0,6,25,346,23,406,0,0,0,11,77,4,95,9,3,37,68,395,48,555,3,3,27,42,185,22,282,0,0,7,18,123,25,164,0,4,9,3,25,0,42,0,0,6,26,40,3,73,0,3,11,17,53,3,77,6,9,58,42,69,12,190,0,0,12,29,99,12,141,8,12,45,43,84,8,195,37
1033,98,16,188,0,0,3,3,3,3,17,0,0,5,0,3,0,11,0,0,4,10,19,3,35,0,0,7,16,25,0,51,0,3,30,20,34,4,99,0,5,7,26,40,4,81,3,8,20,14,16,4,61,28,51,106,51,48,7,297,26,15,111,99,157,23,423,0,0,5,4,4,3,20,0,4,9,17,53,3,81,0,0,7,4,15,13,40,72,96,382,351,648,103,1654,3,0,7,4,31,5,51,0,0,0,0,13,0,10,0,0,7,7,89,3,111,0,0,0,0,28,3,27,0,0,24,22,383,9,435,0,0,9,7,21,3,36,8,3,34,43,198,34,317,5,0,47,69,199,25,351,0,0,3,8,61,6,84,0,0,10,3,18,0,24,0,3,10,15,21,3,55,0,0,9,21,44,4,82,13,14,70,40,53,9,194,0,3,15,34,97,10,156,9,8,49,42,81,10,199,53
1034,263,30,437,0,0,10,28,75,3,120,0,0,30,7,22,3,58,9,4,32,52,65,6,167,4,0,25,21,74,10,123,27,26,172,40,115,11,394,6,3,30,34,107,14,198,62,31,199,143,246,18,703,221,147,745,226,301,39,1677,168,124,1037,536,845,87,2791,3,0,21,14,23,3,59,0,8,32,61,190,9,302,5,5,27,25,55,32,147,522,379,2666,1439,2996,337,8332,14,6,65,50,137,12,282,0,0,6,3,30,0,41,21,11,186,102,622,67,1005,8,0,8,37,153,3,209,3,12,72,70,1282,32,1464,0,7,51,53,262,19,388,15,13,214,146,734,68,1191,20,9,107,115,471,46,769,19,3,46,75,391,33,558,3,3,55,20,81,8,170,13,15,74,102,93,13,309,5,0,52,38,112,17,216,61,59,385,90,206,17,816,8,4,53,56,206,27,357,144,77,432,379,729,46,1802,422
1035,1007,142,2060,24,9,88,124,244,30,517,37,16,136,69,76,7,345,71,40,457,468,654,86,1782,16,12,103,157,315,55,654,204,112,813,423,518,69,2143,49,21,237,304,611,90,1308,292,184,993,803,878,80,3230,1502,908,3414,1079,1203,155,8254,1050,554,3603,2648,3690,434,11982,41,13,141,104,163,14,491,51,21,197,346,1054,64,1735,44,21,204,146,299,175,889,3647,2009,11873,8158,13132,1722,40549,14,7,43,44,145,15,274,92,14,269,305,1332,47,2065,302,47,900,823,2927,147,5156,52,10,121,165,585,21,952,81,30,526,774,6523,275,8210,83,25,326,268,782,50,1543,209,41,984,940,3002,323,5503,123,44,744,664,1875,212,3660,100,31,325,493,1963,173,3090,103,27,368,193,269,26,980,214,74,945,784,976,120,3110,42,24,192,270,639,79,1253,643,264,2197,977,1093,160,5331,81,37,381,448,1278,146,2374,604,342,1942,1811,2224,185,7107,2554
