SUA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
1010,16,39,41,40,56,11,6,206,13,31,18,9,21,5,0,104,0,0,0,0,0,0,0,6,3,7,3,0,0,0,0,15,35,76,66,53,75,18,8,328,4,12,3,5,0,0,0,30,0,7,3,0,0,0,0,14,4,24,8,7,0,0,0,44,34,100,76,57,76,17,8,371,18,24,22,20,22,7,0,120,0,0,0,3,0,0,0,5,50,126,101,84,104,25,10,496,58,146,142,117,175,28,4,667,144,335,236,143,167,34,12,1063,13,16,7,3,5,0,0,43,3,4,7,3,14,3,3,28,212,495,385,264,361,60,18,1805,12,46,16,20,12,7,0,115,26,50,8,11,26,3,0,123,40,94,28,29,36,17,3,245,252,593,418,293,396,73,20,2049,377,395,193,132,123,37,19,1269,0,3,4,3,7,0,0,19,631,985,619,427,519,110,41,3335,71,184,190,154,225,38,11,876
1011,20,35,12,9,34,6,3,118,3,6,3,5,9,0,3,31,0,0,0,0,0,0,0,3,3,6,0,0,3,0,0,14,26,47,22,16,41,6,3,160,4,0,3,3,0,0,0,13,0,3,0,3,0,0,0,10,4,5,3,3,0,0,0,21,26,56,24,22,46,8,3,185,17,24,10,10,11,0,0,70,0,3,0,3,0,0,0,5,45,80,31,28,60,8,3,258,61,128,87,55,96,16,6,452,137,199,91,63,63,14,4,573,10,4,5,3,3,3,0,34,0,8,9,11,7,0,0,36,213,343,193,134,169,30,8,1096,13,29,16,13,7,0,0,68,30,38,16,9,11,3,0,105,48,62,28,17,16,3,0,171,258,406,225,151,185,35,9,1272,317,254,111,64,62,11,8,826,6,7,3,0,0,0,0,19,585,662,338,219,250,38,17,2117,82,164,102,64,129,18,6,572
1012,4,16,12,7,16,3,4,55,3,6,3,3,8,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,18,18,9,23,3,4,82,3,7,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,8,11,24,18,9,28,3,4,90,5,17,12,6,13,0,0,53,0,0,0,0,0,0,0,0,13,37,31,18,38,5,3,146,6,38,27,17,42,3,0,128,55,90,61,46,50,3,0,295,10,4,0,0,0,0,0,19,0,0,0,0,0,0,0,4,73,132,91,65,87,7,0,448,5,5,4,4,8,0,0,30,4,16,3,3,3,0,0,34,10,23,7,9,9,0,0,64,85,149,102,72,95,11,0,513,131,117,49,37,37,3,4,380,0,3,0,0,0,0,0,4,219,274,152,107,135,15,4,898,12,45,41,26,56,5,4,189
1013,10,21,20,9,19,0,4,78,0,6,5,5,4,0,0,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,15,20,23,15,21,0,4,107,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,3,0,0,4,0,5,0,0,11,13,26,26,16,25,0,4,113,9,15,12,7,9,0,0,53,3,3,0,0,0,0,0,7,22,41,43,25,36,4,3,174,21,48,41,27,53,10,7,198,57,101,48,45,45,6,3,302,7,5,3,8,0,3,0,26,7,7,3,0,4,0,0,17,90,158,94,79,105,17,5,546,9,10,11,7,11,0,0,41,15,25,6,4,10,0,0,60,20,37,23,9,18,0,0,100,110,197,114,85,123,15,5,647,156,115,46,25,44,3,0,393,13,4,0,4,0,0,0,15,274,316,160,117,160,21,11,1055,26,65,60,33,78,9,9,281
1014,0,13,8,8,10,0,0,44,4,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,16,7,8,16,0,0,58,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,5,0,6,0,3,0,0,0,13,8,17,11,11,19,0,0,68,8,15,9,10,3,0,0,38,0,0,3,3,0,0,0,5,14,32,26,24,23,0,0,113,24,43,40,23,47,8,0,194,32,66,56,37,51,3,0,249,6,4,0,4,0,0,0,11,3,3,0,0,0,0,0,8,63,117,97,66,102,11,0,462,3,18,8,3,4,0,0,36,19,29,6,5,4,0,0,65,26,45,13,9,10,0,0,99,89,158,110,79,111,11,0,563,212,175,91,59,36,6,3,583,0,4,0,0,0,0,0,4,307,331,205,134,147,17,8,1149,23,54,52,34,60,8,3,237
1015,6,14,3,4,15,0,0,46,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,3,7,15,0,4,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,11,7,7,15,0,4,52,9,7,3,0,0,0,0,18,0,0,3,0,0,0,0,3,18,16,12,10,13,0,4,74,17,54,36,23,34,11,3,180,40,62,46,30,28,3,0,211,5,0,0,0,0,0,0,5,3,0,3,0,3,0,0,13,74,120,87,53,62,15,3,415,12,12,4,0,4,0,0,24,7,8,0,0,0,0,0,18,17,22,6,0,4,0,0,44,89,142,95,59,64,14,3,465,118,61,41,27,22,7,0,270,0,8,10,4,0,0,0,19,208,214,142,86,86,19,0,752,27,71,42,31,50,7,5,225
1016,6,14,11,7,5,0,0,47,6,7,3,3,3,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,21,17,9,7,0,0,68,0,6,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,6,7,29,17,9,10,0,0,75,5,18,9,8,11,0,0,55,3,0,0,0,3,0,0,8,19,42,30,20,24,0,0,137,16,42,25,18,29,3,0,136,51,84,58,41,47,4,3,289,3,5,0,0,0,3,0,14,4,6,3,0,0,0,0,21,82,137,85,63,79,11,3,464,14,10,7,9,12,0,0,51,10,21,10,7,8,0,0,52,23,29,21,12,13,0,0,97,103,164,108,74,99,8,3,558,235,179,90,44,38,4,0,591,3,8,3,0,0,0,0,19,344,348,196,120,140,15,3,1173,22,56,37,27,39,7,3,181
1017,10,19,19,18,31,8,4,117,3,16,14,3,9,0,0,40,0,0,0,0,4,0,0,7,0,3,0,0,3,0,0,4,18,37,30,22,44,9,4,170,0,4,0,3,0,0,0,7,0,3,0,0,5,0,0,9,0,8,4,3,5,0,0,22,18,49,33,25,55,11,8,190,10,26,30,5,5,3,3,85,0,0,0,0,0,0,0,0,24,74,64,30,57,14,12,278,29,74,82,50,90,22,7,366,59,138,100,67,91,18,5,482,11,10,3,0,3,0,0,27,0,0,3,3,4,0,0,14,102,229,191,120,191,40,12,886,5,20,12,8,15,4,0,56,7,26,12,3,4,0,0,53,9,38,25,8,20,4,0,112,108,271,214,131,209,47,12,1003,210,211,95,55,65,19,9,657,0,3,6,0,0,0,0,10,320,484,315,191,277,66,23,1675,39,99,102,75,128,29,13,479
1018,0,6,3,6,13,0,0,32,0,3,8,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,17,0,0,46,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,11,14,10,19,3,0,53,7,8,8,5,0,0,0,28,0,0,0,0,0,0,0,0,6,19,17,19,21,3,0,87,4,20,11,13,26,4,0,85,25,44,34,23,39,3,0,176,3,3,0,0,4,0,0,9,0,3,0,0,0,0,0,7,34,76,53,36,66,13,0,273,0,11,3,3,7,0,0,27,6,16,9,0,3,0,0,36,10,26,10,3,10,3,0,58,46,99,58,45,72,10,0,336,131,89,30,18,24,3,0,290,3,0,0,0,0,0,0,5,170,190,95,59,92,18,0,633,7,29,15,22,38,4,3,117
1019,5,20,17,4,17,5,3,66,0,6,4,6,3,0,0,18,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,12,24,14,11,21,3,4,93,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,3,3,0,0,0,0,0,10,11,26,14,11,19,3,5,101,7,9,5,3,4,3,0,36,0,0,0,0,3,0,0,3,19,39,22,17,31,7,5,144,8,36,34,25,48,18,9,188,58,80,53,28,45,12,8,285,7,3,3,3,3,0,0,19,0,3,3,0,3,0,0,9,73,120,97,59,99,33,13,499,9,11,10,7,4,0,0,46,10,21,3,6,4,0,0,44,16,29,19,10,9,0,0,88,91,153,113,70,110,31,13,592,123,111,53,21,32,7,4,352,0,0,3,0,0,0,0,8,218,266,166,90,139,39,21,946,13,57,53,32,66,25,7,255
1020,4,3,3,3,7,0,0,28,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,8,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,8,3,0,31,0,8,3,4,0,0,0,21,0,0,0,0,0,0,0,0,9,12,7,11,10,3,0,54,13,18,19,16,32,3,0,109,26,56,31,19,22,3,0,159,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,46,75,53,39,60,7,0,277,0,0,8,7,0,0,0,14,10,8,4,4,0,0,0,20,8,8,9,5,0,0,0,35,49,84,60,44,58,7,0,308,84,69,21,18,11,0,0,203,4,0,0,0,0,0,0,4,141,153,83,63,76,4,0,516,16,23,26,21,44,3,0,134
1021,9,18,7,4,11,0,0,55,0,7,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,13,7,11,0,0,66,0,0,0,0,0,0,0,9,0,4,0,0,5,0,0,14,5,3,0,0,9,0,0,16,16,28,11,7,19,0,0,86,7,10,3,4,0,0,0,19,0,0,0,0,0,0,0,0,16,37,14,11,21,0,0,107,8,26,25,21,25,6,0,114,21,44,19,15,15,0,0,124,4,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,37,70,45,41,49,10,3,254,8,20,17,10,11,0,0,62,5,10,10,6,0,0,0,26,14,29,24,9,11,0,0,80,49,101,67,50,53,10,3,338,173,120,56,25,21,0,0,399,7,5,3,3,0,0,0,11,229,218,127,83,74,13,3,745,16,40,31,30,40,9,0,171
1022,7,21,17,18,17,4,0,79,0,9,4,4,7,0,0,23,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,4,7,25,22,21,29,8,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,9,25,22,26,32,5,3,120,0,7,6,4,0,0,0,19,0,0,0,0,0,0,0,3,12,33,32,25,27,5,3,142,16,39,34,44,58,12,4,195,31,106,90,47,46,3,3,331,0,0,7,0,6,0,0,20,0,9,0,0,3,0,0,22,55,152,131,93,114,20,5,564,0,3,9,7,8,3,0,24,11,11,5,4,0,0,0,37,11,11,16,12,7,3,0,59,68,163,145,97,122,17,11,621,99,94,45,30,32,9,0,303,0,0,3,3,0,0,0,3,166,259,195,132,150,27,11,935,23,59,47,55,72,15,6,282
1023,139,321,264,222,336,125,47,1461,41,89,76,52,82,28,16,383,0,7,5,8,6,3,3,45,4,8,3,8,4,0,0,29,194,426,350,287,428,154,68,1910,22,44,34,20,39,8,6,180,5,23,6,6,10,0,0,56,24,65,44,31,56,8,7,237,219,489,398,322,480,162,76,2144,131,178,146,134,115,37,22,764,3,13,3,0,4,0,0,24,352,677,550,459,599,202,93,2935,359,885,775,600,1008,373,198,4206,996,1794,1187,736,945,264,109,6030,123,91,57,47,56,13,5,383,30,38,31,23,27,10,8,170,1509,2812,2057,1402,2038,666,322,10793,93,240,145,101,109,24,8,714,230,365,161,95,104,26,7,987,332,598,305,189,210,52,14,1704,1837,3416,2359,1591,2248,714,335,12499,2842,2390,1206,748,742,127,91,8155,42,57,23,21,12,4,0,157,4723,5860,3586,2361,3008,844,429,20807,501,1209,1042,820,1346,503,245,5669
1024,11,22,15,19,28,4,3,95,7,13,15,3,8,3,0,47,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,18,27,28,25,38,9,3,150,0,4,5,4,0,0,0,10,0,0,0,3,0,0,0,3,0,3,5,3,3,0,0,18,18,36,34,30,40,9,3,167,13,32,16,16,18,5,4,100,0,3,3,0,0,0,0,8,30,67,55,39,56,9,5,269,29,64,47,51,80,26,7,296,99,148,111,60,77,11,10,506,15,8,4,3,6,0,0,33,0,10,3,0,4,0,0,18,143,221,167,117,164,36,16,860,9,15,10,6,4,0,0,45,17,31,12,10,5,0,0,72,27,40,26,9,10,3,0,122,170,261,192,126,178,42,14,976,304,275,145,91,75,11,3,899,3,5,3,7,0,0,0,17,478,550,334,219,245,52,15,1895,37,79,66,71,104,28,6,394
1025,15,24,18,19,30,11,4,115,0,8,4,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,21,20,36,7,4,147,5,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,5,3,3,3,3,0,0,21,23,42,22,20,47,7,4,161,13,22,16,5,12,6,0,79,0,4,0,4,0,0,0,4,38,61,34,30,58,13,4,248,51,112,93,72,105,31,5,467,110,150,90,56,72,11,3,496,14,16,8,3,3,0,0,47,4,9,3,0,0,0,0,24,180,289,199,133,180,46,10,1037,16,25,19,11,7,0,0,74,35,39,10,6,9,0,0,103,47,60,25,17,15,4,0,179,231,350,226,151,199,48,13,1213,298,211,110,55,63,13,5,747,3,0,4,4,0,0,0,16,530,563,342,209,256,56,12,1977,66,139,109,85,137,37,7,586
1026,3,0,5,5,8,0,0,21,0,4,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,9,8,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,4,0,0,0,0,0,5,6,9,5,9,8,0,0,44,6,3,3,0,10,0,0,21,0,0,0,0,0,0,0,0,10,8,13,10,21,0,0,65,11,19,13,13,35,8,0,107,23,41,33,23,20,0,0,147,0,0,0,0,3,0,0,6,0,4,0,0,0,0,0,7,38,67,44,36,56,12,0,261,5,6,8,3,5,0,0,31,5,16,6,6,0,0,0,38,11,20,15,9,5,0,0,63,53,87,61,43,58,8,0,322,102,92,33,15,23,0,0,273,0,0,0,0,0,0,0,3,158,184,101,64,86,12,0,600,19,22,14,22,48,6,0,128
1027,5,28,15,24,32,3,4,112,4,11,6,9,8,5,0,38,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,17,42,24,31,42,7,4,156,0,3,3,0,0,0,0,10,0,4,0,0,3,0,0,13,0,6,4,3,3,0,0,24,12,45,27,35,49,7,3,184,12,18,13,16,13,5,4,69,0,0,0,0,0,0,0,4,23,68,37,49,55,12,6,251,38,96,88,72,113,22,0,436,93,190,102,86,125,16,6,613,4,9,4,6,10,0,0,31,3,6,3,0,4,0,0,14,139,305,202,164,254,32,4,1095,3,9,15,8,15,0,0,48,10,22,16,10,9,0,0,66,10,38,28,16,21,0,0,114,155,339,230,176,272,39,10,1215,227,201,108,67,60,14,7,697,3,3,5,0,4,0,0,18,381,543,347,243,335,56,17,1918,47,121,109,97,147,23,7,551
1028,3,14,5,10,20,3,3,54,0,0,0,3,3,3,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,13,7,8,19,8,3,70,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,15,8,13,19,8,3,76,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,11,23,12,12,23,8,3,85,11,20,20,19,26,7,8,106,43,74,41,21,31,8,0,218,7,14,0,4,0,0,0,25,0,0,0,0,0,0,0,3,59,104,54,44,58,21,8,356,3,10,3,8,3,6,0,40,10,16,3,4,7,0,0,42,14,33,7,10,11,6,0,82,76,139,64,58,70,22,8,433,112,110,45,30,25,4,0,318,0,0,0,0,0,0,0,3,183,246,110,88,97,28,3,756,16,33,25,24,46,17,4,165
1029,0,6,13,9,11,0,0,38,0,13,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,9,16,0,0,60,0,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,13,0,17,19,11,20,3,0,75,8,7,10,5,8,0,0,43,0,3,0,0,0,0,0,4,10,30,31,22,28,4,3,122,11,29,20,18,35,3,0,106,35,73,68,47,48,9,0,281,7,7,0,3,0,0,0,14,0,0,0,0,3,0,0,4,47,107,92,70,78,5,0,405,3,3,0,7,4,3,0,25,18,12,0,3,3,0,0,45,17,15,3,11,11,8,0,68,67,130,94,79,89,14,0,477,110,99,64,27,29,0,3,334,0,0,0,3,3,0,0,5,179,229,165,102,121,15,5,820,11,37,33,25,41,3,0,148
1030,1137,2056,1693,1441,2413,1233,739,10718,277,573,460,376,586,297,176,2746,26,35,23,22,52,30,12,208,64,67,45,39,56,36,21,328,1511,2734,2231,1882,3101,1592,945,14000,99,159,115,94,136,71,36,710,30,87,52,47,43,28,20,307,127,242,162,146,186,103,58,1017,1637,2979,2397,2025,3289,1693,1001,15018,570,884,687,562,685,395,308,4090,59,59,39,29,27,4,11,236,2270,3916,3121,2619,3998,2093,1318,19341,3688,8200,6716,5154,8232,4722,2619,39327,4740,9182,6322,4347,5922,2770,1446,34731,671,387,224,168,245,132,97,1934,204,311,246,176,287,133,79,1432,9306,18078,13508,9848,14686,7759,4242,77421,377,931,559,442,638,276,151,3373,884,1753,1023,658,779,343,169,5603,1260,2682,1586,1094,1416,623,319,8979,10569,20766,15094,10940,16104,8377,4560,86405,15131,14466,7867,5226,6552,3267,1967,54473,281,331,181,133,96,60,21,1100,25986,35557,23140,16294,22748,11697,6552,141974,4824,10252,8413,6590,10647,5953,3359,50040
1031,5,21,25,20,26,3,0,109,8,3,6,12,5,3,0,36,3,0,0,0,0,0,0,3,0,3,0,3,0,0,0,7,21,28,34,38,33,6,3,162,8,3,0,0,3,0,0,14,0,0,6,0,0,0,0,8,3,6,6,0,3,0,0,18,23,36,41,35,34,6,3,183,14,28,14,10,9,0,0,74,0,0,0,0,0,0,0,4,37,58,57,53,44,6,3,258,41,115,89,72,87,9,4,415,128,179,132,89,104,9,3,645,17,10,3,0,3,3,0,40,8,14,0,4,4,0,0,28,196,311,223,166,206,26,7,1129,26,31,15,13,10,0,0,93,29,55,22,12,8,4,0,128,57,88,35,19,15,3,0,225,254,400,262,182,220,27,9,1354,417,339,159,90,68,13,3,1093,6,7,0,0,0,0,0,18,679,747,423,277,292,39,12,2463,55,133,112,89,114,18,4,527
1032,3,16,16,11,15,3,0,69,0,8,3,0,11,0,0,29,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,3,3,27,25,12,28,9,0,104,3,0,7,0,0,0,0,9,0,10,3,0,0,0,0,14,3,8,9,0,5,0,0,23,9,34,32,12,35,9,0,129,9,28,16,17,22,0,0,94,0,3,0,0,0,0,0,6,23,65,45,29,54,8,0,227,18,43,37,34,46,10,0,196,58,123,74,60,63,10,3,385,11,3,0,0,0,0,0,22,0,0,3,0,4,0,0,12,90,169,117,93,122,21,0,609,4,20,23,8,13,4,0,70,20,33,13,5,8,0,0,80,23,50,33,17,21,3,0,152,112,217,153,107,142,25,3,764,284,249,126,74,75,17,3,830,5,10,6,3,0,0,0,24,397,477,280,184,220,45,10,1617,19,59,58,44,63,17,3,262
1033,3,13,11,10,12,0,0,46,5,4,5,0,4,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,15,18,12,16,0,0,71,0,0,3,0,4,0,0,12,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,14,9,18,20,14,19,0,0,83,5,3,0,5,4,0,0,11,0,0,0,0,0,0,0,4,9,18,22,23,27,0,0,101,10,15,26,8,25,3,3,85,21,60,43,27,35,5,0,187,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,33,79,68,36,61,4,3,281,0,7,3,0,3,0,0,15,8,15,3,3,0,0,0,30,8,21,8,8,3,0,0,49,37,96,77,44,64,9,3,328,63,65,35,28,29,3,0,228,0,3,0,0,0,0,0,5,100,164,114,73,94,13,3,557,11,25,34,20,28,3,3,124
