SUA_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
1010,96,1149,70,376,132,55,10,46,19,1952,121,886,16,220,95,27,3,31,3,1409,290,304,43,210,1116,348,9,113,17,2446,106,402,26,658,242,85,3,85,22,1636,42,86,16,35,52,29,6,20,3,293,79,28,208,142,108,87,0,73,3,736,0,3,0,3,0,0,0,3,0,14,16,15,0,14,20,4,0,3,3,78,14,33,7,40,36,46,0,23,24,222,834,3053,456,1759,1910,731,52,464,107,9355,46,142,37,26,41,22,11,12,3,331,60,104,47,8,43,23,12,37,6,329,297,256,1061,82,119,132,266,292,41,2546,239,82,715,36,42,49,78,195,22,1461,117,86,151,44,49,31,52,141,3,682,140,1589,88,462,142,68,18,60,26,2592,180,1214,39,260,104,39,13,32,8,1891,655,576,109,275,1277,511,54,203,33,3693,191,612,57,895,280,107,33,142,27,2339,71,152,44,50,71,39,21,38,10,486
1011,42,656,27,252,64,33,7,28,6,1125,76,616,0,129,45,17,0,9,0,893,207,182,19,129,658,174,6,77,13,1473,69,245,7,401,147,49,3,40,18,974,13,48,7,13,21,9,0,8,0,118,38,13,122,102,57,58,3,41,7,443,0,0,0,0,0,0,0,0,0,3,3,9,0,7,9,4,0,3,0,31,12,21,5,29,20,21,0,18,17,147,493,1862,237,1107,1086,405,26,248,65,5533,21,86,25,18,12,6,0,5,0,173,22,26,36,12,27,22,3,24,0,170,159,129,801,49,66,87,188,191,16,1695,143,22,426,24,23,17,43,80,11,783,69,72,90,29,53,40,34,51,11,439,70,828,43,295,71,42,7,36,13,1410,111,792,15,153,55,27,5,13,3,1165,421,362,60,183,760,321,42,161,20,2324,109,367,25,565,168,65,12,59,19,1390,18,63,15,16,29,19,4,15,0,173
1012,10,238,12,113,26,14,0,6,3,420,20,199,3,50,20,10,0,4,0,307,55,56,11,48,208,113,3,33,3,536,31,78,9,173,44,22,0,14,4,368,6,7,0,9,11,6,0,3,0,44,14,8,67,36,20,27,3,18,3,195,0,0,0,0,4,0,0,0,0,5,3,3,0,0,3,3,0,0,0,10,3,11,0,11,6,27,0,8,5,74,145,632,111,453,356,226,9,92,22,2060,7,18,5,3,3,0,0,0,0,43,4,9,11,9,9,9,0,6,0,60,59,42,201,17,23,31,53,75,11,505,75,17,186,6,0,14,11,52,3,362,10,18,34,4,8,13,6,23,3,117,13,335,12,140,24,17,3,10,7,555,38,271,12,58,23,15,3,3,7,422,130,110,18,58,237,144,16,45,4,761,50,129,17,210,54,26,5,20,7,514,4,17,5,11,11,13,0,10,0,67
1013,24,327,22,110,37,19,0,8,5,554,39,242,3,62,14,4,0,3,9,377,99,88,12,57,339,76,3,29,4,707,30,125,9,353,65,26,3,26,3,644,7,22,9,14,22,15,0,3,0,89,29,5,72,53,29,32,0,19,3,243,0,0,0,0,0,0,0,0,0,3,3,3,0,5,9,0,0,0,0,24,9,15,4,26,7,17,0,13,12,99,257,863,155,699,553,211,19,124,34,2908,11,37,10,12,11,3,3,4,0,82,5,19,12,12,21,9,3,12,0,87,93,48,444,52,38,45,155,95,14,990,85,27,215,22,3,16,31,45,6,449,31,18,52,12,15,9,17,31,0,178,35,427,30,152,37,23,9,15,5,730,62,329,8,86,23,12,6,13,9,539,190,150,41,99,378,130,43,48,14,1082,72,179,10,529,86,44,13,39,9,983,20,41,16,22,20,14,3,10,0,143
1014,9,232,9,87,21,10,0,7,0,381,20,184,0,56,18,6,0,3,3,288,55,61,7,49,262,77,3,29,4,549,22,67,6,234,50,33,0,23,0,433,3,12,3,4,9,4,0,0,0,46,11,0,50,38,17,23,0,15,0,154,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,0,0,18,0,7,6,10,14,13,0,14,4,70,141,590,95,487,418,183,12,96,18,2036,6,13,10,3,8,4,0,3,0,44,7,8,15,3,7,3,0,5,0,49,70,54,314,23,28,35,80,52,6,659,49,7,118,20,18,5,27,35,4,281,14,18,27,0,12,3,17,22,4,117,15,302,15,125,27,15,3,11,3,509,33,255,4,68,24,10,0,6,3,405,121,104,18,65,302,107,17,50,8,793,36,107,13,339,59,35,5,28,5,630,4,38,8,11,13,11,0,3,0,88
1015,17,222,10,95,16,16,0,19,0,402,29,246,0,52,21,6,0,14,0,372,70,78,14,54,285,89,3,56,0,655,18,77,0,161,44,11,0,33,3,350,5,28,4,4,6,3,0,5,0,56,12,3,66,43,29,24,0,24,0,192,0,0,0,0,3,0,0,0,0,7,3,4,0,9,0,3,0,11,3,33,3,4,0,14,14,12,0,23,10,89,175,696,127,441,449,169,16,222,30,2320,24,28,29,4,8,3,4,28,3,140,13,16,22,0,4,7,3,16,3,88,123,52,484,22,36,38,100,104,19,968,96,14,159,6,6,10,25,66,0,382,44,52,37,0,10,11,12,24,3,193,26,290,13,108,22,17,5,22,0,509,44,324,3,59,24,6,3,22,0,480,165,144,24,61,308,134,25,94,4,962,38,109,4,219,52,19,13,47,9,508,12,34,15,7,3,4,0,13,0,93
1016,9,149,9,67,11,3,4,10,0,263,14,110,0,41,9,0,0,3,0,186,50,39,10,40,173,56,4,21,4,392,16,51,5,163,29,14,0,16,3,302,3,10,3,0,3,3,0,0,0,26,3,0,21,37,13,13,3,8,3,96,0,0,0,3,0,0,0,0,0,3,4,7,0,3,3,0,0,0,0,13,3,6,0,21,12,9,0,3,3,59,100,389,69,385,269,102,17,67,13,1409,0,4,5,0,0,0,0,0,0,16,6,10,7,0,9,6,0,10,0,50,40,16,186,28,20,21,67,61,10,447,36,8,101,8,8,9,14,30,5,210,7,7,17,10,13,7,9,20,3,92,14,199,10,92,12,9,4,8,3,352,22,152,3,52,9,0,0,6,0,249,78,59,17,53,182,88,8,38,5,524,18,77,7,207,36,17,5,21,4,399,3,7,3,3,3,4,4,3,0,36
1017,31,474,24,167,53,43,0,29,3,813,41,374,6,94,50,16,0,16,0,595,91,129,22,75,470,123,9,42,8,972,29,194,7,355,109,33,0,36,12,773,13,41,11,29,27,22,0,15,0,163,17,5,80,63,34,30,0,35,4,268,0,3,0,0,0,0,0,0,0,7,3,6,0,10,0,4,0,3,0,22,3,5,7,15,17,12,0,10,12,82,245,1295,200,833,787,300,30,203,40,3930,12,61,38,10,9,9,0,8,3,151,14,38,30,7,20,8,7,13,7,145,63,50,461,30,34,40,143,106,8,941,67,13,275,18,6,12,39,62,3,495,39,48,52,18,24,21,13,58,3,281,52,647,36,212,55,44,7,39,3,1099,67,509,12,106,60,21,4,22,0,804,197,241,45,110,543,204,38,66,13,1457,52,315,21,475,132,44,5,59,14,1117,29,85,31,41,43,27,12,32,4,300
1018,4,127,8,82,15,8,3,6,0,256,9,114,0,39,12,3,3,9,0,193,28,25,7,27,163,38,3,16,0,311,16,49,9,84,36,13,0,9,0,213,3,7,3,3,6,3,0,4,0,44,3,8,37,22,24,10,0,14,3,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,5,4,0,8,10,8,0,10,3,49,80,351,86,270,281,90,12,77,18,1262,3,10,11,0,6,0,4,0,0,34,3,12,3,4,3,4,0,3,0,35,60,46,378,32,27,12,156,64,10,789,20,4,70,5,7,3,30,16,0,162,4,5,15,7,3,3,8,12,0,57,12,157,13,95,15,8,5,8,0,313,18,140,10,42,11,3,6,10,0,238,61,47,14,33,185,53,14,26,0,430,22,65,10,113,41,17,5,14,0,300,4,20,3,10,14,6,0,5,4,63
1019,18,366,38,167,52,17,6,19,3,694,34,303,4,48,38,12,0,3,0,445,100,110,17,54,373,88,11,44,8,811,31,117,16,216,66,27,8,15,3,492,11,45,13,8,22,7,0,3,0,107,18,4,61,43,33,30,0,23,0,225,0,0,0,0,0,0,0,3,0,7,0,3,0,4,7,0,0,0,0,13,0,9,8,17,13,9,4,9,8,83,230,991,186,577,638,215,37,139,35,3044,11,41,22,13,13,5,0,15,0,120,14,38,21,8,10,9,3,4,3,108,109,118,590,23,38,49,138,96,25,1187,72,18,287,10,13,23,43,77,8,542,18,4,46,3,14,4,17,28,4,138,41,461,48,201,58,23,9,26,8,875,59,408,16,58,37,18,4,9,0,607,208,198,40,67,409,134,42,64,18,1181,47,190,29,284,77,38,22,33,13,737,21,71,25,7,27,10,4,14,3,178
1020,14,125,9,64,19,11,4,7,0,258,12,179,5,35,14,8,4,3,0,251,70,44,5,36,144,46,10,14,0,379,16,52,0,88,29,15,3,7,0,208,11,16,0,5,8,9,0,0,0,52,9,5,43,47,18,23,6,7,0,158,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,4,8,4,9,14,16,3,3,9,66,152,474,102,295,273,129,25,61,11,1518,6,29,3,7,6,4,0,0,0,57,3,4,6,0,11,0,3,7,0,28,77,76,397,3,14,15,173,45,8,813,49,14,117,3,10,0,45,31,0,266,31,26,16,9,17,16,18,30,3,167,22,162,17,70,19,16,4,8,0,319,17,217,12,35,21,4,9,5,0,326,118,70,18,38,158,73,21,26,0,530,21,74,6,117,34,15,10,17,4,294,12,26,6,5,13,13,3,0,0,71
1021,8,102,10,43,18,3,9,4,0,202,10,108,0,37,9,3,3,3,0,169,30,41,12,28,178,52,12,15,3,373,16,39,4,91,13,9,3,3,0,181,0,10,0,3,4,7,0,0,0,29,4,0,29,28,11,13,10,9,0,119,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,4,4,7,5,6,0,10,4,42,88,340,85,247,256,100,50,70,4,1240,4,8,7,0,5,3,3,7,0,41,4,6,5,0,3,3,7,4,0,29,60,91,603,11,12,13,196,53,14,1050,12,5,30,3,3,3,46,26,0,132,10,8,8,5,4,8,20,10,0,73,19,133,10,54,18,3,16,5,0,259,17,135,7,38,10,3,14,5,0,226,67,62,37,34,185,63,36,22,3,511,20,48,11,113,16,6,9,8,0,234,0,19,3,3,6,7,3,3,0,42
1022,42,297,23,139,44,14,0,18,3,582,50,289,11,76,38,13,3,3,0,474,132,106,15,57,311,136,6,38,9,808,34,106,13,228,98,37,0,27,4,535,8,36,5,19,16,18,0,5,0,107,22,12,88,92,46,40,0,26,3,336,0,0,0,0,0,0,0,0,0,3,3,0,3,6,8,0,0,3,0,25,4,14,0,18,13,15,0,12,5,82,337,914,188,663,629,296,20,145,30,3224,47,68,22,15,21,3,3,4,0,189,13,39,17,9,16,8,3,3,0,109,178,189,596,44,53,44,114,113,18,1340,91,28,320,8,17,16,44,75,7,605,30,22,61,10,13,11,12,34,4,196,53,390,28,177,46,14,3,28,7,746,78,383,13,90,40,11,3,10,8,625,266,210,45,80,360,196,29,67,17,1280,55,150,22,297,111,48,13,33,3,733,15,49,16,21,19,23,3,10,0,158
1023,487,8842,473,2859,855,362,61,219,73,14237,648,5950,54,1215,624,184,26,69,51,8817,2332,2796,295,1300,8098,1924,135,595,145,17620,699,3157,202,4265,1599,559,71,367,112,11031,265,949,150,313,475,326,24,83,10,2592,377,156,1585,990,689,601,61,362,39,4860,0,10,0,13,8,10,0,13,0,66,67,165,37,78,149,40,16,32,20,603,76,185,68,253,241,172,16,178,167,1364,5377,23893,3590,11653,13476,4495,560,2259,658,65955,387,1631,483,239,315,129,61,119,27,3386,375,1087,429,119,276,138,70,136,24,2654,2892,4276,12592,824,1133,784,3296,1935,394,28120,1307,690,4734,237,318,251,793,1004,101,9439,290,495,600,148,201,146,234,420,23,2551,781,11901,666,3450,938,441,185,319,109,18789,1038,7959,200,1433,728,236,171,151,69,11984,5130,5304,846,1708,9299,2954,738,1045,273,27301,1186,4696,392,5751,1929,722,276,556,179,15687,408,1535,390,445,573,459,106,203,29,4150
1024,27,511,43,211,44,29,3,21,3,889,47,332,10,120,27,13,3,8,4,569,159,131,18,108,517,137,4,52,8,1129,47,163,13,433,103,46,3,26,13,852,14,31,3,21,20,21,3,6,0,111,28,3,103,88,44,46,4,37,0,352,3,0,0,0,0,0,0,0,0,9,4,8,0,8,11,5,0,3,0,44,14,7,0,35,24,28,0,21,21,152,380,1245,243,1056,841,357,27,208,50,4400,25,57,21,16,19,6,4,6,0,152,23,29,18,12,12,10,6,14,0,119,209,200,980,97,70,70,162,162,28,1976,95,25,330,32,12,21,42,70,5,638,32,24,52,14,19,16,21,52,0,234,47,670,56,270,46,29,12,29,7,1172,73,438,17,137,37,17,10,17,4,751,271,238,60,142,580,194,25,93,14,1629,74,260,28,562,116,59,15,44,16,1174,17,49,15,30,17,31,4,18,0,184
1025,59,864,39,232,89,31,9,18,4,1342,83,575,11,112,68,15,3,4,4,874,166,189,27,89,673,168,6,56,14,1395,67,244,16,440,119,43,3,24,7,962,25,76,13,31,39,18,0,7,3,203,41,13,108,102,67,58,9,34,4,429,0,0,0,4,0,3,0,5,0,10,7,7,3,3,12,0,0,3,0,39,10,14,11,32,27,24,3,26,8,151,500,2130,282,1054,1160,388,45,222,49,5836,40,163,38,12,25,5,0,13,5,300,25,40,46,6,18,22,6,18,0,187,164,210,852,28,73,56,212,151,14,1755,143,48,404,13,22,22,66,85,6,804,72,95,91,18,55,16,34,39,4,415,99,1176,62,298,96,45,15,31,9,1818,125,738,23,126,69,20,17,12,7,1142,385,388,82,123,765,271,38,106,28,2190,99,369,32,560,149,59,24,53,8,1359,27,113,30,41,42,30,5,16,4,305
1026,15,118,5,45,16,11,3,7,0,222,20,163,4,30,4,0,0,5,0,231,49,33,9,29,170,49,7,16,4,369,12,51,4,120,29,10,0,3,3,237,0,8,0,5,6,0,0,3,0,18,9,3,28,25,17,12,3,10,0,102,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,0,0,9,3,13,3,15,3,11,3,8,10,64,120,401,76,275,270,94,15,53,21,1323,3,18,5,3,3,0,0,0,0,32,3,6,13,0,7,7,0,3,0,32,76,64,306,10,11,17,113,35,10,644,25,3,66,3,3,5,32,18,0,159,24,12,14,4,4,9,14,7,0,85,22,147,9,54,16,12,5,7,0,270,28,204,8,35,13,0,8,5,0,301,104,59,24,36,191,77,32,31,12,559,24,69,3,154,39,11,3,6,3,313,3,13,3,4,6,0,0,3,0,36
1027,48,827,47,247,90,29,3,18,4,1320,67,586,13,113,69,17,0,5,0,875,227,236,29,127,775,225,5,50,13,1691,57,240,16,459,149,67,5,55,3,1045,23,53,6,31,25,23,0,3,0,166,46,11,143,112,78,63,3,35,0,496,0,0,0,0,0,0,0,0,0,3,0,17,0,11,8,0,0,3,0,45,8,15,10,24,26,25,3,18,11,143,516,2103,318,1138,1280,481,20,223,49,6135,25,109,19,11,22,13,0,9,3,212,25,57,43,16,31,11,5,13,6,209,227,282,656,69,68,81,125,157,14,1686,163,53,514,22,24,29,37,88,9,942,32,42,82,10,13,15,15,33,3,258,79,1189,65,317,96,35,13,29,8,1840,115,863,31,133,72,18,11,11,3,1257,469,472,69,176,904,366,42,103,32,2649,92,392,36,626,173,95,17,77,12,1527,28,86,30,36,32,37,8,3,6,274
1028,18,149,10,68,37,9,4,8,0,300,22,183,0,38,16,6,3,0,0,270,68,73,10,54,274,85,22,27,11,620,18,41,5,150,32,16,9,11,3,291,3,15,0,8,10,10,0,3,0,44,6,3,48,49,17,25,16,17,0,178,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,0,3,0,0,19,4,4,0,3,9,7,3,9,4,42,156,517,91,387,427,166,86,90,19,1945,19,28,6,0,0,0,4,3,4,58,7,4,3,0,8,0,5,10,0,44,143,196,827,35,39,30,378,75,28,1736,34,8,58,15,6,5,60,17,3,201,24,15,11,14,11,8,25,14,3,126,24,183,14,82,39,9,11,9,3,375,32,213,3,45,24,10,18,3,0,347,137,107,52,76,304,103,54,36,14,885,31,64,5,193,34,17,21,17,7,394,3,19,7,8,10,7,6,9,0,63
1029,10,204,9,107,21,12,0,3,3,383,23,196,0,44,20,9,0,8,0,296,72,50,7,45,209,69,3,23,7,480,29,84,3,196,32,15,0,15,0,387,5,13,3,5,15,12,0,3,0,54,18,9,51,39,23,16,0,9,5,162,0,0,0,0,3,0,0,0,0,3,3,9,0,3,7,3,0,0,0,25,5,4,5,8,5,5,0,3,3,47,190,593,115,463,346,152,8,73,30,1966,15,28,11,10,11,3,0,0,3,75,3,12,12,0,5,3,3,4,0,46,77,91,333,52,31,31,62,84,19,774,64,11,244,9,6,14,27,37,4,424,7,16,45,10,4,6,12,19,3,120,19,240,15,130,29,13,3,11,6,462,41,272,3,54,17,18,3,9,3,412,123,85,26,50,228,106,12,33,16,678,49,122,10,241,41,15,8,30,3,520,8,24,16,11,14,14,5,3,3,95
1030,4925,63093,2739,15448,7562,2746,397,1537,698,99149,6942,51745,621,9373,6133,1999,256,1010,532,78615,40021,56820,3126,15392,77136,21904,1851,6370,3013,225634,13246,43518,2075,30317,21342,6230,701,2966,1619,122025,6526,20534,2249,3676,7083,4981,296,953,549,46855,3637,1442,8965,7172,6477,4204,454,2140,451,34944,84,97,55,218,169,156,19,164,41,1010,1566,3032,375,1259,2350,1049,169,413,289,10504,1088,1960,519,1972,2731,1520,299,1142,2501,13728,88218,274112,28048,89944,143846,50118,5555,19899,10774,710507,8815,23559,4744,3215,6218,2948,1239,1819,717,53281,14000,41181,8555,2668,7549,4003,3029,2975,1470,85420,30376,45163,66545,5484,12534,8207,16744,13454,2913,201425,14940,12251,37532,1602,3756,2373,3416,6464,1026,83360,2501,2900,5399,943,1685,983,1110,2383,251,18157,7751,88977,4090,19966,8655,3620,1313,2509,1080,137968,9985,65873,1523,10991,7034,2620,1072,1675,727,101502,94135,117824,11356,23163,101984,41237,11561,14744,6285,422293,25147,74359,4929,43063,27862,9565,3462,5839,2808,197036,10728,36039,6150,5541,9273,7468,1570,2534,949,80241
1031,51,754,39,248,64,32,3,30,3,1235,64,574,3,119,36,13,0,14,7,824,165,207,26,88,662,190,5,88,13,1448,47,219,13,442,124,61,3,60,5,973,20,55,8,22,22,24,0,14,0,159,35,13,127,97,52,50,6,30,4,422,3,0,0,0,3,0,0,3,0,10,11,9,3,10,13,7,0,0,0,49,6,22,6,32,36,23,5,37,22,188,435,1933,272,1076,1052,429,48,318,52,5624,15,78,39,7,13,12,3,12,3,185,22,30,26,6,25,11,4,25,0,150,162,184,943,33,76,59,235,229,24,1942,135,35,393,18,23,21,42,85,6,753,57,67,53,13,22,25,25,69,6,346,70,991,50,291,77,38,11,42,7,1578,115,766,14,140,45,20,11,22,6,1135,378,409,71,121,739,277,46,149,19,2204,92,352,22,578,144,68,23,88,16,1382,29,89,18,30,22,31,4,20,0,250
1032,23,344,19,201,33,24,3,19,7,669,21,200,4,61,19,17,3,3,3,330,87,64,16,41,281,117,3,44,5,654,26,103,8,259,55,33,4,23,4,521,8,14,6,6,8,6,0,3,0,50,18,3,60,51,22,33,0,18,0,217,0,0,4,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,16,3,7,10,23,10,22,0,13,3,83,209,765,152,650,436,271,22,143,30,2676,8,17,11,5,6,6,3,0,0,56,4,16,13,3,3,18,3,14,4,76,86,36,370,23,34,48,130,125,10,872,56,4,191,4,7,17,23,44,4,347,22,17,31,13,12,13,10,42,3,158,29,491,28,247,32,30,6,21,6,889,36,283,9,66,21,18,11,13,3,449,161,100,42,56,310,173,23,67,6,928,43,167,18,309,57,46,8,38,3,689,12,28,18,7,8,7,3,3,0,88
1033,21,155,8,62,26,3,0,3,3,280,19,180,0,38,21,6,0,7,0,276,46,43,9,42,188,66,3,30,3,428,21,66,7,139,34,14,0,11,0,293,5,13,6,11,14,6,0,4,0,63,24,4,34,38,20,21,0,14,0,149,0,0,0,0,0,0,0,3,0,3,0,3,0,0,6,3,0,0,0,13,0,4,5,13,8,12,0,3,11,57,160,495,78,354,320,150,6,76,16,1654,6,17,4,10,3,3,4,3,0,52,6,4,12,0,3,3,0,0,0,37,53,56,214,18,20,28,49,55,8,508,72,8,235,11,3,10,22,36,0,401,14,13,40,7,5,8,8,21,0,122,21,213,16,75,23,6,3,3,7,368,38,259,9,42,22,16,0,10,0,387,102,81,22,46,204,103,16,38,3,612,37,107,13,180,36,19,3,15,0,414,7,34,13,15,14,8,0,3,3,93
1034,64,1154,52,343,93,49,9,36,12,1806,102,820,12,180,91,25,0,4,3,1247,314,294,45,156,1025,213,13,88,15,2161,91,360,20,586,155,60,6,55,12,1346,19,104,10,29,45,34,0,3,0,255,49,22,189,140,102,93,4,53,3,661,0,0,0,0,0,3,0,3,0,13,19,11,3,10,27,7,0,7,0,86,20,26,13,36,36,28,3,23,16,193,729,2988,435,1540,1648,550,58,312,68,8332,71,199,73,20,25,24,4,9,7,432,31,92,61,22,33,19,13,21,4,305,247,234,1255,124,102,108,230,217,25,2547,217,61,722,42,37,35,52,115,12,1289,94,165,162,36,31,60,48,84,5,683,105,1524,67,420,104,61,16,61,11,2360,161,1126,43,216,100,36,13,18,8,1711,652,598,113,219,1187,353,89,157,40,3395,169,564,43,789,181,82,28,79,15,1952,43,187,46,47,55,46,10,20,3,454
