SUA_CODE_2016,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
1020,3,5,13,24,22,21,6,11,0,111,10,48,277,204,167,70,7,0,0,776,5,9,35,25,21,25,3,9,0,131,0,3,10,6,7,9,0,0,0,36,31,45,87,74,73,43,4,0,0,353,0,3,18,19,22,9,7,0,0,78,31,39,46,30,48,20,9,0,0,226,45,26,32,14,18,23,7,0,0,163,0,6,8,13,22,22,14,0,0,89,0,5,8,4,3,7,0,0,0,22,0,3,0,7,0,3,0,0,0,17,0,0,3,6,12,8,0,0,0,35,3,4,15,21,8,12,11,0,0,68,3,0,7,14,8,9,8,0,0,55,0,9,30,30,33,26,3,0,0,126,3,5,24,21,15,15,5,0,0,86,0,3,15,13,23,11,3,0,0,75,0,0,11,8,7,4,0,0,0,26,4,23,21,34,29,22,4,0,0,146,6,13,14,11,20,9,7,4,0,77
1021,3,3,14,6,5,13,5,0,5,56,13,49,267,248,261,123,12,0,0,957,13,15,43,25,27,9,0,0,0,137,11,20,36,29,76,42,3,0,0,213,7,20,50,30,49,35,5,0,0,199,3,9,29,23,29,11,0,0,0,115,25,26,50,22,13,14,3,0,0,158,44,14,11,15,11,14,4,0,0,120,4,9,16,27,15,26,13,0,0,108,3,0,4,3,3,0,0,0,0,19,0,0,3,4,4,0,0,0,0,14,0,6,8,3,5,3,0,0,0,24,3,6,12,14,10,6,3,0,0,54,4,9,30,20,19,7,0,0,0,93,0,9,28,32,19,25,0,0,0,112,0,4,9,14,10,18,3,0,0,53,0,4,4,15,11,10,3,0,0,55,3,0,4,4,0,5,0,0,0,20,6,20,38,26,12,14,0,0,0,124,6,8,21,26,27,17,7,0,0,104
1022,0,7,12,14,25,16,12,0,0,85,0,0,28,26,33,17,3,0,0,111,19,20,61,85,126,75,18,0,0,413,0,3,16,20,17,10,0,0,0,65,39,91,179,191,218,153,37,0,0,917,0,3,10,22,25,17,4,0,0,90,94,45,61,61,65,64,28,10,0,427,100,79,82,81,73,73,21,3,0,516,4,14,30,65,94,76,30,8,0,333,4,5,3,7,11,4,5,0,0,40,0,3,6,18,18,19,7,3,0,77,4,4,8,14,18,26,11,3,0,95,0,11,39,65,83,66,35,0,0,293,8,20,23,37,55,36,12,3,0,198,7,17,93,175,165,87,16,0,0,565,0,10,25,33,40,69,11,3,0,188,3,6,17,42,64,70,18,0,0,226,8,5,3,13,16,6,6,0,0,69,11,10,31,32,42,39,14,0,0,184,17,23,39,43,61,45,28,3,0,266
1023,24,112,156,161,155,126,73,24,4,833,41,286,1883,1944,1540,800,68,0,3,6570,268,859,2199,2268,2565,1803,219,21,3,10205,18,130,516,581,634,409,47,0,0,2333,842,1903,4109,3390,3156,1940,325,25,3,15700,65,255,647,750,720,499,109,6,0,3055,1087,1641,1926,1369,1246,905,238,43,3,8459,2119,1450,1272,755,582,425,135,11,0,6749,69,272,1071,1324,1879,1631,391,35,0,6664,60,149,277,253,247,167,29,5,0,1183,14,119,530,633,483,312,69,15,0,2178,31,100,290,349,313,261,103,17,0,1470,82,440,1642,1557,1203,959,296,39,0,6225,70,273,676,726,669,516,103,10,4,3052,47,429,1638,1783,1987,1285,168,10,0,7341,114,385,1005,1135,1111,1157,235,22,3,5172,89,491,1719,1629,1580,1399,313,42,3,7264,201,230,266,224,177,142,72,8,0,1321,236,591,1059,978,965,678,169,30,8,4713,225,514,1063,964,1009,659,174,59,15,4683
1024,4,12,40,19,18,33,12,0,0,146,0,3,13,13,25,5,0,0,0,63,18,48,142,158,169,104,17,3,0,660,4,8,25,13,38,24,7,0,0,120,67,128,261,199,172,156,29,0,0,1018,5,8,22,37,35,21,10,3,0,142,88,118,151,92,103,67,18,0,0,647,148,83,96,67,55,44,11,0,0,515,9,20,61,73,93,97,48,4,0,412,3,7,17,14,4,14,0,0,0,54,4,3,15,13,9,10,8,0,0,60,0,5,9,16,15,13,9,0,0,63,3,16,44,62,46,52,19,3,3,241,9,30,42,43,68,50,0,0,0,244,23,138,370,284,263,171,25,0,0,1273,8,19,30,38,53,71,14,3,0,235,4,24,88,96,136,113,19,0,0,479,9,10,9,11,7,15,7,4,0,72,21,32,67,64,67,46,19,4,0,315,22,27,72,58,67,44,19,3,0,312
1025,10,14,39,38,38,47,27,10,3,221,7,39,240,248,170,50,4,0,0,757,26,66,164,175,168,99,16,3,0,719,0,6,32,33,28,25,0,0,0,122,75,158,321,242,173,139,37,4,0,1150,8,18,68,49,50,38,14,4,0,257,126,122,195,139,110,77,20,3,0,791,125,70,118,68,58,45,16,3,0,508,8,21,68,103,126,125,50,5,0,501,0,16,21,22,21,12,5,0,0,94,8,6,29,32,24,20,8,0,0,124,3,3,15,21,19,15,16,0,0,96,4,18,67,86,73,49,39,0,0,344,6,20,37,60,47,50,9,0,0,228,8,19,99,149,187,137,16,3,0,623,9,26,83,91,85,114,33,3,0,438,3,33,225,188,154,151,35,5,0,801,12,4,7,15,12,12,7,3,0,73,38,50,111,73,80,49,21,3,0,414,18,32,59,71,74,49,18,5,0,310
1026,7,12,17,17,14,26,20,10,0,110,4,20,119,94,75,19,3,0,0,327,3,13,36,24,35,20,6,0,0,138,0,0,5,15,15,10,0,0,0,50,14,27,44,57,38,56,8,0,0,236,3,8,16,14,15,18,3,0,0,76,40,28,43,43,41,30,7,0,0,222,46,26,23,7,9,13,6,0,0,134,3,10,43,41,70,68,14,0,0,246,0,0,3,0,4,5,0,0,0,12,0,0,5,5,4,3,0,0,0,17,0,0,3,3,3,0,0,0,0,17,3,3,10,11,18,7,3,0,0,51,0,4,8,5,12,20,3,0,0,59,3,20,38,31,54,39,3,0,0,190,3,0,21,22,18,12,4,0,0,87,3,6,11,19,24,21,7,0,0,93,4,0,3,3,7,0,0,0,0,12,12,28,28,15,23,19,3,0,0,124,5,18,26,18,18,13,3,0,0,108
1027,0,5,10,13,18,13,16,0,0,82,0,4,14,13,10,10,0,0,0,47,15,39,76,103,99,70,23,0,0,415,0,15,62,111,139,76,6,0,0,417,68,136,384,342,314,249,50,3,0,1556,10,11,23,57,51,33,11,3,0,210,103,113,209,154,171,130,43,4,0,919,199,107,138,128,103,81,29,0,0,779,10,22,60,70,102,120,53,3,0,447,10,6,15,19,23,10,3,0,0,95,0,8,19,52,54,30,10,6,0,179,4,3,24,36,37,41,11,7,0,165,3,15,63,86,96,84,31,6,0,386,8,10,49,63,76,75,27,4,0,310,4,25,91,133,163,103,13,5,0,538,6,18,83,132,148,121,21,0,0,531,4,28,170,211,213,174,48,3,0,848,26,7,25,22,23,22,8,3,0,142,14,37,72,68,72,61,20,0,0,344,23,27,57,69,66,52,14,5,3,314
1028,0,5,12,7,8,15,11,6,0,69,13,72,382,454,387,240,17,3,0,1563,13,30,59,46,46,19,3,0,0,220,9,26,24,25,66,46,3,0,0,194,27,46,83,71,63,57,18,0,0,370,0,20,30,32,17,20,0,0,0,120,47,42,39,26,20,16,5,0,0,200,75,30,19,17,19,14,6,0,0,180,10,11,18,27,37,38,12,0,0,150,3,3,0,0,5,4,0,0,0,13,0,0,4,3,3,0,0,0,0,8,3,3,7,9,10,3,3,0,0,41,9,10,23,24,23,6,3,0,0,89,0,15,36,18,39,16,6,0,0,125,117,123,110,40,61,26,7,0,0,484,3,11,21,14,24,17,6,0,0,93,0,4,16,6,17,9,3,0,0,57,3,0,4,3,4,3,0,0,0,23,9,30,60,46,51,20,3,0,0,216,8,22,35,25,39,22,3,0,0,149
1029,0,3,4,3,5,3,0,0,0,15,0,0,9,9,4,0,0,0,0,16,14,17,34,49,54,40,7,0,0,209,3,5,3,13,9,13,3,0,0,53,32,91,155,136,164,88,23,0,0,684,4,8,4,14,15,12,0,0,0,55,32,36,51,50,46,57,15,0,0,290,51,30,30,35,21,42,11,0,0,219,0,9,16,36,48,53,22,3,0,187,3,3,3,0,7,13,4,0,0,28,0,0,4,3,4,4,0,0,0,24,0,0,4,6,3,18,0,0,0,40,0,0,12,24,27,40,14,0,0,121,4,7,25,27,32,35,6,0,0,131,7,23,104,132,132,82,9,0,0,498,0,3,14,21,22,38,11,3,0,113,0,8,29,37,37,42,6,0,0,155,0,3,0,6,15,14,0,0,0,41,6,16,30,24,26,17,3,0,0,122,10,13,26,29,37,31,11,0,3,160
1030,170,438,945,980,1070,825,421,133,20,4997,10,98,662,699,663,450,124,21,0,2727,1471,4682,15791,19558,20792,15032,3203,319,44,80895,106,612,2670,3173,3055,2077,350,19,0,12069,6516,16510,39027,33549,27659,16166,3825,308,38,143604,628,2639,10555,12811,11185,7348,1846,221,25,47259,8153,15051,23261,17218,13222,8999,2888,382,36,89203,11453,13453,20923,11185,7835,5250,1298,140,13,71546,912,4233,16806,19463,20908,15474,3656,277,24,81755,696,2169,10085,11075,7742,3621,757,96,8,36244,328,3921,21641,23626,15271,7400,1743,256,57,74250,381,1571,5789,5165,4371,2939,1216,271,46,21749,936,7551,35536,33175,22469,14498,5479,810,93,120547,739,3170,9757,8686,7443,5461,1604,160,27,37037,542,3571,14963,15335,15092,10563,2364,206,22,62650,2017,4714,11326,10628,9842,9143,3008,341,16,51038,742,3721,13879,13075,11813,9825,3673,534,56,57322,1596,2818,5173,3750,2921,2034,673,118,13,19098,1384,3816,9163,8761,8351,6041,1786,224,27,39556,2410,6705,17324,14727,13584,8791,2587,517,118,66775
1031,16,42,94,50,49,59,32,6,3,350,0,4,49,37,25,14,3,0,0,120,57,132,354,225,178,141,26,5,0,1124,0,8,30,36,39,25,0,0,0,142,62,176,303,215,227,178,26,3,0,1195,11,45,104,87,82,55,12,0,0,405,134,106,206,158,129,102,36,4,0,881,169,80,97,66,51,56,17,0,0,546,7,26,116,145,183,163,50,12,0,706,0,14,24,19,17,24,7,0,0,107,3,5,29,38,32,28,7,3,0,148,7,7,28,8,26,21,19,3,0,120,7,16,66,54,59,60,24,3,0,285,12,31,73,57,59,44,16,5,0,293,4,46,143,137,167,130,20,3,0,657,4,15,87,93,120,103,27,3,0,449,5,28,131,122,153,130,24,3,0,594,14,14,16,23,12,12,9,3,0,96,15,55,96,79,89,66,29,5,0,433,38,49,110,84,91,66,20,6,4,465
1032,8,16,21,23,33,35,14,8,0,148,3,3,7,3,8,6,3,0,0,32,17,56,108,119,127,97,11,3,0,531,4,5,25,25,28,26,0,0,0,115,34,65,113,98,132,111,22,0,0,573,10,12,18,27,28,24,4,3,0,128,65,54,124,89,94,88,25,4,0,545,108,38,37,38,29,29,9,0,0,285,3,19,36,54,103,76,37,4,0,321,0,3,14,4,11,14,0,0,0,43,0,4,8,9,9,8,3,0,0,45,6,3,6,13,8,8,0,0,0,48,3,9,7,19,19,22,11,0,0,95,0,22,29,25,40,30,14,0,3,160,0,12,23,30,42,55,7,0,0,169,0,8,38,35,39,48,12,0,0,175,4,13,67,79,100,111,16,3,0,388,8,3,7,8,8,10,0,0,0,45,7,24,42,50,55,42,9,0,0,236,10,26,40,34,53,40,15,0,0,218
1033,3,5,3,19,15,20,3,7,0,83,0,3,0,6,0,3,0,0,0,18,5,10,20,33,27,39,5,0,0,137,0,3,8,11,7,8,0,0,0,38,22,56,127,120,118,111,16,3,0,574,0,3,8,14,13,14,6,0,0,56,42,21,55,68,70,53,22,3,0,323,56,42,53,51,67,40,14,0,0,322,4,0,10,17,41,25,15,0,0,116,0,0,3,3,3,7,3,0,0,23,0,0,0,7,8,0,3,0,0,22,0,0,5,11,9,9,3,0,0,43,0,3,17,25,20,33,14,3,0,115,5,11,19,21,32,30,13,0,0,118,0,8,20,49,49,40,4,0,0,175,0,3,15,29,34,41,7,0,0,137,3,0,21,29,30,30,3,0,0,123,10,6,10,3,9,14,0,0,0,56,3,9,24,25,26,28,0,0,0,108,8,11,19,20,23,23,9,4,0,118
1034,15,39,69,61,62,59,32,15,3,350,0,3,20,8,6,3,0,0,0,43,73,139,390,372,229,142,27,3,0,1383,3,16,58,56,60,52,7,0,0,264,138,311,483,324,304,238,50,8,0,1853,10,61,100,101,116,82,30,3,0,497,221,189,251,204,189,190,36,0,0,1275,190,143,161,79,74,63,10,0,0,708,14,39,125,139,226,208,66,3,0,823,8,18,36,34,28,24,0,0,0,156,0,8,36,50,61,41,5,0,0,201,8,8,28,25,37,26,8,3,0,134,8,39,120,117,102,95,26,3,0,515,11,31,56,70,66,62,19,0,0,314,98,150,422,340,316,215,28,0,0,1566,15,44,148,198,210,203,45,5,0,869,13,56,222,197,182,132,36,3,0,843,19,19,21,23,14,18,3,0,0,125,29,70,134,109,116,90,29,0,0,584,39,83,135,105,106,74,29,9,0,574
1035,14,34,50,52,52,52,30,10,0,297,3,76,618,752,567,327,30,0,0,2374,115,451,987,1331,1959,1186,141,13,0,6180,16,71,257,277,291,204,14,0,0,1120,706,1451,2590,2332,2095,1257,196,16,0,10656,37,134,351,433,464,308,53,5,3,1789,645,944,1173,890,760,483,121,24,4,5050,1121,978,722,410,379,267,65,9,0,3945,59,192,730,1156,1333,1032,217,20,3,4733,34,76,208,245,200,85,18,0,0,870,11,97,395,535,408,215,60,3,0,1721,18,69,175,189,179,138,45,3,0,822,57,293,875,975,744,579,162,15,0,3694,61,183,354,409,427,313,62,0,0,1816,55,256,1043,1314,1315,812,106,10,0,4905,94,313,852,849,875,862,186,18,3,4049,66,263,812,900,868,705,159,22,3,3800,129,161,181,159,138,111,30,7,3,920,160,332,629,568,547,389,94,7,0,2724,159,382,626,598,680,449,109,41,6,3046
