SUA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
1023,11,39,8,125,56,44,55,38,4,383,0,3,7,30,37,101,133,196,92,603,0,17,10,17,4,7,11,0,0,67,5,27,70,152,25,10,3,3,3,294,0,0,3,16,11,9,6,0,0,48,3,7,58,150,69,57,41,21,3,404,0,0,0,3,11,14,49,13,0,95,0,0,11,14,6,4,7,3,0,44,0,0,11,16,3,3,3,0,0,35,0,7,12,55,9,0,0,0,0,82,0,15,3,40,26,61,176,90,35,443,23,106,215,796,468,414,227,91,21,2364,0,3,4,31,20,23,39,26,6,152,4,30,47,146,22,5,10,0,0,268,0,3,5,34,27,21,5,3,0,98,10,68,85,249,63,33,11,5,0,517,0,0,0,43,20,34,44,39,37,213,3,31,14,135,133,187,232,149,40,926,0,9,39,21,16,13,3,10,0,104,3,52,99,229,149,83,42,28,4,683
1024,0,0,0,0,0,3,3,3,0,20,0,0,0,0,3,8,13,10,3,40,0,0,0,0,0,0,0,0,0,0,0,5,7,11,4,0,0,0,0,24,0,0,0,5,3,0,0,0,0,20,0,0,0,7,7,3,0,0,0,13,0,0,0,3,0,5,9,5,0,22,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,20,0,0,0,3,6,10,31,12,0,67,5,10,22,59,39,39,34,15,4,231,0,0,0,0,0,0,6,3,0,10,3,3,0,5,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,8,0,10,10,29,3,0,0,0,0,54,0,0,0,5,0,5,3,0,0,16,0,0,0,3,14,13,26,15,5,76,0,0,0,3,3,0,0,0,0,6,0,0,3,6,8,0,3,0,0,23
1025,0,7,0,8,3,0,7,4,0,31,0,0,0,0,3,10,7,14,3,44,0,0,0,0,0,0,0,0,0,3,0,0,3,20,3,3,0,0,0,26,0,0,0,0,0,3,0,0,0,8,0,0,0,3,3,6,0,0,0,16,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,3,0,43,3,0,0,0,0,53,0,0,0,4,3,3,18,7,3,34,0,11,11,50,38,27,10,5,0,169,0,0,0,0,0,0,7,3,0,5,0,3,0,17,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,7,0,15,8,17,14,3,3,0,0,62,0,0,0,0,0,4,3,0,3,11,0,6,0,7,7,6,16,4,0,46,0,0,0,3,0,0,0,0,0,8,0,15,13,19,10,4,7,4,0,66
1026,0,0,0,0,3,0,4,0,0,9,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,7,0,3,3,15,5,3,3,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,10,3,10,3,0,0,0,0,27,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,18
1027,0,3,3,26,7,5,19,3,3,76,0,0,0,0,3,9,20,11,0,46,0,3,0,3,0,0,0,0,0,15,0,0,3,13,0,0,0,0,0,15,0,0,0,3,0,0,3,0,0,5,0,0,0,3,0,5,0,0,0,20,0,0,0,0,0,3,6,7,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,10,0,0,0,4,3,5,30,24,9,78,0,19,13,91,54,48,60,37,8,334,0,0,0,4,5,0,7,10,0,29,0,0,0,6,0,0,0,0,0,6,0,0,0,6,3,0,0,0,0,17,0,3,9,17,7,10,3,0,0,44,0,0,0,0,3,3,0,3,5,16,0,9,0,11,14,16,46,30,11,123,0,0,0,0,0,0,4,0,0,8,0,0,8,26,16,12,20,12,5,94
1028,0,0,0,3,0,0,3,0,0,12,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,16,0,15,18,41,56,28,12,6,0,169,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,10,3,15,9,19,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,12,18,12,4,0,0,0,55
1029,0,0,0,8,0,3,9,7,0,26,0,0,0,0,3,11,17,15,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,17,10,4,37,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,11,0,30,0,3,3,22,27,15,26,12,0,107,0,0,0,0,3,0,6,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,8,6,5,0,20,0,3,0,4,0,18,22,5,6,59,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,7,0,0,18
1030,53,358,283,5472,1528,894,921,412,144,10062,40,171,463,3014,1896,3028,4850,4808,2014,20283,106,421,525,1588,725,355,226,69,8,4030,212,1235,3079,10341,3494,2452,1233,622,112,22780,95,403,1092,8248,6745,5548,4376,1758,419,28675,96,428,1457,5117,1827,2024,1490,502,98,13032,4,7,40,216,366,1277,2294,1219,303,5718,0,31,98,643,449,559,408,177,57,2419,11,78,466,1336,592,357,244,124,40,3240,86,456,3644,11851,524,220,88,14,0,16889,27,155,164,820,550,624,1030,620,295,4290,498,3086,5321,15100,7342,5613,2685,875,247,40771,0,27,52,587,400,304,386,201,40,2002,339,1104,2265,7223,1546,789,256,59,15,13596,3,33,76,464,412,275,98,91,29,1480,254,1677,2962,13337,5337,4325,1987,451,132,30465,21,45,78,1557,481,1150,765,331,311,4728,24,191,244,1879,1557,1646,1553,839,296,8213,163,707,756,1695,648,644,411,163,34,5222,121,803,1578,5904,3324,2466,1543,595,184,16526
1031,0,3,0,3,3,7,3,0,0,25,0,0,0,0,4,5,3,3,3,17,0,0,0,0,0,0,0,0,0,5,0,0,55,59,0,0,0,0,0,119,0,0,0,0,0,3,0,0,0,3,0,0,0,8,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,17,0,0,0,0,0,24,0,0,3,16,3,0,0,0,0,26,0,0,0,0,0,4,6,9,4,17,0,4,11,43,19,34,19,3,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,3,12,4,3,0,0,0,21,3,29,37,87,21,0,0,0,0,180,0,0,0,3,0,3,3,0,0,8,0,3,0,0,5,9,12,3,3,36,0,0,3,3,8,0,0,0,0,21,4,5,6,15,10,3,0,0,0,46
1032,0,0,0,0,0,0,3,6,0,13,0,0,0,0,0,4,5,5,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,26,7,0,46,3,3,3,25,23,27,12,15,0,117,0,0,0,0,4,4,0,0,0,13,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,10,0,4,3,5,0,0,3,0,0,20,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,12,9,5,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,21
1033,0,0,0,4,0,0,0,4,0,13,0,0,0,3,4,3,22,15,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,9,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,21,0,6,3,18,13,13,21,3,3,79,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,3,7,14,13,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,8,3,0,21
1034,0,5,0,7,8,0,6,3,0,29,0,0,0,0,0,3,11,6,4,24,0,0,0,3,0,0,0,0,0,5,0,4,0,13,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,9,0,21,4,3,4,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,7,12,46,6,0,0,0,0,84,0,4,3,25,0,3,0,0,0,30,0,0,0,5,3,13,17,6,7,49,0,16,23,56,49,32,14,7,3,195,0,0,0,0,0,4,4,7,0,14,4,8,3,26,5,3,0,0,0,51,3,0,0,0,6,5,0,0,0,8,3,34,21,127,12,3,3,0,0,201,0,0,0,3,3,0,0,0,0,13,0,0,7,12,18,6,15,3,3,56,3,0,0,0,3,0,0,0,0,9,0,12,18,30,15,14,10,3,0,105
1035,0,38,9,88,52,41,49,55,11,330,0,5,10,53,102,292,373,462,218,1519,0,7,7,22,12,3,3,0,0,59,0,17,32,76,28,14,3,3,0,175,5,6,15,103,76,72,50,13,15,343,0,10,107,48,22,26,14,10,3,232,0,3,0,7,25,77,135,79,15,351,0,0,0,3,3,12,0,4,0,23,3,6,19,47,13,7,6,3,0,102,3,0,11,34,3,0,3,0,0,46,0,3,4,23,32,66,222,113,42,508,12,80,140,498,308,224,127,47,17,1449,0,10,3,15,16,19,34,17,5,131,0,12,53,100,13,10,8,0,0,207,0,3,8,18,26,14,8,0,0,71,10,48,37,172,51,42,19,4,3,378,0,3,0,43,14,54,43,20,20,198,0,17,22,56,189,239,261,171,54,1011,10,11,11,13,4,8,3,3,0,69,4,23,52,162,66,63,39,18,8,438
