RA_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
RA10,1807,5252,14937,13342,10197,6372,1883,449,117,54365,63222,130720,335524,318500,277933,189217,46304,4566,354,1366340,429,885,2147,2068,2342,1985,940,299,38,11140,120,636,3542,4547,3612,2381,381,59,4,15282,3983,9437,29709,34971,37018,30010,6787,689,43,152652,202,1095,5049,6947,6365,4156,822,66,7,24707,10898,25285,63221,54128,43778,28827,6940,682,43,233793,1173,4773,17521,22583,20960,14684,3623,497,45,85853,28917,41612,57373,46601,38852,28630,7650,958,71,250672,41590,29834,34906,23725,17206,12635,3091,361,33,163378,2075,8550,28014,32307,32614,27124,6772,608,18,138084,952,4004,16482,18852,13365,6707,1411,178,24,61975,708,11084,47700,58337,39826,18624,4094,567,89,181022,928,4027,12388,13221,10817,7091,2701,644,117,51928,2298,22214,83483,80417,54224,32517,12022,1951,112,289232,1721,7918,22515,20991,18821,14126,3978,464,20,90559,1357,9191,36768,43059,40033,26981,5822,403,18,163628,7366,19386,54507,55255,54084,40205,11566,1006,43,243417,6604,35431,98786,87732,82117,67101,18883,1939,78,398669,3303,5573,10624,8666,6657,4438,1568,265,26,41112
RA11,809,960,1967,2025,2245,1728,740,263,66,10799,23124,26843,62296,66781,74774,63562,17080,2019,196,336677,1013,1757,4145,4459,5191,6190,4597,1845,251,29438,143,770,3363,3800,3424,2106,308,21,0,13940,2095,3146,7779,7802,8528,7220,1819,247,20,38652,120,367,1445,1974,2326,2028,308,19,0,8593,4617,7574,15485,13962,13136,10907,3079,259,20,69038,565,959,2337,2748,3272,2911,851,167,10,13817,11596,7769,11479,10363,11273,10497,3141,387,32,66536,14952,7135,8874,6993,6616,5878,1795,248,18,52499,493,1099,3364,4297,6182,6630,2531,327,16,24946,260,423,943,1093,1151,1001,312,58,3,5240,128,597,1969,2514,2809,2134,590,104,7,10850,249,626,1628,1762,2089,1759,810,189,15,9137,546,1742,6043,7036,7222,5872,2844,404,21,31735,601,1511,3995,4606,5387,5010,1410,131,4,22662,890,2653,8579,11359,13545,9711,1843,115,8,48692,1296,3368,10843,14340,16308,13395,3747,272,3,63579,2130,7712,21954,21622,24831,24683,6176,404,12,109518,1002,834,1471,1550,1635,1398,551,110,8,8555
RA12,221,205,457,476,517,525,261,120,16,2803,4661,5363,13709,14394,16862,16354,5387,973,109,77802,862,1461,3862,4380,5377,6690,4963,1718,277,29590,71,368,1377,1373,1178,754,128,8,0,5264,571,934,2169,2011,2056,1716,446,54,5,9962,22,95,348,483,557,516,81,9,0,2104,821,1205,2550,2161,2212,2123,692,71,4,11832,209,287,617,663,784,712,216,37,3,3521,2271,1285,2113,2061,2400,2415,736,98,4,13374,2342,1153,1782,1381,1570,1708,597,61,8,10593,120,262,808,884,1361,1759,713,124,6,6037,47,80,128,142,142,168,63,13,0,779,21,110,341,357,412,322,70,18,0,1641,62,118,259,269,339,264,148,27,5,1495,124,343,1015,1008,1099,1058,492,75,4,5220,110,288,766,768,1007,1075,306,31,0,4353,127,410,1614,1949,2572,2220,514,27,0,9444,236,683,2424,2980,3429,3007,806,62,5,13636,403,1200,3599,3624,4395,4937,1209,78,4,19450,155,202,405,301,351,385,122,26,4,1950
RA13,21,12,32,34,27,28,20,13,6,185,233,354,1069,936,1094,1016,346,92,5,5142,110,232,604,569,783,839,481,163,25,3802,32,88,217,172,164,124,18,0,0,812,18,14,47,42,45,44,15,0,0,230,4,4,38,36,30,19,3,0,0,139,34,31,121,91,82,106,29,3,0,494,7,8,52,35,24,46,15,4,0,184,76,41,96,96,112,108,38,10,5,578,64,54,122,85,68,102,35,6,0,541,9,15,44,38,74,83,49,9,0,326,0,4,9,3,4,6,0,0,0,33,5,9,22,15,20,12,5,0,0,81,0,9,3,7,10,9,3,0,0,43,4,12,40,33,48,32,15,6,0,182,4,7,42,49,43,59,17,3,0,226,11,30,134,138,151,153,26,0,0,658,19,67,271,267,255,179,59,0,0,1127,24,84,241,151,210,225,54,7,0,993,3,0,11,13,14,16,4,0,0,65
RA14,8,4,15,7,6,7,4,3,0,51,48,81,269,226,258,244,96,24,3,1240,15,35,94,92,111,136,99,29,10,632,3,4,13,11,18,9,0,0,0,68,5,0,5,4,0,11,0,0,0,24,0,0,4,14,4,4,4,0,0,31,11,12,18,22,18,27,12,3,0,122,0,3,5,6,6,0,0,0,0,27,10,11,19,21,21,36,13,0,0,134,16,11,35,35,37,54,12,6,0,213,0,0,20,11,13,23,7,5,0,80,0,0,0,0,3,3,3,0,0,10,0,3,0,4,0,0,0,0,0,9,0,0,0,3,0,3,5,0,0,11,0,3,9,9,10,7,7,0,0,40,3,7,12,15,16,20,7,0,0,76,5,18,94,77,84,48,17,0,0,339,10,15,80,77,79,50,25,0,0,336,5,21,63,44,55,56,10,0,0,249,0,0,4,0,9,7,0,0,0,27
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,8,15,11,16,3,3,0,0,54,66,122,369,195,189,156,34,0,0,1128,5,16,69,13,9,14,0,0,0,130,0,3,11,13,11,3,0,0,0,41,4,15,47,24,16,27,5,0,0,135,0,0,7,4,3,4,0,0,0,23,5,16,81,50,44,26,11,0,0,246,0,6,20,12,7,9,0,0,0,57,22,33,57,17,37,14,5,3,0,196,39,40,86,33,16,21,3,0,0,235,0,11,39,25,17,31,4,0,0,134,0,3,10,13,6,4,0,0,0,40,0,3,26,22,15,6,0,0,0,78,0,0,3,4,0,5,0,0,0,20,0,3,57,54,42,21,9,0,0,187,5,8,33,23,18,21,0,0,0,113,13,18,26,29,33,30,0,0,0,150,3,9,44,18,32,27,6,0,0,137,3,19,80,55,66,42,20,0,0,287,4,18,31,16,4,6,0,0,0,76
