RA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
RA10,139,1050,3814,17325,11942,10234,6384,1938,979,53803,7,54,83,689,484,516,424,335,143,2730,3,84,389,1210,628,446,189,67,19,3047,731,5602,7372,42751,18746,16965,14934,9656,4482,121236,6844,14925,15250,42867,14712,12918,11787,9855,7115,136267,175304,366339,360626,915077,393317,349400,276985,163766,79928,3080740,73,706,1633,7285,2123,1448,765,251,56,14344,335235,635990,548408,906764,412772,344407,260605,147870,64396,3656444,163,1340,2265,17763,3952,2215,871,129,11,28709,4,40,86,2323,1221,1819,1138,600,164,7400,72,482,1122,14922,1556,730,302,109,37,19336,36,221,697,4063,2870,2724,1886,705,260,13465,158,603,823,5168,2360,1633,912,396,87,12146,30,167,318,3614,2415,2386,2400,1509,274,13106,657,6749,18642,99989,34417,40354,25802,10508,5583,242693,3,46,67,1668,1418,2850,3504,3447,1235,14251,113,1141,1024,5170,2095,3177,3859,2616,1038,20230,876,7266,9242,42589,29780,32869,27150,20269,7352,177390,37,523,1524,12010,7459,7136,4214,1805,413,35129,73,533,697,6076,1694,1053,725,395,191,11424
RA11,4,79,67,565,177,90,50,6,4,1048,0,14,24,83,108,145,169,131,48,721,7,20,44,191,131,105,84,17,5,613,88,423,512,2919,1411,1542,1610,1101,391,9996,2113,5721,5104,11410,6030,6801,6781,5205,2944,52103,40919,95127,81979,175925,100169,112156,104463,61289,26529,798556,0,11,34,102,30,16,9,0,0,200,78718,176228,149470,272848,156668,172401,157979,86049,32090,1282451,14,76,29,552,77,28,22,8,0,796,0,0,3,65,20,44,34,32,4,203,5,27,30,673,94,60,28,12,0,927,5,26,26,157,49,23,17,9,0,305,35,124,128,849,505,457,389,166,28,2677,0,5,9,249,150,147,162,73,11,813,28,209,246,1758,718,600,374,150,54,4151,0,0,3,62,85,246,305,281,89,1076,6,58,34,205,66,103,181,117,38,806,97,870,1131,4632,5694,10383,11917,8943,2904,46556,11,47,86,669,276,238,167,80,18,1589,15,39,82,573,215,251,234,124,34,1558
RA12,0,5,8,42,31,8,0,0,0,101,0,0,3,10,9,19,30,13,3,83,0,6,5,39,27,24,11,9,0,118,7,52,60,449,207,275,252,154,63,1527,793,2146,1664,3972,2330,2802,2381,1582,826,18502,9862,23076,18152,40026,23554,28570,24282,14104,5970,187593,0,10,9,20,20,9,0,0,0,71,18476,42124,32884,62184,37926,46030,39499,21061,7395,307587,0,3,3,54,3,7,0,0,0,82,0,0,0,7,0,9,3,7,0,29,0,10,18,72,20,10,0,3,0,126,0,0,0,19,6,0,3,0,0,37,0,9,15,117,52,65,60,22,6,345,0,3,5,46,19,22,18,14,0,126,6,20,19,264,117,96,60,15,6,611,0,0,0,0,5,32,47,36,14,133,0,4,0,26,10,10,22,9,0,76,5,67,124,612,682,1693,1977,1379,345,6881,5,23,57,228,107,87,52,14,0,568,0,0,20,76,17,40,36,21,3,222
RA13,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,6,6,38,8,5,17,19,5,96,125,291,257,533,277,313,224,149,50,2223,870,1691,1317,3140,1639,1814,1256,783,307,12807,0,0,0,0,0,0,0,0,0,0,1478,2821,2094,4468,2522,2955,2127,1140,409,20003,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,10,0,3,0,0,0,16,0,0,0,7,0,0,0,0,0,7,0,5,0,18,12,6,0,0,0,49,0,0,0,0,0,4,4,10,0,21,0,4,0,8,0,0,0,0,0,9,0,0,6,48,23,42,46,31,6,198,0,3,3,16,5,9,4,0,0,43,0,0,0,11,0,0,0,0,0,14
RA14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,20,30,79,66,156,74,83,49,33,9,585,187,426,352,881,443,464,317,160,57,3293,0,0,0,0,0,0,0,0,0,0,346,730,578,1207,669,755,575,252,76,5184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,7,5,3,46,0,0,0,4,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,3,9,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,8,16,62,19,11,8,5,0,133,92,183,205,568,186,144,55,21,4,1460,203,412,703,1772,666,698,404,104,32,4997,0,0,0,7,0,0,0,0,0,7,266,402,764,1804,880,940,674,162,30,5912,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,21,0,0,0,0,0,3,0,0,0,5,0,0,7,13,3,6,0,0,0,26,0,0,0,9,0,0,0,0,0,17,0,4,4,49,12,12,5,0,0,86,0,0,0,0,0,0,3,0,0,8,0,0,7,5,5,0,0,0,0,13,3,3,20,94,28,86,53,19,0,318,0,0,3,12,7,0,3,0,0,23,0,0,9,31,9,4,0,0,0,56
