RA_CODE_2021,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
RA10,36635,34499,71132,36755,35046,71801,37227,34896,72120,37171,34890,72060,37866,35977,73845,185652,175304,360961,38882,36872,75756,38661,36489,75148,38959,37141,76099,39569,37290,76861,39658,37336,76991,195726,185126,380850,38881,36537,75415,39035,36752,75789,38193,36156,74346,37988,36343,74329,37769,35418,73190,191858,181209,373070,36510,34363,70873,35653,33202,68856,34808,32551,67360,34718,32932,67649,35209,33413,68618,176894,166458,343353,38460,35816,74276,40887,38401,79292,40997,38708,79710,41544,39787,81327,42845,41453,84292,204734,194165,398901,44008,42560,86569,45045,44198,89249,45214,45123,90337,45781,45947,91729,45636,47209,92842,225686,225039,450723,46820,48690,95506,47210,48989,96200,46841,48667,95509,45661,48355,94019,45574,48481,94056,232104,243185,475286,46276,48066,94345,46643,48037,94684,46356,47878,94231,46524,47766,94290,45417,46173,91591,231221,237915,469137,44758,44733,89491,42397,42517,84913,41010,41770,82780,39519,40230,79745,39000,39684,78683,206679,208932,415610,38475,39507,77976,38392,39389,77781,38708,40077,78782,39368,40918,80281,40328,42084,82406,195264,201969,397229,40125,42583,82707,37024,38604,75628,36292,38297,74592,34558,36634,71193,33872,35233,69106,181869,191353,373217,34205,34858
RA11,8218,7839,16059,8562,8118,16683,8845,8119,16959,8673,8284,16958,8978,8551,17527,43269,40919,84183,9476,8926,18403,9466,8911,18371,9542,9106,18651,9971,9235,19211,9933,9670,19600,48396,45836,94238,10087,9606,19691,10187,9890,20076,10418,9942,20361,10384,9770,20152,10562,10084,20648,51635,49290,100923,10150,9492,19637,9861,9239,19098,9571,8911,18477,9292,8448,17740,8481,7945,16428,47353,44035,91384,8294,7755,16050,8125,7589,15718,7728,7530,15256,7727,7552,15279,7919,7531,15446,39801,37943,77742,7726,7785,15511,8168,8236,16406,8130,8271,16393,8330,8610,16938,8648,8649,17298,41000,41554,82550,8528,9106,17637,8645,9041,17691,8375,8975,17353,8394,8921,17317,8439,8896,17337,42388,44936,87331,8740,9050,17789,8444,8953,17391,8431,9111,17541,8717,9337,18054,8615,9013,17634,42951,45466,88415,8428,9114,17542,8242,8506,16750,8173,8687,16856,8067,8821,16889,8183,8841,17024,41089,43968,85061,8515,8936,17456,8795,9276,18069,9170,9635,18801,9324,10128,19446,10166,10869,21034,45967,48838,94806,10426,11088,21514,9427,10105,19532,9540,10238,19780,9079,9833,18911,9350,10055,19401,47818,51322,99141,9257,9830
RA12,1963,1884,3845,2130,2014,4149,2085,1889,3979,2097,1976,4069,2139,2087,4232,10407,9862,20270,2287,2158,4448,2288,2059,4347,2341,2242,4587,2483,2276,4757,2512,2356,4873,11910,11100,23008,2452,2310,4764,2537,2523,5059,2546,2353,4900,2568,2432,5000,2588,2363,4957,12699,11976,24671,2407,2316,4731,2310,2189,4495,2202,2094,4293,2001,1889,3882,1833,1624,3454,10749,10109,20853,1817,1504,3324,1760,1510,3272,1872,1581,3452,1753,1657,3412,1835,1788,3626,9039,8043,17083,1821,1771,3592,1950,1930,3874,2088,1935,4025,2019,1960,3982,2008,2070,4077,9890,9657,19546,1966,2096,4062,2077,2114,4196,1995,2046,4043,1919,1996,3913,1948,2018,3964,9909,10266,20172,1995,1965,3962,1944,2121,4069,1928,2008,3934,1921,2030,3952,1889,1963,3853,9680,10092,19773,1964,2097,4064,1960,1961,3927,1900,1993,3892,1896,2002,3896,1947,1963,3910,9676,10012,19685,1981,2027,4004,2110,2079,4190,2146,2325,4478,2276,2317,4591,2394,2428,4818,10903,11183,22087,2576,2572,5146,2364,2526,4893,2413,2502,4913,2411,2357,4773,2501,2417,4912,12265,12376,24641,2470,2603
RA13,159,151,314,219,179,406,178,182,356,178,176,350,148,179,331,889,870,1755,205,161,367,192,166,361,190,167,356,160,213,378,183,164,348,937,874,1810,181,187,368,193,177,375,173,169,341,138,135,278,172,144,315,864,813,1679,129,150,281,171,131,302,145,150,289,131,126,256,135,136,267,705,695,1397,123,123,241,135,119,259,114,146,260,124,102,226,164,134,292,655,623,1280,161,153,317,158,165,323,154,165,317,150,164,317,169,171,340,799,820,1621,188,194,382,163,187,352,150,158,301,186,156,343,167,172,343,859,873,1726,156,161,313,172,185,354,151,157,307,123,135,259,129,134,264,733,771,1508,150,137,290,145,108,253,132,121,251,125,138,264,145,163,306,692,674,1368,138,158,293,137,140,282,154,170,321,143,142,279,166,184,347,733,799,1531,175,170,353,184,182,365,189,152,343,168,157,328,181,177,356,903,848,1751,205,167
RA14,41,30,74,56,47,102,35,49,82,46,39,86,46,23,74,235,187,419,46,48,90,48,51,104,58,34,89,59,38,103,51,36,93,260,212,477,52,51,95,41,55,94,42,31,70,35,44,79,38,38,78,203,222,422,42,35,73,38,38,76,44,37,84,36,37,71,37,35,70,197,177,375,35,55,87,31,21,54,33,42,76,40,26,65,31,30,66,173,177,349,29,40,65,31,43,70,40,48,90,34,35,71,52,59,113,182,230,409,44,49,94,51,67,112,51,60,104,41,54,91,37,34,65,210,257,472,49,56,106,33,36,68,35,35,68,42,45,86,31,33,65,185,208,391,43,30,72,40,48,88,31,33,68,20,38,59,43,32,77,176,185,361,33,36,69,38,37,75,31,35,66,37,34,71,42,70,113,179,206,387,54,44,100,42,54,101,39,55,102,53,43,99,44,40,85,244,234,477,37,51
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,51,33,89,55,46,101,50,37,95,48,50,102,45,38,82,258,203,460,39,44,86,44,45,89,34,46,78,49,45,98,42,50,84,199,227,428,28,44,73,41,41,77,28,33,60,48,43,93,34,26,59,185,185,369,33,50,83,47,49,96,51,60,114,58,67,121,62,60,123,253,279,532,60,70,135,75,87,158,91,77,169,89,90,171,91,99,189,411,418,829,115,106,223,122,103,220,101,117,219,120,123,242,127,82,211,586,533,1118,117,109,229,111,99,211,143,99,245,103,87,190,102,98,201,574,495,1068,124,77,203,90,79,177,129,87,212,117,68,185,103,78,176,562,392,954,111,79,189,101,61,161,134,79,214,94,72,166,105,62,168,542,357,902,101,63,160,104,76,177,130,68,192,117,65,183,97,64,161,540,332,877,106,75,185,78,66,145,113,69,182,84,49,136,82,72,153,473,333,801,103,62
