RA_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
RA10,19136,24266,43399,5773,7278,13054,6539,17579,24117,7592,36583,44173,22095,78614,100708,24650,48926,73574,70483,35129,105615,64998,44195,109196,81474,50169,131642,96886,41754,138644,76274,37052,113323,81308,31204,112508,186818,58631,245450,147835,8926,156753,131924,17270,149190,93234,4552,97782,338756,31210,369962,80579,11850,92425,15648,17225,32878,1551984,602406,2154391
RA11,4124,5544,9665,2017,2388,4411,1906,6089,7997,2250,12809,15062,7928,35339,43271,8719,23159,31878,31379,13870,45252,26226,16678,42904,30864,15947,46810,35605,10584,46185,24025,8294,32324,25582,6127,31706,51312,9187,60504,36648,1387,38028,28102,1936,30036,17311,401,17710,42912,3329,46247,27225,2263,29496,5931,8040,13973,410080,183372,593454
RA12,1329,1579,2911,619,629,1248,519,1823,2347,642,3552,4193,2403,9834,12235,2373,4869,7241,8105,3216,11319,6447,4136,10581,7408,3813,11221,8402,2461,10857,5516,1916,7433,6156,1438,7595,11662,2069,13735,7894,210,8108,5830,430,6257,3462,83,3545,7421,764,8188,7611,461,8072,1966,2440,4404,95759,45726,141486
RA13,114,107,220,34,36,73,31,100,130,38,223,263,126,617,739,163,244,406,406,171,584,349,258,612,399,223,628,443,189,628,305,148,453,353,124,477,692,173,865,497,9,507,340,57,387,217,4,216,558,75,632,633,39,675,153,184,338,5857,2981,8835
RA14,34,40,77,18,13,27,12,45,53,18,78,95,43,152,189,39,57,96,109,42,152,85,78,163,103,73,175,97,52,144,62,36,95,74,40,111,157,61,217,95,6,102,92,19,107,51,0,51,120,36,155,161,11,171,67,52,114,1423,879,2304
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
