RA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
RA10,5,9,21,155,207,855,2297,1791,637,5973,0,24,115,678,337,660,575,310,170,2856,7,50,265,1237,627,502,384,149,67,3292,47,326,7741,17628,687,438,177,35,0,27074,25,140,183,902,508,545,1238,1119,558,5219,322,2352,5010,15309,8773,7586,4813,2125,647,46936,9,45,112,1270,1203,2011,2361,1258,454,8719,177,1642,1306,7625,1490,814,438,106,26,13636,4,24,96,400,696,518,302,133,56,2230,155,1782,3810,23476,9794,9717,6716,1715,559,57725,11,63,95,2238,948,1124,1548,676,570,7282,7,231,477,1245,1125,1018,554,180,33,4875,16,168,320,1750,1447,2163,2199,1645,670,10378,129,906,919,2156,1051,955,857,300,92,7369,112,1010,1698,6929,4559,3220,2388,1257,433,21602,52,449,861,5198,2539,2612,1720,846,352,14637,52,230,353,4210,1075,760,798,116,23,7612,64,522,1214,11789,3122,1645,789,160,24,19325,21,182,177,1847,1720,1465,1024,563,123,7137,479,1677,1737,5967,1911,1507,1046,426,111,14862
RA11,0,0,3,19,28,121,298,177,33,686,0,0,3,39,18,51,47,16,7,182,0,21,56,261,70,37,24,8,5,472,6,77,230,1459,32,21,6,0,0,1838,7,15,35,192,168,277,794,561,206,2246,34,272,407,1955,1758,2181,1884,802,199,9495,0,0,0,14,19,29,30,6,4,106,13,46,29,269,23,16,21,4,0,414,0,9,24,104,210,190,104,14,10,663,35,278,321,2182,893,911,628,125,27,5404,3,6,5,121,66,109,136,64,53,560,0,6,10,33,14,18,12,0,0,92,4,39,56,220,266,605,787,570,185,2734,3,44,29,84,102,98,77,29,4,471,13,136,228,844,626,411,444,225,52,2982,4,67,43,316,108,69,65,27,4,704,4,14,23,355,45,33,15,8,0,487,12,109,147,864,491,244,102,11,0,1981,18,10,0,40,28,23,19,3,5,139,30,174,205,835,376,449,496,156,28,2759
RA12,0,0,0,3,5,13,30,14,4,77,0,0,0,4,0,0,4,0,0,12,0,0,0,11,0,0,0,0,3,24,0,0,13,114,3,4,3,0,0,144,0,0,12,47,27,51,151,87,29,414,3,68,80,397,313,397,305,97,18,1676,0,0,0,0,0,9,8,4,0,16,0,13,19,53,5,8,5,0,0,101,0,5,7,20,35,34,9,0,0,119,17,97,95,545,208,208,143,34,5,1346,0,0,0,15,9,11,22,14,3,62,0,15,25,34,28,14,4,0,0,129,0,8,7,35,44,77,111,99,25,403,0,4,3,14,9,12,8,3,0,46,8,41,52,150,102,77,62,27,5,519,0,16,0,46,14,12,7,6,0,103,3,6,12,179,4,0,0,0,0,205,0,13,14,161,81,62,18,3,0,354,0,0,5,12,19,5,7,0,0,48,0,30,32,153,61,93,111,32,7,532
RA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,13,0,3,3,38,19,20,17,3,7,109,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,6,3,0,0,0,0,9,0,3,6,45,18,11,6,3,0,89,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,4,4,3,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,5,0,17,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,6,0,7,0,19
RA14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,8,0,0,8,0,0,0,5,3,10,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,7,0,3,5,0,0,17,0,0,3,29,16,29,15,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,11,0,0,3,19,0,5,3,0,0,32,0,0,0,4,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7,5,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,3,10,4,5,3,0,0,28,0,0,0,8,0,0,0,0,0,7,0,0,0,30,0,0,0,0,0,34,0,0,0,6,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,16,5,0,0,0,0,30
