RA_CODE_2021,M_Y12e_15_19,M_Y12e_20_24,M_Y12e_25_34,M_Y12e_35_44,M_Y12e_45_54,M_Y12e_55_64,M_Y12e_65_74,M_Y12e_75_84,M_Y12e_85ov,M_Y12e_Tot,M_Y11e_15_19,M_Y11e_20_24,M_Y11e_25_34,M_Y11e_35_44,M_Y11e_45_54,M_Y11e_55_64,M_Y11e_65_74,M_Y11e_75_84,M_Y11e_85ov,M_Y11e_Tot,M_Y10e_15_19,M_Y10e_20_24,M_Y10e_25_34,M_Y10e_35_44,M_Y10e_45_54,M_Y10e_55_64,M_Y10e_65_74,M_Y10e_75_84,M_Y10e_85ov,M_Y10e_Tot,M_Y9e_15_19,M_Y9e_20_24,M_Y9e_25_34,M_Y9e_35_44,M_Y9e_45_54,M_Y9e_55_64,M_Y9e_65_74,M_Y9e_75_84,M_Y9e_85ov,M_Y9e_Tot,M_Y8b_15_19,M_Y8b_20_24,M_Y8b_25_34,M_Y8b_35_44,M_Y8b_45_54,M_Y8b_55_64,M_Y8b_65_74,M_Y8b_75_84,M_Y8b_85ov,M_Y8b_Tot,M_DNGTS_15_19,M_DNGTS_20_24,M_DNGTS_25_34,M_DNGTS_35_44,M_DNGTS_45_54,M_DNGTS_55_64,M_DNGTS_65_74,M_DNGTS_75_84,M_DNGTS_85_ov,M_DNGTS_Tot,M_Hghst_yr_schl_ns_15_19,M_Hghst_yr_schl_ns_20_24,M_Hghst_yr_schl_ns_25_34,M_Hghst_yr_schl_ns_35_44,M_Hghst_yr_schl_ns_45_54,M_Hghst_yr_schl_ns_55_64,M_Hghst_yr_schl_ns_65_74,M_Hghst_yr_schl_ns_75_84,M_Hghst_yr_schl_ns_85_ovr,M_Hghst_yr_schl_ns_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Y12e_15_19,F_Y12e_20_24,F_Y12e_25_34,F_Y12e_35_44,F_Y12e_45_54,F_Y12e_55_64,F_Y12e_65_74,F_Y12e_75_84,F_Y12e_85ov,F_Y12e_Tot,F_Y11e_15_19,F_Y11e_20_24,F_Y11e_25_34,F_Y11e_35_44,F_Y11e_45_54,F_Y11e_55_64,F_Y11e_65_74,F_Y11e_75_84,F_Y11e_85ov,F_Y11e_Tot,F_Y10e_15_19,F_Y10e_20_24,F_Y10e_25_34,F_Y10e_35_44,F_Y10e_45_54,F_Y10e_55_64,F_Y10e_65_74,F_Y10e_75_84,F_Y10e_85ov,F_Y10e_Tot,F_Y9e_15_19,F_Y9e_20_24,F_Y9e_25_34,F_Y9e_35_44,F_Y9e_45_54,F_Y9e_55_64,F_Y9e_65_74,F_Y9e_75_84,F_Y9e_85ov,F_Y9e_Tot,F_Y8b_15_19,F_Y8b_20_24,F_Y8b_25_34,F_Y8b_35_44,F_Y8b_45_54,F_Y8b_55_64,F_Y8b_65_74,F_Y8b_75_84,F_Y8b_85ov,F_Y8b_Tot,F_DNGTS_15_19,F_DNGTS_20_24,F_DNGTS_25_34,F_DNGTS_35_44,F_DNGTS_45_54,F_DNGTS_55_64,F_DNGTS_65_74,F_DNGTS_75_84,F_DNGTS_85_ov,F_DNGTS_Tot,F_Hghst_yr_schl_ns_15_19,F_Hghst_yr_schl_ns_20_24,F_Hghst_yr_schl_ns_25_34,F_Hghst_yr_schl_ns_35_44,F_Hghst_yr_schl_ns_45_54,F_Hghst_yr_schl_ns_55_64,F_Hghst_yr_schl_ns_65_74,F_Hghst_yr_schl_ns_75_84,F_Hghst_yr_schl_ns_85_ovr,F_Hghst_yr_schl_ns_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Y12e_15_19,P_Y12e_20_24,P_Y12e_25_34,P_Y12e_35_44,P_Y12e_45_54,P_Y12e_55_64,P_Y12e_65_74,P_Y12e_75_84,P_Y12e_85ov,P_Y12e_Tot,P_Y11e_15_19,P_Y11e_20_24,P_Y11e_25_34,P_Y11e_35_44,P_Y11e_45_54,P_Y11e_55_64,P_Y11e_65_74,P_Y11e_75_84,P_Y11e_85ov,P_Y11e_Tot,P_Y10e_15_19,P_Y10e_20_24,P_Y10e_25_34,P_Y10e_35_44,P_Y10e_45_54,P_Y10e_55_64,P_Y10e_65_74,P_Y10e_75_84,P_Y10e_85ov,P_Y10e_Tot,P_Y9e_15_19,P_Y9e_20_24,P_Y9e_25_34,P_Y9e_35_44,P_Y9e_45_54,P_Y9e_55_64,P_Y9e_65_74,P_Y9e_75_84,P_Y9e_85ov,P_Y9e_Tot
RA10,43764,159290,345673,327538,240841,176570,124994,53632,14645,1486945,7425,12053,20574,18598,17868,14954,9204,4969,1419,107062,13796,16563,46593,48999,76060,89995,57364,32115,9325,390809,2650,2591,6755,8387,11408,15095,20050,14697,5189,86814,602,825,3765,5375,7371,12082,18520,17232,8410,74182,148,755,3485,3554,4051,5569,5195,3969,2193,28930,7588,12045,30330,25017,19072,16792,15056,13355,8380,147643,75977,204127,457170,437464,376670,331052,250388,139969,49559,2322384,47871,162541,382562,359066,267062,184614,114052,47080,15504,1580347,4991,8287,16022,15408,17242,14602,9708,5713,2071,94037,7812,10422,32251,36123,69976,96204,79094,46268,17445,395595,1535,1467,5047,6572,10175,16566,25803,18771,9840,95775,366,527,2553,4259,7001,14072,23712,21944,14075,88508,108,488,2793,3245,4937,7413,7731,6802,4699,38214,6827,9952,26567,21752,16476,15389,16426,16960,16208,146564,69512,193692,467785,446424,392862,348863,276525,163533,79845,2439041,91636,321832,728232,686603,507896,361182,239045,100714,30153,3067289,12418,20341,36593,34006,35104,29560,18909,10680,3493,201097,21606,26988,78838,85117,146033,186206,136457,78384,26771,786404,4182,4063,11806,14956,21581,31655,45852,33465,15026,182588
RA11,7401,22332,44251,43834,40024,33664,35398,15557,3802,246246,3316,4706,6995,6735,7057,6499,5168,2594,675,43744,6763,7396,19931,20864,31954,44538,32175,16264,3911,183798,1664,1300,2748,3359,4954,8052,12637,8854,2588,46153,356,292,1063,1438,2059,4352,7925,6777,3270,27537,36,80,333,336,357,434,454,372,163,2568,3160,3644,8029,7430,7332,7348,7406,5778,2748,52868,22692,39745,83348,84004,93734,104880,101173,56189,17161,602909,9167,26301,57829,58841,52513,41716,31810,13976,4055,296207,2292,3336,5939,5913,7327,7566,5478,3114,868,41840,4029,4625,13652,15088,28707,45082,39979,21691,6996,179854,930,712,2127,2486,4082,7674,12888,9193,4584,44682,219,181,686,963,1337,3259,6452,6022,4830,23956,43,70,274,315,336,389,421,357,254,2457,2749,2638,5942,5781,5807,6418,7382,6906,4939,48566,19423,37871,86448,89394,100115,112108,104420,61259,26518,637557,16567,48632,102079,102672,92537,75378,67208,29526,7854,542452,5608,8045,12929,12652,14381,14066,10649,5708,1545,85580,10794,12017,33585,35953,60661,89622,72159,37956,10904,363654,2593,2014,4874,5848,9032,15727,25527,18048,7166,90832
RA12,1402,4682,9381,8274,8025,7088,7085,2861,648,49452,764,1077,1676,1625,1768,1722,1357,596,128,10713,1605,1804,5082,5540,8358,12566,8341,3736,775,47807,416,311,771,972,1576,2644,3475,2294,597,13062,121,80,297,455,784,1621,3090,2298,983,9722,21,9,66,58,99,124,163,148,72,769,1033,1056,2496,2417,2542,2988,2862,1872,792,18056,5359,9023,19777,19340,23145,28759,26372,13805,3997,149576,1794,5181,12499,11981,11024,9255,6382,2767,800,61685,531,800,1397,1553,1918,2160,1389,643,216,10606,874,1035,3294,3625,6810,11293,8926,4588,1498,41941,259,168,575,669,1084,2114,3070,2150,897,10982,46,37,144,189,425,1068,1976,1846,1272,6998,0,18,49,46,80,73,121,124,80,591,916,798,1952,2025,2199,2606,2406,1983,1206,16098,4420,8033,19906,20091,23533,28567,24274,14103,5969,148894,3200,9863,21879,20255,19048,16345,13466,5630,1449,111134,1298,1871,3076,3178,3687,3882,2743,1241,344,21320,2479,2842,8371,9169,15172,23858,17268,8329,2271,89752,670,485,1348,1638,2664,4756,6546,4446,1501,24046
RA13,92,321,704,554,520,409,270,130,23,3022,52,65,123,121,120,122,80,26,11,713,107,116,408,379,534,806,498,164,34,3050,25,30,87,69,112,200,199,101,42,868,4,3,30,38,65,131,236,169,66,760,0,0,4,6,5,11,24,24,3,70,125,116,304,254,285,342,287,183,46,1932,406,655,1653,1423,1635,2023,1599,797,226,10418,128,363,1030,811,749,521,218,109,34,3973,36,51,118,96,126,130,58,37,15,673,49,66,223,202,376,637,467,213,72,2301,16,9,56,54,69,140,170,112,54,685,0,0,10,16,28,74,103,118,54,406,3,3,9,5,4,4,8,15,9,52,119,127,254,267,283,300,224,166,66,1816,353,623,1691,1449,1642,1814,1254,778,305,9906,216,689,1727,1365,1269,929,495,239,60,6991,88,119,240,217,247,252,136,67,26,1392,160,183,625,584,903,1448,969,375,104,5354,44,41,137,121,188,341,365,218,96,1553
RA14,28,59,184,135,100,107,82,29,0,730,10,21,29,40,33,34,17,7,0,192,32,33,67,94,140,184,100,42,10,697,12,14,26,26,49,47,52,20,4,259,11,8,14,4,25,59,76,40,18,250,0,3,0,0,3,6,13,0,0,23,39,34,77,62,78,90,86,41,8,505,138,173,392,362,424,516,427,182,43,2649,27,91,257,194,160,112,57,36,7,937,17,11,37,35,34,32,24,4,0,195,15,18,65,61,112,159,96,42,12,585,10,16,31,23,41,44,53,24,13,251,3,0,8,6,11,30,32,29,16,139,0,0,0,0,0,6,7,4,0,12,36,45,93,77,74,79,50,31,14,485,105,177,492,392,441,464,317,160,57,2606,53,150,442,333,259,223,139,65,6,1659,32,27,64,71,69,64,41,12,5,381,48,50,137,150,253,345,194,82,24,1284,18,25,55,54,96,90,106,46,11,508
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,38,163,445,306,253,207,183,36,4,1641,13,30,56,38,47,44,37,10,0,278,35,45,155,167,162,276,168,44,4,1064,12,9,51,54,53,60,68,13,0,332,5,10,27,34,39,33,56,19,0,220,0,0,7,11,3,10,3,3,0,41,89,140,414,489,449,313,141,44,10,2093,198,407,1164,1108,1009,947,648,166,19,5674,50,203,504,286,247,230,115,27,4,1665,14,30,35,37,37,46,14,3,0,220,37,42,92,84,123,216,128,28,12,771,22,10,35,26,25,40,42,5,0,208,6,0,8,12,21,11,24,11,0,103,0,0,4,3,9,3,7,0,4,28,88,129,337,295,206,153,72,22,14,1314,213,417,1025,748,666,698,404,104,32,4305,81,369,954,594,503,437,296,65,11,3309,30,58,91,81,78,92,49,16,0,503,74,90,252,254,284,493,298,79,14,1835,32,19,87,81,83,101,110,21,0,542
