RA_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
RA10,7004,17164,3101,1563,2416,1431,1311,1477,513,35974,16725,48888,9809,2438,5116,4082,4526,4142,1407,97136,39414,57536,87128,5639,12109,7368,21433,14736,3253,248622,19040,9493,48893,1673,3349,1904,5311,8572,1368,99595,2644,2459,6147,691,970,661,1501,2718,227,18020,4773,39877,2141,7225,1739,1148,1496,1342,505,60245,4308,20846,1188,2250,1089,666,1140,895,260,32638,74047,79082,11588,9532,31154,22583,14098,10526,4162,256763,16239,40167,3826,19242,8438,3927,3867,3562,1541,100809,6240,19464,4814,2450,3068,3117,1965,2097,489,43709,5171,1075,13482,2817,1846,2184,3963,3664,380,34581,114,108,167,83,68,94,171,216,33,1056,2876,3511,2233,1091,1294,857,2181,1293,622,15957,2937,2692,4659,1413,1453,1378,3151,2700,5390,25779,201541,342360,199183,58106,74111,51391,66095,57944,20158,1070887,5560,15201,3915,2913,5767,1992,331,1035,450,37165,4054,14258,1568,1767,4501,1701,475,920,504,29755,4004,11101,2526,1504,3824,1398,1024,1605,387,27371,1862,7223,1983,665,1883,1027,119,326,150,15236,1128,2136,1293,730,1394,623,164,650,104,8228
RA11,1111,2133,516,311,243,117,142,307,60,4936,1049,1969,1110,323,363,376,279,418,75,5965,9322,6586,31993,2042,2156,2044,8827,5907,888,69760,6399,1199,18092,765,621,550,2407,3690,495,34211,3404,1675,3199,399,526,519,1199,2326,206,13451,1029,7998,568,2275,253,199,312,407,102,13144,1614,6627,496,828,266,217,358,333,98,10842,8840,6239,2086,1873,2966,3181,1702,1880,401,29161,2485,5011,842,6150,973,541,626,963,255,17846,772,1955,799,530,303,368,207,499,48,5488,1474,197,4546,918,303,673,1206,1559,125,11009,15,34,40,37,16,27,22,96,3,285,606,469,653,303,211,130,512,452,154,3492,1011,428,1900,498,262,457,1223,1403,1172,8348,39137,42516,66848,17247,9456,9396,19024,20221,4093,227938,799,1846,617,494,739,220,45,193,71,5024,300,396,130,172,412,124,22,145,27,1727,456,633,581,303,456,276,336,421,44,3504,250,676,349,131,294,156,22,91,23,1997,998,1062,775,579,869,460,117,748,71,5687
RA12,289,293,99,46,46,29,38,78,16,917,144,205,141,42,43,53,63,90,13,799,3131,1009,7671,320,368,405,2725,1742,261,17629,1519,138,2704,130,101,120,652,754,96,6215,3640,590,642,79,146,171,549,925,86,6832,258,950,84,419,44,25,75,92,15,1958,400,1172,87,138,39,31,77,84,15,2045,1889,803,344,238,418,540,368,401,72,5075,529,604,140,993,139,79,130,212,36,2855,124,193,89,59,38,39,54,73,5,674,369,39,749,140,56,103,296,363,27,2159,6,3,6,3,0,4,14,19,0,50,149,67,116,58,31,22,154,150,29,792,518,71,444,92,56,99,434,511,330,2558,12969,6139,13308,2741,1532,1721,5622,5499,1014,50548,187,301,117,95,110,38,7,74,12,935,65,54,19,39,87,28,3,47,0,347,134,113,115,64,104,52,72,135,12,793,60,112,61,11,46,23,10,20,0,349,662,380,245,138,375,174,70,355,25,2426
RA13,17,25,10,3,0,0,5,4,0,66,5,3,0,0,5,0,0,9,0,22,275,51,478,11,20,10,179,119,16,1156,93,6,83,8,3,4,44,36,3,273,456,25,32,4,4,9,37,84,8,655,3,34,0,38,3,0,10,3,0,95,12,86,3,5,0,0,4,0,0,110,137,22,17,8,19,20,16,29,8,275,36,30,6,71,0,0,5,13,0,159,3,0,3,3,0,0,4,0,0,20,21,4,32,5,0,3,17,22,4,100,0,0,0,0,0,0,0,0,0,0,12,5,7,0,5,0,6,4,0,37,44,7,26,0,0,5,46,29,14,186,1108,297,700,149,65,50,378,342,60,3157,11,19,0,9,0,4,3,0,0,47,0,0,4,0,8,3,0,0,0,19,14,13,7,0,4,0,8,11,0,53,5,0,0,0,0,0,0,0,0,11,84,24,4,14,28,8,9,35,0,211
RA14,10,3,0,0,0,0,0,0,0,14,0,6,3,0,0,0,0,0,0,11,66,3,60,6,7,0,34,29,3,214,28,0,33,3,0,4,7,8,0,74,57,6,4,5,3,0,5,15,3,109,4,14,0,10,0,0,0,0,0,31,11,22,5,6,0,0,0,3,0,46,31,7,4,0,4,5,0,8,0,57,7,8,0,43,0,3,3,8,0,72,4,0,0,5,0,0,3,0,0,8,9,0,19,0,0,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,5,0,18,9,3,7,0,0,0,7,0,6,40,232,79,132,78,30,17,64,85,18,732,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,23,6,0,0,3,0,0,8,0,51
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,8,19,4,3,0,0,4,4,0,37,10,17,3,0,0,0,5,3,0,44,22,37,69,11,8,6,30,26,6,206,7,8,46,3,0,0,10,20,0,93,3,0,10,3,3,5,5,4,0,31,0,36,0,9,0,0,3,0,0,53,0,9,0,5,0,0,3,4,0,20,30,23,8,6,15,13,7,9,0,118,11,27,0,26,4,3,11,14,0,105,0,17,9,4,0,0,3,8,0,44,0,0,19,0,0,6,3,12,0,40,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,0,9,4,0,27,0,3,6,0,0,4,4,11,11,53,103,214,175,81,38,34,99,120,26,885,0,8,0,0,7,0,0,4,0,24,3,4,5,0,0,0,0,0,0,13,0,9,0,3,0,0,0,3,0,19,3,3,0,0,0,0,0,0,0,9,4,0,0,0,4,0,3,6,0,24
