RA_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
RA10,12670,58252,236968,264176,217428,141792,29342,2440,148,963214,33313,50316,70825,53422,45898,45377,24547,5098,435,329238,12552,19836,30343,24259,21325,20197,7049,997,102,136658,1044,3316,8578,6344,4111,2750,840,255,71,27321,59587,131710,346719,348205,288764,210114,61775,8794,751,1456427,2847,7524,13972,10790,9749,8003,1270,61,3,54224,7501,6600,5203,2450,2232,3063,1343,175,15,28586,10342,14127,19175,13245,11985,11069,2614,239,18,82805,69931,145836,365894,361443,300751,221182,64392,9034,770,1539232,99363,47373,63634,53591,59010,95517,174492,121048,41737,755772,7593,11524,28258,22858,17374,14780,11874,10063,7115,131440,176894,204734,457790,437893,377132,331485,250755,140144,49627,2426449,5785,50540,193441,169880,154848,90153,14686,727,38,680100,41306,57231,97908,114988,99304,78495,25265,2959,178,517643,15200,20443,38049,29419,20889,18565,5692,649,61,148957,928,2507,6126,4216,2896,2014,662,225,75,19646,63222,130720,335524,318500,277933,189217,46304,4566,354,1366340,1579,4257,8495,6841,5883,3767,362,23,7,31218,7357,5828,6801,5924,4744,4262,927,61,12,35910,8933,10084,15299,12764,10629,8032,1289,83,21,67132
RA11,8362,18238,48522,51530,55027,43784,10571,1372,119,237522,12741,8022,11825,10591,12113,16241,10394,2292,208,84432,1575,1270,2423,2407,2859,3744,1490,210,39,16015,598,822,1581,1264,1252,1046,413,221,62,7268,23277,28352,64353,65789,71256,64806,22865,4099,426,345236,1113,1728,2420,1933,2065,1975,295,10,3,11541,1723,847,831,572,629,987,448,44,14,6098,2839,2577,3248,2501,2695,2958,745,56,19,17635,26118,30928,67603,68291,73949,67773,23609,4156,448,362871,18120,5920,9922,10090,13719,30921,71759,47754,14607,222810,3114,2946,5863,5662,6120,6240,5839,4298,2114,42198,47353,39801,83388,84041,93780,104933,101208,56209,17163,627879,3466,11914,28867,30785,39087,26824,4705,408,26,146093,17063,12508,26365,31304,31545,31936,10740,1282,87,162830,2027,1809,5849,3751,3209,4030,1304,153,21,22144,570,613,1225,933,928,773,332,178,53,5613,23124,26843,62296,66781,74774,63562,17080,2019,196,336677,646,881,1216,1010,1119,887,79,4,5,5847,1905,931,1291,1217,1187,1407,279,27,11,8248,2550,1809,2510,2227,2309,2292,359,32,7,14097
RA12,2151,4617,11986,12088,13567,13105,4699,944,108,63263,2365,1336,2064,1724,2300,3587,2620,758,131,16889,207,158,417,397,527,771,358,95,20,2951,183,205,407,370,359,406,186,123,41,2279,4907,6319,14876,14577,16749,17869,7861,1921,288,85374,240,369,567,427,525,557,68,3,0,2761,245,160,168,112,150,245,113,5,3,1205,491,526,733,544,673,807,179,13,3,3964,5397,6854,15611,15118,17422,18676,8044,1931,295,89344,4333,1247,2173,2239,3513,7521,15973,10472,3089,50560,1025,938,2013,2002,2239,2577,2362,1406,615,15169,10749,9039,19797,19355,23173,28776,26378,13810,4001,155078,879,2799,6522,6870,9208,7382,1898,298,17,35873,3343,2172,5765,6648,6798,7888,3019,512,62,36207,260,250,1125,631,564,816,311,64,9,4028,183,141,294,246,284,266,159,101,15,1699,4661,5363,13709,14394,16862,16354,5387,973,109,77802,145,167,288,254,329,264,33,0,0,1483,274,157,278,226,235,288,65,6,0,1527,424,325,563,481,564,551,95,6,3,3006
RA13,151,339,991,876,974,1042,413,82,15,4878,78,57,106,86,112,159,146,47,16,805,6,15,36,31,35,48,27,11,0,212,13,15,35,26,21,18,12,9,6,164,249,426,1179,1022,1143,1271,602,145,31,6055,20,26,44,23,28,28,7,0,0,177,21,4,12,7,4,18,0,0,0,69,36,30,54,29,34,47,8,0,0,249,284,453,1232,1056,1181,1317,612,149,31,6305,293,85,127,120,194,392,737,507,168,2613,126,120,303,253,269,315,251,150,34,1810,705,655,1651,1423,1641,2023,1599,798,226,10727,53,205,533,492,630,547,159,44,0,2666,150,122,405,392,416,406,160,28,3,2084,14,16,96,35,34,41,20,6,0,262,14,14,29,20,14,19,4,9,0,120,233,354,1069,936,1094,1016,346,92,5,5142,18,16,26,14,19,7,0,0,0,102,15,12,13,15,13,14,0,0,0,83,29,29,40,30,35,23,4,0,0,188
RA14,41,63,196,190,202,219,93,21,5,1032,15,18,31,28,36,54,37,15,0,227,0,3,8,4,3,13,8,0,0,42,3,4,6,6,9,6,7,0,0,48,55,86,248,232,252,292,141,37,8,1351,5,0,7,6,12,6,0,0,0,40,3,4,5,0,6,4,0,0,0,31,7,8,16,10,13,12,5,0,0,73,64,92,262,244,263,307,143,37,8,1423,93,39,62,68,84,132,217,105,31,832,43,36,71,57,64,81,72,30,7,457,197,173,392,362,424,516,427,182,43,2713,24,51,155,124,176,155,49,11,3,741,20,26,80,84,69,76,35,11,0,397,0,0,24,10,6,11,4,0,0,61,0,3,10,4,12,7,8,0,0,34,48,81,269,226,258,244,96,24,3,1240,0,3,6,6,4,5,0,0,0,23,0,6,3,0,9,9,0,0,0,27,3,9,8,10,7,15,0,0,0,50
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,23,70,243,184,129,102,17,4,0,762,22,48,133,69,54,61,26,0,0,410,10,10,51,33,34,14,6,0,0,152,4,11,23,14,7,10,6,5,0,66,57,128,435,295,228,187,52,6,0,1388,13,36,75,70,57,33,6,0,0,285,9,15,25,13,17,23,3,0,0,106,24,49,97,83,79,56,12,0,0,392,78,181,530,377,303,237,61,4,0,1775,83,92,218,241,274,401,459,127,13,1917,90,136,412,483,435,312,131,39,8,2040,253,411,1164,1108,1010,949,648,166,19,5734,9,48,170,97,85,52,9,0,0,470,48,50,160,75,75,78,24,0,0,506,6,21,43,23,19,22,3,0,0,136,0,0,6,9,6,0,0,0,0,20,66,122,369,195,189,156,34,0,0,1128,9,16,28,37,24,12,0,0,0,135,19,19,28,24,14,19,4,0,0,124,27,37,57,62,40,30,6,0,0,252
