RA_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
RA10,1963,5765,16053,20655,7121,39997,5268,24116,1877,122811,12645,50437,37403,46972,32680,37892,14214,25013,5176,262430,79447,239238,82434,67169,81150,44329,33865,40568,14060,682248,124356,221600,66743,51647,88944,35509,32949,32021,12933,666705,110138,153309,55881,48881,86367,32303,34810,35202,9803,566701,63754,96467,41377,35452,66358,24535,31689,33394,6300,399334,15687,30771,9628,7761,18647,6907,7788,8820,2071,108079,2439,4189,890,570,2096,983,589,869,728,13356,253,269,56,29,120,89,16,52,229,1109,410675,802049,310451,279131,383479,222548,161180,200061,53186,2822769
RA11,800,715,7754,8328,1704,14425,1381,10434,864,46403,2553,5024,12477,11846,4632,7200,2739,7770,957,55201,11883,26755,24817,18251,12542,8937,7728,13583,2152,126654,19635,30088,20007,16370,15683,7909,8462,12029,2377,132567,23642,29538,18578,18094,20184,9239,10561,13620,2567,146026,19703,24236,15096,15124,18542,8858,10847,13983,1987,128369,8306,8343,3919,3274,5327,2781,3271,3922,811,39946,2346,936,363,209,620,328,350,524,447,6122,278,48,26,7,38,35,18,31,143,623,89152,125684,103036,91512,79264,59708,45346,75910,12304,681916
RA12,279,129,1734,1502,316,2568,358,2416,267,9574,702,960,2548,1939,857,1233,920,2295,229,11683,3515,4978,4807,3548,2532,1825,2527,4296,543,28581,5503,4954,4014,3153,3119,1595,2570,3516,545,28975,7343,5035,3781,3757,3979,2025,3019,4085,590,33611,8218,4486,3457,3578,4067,1968,3395,4441,603,34226,5232,1520,988,775,1341,605,1135,1329,321,13249,1729,180,108,50,171,90,143,237,191,2890,278,17,8,0,11,8,3,22,49,401,32793,22260,21455,18314,16400,11908,14083,22633,3338,163180
RA13,26,6,81,90,18,68,39,135,19,480,71,74,114,133,53,44,104,167,12,781,398,388,280,270,197,79,248,346,40,2238,534,286,222,210,180,67,185,236,37,1960,757,266,180,198,228,66,250,254,36,2237,810,198,196,191,210,94,232,317,36,2285,472,52,55,43,82,34,92,103,22,946,149,6,4,0,16,3,13,19,17,237,24,0,0,0,0,0,0,5,3,38,3240,1281,1131,1142,983,461,1156,1575,221,11196
RA14,0,0,23,26,5,9,0,34,7,104,16,19,23,41,16,3,10,37,3,168,75,92,42,95,61,14,36,81,13,510,122,72,52,65,47,18,27,45,6,457,149,75,40,64,52,17,31,74,11,510,191,58,45,46,49,23,45,64,15,532,114,22,12,13,17,3,16,28,8,232,32,4,0,0,5,5,4,6,6,62,11,0,0,0,0,0,0,0,0,9,714,352,233,351,248,92,165,368,68,2593
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,4,0,10,29,4,34,4,31,0,123,12,21,36,53,13,34,15,55,5,245,54,192,92,96,58,44,83,175,12,809,60,104,62,60,46,25,63,54,22,492,46,86,36,58,58,23,38,61,13,412,46,64,41,31,50,10,37,40,14,338,7,31,9,3,7,5,9,8,4,86,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,234,500,279,334,236,171,253,419,77,2511
