RA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
RA10,19,33,554,4523,20667,17487,19513,13932,3329,3345,4101,5408,1742,351,1759,96764,559,456,643,1099,4509,1419,1524,1051,257,264,249,237,79,21,329,12711,40,173,479,1325,2063,1743,3286,1798,531,534,536,486,372,148,235,13755,39,180,789,3454,6636,8461,11653,4417,1376,1236,1272,1528,875,299,587,42801,24,101,522,1243,5252,6401,7857,4193,748,712,707,889,367,147,508,29687,0,3,42,201,2307,2910,2449,2190,596,619,683,779,267,47,303,13400,3,14,108,594,2633,3447,8255,6263,1890,1285,1183,1371,468,127,860,28493,4280,13400,38676,26517,23474,20381,36960,22469,4415,4107,4247,4565,2162,760,5306,211735,92,189,1083,2092,2492,3642,6425,4743,1203,1261,1423,1798,1232,470,619,28743,15,40,197,12944,26963,16780,12981,10295,2603,2567,2423,2751,1389,393,3510,95853,4224,10510,25473,42382,45831,49672,56274,40177,15250,14564,14523,15797,5724,1474,8569,350457,16732,58416,136881,165632,270345,300656,451321,292722,80875,84788,90784,99692,37973,10568,50937,2148339
RA11,4,6,55,224,1033,805,1408,1873,423,405,502,575,208,74,288,7882,95,80,102,96,337,58,94,47,8,5,15,10,6,3,34,992,13,41,90,154,90,91,140,72,14,31,10,11,21,8,31,823,21,65,280,608,695,872,1835,575,137,106,138,182,130,73,89,5810,6,25,56,77,155,143,278,344,78,66,115,92,33,14,31,1503,0,0,5,6,52,80,116,120,47,55,100,147,25,0,27,768,0,3,11,64,176,256,757,534,134,130,142,156,87,27,156,2622,1993,6228,15465,8859,5902,3782,5835,2580,350,386,364,416,264,97,2341,54868,34,77,360,684,636,641,1052,656,138,113,142,147,160,39,157,5035,6,4,10,136,179,121,259,315,108,164,178,169,77,16,148,1897,799,2086,3497,3624,2706,2121,4056,2917,749,754,963,1459,541,313,1058,27644,4774,14873,26849,21909,19942,15031,26858,18553,4563,5060,5776,7202,2877,1125,7142,182526
RA12,0,0,3,31,217,156,313,496,121,129,160,274,71,51,61,2086,16,10,17,13,35,9,8,13,0,0,0,0,0,0,4,114,0,4,9,12,11,9,6,9,6,0,0,0,0,0,0,79,3,10,39,74,82,127,291,135,40,25,50,63,20,22,22,1002,0,7,8,9,17,8,35,40,17,19,12,21,11,0,4,214,0,0,0,0,3,3,25,42,12,23,59,111,19,0,20,315,0,0,3,12,28,24,141,93,29,22,27,30,17,5,30,465,321,1134,2537,1333,747,443,613,261,49,47,52,93,34,14,394,8076,6,10,92,127,106,114,253,104,23,36,13,28,16,5,17,940,0,0,4,0,30,19,38,28,7,5,8,11,3,0,43,196,116,344,581,541,458,354,631,438,120,106,138,251,118,57,236,4494,871,2991,4556,3365,3007,2380,4374,3096,939,999,1260,1797,638,269,1590,32127
RA13,0,0,0,0,8,12,12,23,9,8,12,16,7,3,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,15,24,8,0,7,0,9,5,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,12,0,0,0,0,0,3,8,6,0,0,0,0,0,5,4,31,12,33,58,23,16,21,23,12,0,6,4,6,14,0,11,246,0,0,5,5,7,0,5,3,0,0,6,6,0,0,0,35,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,16,6,15,53,22,21,12,34,31,9,9,8,28,25,6,18,313,35,89,166,111,128,122,255,177,52,89,102,154,95,23,87,1695
RA14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,9,3,4,5,3,0,0,0,0,4,3,0,4,53,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,7,9,3,0,0,0,0,0,0,51,5,27,29,17,35,31,63,47,11,4,24,15,13,13,15,354
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,0,0,9,12,10,12,0,3,3,7,0,0,0,50,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,9,16,14,3,0,0,0,0,0,6,0,55,0,0,0,0,0,0,4,5,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,8,28,3,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,9,21,66,40,34,34,42,18,3,0,7,21,27,24,17,367,0,0,5,0,0,4,9,3,0,0,0,4,3,30,3,64,0,0,0,0,9,8,9,3,0,0,0,6,0,0,3,34,0,7,26,32,24,32,48,41,0,15,24,57,17,28,24,387,15,59,126,131,194,190,236,179,39,56,102,223,107,148,91,1908
