RA_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
RA10,272,577,1335,1226,1303,1199,612,216,29,6776,109,520,3006,3965,3115,2119,335,47,4,13210,2286,6508,19961,23155,24960,21520,5006,550,39,103981,169,787,3651,5127,4772,3344,695,62,4,18605,10312,22830,53494,43967,35474,23784,5660,534,31,196080,793,2874,10166,13550,12823,9702,2511,380,37,52828,11836,19784,27852,22288,16779,12463,3840,596,50,115489,18418,14519,18491,12752,8357,6220,1754,250,25,80785,1536,6281,20616,24041,24460,21449,5606,504,15,104517,481,2058,8899,11734,8535,4376,904,117,18,37113,313,5603,23507,30512,20988,9872,2406,420,66,93675,444,1779,5941,6763,5567,3923,1665,412,79,26581,1040,10482,42594,45885,30741,19345,7983,1434,96,159605,1023,4187,10794,10266,8992,7111,2293,306,12,44984,737,4935,19547,22378,21090,15088,3593,283,17,87672,2540,6049,15570,15078,13588,11482,4266,487,24,69084,1259,7231,24059,21478,18648,15650,6042,935,50,95348,1572,2798,5441,4524,3433,2401,892,150,18,21224,2058,4601,11115,10610,10101,8267,2557,413,25,49742,2402,7317,20684,18902,15040,10792,3150,696,139,79124
RA11,691,1181,2870,3140,3533,4319,3125,1297,188,20336,124,612,2797,3268,3002,1921,284,22,0,12027,1318,2361,5826,5730,6210,5284,1340,198,14,28281,91,308,1182,1562,1789,1674,252,16,0,6878,4359,7043,13650,11760,11010,9241,2594,219,9,59893,425,660,1681,1944,2257,2080,605,125,8,9784,4676,3406,5031,4186,4157,3957,1484,231,20,27146,6509,2926,3996,2954,2601,2403,923,138,9,22466,381,795,2571,3279,4678,5224,2086,275,19,19308,139,197,509,577,666,590,186,35,0,2906,37,211,611,952,1181,968,343,68,10,4377,96,202,575,769,903,901,465,133,14,4064,242,697,2534,3127,3360,2974,1805,308,16,15072,348,779,1889,1991,2408,2394,787,87,0,10684,590,1560,4609,5872,7301,5785,1193,78,3,26998,317,794,2658,3395,3984,3745,1409,119,3,16427,334,1225,4539,4789,5140,5144,1697,181,3,23063,480,366,687,732,795,776,324,76,4,4244,990,1549,2930,2670,2940,2562,902,130,14,14697,1129,1483,3202,3079,3329,2867,1059,359,81,16579
RA12,640,1072,2919,3162,3794,4671,3346,1197,204,21007,57,300,1156,1197,1041,689,112,4,0,4559,379,685,1456,1387,1385,1177,322,33,0,6833,21,76,272,404,454,441,69,0,0,1727,778,1133,2252,1866,1879,1831,578,54,4,10377,159,178,393,466,539,504,158,31,3,2426,859,568,834,737,788,841,323,57,3,5019,940,432,664,455,531,674,285,44,3,4018,84,185,593,627,980,1331,552,94,4,4456,24,34,58,73,81,90,26,11,0,398,10,22,68,82,111,109,44,9,0,454,23,28,91,109,137,121,83,13,4,616,44,104,315,322,392,445,316,59,4,1998,47,126,296,281,378,422,153,12,0,1728,71,217,823,967,1363,1361,340,12,0,5153,48,145,455,463,644,685,238,30,3,2711,46,169,595,541,656,795,281,33,0,3108,65,102,200,167,179,219,71,17,3,1023,306,366,648,582,588,612,225,43,3,3368,320,381,771,694,816,864,344,163,43,4392
RA13,83,169,465,430,529,591,357,104,17,2746,29,60,166,141,139,105,18,0,0,658,13,12,32,29,26,32,5,0,0,155,0,4,29,26,27,19,7,0,0,107,33,27,95,74,75,89,27,3,0,428,4,5,24,16,16,33,11,4,0,113,28,16,31,36,26,32,19,7,5,193,19,16,36,19,13,31,21,4,0,155,4,9,28,25,46,53,36,6,0,211,0,0,0,0,3,0,0,0,0,10,0,3,8,3,0,3,3,0,0,20,0,0,3,3,5,7,0,0,0,19,5,0,8,6,11,11,12,0,0,50,0,4,14,14,12,20,8,0,0,76,8,18,67,67,87,103,16,0,0,356,0,12,55,35,32,36,12,0,0,187,0,13,36,21,24,28,17,0,0,144,0,3,3,7,11,15,9,0,0,37,5,10,23,18,25,27,11,3,0,134,18,22,49,48,30,48,24,13,4,258
RA14,12,22,70,69,74,90,67,23,0,426,3,3,11,6,13,12,0,0,0,55,0,0,5,4,0,4,0,0,0,13,0,0,7,12,4,4,4,0,0,28,11,12,11,14,19,20,8,3,0,101,0,0,0,0,5,0,0,0,0,11,8,8,8,3,5,11,5,3,0,54,7,4,17,14,18,26,7,5,0,104,0,0,9,0,8,24,7,4,0,56,0,0,0,0,0,3,3,0,0,8,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,6,0,0,16,0,0,0,3,7,10,4,0,0,28,4,12,51,46,44,31,11,0,0,202,0,5,18,23,17,8,8,0,0,77,0,5,12,12,9,10,3,0,0,54,0,0,6,0,3,6,0,0,0,16,0,8,7,5,5,6,4,0,0,32,3,3,8,7,12,7,6,4,0,58
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,12,31,10,8,13,0,0,0,76,0,0,11,13,12,3,0,0,0,35,4,9,31,22,12,18,5,0,0,90,0,0,6,0,4,3,0,0,0,10,5,20,76,49,34,22,11,0,0,210,0,6,19,12,7,10,0,0,0,48,8,10,22,10,13,4,0,3,0,80,18,11,42,15,3,8,3,0,0,100,0,4,33,30,12,27,3,0,0,110,0,0,6,4,3,9,0,0,0,26,0,0,19,16,7,0,0,0,0,42,0,0,0,4,0,5,0,0,0,6,0,0,28,34,17,13,0,0,0,97,3,5,14,13,10,8,0,0,0,56,9,16,17,18,14,14,0,0,0,86,0,0,18,4,12,3,0,0,0,45,0,5,19,17,28,13,3,0,0,87,0,10,12,8,0,6,0,0,0,38,4,3,5,8,7,3,0,0,0,34,8,10,29,21,22,11,8,0,0,112
