RA_CODE_2021,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
RA10,1014,2379,13877,5584,2063,12637,4040,17001,992,59587,6225,21048,31213,14330,10162,15979,11521,18292,2940,131710,41575,103310,68397,22196,25153,20773,28882,28510,7926,346719,73023,105367,55451,16372,25032,16262,28715,20704,7260,348205,67071,71060,46449,13674,20497,13315,30088,20874,5741,288764,42075,46557,35005,9777,15429,10207,27787,19491,3782,210114,11288,17430,8247,2685,4704,3503,7021,5669,1233,61775,1953,2998,773,259,592,615,543,634,427,8794,201,211,47,13,44,54,11,39,124,751,244431,370368,259464,84898,103669,93351,138609,131220,30431,1456427,952,3387,2170,15065,5060,27356,1225,7119,884,63222,6417,29388,6191,32643,22518,21917,2693,6724,2238,130720,37869,135929,14034,44971,56001,23557,4982,12056,6135,335524,51333,116235,11294,35273,63906,19246,4237,11313,5672,318500,43067,82250,9430,35209,65877,18986,4723,14335,4061,277933,21675,49908,6373,25669,50930,14325,3903,13910,2519,189217,4403,13344,1378,5070,13949,3405,768,3150,843,46304,485,1189,111,312,1503,369,50,233,301,4566,49,56,11,16,78,35,0,11,105,354,166245,431687,50989,194233,279807,129196,22578,68844,22753,1366340
RA11,486,255,6652,1906,385,4842,1149,7142,459,23277,1393,1565,10618,2955,877,2686,2317,5414,532,28352,6602,8556,20954,5186,2274,3373,6888,9269,1243,64353,11443,10630,16712,4745,2695,2918,7677,7614,1359,65789,13861,11016,15275,5161,3415,3268,9588,8190,1463,71256,12399,9538,12732,4088,3341,3233,10001,8295,1190,64806,5713,4234,3334,1037,1147,1292,3066,2558,478,22865,1705,680,318,76,184,208,332,357,233,4099,215,38,20,7,9,22,12,17,82,426,53819,46508,86618,25164,14328,21848,41041,48864,7049,345236,315,458,1106,6425,1320,9588,225,3286,405,23124,1162,3463,1858,8889,3758,4516,422,2356,416,26843,5282,18203,3856,13068,10271,5561,839,4319,912,62296,8194,19463,3295,11623,12986,4987,789,4419,1015,66781,9782,18518,3297,12932,16767,5968,971,5431,1099,74774,7305,14692,2368,11040,15206,5626,840,5694,791,63562,2592,4109,579,2243,4179,1485,201,1363,333,17080,638,254,44,134,437,116,19,168,214,2019,57,7,8,3,24,10,3,9,62,196,35332,79173,16413,66349,64936,37865,4306,27045,5257,336677
RA12,195,38,1488,242,43,865,285,1608,144,4907,484,271,2136,411,132,442,755,1556,134,6319,2366,1361,3975,852,368,611,2211,2812,325,14876,3542,1378,3294,667,375,527,2343,2125,340,14577,4625,1544,3022,828,539,666,2755,2415,357,16749,5401,1434,2835,793,677,671,3134,2563,363,17869,3514,689,819,211,266,259,1056,870,182,7861,1232,111,96,18,27,47,129,146,104,1921,212,14,6,0,6,6,3,16,36,288,21568,6838,17672,4023,2422,4098,12667,14107,1977,85374,79,85,248,1259,270,1707,75,810,122,4661,221,687,416,1528,726,785,166,737,89,5363,1152,3619,833,2695,2166,1216,319,1487,219,13709,1960,3574,724,2492,2751,1069,231,1392,205,14394,2718,3493,756,2933,3442,1348,264,1671,233,16862,2818,3059,629,2786,3394,1293,257,1877,244,16354,1711,841,169,560,1075,350,84,461,140,5387,499,66,17,29,142,36,14,85,86,973,70,0,7,0,11,0,0,8,13,109,11222,15420,3788,14287,13977,7813,1412,8523,1362,77802
RA13,17,0,72,9,0,19,34,85,11,249,57,28,93,28,4,13,76,115,7,426,290,96,242,67,22,22,198,220,24,1179,368,75,180,44,13,22,156,143,17,1022,494,54,138,39,30,10,219,132,20,1143,531,54,167,34,27,37,207,193,32,1271,330,21,46,10,7,17,79,73,14,602,100,3,4,0,0,4,11,11,8,145,18,0,0,0,0,0,0,5,3,31,2207,333,952,227,111,140,982,972,127,6055,8,6,8,80,20,49,10,52,4,233,12,50,18,103,47,39,25,55,3,354,103,290,39,199,172,59,51,131,18,1069,167,212,36,170,163,41,26,93,22,936,265,207,42,163,194,59,30,123,19,1094,278,147,28,162,182,60,26,121,9,1016,135,33,8,33,71,18,8,29,7,346,46,4,0,3,14,0,0,3,13,92,3,0,0,0,0,0,0,0,0,5,1030,949,183,907,870,322,173,597,95,5142
RA14,0,0,22,0,0,0,0,27,0,55,15,3,23,13,3,0,8,21,3,86,52,17,33,38,11,3,30,47,8,248,82,23,42,23,10,9,25,24,4,232,92,16,27,23,7,3,30,42,7,252,117,18,35,13,13,7,40,42,9,292,75,8,11,5,0,0,13,16,0,141,26,0,0,0,0,6,4,4,4,37,4,0,0,0,0,0,0,0,0,8,461,91,194,110,48,30,154,228,36,1351,0,0,3,19,5,8,0,11,3,48,6,14,0,30,12,4,3,16,0,81,20,81,11,59,51,7,3,34,6,269,41,55,10,39,37,7,6,26,0,226,58,60,8,38,45,12,0,30,8,258,72,38,9,37,36,18,0,19,11,244,42,12,5,11,13,6,0,11,0,96,8,0,0,0,3,0,0,0,0,24,3,0,0,0,0,0,0,0,0,3,257,262,40,236,203,63,14,148,33,1240
RA15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RA19,0,0,8,9,0,14,0,20,0,57,4,9,25,19,3,18,12,32,4,128,27,94,79,33,11,15,69,97,11,435,38,45,57,24,14,7,55,33,12,295,21,47,30,19,15,11,36,40,5,228,33,29,35,13,11,6,32,22,10,187,7,14,7,0,0,4,9,3,4,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,133,236,241,122,63,69,216,254,55,1388,4,0,3,21,3,26,0,5,0,66,4,16,6,30,9,19,11,19,0,122,29,94,15,60,41,25,18,87,3,369,25,56,6,33,24,11,0,24,6,195,26,37,3,41,38,10,4,19,8,189,21,40,4,21,44,7,4,16,3,156,0,12,0,4,7,0,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,264,47,216,168,104,35,165,22,1128
