RA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
RA10,54,7863,..,140724,11193,151915,1229,153151,..,25987,4137,30123,217,30338,..,8518,1176,9695,58,9756,..,4075,2608,6678,47,6724,..,22011,10361,32371,185,32555,..,11270,2596,13863,60,13927,..,8401,504,8906,88,8993,..,10796,1965,12759,104,12862,..,6294,661,6955,57,7008,..,12842,1862,14708,148,14859,..,9317,1526,10843,69,10911,..,7832,635,8468,86,8546,..,9591,1914,11504,61,11564,..,15494,450,15943,131,16067,..,14870,1883,16761,150,16912,..,26662,936,27598,159,27751,..,4684,338,5027,39,5069,..,61718,3605,65328,480,65802,..,30995,4326,35318,265,35584,..,16723,1439,18168,179,18346,..,12774,3669,16446,92,16538,..,9035,2572,11605,69,11676,..,39410,22662,62070,381,62454,..,90378,18777,109156,2026,111183,..,854415,192069,1046484,8688,1055174,..,15007,3679,18686,138272,156955,1868614,869423,195747,1065169,146956,3080740,3722411,..,..,..,..,3722411,..,6731,97,6830,39,6869,..,186396,35555,221945,1563,223508,..,2204,65,2267,30,2290,..,107594,37974,145569,885,146458,..,186040,76527,262564,2207,264774
RA11,6,146,..,6448,811,7260,81,7339,..,1809,161,1962,17,1980,..,700,97,796,4,798,..,130,43,178,0,177,..,352,112,464,8,469,..,159,13,171,0,171,..,1107,105,1207,14,1218,..,239,32,270,4,275,..,425,30,457,6,461,..,639,40,683,8,686,..,450,42,493,9,499,..,83,4,91,4,96,..,273,30,300,8,305,..,1275,38,1313,16,1331,..,408,16,422,3,428,..,1776,52,1826,16,1842,..,409,42,445,12,457,..,3865,153,4018,43,4058,..,1967,135,2100,22,2122,..,325,28,350,8,364,..,1276,287,1559,9,1569,..,144,15,157,9,172,..,781,300,1079,16,1096,..,8149,1562,9711,199,9913,..,39037,5532,44568,596,45169,..,2245,232,2482,46790,49270,704114,41286,5762,47051,47389,798556,1378794,..,..,..,..,1378794,..,1576,28,1606,9,1608,..,2964,356,3322,29,3354,..,2365,66,2437,56,2492,..,1420,587,2009,21,2030,..,3178,1486,4664,74,4737
RA12,0,22,..,1220,365,1584,14,1598,..,894,185,1083,15,1091,..,68,4,72,0,72,..,18,0,18,0,18,..,49,13,60,4,68,..,20,3,25,0,25,..,175,23,190,4,198,..,12,3,14,3,13,..,57,4,61,0,62,..,55,10,69,0,69,..,57,8,69,0,68,..,195,16,215,6,217,..,28,6,35,0,31,..,343,17,359,4,364,..,71,3,76,0,78,..,410,11,424,0,426,..,189,39,225,3,231,..,1012,70,1084,10,1096,..,259,30,282,0,282,..,51,3,62,0,62,..,214,52,273,0,278,..,51,23,73,0,70,..,89,29,113,0,113,..,1549,169,1719,31,1755,..,7587,1321,8899,106,9005,..,467,45,515,16513,17025,161560,8049,1364,9410,16624,187593,324095,..,..,..,..,324095,..,445,11,457,3,462,..,246,14,260,0,260,..,583,12,601,8,612,..,252,119,367,4,372,..,544,400,946,14,954
RA13,0,0,..,76,9,79,0,86,..,10,0,11,0,11,..,0,0,0,0,0,..,3,0,4,0,4,..,6,4,11,0,11,..,0,0,0,0,0,..,15,6,19,0,19,..,0,0,0,0,0,..,4,0,4,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,6,16,0,16,..,24,0,24,0,28,..,6,0,10,0,10,..,28,0,31,0,31,..,15,4,19,0,19,..,66,10,76,0,78,..,16,0,23,0,23,..,0,0,0,0,0,..,15,0,18,0,18,..,0,0,0,0,0,..,6,3,15,0,15,..,116,5,124,0,124,..,465,54,520,9,527,..,22,0,22,2060,2087,10199,488,58,546,2066,12807,20853,..,..,..,..,20853,..,40,3,48,0,48,..,22,4,26,0,24,..,51,0,51,0,51,..,18,7,27,0,27,..,46,15,59,0,63
RA14,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,13,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,36,0,36,0,35,..,87,8,97,6,97,..,7,3,13,529,546,2653,93,10,105,539,3293,5408,..,..,..,..,5408,..,6,0,6,0,6,..,0,0,0,0,0,..,33,0,31,0,35,..,7,0,7,0,7,..,3,3,12,0,12
RA15,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
RA19,0,8,..,40,3,36,0,36,..,9,0,11,0,12,..,0,5,3,0,3,..,0,0,0,0,0,..,9,5,11,0,11,..,3,0,3,0,3,..,5,0,5,0,5,..,12,0,12,0,12,..,6,0,6,0,6,..,14,0,14,0,14,..,6,0,12,0,6,..,6,0,3,0,3,..,4,0,4,0,4,..,8,0,8,0,8,..,12,0,12,0,12,..,5,0,5,0,5,..,9,0,10,0,17,..,38,3,39,0,43,..,27,3,28,0,28,..,6,0,6,0,6,..,9,0,6,0,8,..,0,0,5,0,5,..,13,8,20,0,20,..,79,15,98,0,102,..,488,80,573,10,579,..,16,0,16,1514,1530,2889,505,80,589,1519,4997,6417,..,..,..,..,6417,..,6,0,6,0,6,..,83,9,87,8,90,..,13,0,17,0,18,..,46,11,51,0,51,..,106,49,151,0,152
