region_id,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
LGA10650,5,260,45,310,5,131,7,143,29,257,18,304,35,345,27,407,63,398,33,494,84,546,38,668,54,432,61,547,33,232,67,332,14,54,28,96,322,2655,324,3301,12,176,30,218,12,115,5,132,45,290,18,353,64,348,29,441,132,400,25,557,132,454,27,613,71,448,57,576,28,212,79,319,3,87,70,160,499,2530,340,3369,17,436,75,528,17,246,12,275,74,547,36,657,99,693,56,848,195,798,58,1051,216,1000,65,1281,125,880,118,1123,61,444,146,651,17,141,98,256,821,5185,664,6670
LGA10750,510,9171,1459,11140,532,8966,981,10479,1502,19346,1723,22571,2143,18479,1625,22247,2071,15811,1356,19238,1696,11760,1087,14543,822,6195,880,7897,334,2607,608,3549,43,624,180,847,9653,92959,9899,112511,592,8863,1205,10660,781,8596,713,10090,2654,19949,1394,23997,3458,18119,1308,22885,3285,15065,1215,19565,2791,11262,1079,15132,1055,6152,959,8166,349,3562,799,4710,48,1555,322,1925,15013,93123,8994,117130,1102,18034,2664,21800,1313,17562,1694,20569,4156,39295,3117,46568,5601,36598,2933,45132,5356,30876,2571,38803,4487,23022,2166,29675,1877,12347,1839,16063,683,6169,1407,8259,91,2179,502,2772,24666,186082,18893,229641
LGA10800,11,138,20,169,3,117,8,128,23,250,20,293,41,279,23,343,57,370,15,442,52,321,20,393,30,224,21,275,19,144,33,196,3,36,11,50,239,1879,171,2289,9,150,22,181,10,98,3,111,37,239,10,286,46,290,20,356,69,302,12,383,85,269,15,369,38,211,37,286,19,156,41,216,4,81,16,101,317,1796,176,2289,20,288,42,350,13,215,11,239,60,489,30,579,87,569,43,699,126,672,27,825,137,590,35,762,68,435,58,561,38,300,74,412,7,117,27,151,556,3675,347,4578
LGA10850,10,174,30,214,10,159,17,186,16,257,13,286,40,368,31,439,61,408,32,501,61,392,40,493,37,249,47,333,14,152,42,208,3,23,6,32,252,2182,258,2692,12,176,34,222,14,136,13,163,43,280,15,338,60,400,21,481,100,358,35,493,82,306,28,416,41,256,41,338,21,151,36,208,0,61,6,67,373,2124,229,2726,22,350,64,436,24,295,30,349,59,537,28,624,100,768,52,920,161,766,67,994,143,698,68,909,78,505,88,671,35,303,78,416,3,84,12,99,625,4306,487,5418
LGA10900,120,2185,264,2569,87,1710,130,1927,236,2976,203,3415,474,4211,281,4966,740,4380,372,5492,824,4384,326,5534,396,2547,251,3194,137,1223,191,1551,44,335,102,481,3058,23951,2120,29129,117,2066,233,2416,142,1579,111,1832,396,3001,177,3574,857,4307,270,5434,1283,4550,322,6155,1277,4324,320,5921,521,2811,275,3607,196,1500,306,2002,39,796,238,1073,4828,24934,2252,32014,237,4251,497,4985,229,3289,241,3759,632,5977,380,6989,1331,8518,551,10400,2023,8930,694,11647,2101,8708,646,11455,917,5358,526,6801,333,2723,497,3553,83,1131,340,1554,7886,48885,4372,61143
LGA10950,8,73,16,97,5,65,8,78,10,117,12,139,15,175,16,206,16,165,21,202,16,117,25,158,9,121,27,157,7,53,13,73,0,14,0,14,86,900,138,1124,5,56,12,73,4,74,3,81,14,120,11,145,18,171,18,207,23,134,14,171,32,90,18,140,19,117,26,162,3,58,20,81,0,28,5,33,118,848,127,1093,13,129,28,170,9,139,11,159,24,237,23,284,33,346,34,413,39,299,35,373,48,207,43,298,28,238,53,319,10,111,33,154,0,42,5,47,204,1748,265,2217
LGA11000,13,58,7,78,4,37,3,44,12,85,3,100,24,111,13,148,32,151,9,192,20,170,14,204,12,113,13,138,6,46,12,64,0,25,7,32,123,796,81,1000,3,41,10,54,5,30,0,35,19,91,8,118,14,112,6,132,47,126,7,180,48,136,9,193,13,89,11,113,8,57,17,82,5,38,15,58,162,720,83,965,16,99,17,132,9,67,3,79,31,176,11,218,38,223,19,280,79,277,16,372,68,306,23,397,25,202,24,251,14,103,29,146,5,63,22,90,285,1516,164,1965
LGA11050,3,63,9,75,5,50,0,55,10,70,3,83,17,112,7,136,20,158,5,183,25,153,11,189,6,142,14,162,4,52,10,66,0,15,0,15,90,815,59,964,3,58,9,70,5,36,8,49,7,83,5,95,32,96,9,137,34,134,3,171,35,137,6,178,16,106,15,137,9,81,9,99,0,27,6,33,141,758,70,969,6,121,18,145,10,86,8,104,17,153,8,178,49,208,16,273,54,292,8,354,60,290,17,367,22,248,29,299,13,133,19,165,0,42,6,48,231,1573,129,1933
LGA11100,32,938,148,1118,62,1121,130,1313,183,2671,253,3107,269,2571,251,3091,325,2080,204,2609,220,1602,179,2001,145,1131,188,1464,89,634,130,853,11,158,45,214,1336,12906,1528,15770,52,965,114,1131,72,1068,106,1246,302,2676,233,3211,405,2498,235,3138,465,1815,178,2458,386,1566,184,2136,221,1192,196,1609,95,775,185,1055,15,385,58,458,2013,12940,1489,16442,84,1903,262,2249,134,2189,236,2559,485,5347,486,6318,674,5069,486,6229,790,3895,382,5067,606,3168,363,4137,366,2323,384,3073,184,1409,315,1908,26,543,103,672,3349,25846,3017,32212
LGA11150,7,56,26,89,3,63,16,82,11,123,21,155,28,142,37,207,21,145,31,197,10,129,27,166,4,68,30,102,3,43,23,69,0,6,0,6,87,775,211,1073,6,37,34,77,8,71,8,87,25,154,26,205,35,144,31,210,31,130,30,191,16,96,27,139,6,66,21,93,4,34,19,57,0,6,7,13,131,738,203,1072,13,93,60,166,11,134,24,169,36,277,47,360,63,286,68,417,52,275,61,388,26,225,54,305,10,134,51,195,7,77,42,126,0,12,7,19,218,1513,414,2145
LGA11200,4,48,7,59,4,54,3,61,6,74,6,86,6,89,9,104,15,130,12,157,7,86,9,102,5,40,4,49,0,18,9,27,0,6,3,9,47,545,62,654,6,47,15,68,3,66,5,74,13,86,10,109,19,86,12,117,19,96,8,123,11,66,6,83,5,28,7,40,7,28,3,38,0,6,4,10,83,509,70,662,10,95,22,127,7,120,8,135,19,160,16,195,25,175,21,221,34,226,20,280,18,152,15,185,10,68,11,89,7,46,12,65,0,12,7,19,130,1054,132,1316
LGA11250,26,497,69,592,17,423,73,513,70,734,122,926,107,809,107,1023,168,1052,124,1344,208,989,133,1330,86,631,116,833,56,399,126,581,6,103,46,155,744,5637,916,7297,34,446,73,553,49,422,49,520,128,752,79,959,183,827,88,1098,275,1001,112,1388,268,894,106,1268,131,648,177,956,60,544,196,800,6,237,95,338,1134,5771,975,7880,60,943,142,1145,66,845,122,1033,198,1486,201,1885,290,1636,195,2121,443,2053,236,2732,476,1883,239,2598,217,1279,293,1789,116,943,322,1381,12,340,141,493,1878,11408,1891,15177
LGA11300,48,749,118,915,66,1396,183,1645,161,2779,311,3251,168,1670,144,1982,247,1636,144,2027,237,1187,120,1544,119,806,98,1023,72,579,111,762,24,194,70,288,1142,10996,1299,13437,61,889,96,1046,84,1428,112,1624,214,2461,210,2885,338,1715,130,2183,438,1598,143,2179,389,1179,112,1680,188,834,95,1117,90,724,159,973,30,377,116,523,1832,11205,1173,14210,109,1638,214,1961,150,2824,295,3269,375,5240,521,6136,506,3385,274,4165,685,3234,287,4206,626,2366,232,3224,307,1640,193,2140,162,1303,270,1735,54,571,186,811,2974,22201,2472,27647
LGA11350,23,748,138,909,27,540,94,661,96,1127,141,1364,202,1612,161,1975,275,1972,175,2422,313,1897,182,2392,112,868,101,1081,40,393,74,507,14,158,31,203,1102,9315,1097,11514,21,651,112,784,29,500,35,564,155,1225,89,1469,298,1984,141,2423,501,2056,172,2729,476,1619,142,2237,151,786,103,1040,61,486,145,692,8,285,75,368,1700,9592,1014,12306,44,1399,250,1693,56,1040,129,1225,251,2352,230,2833,500,3596,302,4398,776,4028,347,5151,789,3516,324,4629,263,1654,204,2121,101,879,219,1199,22,443,106,571,2802,18907,2111,23820
LGA11400,16,375,42,433,9,232,10,251,43,448,25,516,97,635,30,762,120,815,45,980,131,737,39,907,71,558,51,680,28,284,54,366,4,61,13,78,519,4145,309,4973,27,331,45,403,14,233,17,264,74,498,18,590,139,655,34,828,202,732,27,961,208,608,43,859,80,477,44,601,30,291,48,369,5,130,33,168,779,3955,309,5043,43,706,87,836,23,465,27,515,117,946,43,1106,236,1290,64,1590,322,1547,72,1941,339,1345,82,1766,151,1035,95,1281,58,575,102,735,9,191,46,246,1298,8100,618,10016
LGA11450,73,1902,209,2184,64,1590,110,1764,193,3181,183,3557,391,3848,202,4441,435,3029,188,3652,313,2326,146,2785,147,1206,146,1499,69,548,112,729,20,182,32,234,1705,17812,1328,20845,103,1755,196,2054,109,1549,88,1746,399,3369,149,3917,732,3772,204,4708,729,2933,156,3818,585,2071,162,2818,218,1214,157,1589,80,707,138,925,12,457,65,534,2967,17827,1315,22109,176,3657,405,4238,173,3139,198,3510,592,6550,332,7474,1123,7620,406,9149,1164,5962,344,7470,898,4397,308,5603,365,2420,303,3088,149,1255,250,1654,32,639,97,768,4672,35639,2643,42954
LGA11500,233,4894,821,5948,304,4691,440,5435,718,8559,689,9966,944,7459,669,9072,1108,7899,738,9745,1074,6885,639,8598,535,3157,461,4153,177,1158,303,1638,22,280,138,440,5115,44982,4898,54995,359,4574,695,5628,464,4666,428,5558,1333,8632,741,10706,1778,7558,684,10020,1998,7935,750,10683,1709,6597,675,8981,610,3118,506,4234,166,1575,482,2223,22,581,323,926,8439,45236,5284,58959,592,9468,1516,11576,768,9357,868,10993,2051,17191,1430,20672,2722,15017,1353,19092,3106,15834,1488,20428,2783,13482,1314,17579,1145,6275,967,8387,343,2733,785,3861,44,861,461,1366,13554,90218,10182,113954
LGA11520,67,1548,228,1843,110,2260,277,2647,296,5608,627,6531,475,4945,474,5894,615,3892,368,4875,552,3040,238,3830,271,2015,254,2540,161,1228,232,1621,51,368,95,514,2598,24904,2793,30295,83,1537,199,1819,128,2177,210,2515,443,5796,516,6755,816,5088,428,6332,1055,3875,311,5241,920,3065,258,4243,395,2123,255,2773,217,1530,304,2051,43,746,205,994,4100,25937,2686,32723,150,3085,427,3662,238,4437,487,5162,739,11404,1143,13286,1291,10033,902,12226,1670,7767,679,10116,1472,6105,496,8073,666,4138,509,5313,378,2758,536,3672,94,1114,300,1508,6698,50841,5479,63018
LGA11550,178,3435,637,4250,274,3854,566,4694,793,9134,1156,11083,1023,8076,893,9992,1038,7162,860,9060,743,5363,674,6780,432,3691,556,4679,348,2299,490,3137,83,566,189,838,4912,43580,6021,54513,242,3073,524,3839,325,3723,451,4499,1214,8621,1020,10855,1606,7747,944,10297,1644,6726,778,9148,1273,5106,608,6987,717,3655,557,4929,347,2570,626,3543,67,986,334,1387,7435,42207,5842,55484,420,6508,1161,8089,599,7577,1017,9193,2007,17755,2176,21938,2629,15823,1837,20289,2682,13888,1638,18208,2016,10469,1282,13767,1149,7346,1113,9608,695,4869,1116,6680,150,1552,523,2225,12347,85787,11863,109997
LGA11600,4,60,5,69,0,64,3,67,18,119,12,149,20,159,4,183,25,189,13,227,12,163,13,188,6,102,16,124,5,50,12,67,0,8,0,8,90,914,78,1082,0,52,11,63,8,55,3,66,23,109,3,135,26,130,9,165,43,148,9,200,30,87,9,126,10,89,7,106,6,49,8,63,0,19,6,25,146,738,65,949,4,112,16,132,8,119,6,133,41,228,15,284,46,289,13,348,68,337,22,427,42,250,22,314,16,191,23,230,11,99,20,130,0,27,6,33,236,1652,143,2031
LGA11700,5,47,4,56,4,41,15,60,13,94,24,131,20,107,15,142,15,118,18,151,8,151,9,168,7,95,13,115,0,24,7,31,0,3,0,3,72,680,105,857,3,58,5,66,9,43,6,58,10,100,5,115,19,91,7,117,18,101,12,131,20,94,6,120,12,51,10,73,5,25,3,33,3,4,3,10,99,567,57,723,8,105,9,122,13,84,21,118,23,194,29,246,39,198,22,259,33,219,30,282,28,245,15,288,19,146,23,188,5,49,10,64,3,7,3,13,171,1247,162,1580
LGA11720,74,1416,237,1727,77,1290,176,1543,214,2629,375,3218,307,2698,362,3367,419,2636,274,3329,490,2504,283,3277,248,1509,227,1984,97,710,181,988,13,206,55,274,1939,15598,2170,19707,86,1396,206,1688,116,1356,87,1559,413,2473,164,3050,574,2578,183,3335,756,2477,204,3437,807,2247,239,3293,313,1433,240,1986,97,969,270,1336,15,488,88,591,3177,15417,1681,20275,160,2812,443,3415,193,2646,263,3102,627,5102,539,6268,881,5276,545,6702,1175,5113,478,6766,1297,4751,522,6570,561,2942,467,3970,194,1679,451,2324,28,694,143,865,5116,31015,3851,39982
LGA11730,84,1350,216,1650,54,931,113,1098,177,1493,199,1869,311,2145,239,2695,544,2746,250,3540,595,3095,230,3920,322,2345,256,2923,159,1209,288,1656,35,314,84,433,2281,15628,1875,19784,116,1265,170,1551,109,842,69,1020,304,1639,116,2059,533,2261,162,2956,854,2666,172,3692,930,2716,184,3830,468,2151,277,2896,195,1318,327,1840,28,652,137,817,3537,15510,1614,20661,200,2615,386,3201,163,1773,182,2118,481,3132,315,3928,844,4406,401,5651,1398,5412,422,7232,1525,5811,414,7750,790,4496,533,5819,354,2527,615,3496,63,966,221,1250,5818,31138,3489,40445
LGA11750,4,126,33,163,5,138,16,159,14,289,39,342,27,278,29,334,27,317,30,374,25,219,38,282,13,123,26,162,3,59,20,82,0,15,3,18,118,1564,234,1916,4,116,15,135,7,123,10,140,29,270,26,325,34,218,26,278,55,244,22,321,38,176,22,236,19,128,17,164,9,74,17,100,0,31,10,41,195,1380,165,1740,8,242,48,298,12,261,26,299,43,559,65,667,61,496,55,612,82,561,52,695,63,395,60,518,32,251,43,326,12,133,37,182,0,46,13,59,313,2944,399,3656
LGA11800,99,2064,265,2428,90,1513,115,1718,218,2717,229,3164,397,3290,265,3952,587,3806,280,4673,678,3907,294,4879,342,2555,299,3196,189,1377,326,1892,53,402,154,609,2653,21631,2227,26511,112,1953,228,2293,102,1542,125,1769,378,2872,175,3425,711,3503,239,4453,969,4097,247,5313,1049,3577,267,4893,513,2503,368,3384,219,1528,419,2166,40,773,284,1097,4093,22348,2352,28793,211,4017,493,4721,192,3055,240,3487,596,5589,404,6589,1108,6793,504,8405,1556,7903,527,9986,1727,7484,561,9772,855,5058,667,6580,408,2905,745,4058,93,1175,438,1706,6746,43979,4579,55304
