region_id,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Churche_Christ_M,Christianity_Churche_Christ_F,Christianity_Churche_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,No_Religion_M,No_Religion_F,No_Religion_P,Other_religious_affiliation_M,Other_religious_affiliation_F,Other_religious_affiliation_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
LGA10050,214,224,438,4471,5296,9767,0,0,0,265,299,564,51,59,110,6436,7144,13580,33,32,65,177,183,360,55,98,153,23,18,41,693,817,1510,10,6,16,43,45,88,227,308,535,965,1129,2094,65,91,156,103,115,218,1108,1505,2613,417,528,945,22,26,48,15164,17699,32863,240,208,448,134,103,237,6,20,26,0,3,3,103,103,206,103,106,209,5010,4499,9509,267,132,399,1933,1748,3681,23071,24739,47810
LGA10110,129,163,292,2936,3541,6477,0,0,0,95,127,222,95,99,194,2525,2861,5386,21,13,34,32,28,60,39,54,93,17,21,38,54,43,97,5,4,9,12,10,22,81,101,182,551,685,1236,47,74,121,57,93,150,408,518,926,190,230,420,18,15,33,7183,8517,15700,47,53,100,206,145,351,10,8,18,3,3,6,57,74,131,60,77,137,2675,2451,5126,168,84,252,1037,1092,2129,11515,12590,24105
LGA10150,942,1228,2170,1521,1710,3231,0,0,0,198,239,437,5,6,11,5879,6749,12628,4,10,14,735,772,1507,53,57,110,18,24,42,61,67,128,34,27,61,60,61,121,91,146,237,381,516,897,15,25,40,25,33,58,313,459,772,226,283,509,20,31,51,9639,11215,20854,1388,1034,2422,399,294,693,51,68,119,0,4,4,136,141,277,136,145,281,5378,5254,10632,216,125,341,1884,1819,3703,20033,21182,41215
LGA10200,3138,3594,6732,1471,1612,3083,5,3,8,484,548,1032,13,15,28,6526,6954,13480,11,16,27,742,718,1460,85,88,173,47,48,95,45,53,98,119,110,229,93,93,186,301,303,604,813,883,1696,33,51,84,67,71,138,727,798,1525,559,646,1205,38,38,76,12179,13048,25227,2092,1679,3771,9947,8851,18798,20,14,34,0,3,3,472,329,801,472,332,804,5684,5036,10720,181,125,306,4513,2834,7347,38226,35513,73739
LGA10250,214,303,517,4379,5131,9510,0,0,0,250,280,530,15,18,33,4643,5201,9844,20,15,35,51,45,96,105,124,229,25,43,68,71,96,167,0,0,0,18,28,46,216,260,476,944,1109,2053,67,86,153,116,146,262,965,1217,2182,459,529,988,25,35,60,12369,14363,26732,29,19,48,21,18,39,28,21,49,10,11,21,71,102,173,81,113,194,4414,3992,8406,255,195,450,1431,1408,2839,18842,20432,39274
LGA10300,6,12,18,196,182,378,0,0,0,3,3,6,0,0,0,454,444,898,0,4,4,8,7,15,0,4,4,0,0,0,8,6,14,0,0,0,0,0,0,6,14,20,88,107,195,0,0,0,0,0,0,52,52,104,30,32,62,0,0,0,845,855,1700,3,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,172,138,310,0,3,3,144,101,245,1175,1109,2284
LGA10350,6205,7123,13328,8707,9846,18553,27,19,46,1429,1635,3064,28,32,60,24734,26408,51142,63,88,151,7739,7677,15416,172,257,429,205,240,445,262,267,529,735,692,1427,292,341,633,756,901,1657,1433,1532,2965,118,183,301,133,174,307,1484,1792,3276,996,1117,2113,144,164,308,49457,53365,102822,859,810,1669,17602,17195,34797,35,31,66,5,0,5,543,544,1087,548,544,1092,8165,6948,15113,335,205,540,6721,6204,12925,89927,92425,182352
LGA10470,127,143,270,4222,4708,8930,0,0,0,267,301,568,93,85,178,6325,6797,13122,8,23,31,84,81,165,71,87,158,30,31,61,64,68,132,5,4,9,29,30,59,102,97,199,834,929,1763,56,83,139,21,40,61,854,947,1801,296,298,594,7,5,12,13368,14614,27982,35,44,79,55,50,105,8,4,12,6,6,12,56,74,130,62,80,142,3355,2811,6166,201,87,288,2116,1358,3474,19327,19191,38518
LGA10550,141,233,374,4098,4630,8728,0,0,0,192,200,392,0,3,3,3127,3279,6406,11,17,28,59,46,105,74,134,208,34,22,56,97,118,215,0,0,0,15,18,33,29,46,75,518,548,1066,50,64,114,54,71,125,634,834,1468,289,352,641,9,19,28,9290,10401,19691,21,18,39,18,10,28,10,15,25,5,3,8,51,97,148,56,100,156,4538,4002,8540,179,134,313,1432,1352,2784,15685,16265,31950
LGA10600,116,153,269,1413,1520,2933,0,0,0,36,40,76,0,3,3,949,1061,2010,8,5,13,3,8,11,18,14,32,0,5,5,19,28,47,0,0,0,5,7,12,53,67,120,198,193,391,8,13,21,22,22,44,385,460,845,140,206,346,18,24,42,3275,3676,6951,8,7,15,5,3,8,20,13,33,6,4,10,49,90,139,55,94,149,1992,1951,3943,123,100,223,480,446,926,6074,6443,12517
