region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
LGA11000,3,0,0,3,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,167,4,7,0,3,3,4,0,0,4,192
LGA11050,3,6,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,107,8,7,6,0,3,3,0,4,3,141
LGA11100,1514,408,465,525,495,451,219,472,12589,61,8,6,3,7,3,7,0,0,11,106,9177,1810,1889,510,550,606,583,520,257,699,16601
LGA11150,3,0,0,6,4,0,0,0,22,3,0,0,0,0,0,0,0,0,0,3,56,8,6,0,4,6,7,8,0,8,103
LGA11200,0,0,0,0,6,3,0,0,18,0,0,0,0,0,0,0,0,0,3,3,28,6,3,0,0,3,6,3,0,3,52
LGA11250,22,12,18,15,11,11,12,35,275,3,0,0,0,0,0,0,0,0,0,3,514,34,51,27,29,24,23,26,20,80,828
LGA11300,1891,690,908,1089,917,622,356,654,14505,36,8,12,8,7,16,15,8,3,64,177,7691,1386,2101,744,974,1195,996,739,423,816,17065
LGA11350,169,55,71,48,54,55,18,71,1176,5,0,3,0,0,0,0,0,0,0,8,3215,458,579,147,154,147,142,139,65,269,5315
LGA11400,14,6,6,9,3,6,0,14,138,0,0,0,0,0,0,0,0,0,0,0,580,43,33,13,21,15,12,17,3,57,794
LGA11450,281,60,75,103,88,47,20,132,3527,18,0,3,0,0,0,0,3,0,5,29,6559,652,590,136,173,212,165,131,52,339,9009
LGA11500,3372,905,918,964,796,550,374,906,26391,89,38,27,14,14,7,9,4,0,40,242,24677,4944,4348,1089,1121,1155,969,704,467,1659,41133
LGA11520,2466,694,782,965,770,670,327,780,18751,67,10,10,6,4,6,9,0,0,14,126,14698,2282,3309,879,1009,1225,1011,937,517,1048,26915
LGA11550,6741,2048,2556,2581,2368,1787,922,2336,57696,218,38,41,8,11,29,24,20,15,85,489,35415,7175,7481,2233,2732,2774,2549,1952,1023,2794,66128
LGA11600,3,0,9,9,11,9,8,6,69,0,0,0,0,3,0,0,0,0,0,3,74,14,10,7,15,20,19,15,12,14,200
LGA11700,6,0,3,6,0,0,4,3,34,0,0,0,0,0,0,0,0,0,0,0,58,6,12,3,6,6,3,6,4,14,118
LGA11720,60,24,8,20,24,33,39,139,713,3,0,0,0,0,3,0,3,3,3,15,2310,166,195,57,42,63,53,88,72,295,3341
LGA11730,76,16,25,33,26,18,16,54,641,4,0,0,0,0,0,0,3,0,0,7,2744,163,231,39,47,59,50,53,46,212,3644
LGA11750,11,7,16,29,9,14,7,3,127,0,0,0,0,0,0,0,0,0,0,0,121,17,30,13,25,42,16,24,11,20,319
LGA11800,308,124,143,198,250,216,98,149,2783,6,3,0,3,0,3,3,6,3,12,39,5490,515,706,249,252,321,332,326,155,484,8830
LGA11860,3,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,39,0,7,0,0,0,0,3,0,5,54
LGA12000,7,3,0,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,123,15,13,9,0,3,3,0,3,6,175
LGA12050,31,9,14,10,22,4,6,40,454,0,0,3,0,0,0,0,0,0,0,3,1063,59,73,15,20,17,27,11,12,66,1363
LGA12150,3,0,3,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,70,0,3,0,3,4,4,0,0,7,91
LGA12200,16,0,3,11,6,3,0,8,75,0,0,0,0,0,0,0,0,0,0,0,299,8,24,3,3,14,13,3,3,22,392
LGA12300,18,0,7,4,9,6,6,4,139,0,0,0,0,0,0,0,0,0,0,0,619,41,47,11,10,12,17,6,12,31,806
LGA12350,20,3,6,6,0,7,0,12,172,0,0,0,0,0,0,0,0,0,0,0,538,30,52,3,12,12,6,14,6,38,711
LGA12500,21,6,13,5,6,16,3,3,133,0,0,0,0,0,0,0,0,0,0,0,271,23,36,6,13,14,9,16,3,35,426
LGA12600,138,56,78,51,58,39,24,41,837,3,0,3,0,0,0,0,3,0,3,12,1196,119,218,78,104,73,87,56,59,124,2114
LGA12700,4,3,4,0,3,6,0,0,52,0,0,0,0,0,0,0,0,0,0,0,330,19,16,6,10,0,3,9,0,15,408
LGA12750,45,10,10,14,9,18,20,47,981,8,0,0,0,3,0,0,0,0,6,17,4104,140,175,29,47,50,45,35,30,236,4891
LGA12850,8482,2086,2029,2305,2663,1725,1004,3815,89587,402,84,80,19,8,20,25,15,13,113,779,62510,10216,9103,2224,2162,2418,2789,1815,1064,4352,98653
LGA12900,11,0,0,8,6,6,3,3,88,0,0,0,0,0,0,0,0,0,0,0,230,25,32,11,10,15,9,12,6,21,371
LGA12950,5,3,7,6,6,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,99,9,13,6,7,9,6,3,0,6,158
LGA13010,13,0,3,3,9,0,0,13,111,0,0,0,0,0,0,0,0,0,0,0,417,26,27,10,8,9,9,0,0,40,546
LGA13050,7,0,0,0,3,0,3,3,53,0,0,0,0,0,0,0,0,0,0,0,276,20,28,0,12,0,3,6,3,24,372
LGA13100,784,192,246,261,201,162,82,276,6144,39,6,0,0,0,6,0,0,0,10,61,16942,2023,2429,606,631,681,540,432,215,1243,25742
LGA13310,64,17,27,42,33,52,22,154,788,9,0,4,0,0,0,0,3,0,0,16,1601,94,122,35,49,62,50,70,37,245,2365
LGA13320,49,19,16,9,13,10,12,33,628,4,0,3,0,0,0,0,0,0,0,7,2888,155,135,35,33,36,28,30,30,182,3552
LGA13340,8,6,0,0,11,8,6,6,99,0,0,0,0,0,0,0,0,0,0,0,405,33,35,6,9,7,18,11,14,31,569
LGA13380,66,11,23,33,31,28,12,45,728,0,0,0,0,4,0,6,0,0,0,10,2944,169,216,42,62,60,63,47,26,217,3846
LGA13450,376,96,130,245,208,121,75,170,3195,10,5,8,0,3,3,4,3,0,3,39,2095,387,502,123,152,283,262,157,95,260,4316
LGA13500,0,0,3,7,4,0,0,0,26,0,0,0,0,0,0,0,0,5,3,8,72,18,4,4,3,14,8,0,9,7,139
LGA13550,10,3,12,12,11,7,3,3,132,0,0,0,0,0,0,0,0,0,0,0,317,23,30,14,12,21,19,13,10,24,483
LGA13650,6,6,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,3,3,140,10,17,9,6,6,3,0,0,13,204
LGA13660,8,3,0,3,3,4,4,0,38,0,0,0,0,0,0,0,0,0,0,0,142,4,22,7,3,3,3,4,4,8,200
LGA13700,0,0,6,6,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,145,8,5,0,6,9,0,3,3,7,186
LGA13800,146,39,41,60,44,46,15,108,2000,11,0,3,0,0,0,0,0,0,9,23,5892,477,479,114,102,123,103,98,40,422,7850
LGA13850,0,3,3,12,3,3,6,0,65,0,0,0,0,0,0,0,0,0,0,0,106,4,14,3,7,12,3,3,6,10,168
LGA13950,5912,1677,1910,1872,1614,1134,544,1235,35034,100,35,52,5,7,19,25,14,7,51,315,19381,5328,6677,1835,2102,2087,1780,1293,642,1614,42739
LGA14000,5433,1310,1507,1616,1415,1336,666,1031,35013,78,28,29,12,7,12,7,9,9,13,204,28616,7250,7594,1752,1995,2117,1770,1773,889,1739,55495
LGA14100,109,32,30,39,34,32,12,71,1577,8,6,3,0,0,0,0,0,0,0,17,2320,324,289,53,55,70,78,69,39,147,3444
LGA14150,3977,949,1217,1331,1122,823,344,932,27166,59,18,18,0,3,13,3,3,3,18,138,16587,4332,4482,1040,1307,1457,1232,920,403,1174,32934
LGA14200,20,16,21,39,19,18,16,21,281,0,0,0,0,0,0,0,3,3,3,9,526,43,113,53,33,57,28,54,31,65,1003
LGA14250,3,0,3,3,6,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,68,3,7,0,3,3,6,0,0,6,96
LGA14300,11,3,6,6,0,3,0,153,201,0,0,6,0,0,0,0,0,0,0,6,166,20,29,3,12,9,0,3,0,161,403
LGA14350,32,10,11,17,15,12,11,82,421,3,0,0,0,0,0,0,0,0,0,3,1486,86,82,20,31,24,23,23,17,178,1970
LGA14400,34,7,15,19,13,7,13,24,508,0,0,0,0,0,0,0,3,0,0,3,2038,121,194,59,54,72,46,63,25,110,2782
LGA14450,2734,729,1002,945,856,616,299,640,18788,62,21,15,4,3,7,10,13,3,19,157,11560,2628,3102,807,1096,1052,923,706,320,823,23017
LGA14500,2079,552,663,654,628,668,368,617,17799,45,16,10,3,3,3,0,4,6,13,103,21056,4925,4630,1104,1240,1303,1206,1336,776,1254,38830
LGA14550,20,0,4,15,3,0,3,16,156,0,0,0,0,0,0,0,0,0,0,0,641,45,71,9,7,24,11,3,6,44,861
LGA14600,3,6,8,6,10,4,9,3,72,0,0,0,0,0,0,0,0,0,0,0,113,24,17,9,14,11,10,9,12,11,230
LGA14650,505,143,177,191,160,190,109,252,5033,31,0,5,0,0,3,0,0,3,8,50,12880,1131,1376,328,397,413,369,351,217,890,18352
LGA14700,713,213,256,315,267,268,125,180,5178,18,3,0,0,3,4,0,0,3,3,34,5328,1053,1331,359,390,465,389,450,212,351,10328
LGA14750,27,0,7,6,20,18,15,32,355,0,0,0,0,0,3,0,0,0,0,3,450,62,51,8,14,12,24,24,18,56,719
LGA14800,553,154,201,177,205,237,128,226,5209,26,3,0,0,3,3,0,0,0,13,48,7923,1432,1869,460,573,558,538,625,355,607,14940
LGA14850,138,43,40,55,78,63,28,70,1124,6,0,3,0,0,3,0,3,0,3,18,2676,275,333,83,71,112,110,92,48,191,3991
LGA14870,32,11,8,16,10,8,6,135,541,0,0,0,0,0,0,0,0,0,0,0,1326,80,64,31,15,37,25,14,10,207,1809
LGA14900,7372,1630,1552,2085,1628,1082,834,2180,59515,258,61,53,19,12,17,24,0,7,64,515,41162,9566,8311,1860,1755,2313,1807,1236,932,2772,71714
LGA14920,8,0,0,4,0,5,0,0,74,0,0,0,0,0,0,0,0,0,0,0,277,19,21,6,3,17,3,11,9,18,384
LGA14950,10,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,95,7,23,3,0,0,0,0,0,6,134
LGA15050,221,104,79,89,65,66,32,45,1494,3,0,3,3,3,0,0,0,0,0,12,3239,344,485,200,170,179,124,121,69,226,5157
LGA15150,490,162,207,252,301,331,177,142,3607,3,3,0,3,4,3,0,3,0,3,22,5073,1318,1951,588,664,744,803,1066,524,488,13219
LGA15200,1339,450,669,749,687,416,256,731,16284,73,15,8,3,0,14,7,3,4,22,149,15450,2208,2507,694,962,1015,1013,698,431,1115,26093
LGA15270,32,10,6,23,14,21,13,23,438,0,0,0,0,0,0,0,0,0,3,3,1373,71,95,25,29,44,32,32,23,95,1819
LGA15300,18,19,7,24,25,11,11,23,237,6,0,0,0,0,0,0,0,0,0,6,314,33,44,32,14,37,35,29,19,53,610
LGA15350,306,103,161,159,173,187,124,93,2623,8,5,0,0,3,0,0,0,0,0,16,4104,853,1133,304,404,445,442,523,326,315,8849
LGA15500,3,9,6,8,0,3,3,3,80,0,0,0,0,0,0,0,0,0,0,0,347,16,18,9,12,11,0,7,6,26,452
LGA15550,0,3,0,6,3,3,10,6,40,0,0,3,0,0,0,0,0,0,0,3,48,9,10,3,3,12,10,3,17,9,124
LGA15650,30,25,37,36,20,26,10,70,372,0,0,0,0,0,0,0,0,0,0,0,548,65,82,45,59,76,68,54,39,101,1137
LGA15700,17,3,8,8,9,3,6,15,270,0,0,0,0,0,0,0,0,0,0,0,1470,62,63,14,23,16,13,17,10,89,1777
LGA15750,15,3,9,15,17,9,7,4,153,0,0,3,0,0,0,0,0,0,4,7,305,45,35,16,12,15,22,21,10,37,518
LGA15800,17,0,0,10,4,13,0,6,81,0,0,0,0,0,0,0,0,0,0,0,165,13,28,0,7,10,7,13,0,16,259
LGA15850,7,3,3,4,5,0,0,0,59,3,0,0,0,0,0,0,0,0,0,3,183,9,21,6,6,7,5,4,0,10,251
LGA15900,937,336,428,583,722,751,404,466,8951,26,7,13,0,0,0,9,6,7,36,104,10056,1103,1673,537,609,828,975,1087,606,1007,18481
LGA15950,1475,483,649,692,641,717,420,301,9885,24,12,12,0,0,0,7,4,0,12,71,9775,2174,3103,950,1160,1301,1249,1466,853,709,22740
LGA16100,7,3,0,4,7,0,0,38,134,0,0,0,0,0,0,0,0,0,0,0,314,42,27,10,8,17,14,4,0,58,494
LGA16150,288,80,88,88,63,30,56,47,1347,0,0,0,0,0,3,3,0,0,0,6,1807,207,432,119,133,128,107,67,89,153,3242
LGA16180,13,3,0,13,13,7,7,12,341,0,0,0,0,0,0,0,0,0,4,4,1495,103,107,22,23,35,25,16,15,68,1909
LGA16200,25,15,14,10,20,30,13,17,219,0,0,0,0,0,0,0,0,0,0,0,393,41,50,21,17,23,26,46,23,60,700
LGA16250,10436,2962,3731,4345,3447,2759,1441,2344,61450,136,54,84,26,22,37,21,21,19,86,506,30432,8806,11806,3293,4129,4791,3798,3099,1708,3037,74899
LGA16350,2201,510,638,619,522,433,242,949,18419,84,9,27,9,4,14,11,5,6,14,183,24934,3095,3296,765,884,870,745,603,352,1741,37285
LGA16370,336,76,86,93,98,109,52,125,2992,8,3,3,3,0,0,0,0,0,6,23,8007,1283,1391,311,336,343,321,289,165,520,12966
LGA16380,120,43,50,52,47,32,15,62,1213,4,0,0,0,0,0,0,0,3,0,7,5903,450,548,135,149,156,139,112,48,409,8049
LGA16400,130,43,52,46,49,45,26,70,1374,8,0,0,0,0,4,3,0,0,0,15,5060,351,536,167,128,195,158,152,54,311,7112
LGA16470,364,149,163,252,231,171,108,122,3782,25,0,3,0,3,0,3,0,3,5,42,4350,422,591,222,236,337,307,255,159,275,7154
LGA16550,3314,1077,1342,1810,2193,2299,1402,1537,30010,93,8,30,3,7,12,14,14,8,32,221,22130,4360,5892,1779,2049,2650,3062,3288,2031,2404,49645
LGA16610,18,0,11,10,6,13,4,22,245,0,4,0,0,0,0,0,0,0,0,4,891,57,69,13,20,25,30,26,12,70,1213
LGA16650,3956,1194,1596,1661,1433,971,530,1423,34478,118,28,17,8,23,11,10,9,10,39,273,23496,3952,4662,1419,1795,1852,1601,1144,650,1826,42397
LGA16700,4650,1269,1507,1882,1982,1924,939,1161,33477,65,15,22,10,7,12,12,11,6,52,212,20719,4695,5607,1505,1748,2183,2208,2178,1084,1613,43540
LGA16900,171,47,64,61,55,42,27,161,4337,33,0,4,0,3,0,0,3,0,3,46,9349,336,448,126,146,139,101,90,76,492,11303
LGA16950,161,41,39,56,65,31,20,251,2485,14,3,3,0,0,0,0,0,3,3,26,9344,482,517,105,113,131,176,103,82,695,11748
LGA17000,87,62,27,45,24,20,16,20,460,0,0,0,0,0,0,0,0,0,0,0,1015,149,211,86,57,100,51,60,41,93,1863
LGA17050,15,3,0,11,15,9,12,15,226,3,0,3,0,0,0,0,0,0,0,6,647,46,52,7,10,25,20,32,21,53,913
LGA17100,2469,743,895,985,783,606,403,634,15965,53,13,28,4,13,7,7,4,3,22,154,8330,1906,2696,807,978,1064,855,679,456,758,18529
LGA17150,1564,342,398,505,379,346,146,541,15285,45,3,11,6,0,0,0,9,4,5,83,24159,3183,3365,748,857,947,798,729,332,1443,36561
LGA17200,6343,2158,2828,3599,3849,3815,2336,2188,42516,100,27,36,11,19,27,37,42,29,50,378,24010,6584,10055,3198,4158,5235,5492,6066,3905,3435,72138
LGA17310,119,53,46,77,45,27,31,35,804,3,0,0,3,0,0,0,0,0,0,6,1931,170,238,89,73,110,84,59,53,161,2968
LGA17350,3,0,3,4,4,12,3,3,66,0,0,0,0,0,0,0,0,0,0,0,188,6,7,0,6,4,10,12,3,11,247
LGA17400,10,0,6,0,5,5,3,5,96,0,0,0,0,0,0,0,0,0,0,0,397,25,29,0,12,0,8,5,6,28,510
LGA17420,4681,894,1001,997,843,774,406,1007,34983,115,39,20,6,3,6,9,0,6,27,231,32632,6848,6617,1243,1485,1560,1289,1263,714,1701,55352
LGA17450,10,3,7,0,3,0,3,26,91,0,0,3,0,0,0,0,0,0,0,3,181,18,25,3,7,4,6,10,3,35,292
LGA17500,26,9,15,27,32,24,6,17,300,0,0,0,0,0,0,0,3,0,0,3,555,52,67,24,27,56,48,36,12,39,916
LGA17550,238,90,102,131,143,119,53,138,2263,15,0,0,5,0,3,4,0,0,0,27,8614,868,1038,268,326,329,309,254,122,655,12783
LGA17620,23,12,11,22,20,19,20,10,202,0,0,0,0,0,0,0,0,0,3,3,500,70,79,28,25,44,35,55,45,50,931
LGA17640,15,0,0,3,3,3,3,3,107,0,0,0,0,0,0,0,0,0,0,0,411,22,34,0,3,9,9,6,6,31,531
LGA17650,4,3,6,0,6,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,295,21,16,7,9,3,12,6,3,11,383
LGA17700,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,32,5,3,0,0,0,0,0,3,0,43
LGA17750,386,137,167,128,246,236,112,79,2111,3,0,10,0,0,3,4,5,3,3,31,2103,355,606,205,239,209,310,304,160,186,4677
LGA17800,6,7,6,15,3,7,14,6,101,0,0,0,0,0,0,0,0,0,0,0,147,4,15,13,12,15,3,7,17,20,253
LGA17850,8,0,0,0,0,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,103,14,11,0,3,0,3,6,0,12,152
LGA17900,14,3,9,13,14,13,6,13,291,3,0,0,0,0,0,3,0,0,0,6,495,21,26,9,18,19,25,23,9,37,682
LGA17950,6,3,4,3,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,67,3,9,3,4,3,11,3,0,9,112
LGA18000,2060,567,729,909,672,547,308,682,16378,54,9,18,6,6,7,0,7,3,24,134,20991,4363,5229,1289,1441,1668,1224,1149,661,1627,39642
LGA18020,21,0,4,6,0,0,0,8,116,0,0,0,0,0,0,0,0,0,0,0,391,26,46,4,7,9,7,4,5,24,523
LGA18050,990,321,362,433,456,479,282,374,8857,43,4,4,3,0,0,6,6,3,11,80,10872,2406,3116,833,1000,1183,1327,1439,845,982,24003
LGA18100,3,3,0,0,6,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,147,4,6,9,0,0,9,0,0,6,181
LGA18150,13,3,3,0,3,6,3,70,167,0,0,0,0,0,0,0,0,0,6,6,298,18,30,10,6,0,3,6,6,92,469
LGA18200,4,0,0,6,7,0,0,10,104,0,0,0,0,0,0,0,0,0,0,0,263,14,17,6,3,18,7,0,3,20,351
LGA18250,2795,786,929,1207,1007,1150,581,765,19079,41,8,17,0,5,10,8,7,5,19,120,13020,3160,3825,1038,1189,1555,1254,1530,828,1152,28551
LGA18350,113,34,31,25,48,33,22,104,1313,6,0,3,3,0,3,0,0,0,3,18,5146,327,381,102,77,67,111,61,56,407,6735
LGA18400,72,20,12,20,27,22,13,61,1354,6,0,0,4,0,0,0,0,0,4,14,4299,282,233,72,52,78,54,44,20,243,5377
LGA18450,1481,418,636,900,1241,1294,620,956,22237,97,12,9,3,9,12,7,10,11,21,191,28798,2148,2462,686,900,1206,1532,1537,814,1852,41935
LGA18500,498,180,175,199,219,204,172,177,4839,20,6,3,0,3,6,0,6,0,5,49,8778,1521,1866,513,557,669,701,760,496,652,16513
LGA18550,377,102,115,162,112,113,78,230,4352,16,6,3,0,0,0,6,0,0,7,38,13442,1119,1120,288,252,286,252,255,134,898,18046
LGA18710,38,0,9,9,21,15,10,22,346,0,0,0,0,0,0,0,0,0,0,0,1135,101,127,17,29,37,35,24,10,86,1601
LGA18750,30,3,10,14,7,8,9,15,211,3,0,0,0,0,0,0,0,0,0,3,480,36,63,8,14,18,11,19,12,39,700
LGA19399,0,0,4,0,0,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,91,11,7,3,4,0,3,3,0,12,134
LGA19499,129,43,63,86,96,115,208,358,1549,4,0,0,0,0,0,0,0,0,7,11,1128,155,239,64,93,135,138,220,464,483,3119
