region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
LGA16350,14293,28754,572,3249,2325,11076,946,4400,11846,47199,15689,65924,1505,6464,1448,4983,5396,17724,8349,29171,24038,95095,160,754,602,2189,436,1609,3780,10429,4978,14981,381,1258,744,1699,3193,7103,4318,10060,9296,25041,733,1517,48360,150407
LGA16370,5783,11421,102,498,789,3510,161,709,4290,16832,5342,21549,507,2039,753,2535,1354,4204,2614,8778,7956,30327,17,74,138,465,45,130,579,1467,779,2136,103,324,255,571,751,1588,1109,2483,1888,4619,135,282,15762,46649
LGA16380,10052,19892,106,573,781,3537,197,854,3843,15231,4927,20195,279,1088,605,1916,1195,3662,2079,6666,7006,26861,42,187,268,933,137,453,1468,3887,1915,5460,107,320,365,772,977,2011,1449,3103,3364,8563,210,425,20632,55741
LGA16400,7726,15299,128,688,688,3190,281,1284,3745,14994,4842,20156,315,1303,551,1822,1369,4272,2235,7397,7077,27553,39,186,237,849,138,466,1338,3689,1752,5190,105,319,240,532,884,1852,1229,2703,2981,7893,171,355,17955,51100
LGA16470,3453,6859,82,447,463,2148,117,526,2708,10471,3370,13592,258,1060,332,1109,832,2642,1422,4811,4792,18403,19,95,112,377,68,227,673,1748,872,2447,58,180,136,293,564,1226,758,1699,1630,4146,173,361,10048,29769
LGA16550,11534,22910,103,546,1077,4829,195,865,7836,29403,9211,35643,663,2717,1228,4193,2309,7381,4200,14291,13411,49934,24,103,215,704,95,331,1501,3689,1835,4827,202,619,637,1435,1875,4022,2714,6076,4549,10903,1050,2233,30544,85980
LGA16610,2534,5044,42,229,261,1235,74,381,1176,4770,1553,6615,75,302,163,538,401,1221,639,2061,2192,8676,22,82,93,328,43,187,555,1657,713,2254,33,101,82,185,341,718,456,1004,1169,3258,85,173,5980,17151
LGA16650,9121,18436,190,1100,1058,4979,272,1265,6392,24419,7912,31763,630,2754,859,2974,2650,8580,4139,14308,12051,46071,47,221,230,813,132,500,1230,3294,1639,4828,160,561,431,1002,1799,3979,2390,5542,4029,10370,643,1393,25844,76270
LGA16700,9549,19096,104,542,1109,4880,208,919,7277,27462,8698,33803,753,3168,1336,4662,2443,7937,4532,15767,13230,49570,25,103,179,598,85,305,1008,2485,1297,3491,189,581,496,1159,1593,3471,2278,5211,3575,8702,611,1280,26965,78648
LGA16900,6096,12188,180,972,875,4043,301,1423,4018,15989,5374,22427,491,2067,579,1973,1784,5651,2854,9691,8228,32118,36,169,261,950,158,590,1426,3911,1881,5620,123,389,300,667,1043,2252,1466,3308,3347,8928,222,463,17893,53697
LGA16950,12127,23982,159,917,932,4248,331,1484,4515,17848,5937,24497,397,1635,741,2362,1644,5048,2782,9045,8719,33542,62,254,359,1246,185,628,1967,5383,2573,7511,136,432,402,849,1299,2687,1837,3968,4410,11479,279,585,25535,69588
LGA17000,2199,4346,63,359,297,1380,113,503,1652,6555,2125,8797,158,646,168,557,552,1765,878,2968,3003,11765,5,29,58,213,43,154,370,1029,476,1425,39,119,52,129,265,566,356,814,832,2239,55,112,6089,18462
LGA17050,711,1398,13,65,82,365,10,53,464,1775,569,2258,21,85,54,159,93,282,168,526,737,2784,3,16,13,48,7,16,76,189,99,269,5,15,29,55,51,112,85,182,184,451,16,32,1648,4665
LGA17100,2812,5737,65,365,548,2580,69,295,2170,8234,2852,11474,342,1517,598,2112,841,2757,1781,6386,4633,17860,7,41,86,293,33,134,351,899,477,1367,74,231,207,495,532,1174,813,1900,1290,3267,247,550,8982,27414
LGA17150,20245,40121,449,2420,2814,12809,638,2841,14944,58672,18845,76742,2192,9225,2542,8974,6129,19775,10863,37974,29708,114716,75,291,495,1683,218,745,2564,6673,3352,9392,472,1519,835,1893,3164,6812,4471,10224,7823,19616,706,1465,58482,175918
LGA17200,20953,41109,32,173,337,1459,85,345,5204,17924,5658,19901,207,840,660,2090,1050,3229,1917,6159,7575,26060,30,128,148,493,93,323,1307,3195,1578,4139,129,382,582,1241,1503,3144,2214,4767,3792,8906,1671,3534,33991,79609
LGA17310,6223,12273,91,490,608,2780,189,857,3298,13068,4186,17195,208,845,441,1359,1094,3346,1743,5550,5929,22745,42,185,177,636,122,412,1394,4003,1735,5236,65,206,213,459,824,1751,1102,2416,2837,7652,219,460,15208,43130
LGA17350,717,1420,15,86,71,346,23,104,318,1316,427,1852,21,86,53,150,96,291,170,527,597,2379,4,13,16,58,4,16,105,301,129,388,5,16,20,39,72,160,97,215,226,603,16,36,1556,4438
LGA17400,875,1712,3,8,54,259,16,68,342,1429,415,1764,19,75,39,112,120,364,178,551,593,2315,7,30,23,94,11,47,124,393,165,564,4,12,24,48,98,210,126,270,291,834,32,63,1791,4924
LGA17420,14265,28452,436,2449,3065,14012,595,2691,13487,53628,17583,72780,2065,8718,3058,10799,5260,16998,10383,36515,27966,109295,64,310,361,1260,118,401,1571,4197,2114,6168,292,942,647,1537,1902,4223,2841,6702,4955,12870,456,985,47642,151602
LGA17450,462,895,14,53,39,185,6,41,175,730,234,1009,7,29,33,97,44,135,84,261,318,1270,3,3,9,36,3,6,47,150,62,195,0,3,10,15,35,69,45,87,107,282,6,19,893,2466
LGA17500,1249,2469,24,128,124,554,44,221,676,2747,868,3650,55,206,91,286,218,674,364,1166,1232,4816,0,13,27,85,21,74,203,559,251,731,14,40,38,77,135,276,187,393,438,1124,33,69,2952,8478
LGA17550,10444,20650,127,682,846,3960,282,1270,4458,17484,5713,23396,350,1423,692,2253,1483,4564,2525,8240,8238,31636,60,259,310,1094,130,460,1873,5090,2373,6903,143,456,439,954,1367,2880,1949,4290,4322,11193,293,605,23297,64084
LGA17620,1575,3119,30,162,160,729,40,157,950,3754,1180,4802,50,190,94,276,249,768,393,1234,1573,6036,8,28,43,171,19,69,229,630,299,898,19,54,48,96,154,326,221,476,520,1374,32,66,3700,10595
LGA17640,964,1886,14,73,96,433,19,96,407,1647,536,2249,44,165,61,193,142,439,247,797,783,3046,3,11,23,70,9,36,89,237,124,354,7,22,17,41,97,202,121,265,245,619,30,61,2022,5612
LGA17650,709,1385,16,73,75,364,11,60,381,1537,483,2034,34,148,67,206,125,367,226,721,709,2755,0,6,24,100,8,30,95,265,127,401,4,18,28,52,60,130,92,200,219,601,25,50,1662,4791
LGA17700,158,311,0,0,16,76,4,20,64,268,84,364,9,32,6,16,16,50,31,98,115,462,0,0,3,14,3,7,15,52,21,73,0,3,0,0,13,22,13,25,34,98,4,7,311,878
LGA17750,5940,11699,129,757,695,3306,212,924,3788,15196,4824,20183,270,1113,488,1584,956,2949,1714,5646,6538,25829,30,134,197,721,126,479,1248,3415,1601,4749,77,233,218,475,745,1583,1040,2291,2641,7040,268,549,15387,45117
LGA17800,566,1126,10,35,55,244,12,53,200,800,277,1132,13,63,40,120,68,207,121,390,398,1522,0,4,6,16,11,24,48,149,65,193,3,12,8,16,38,71,49,99,114,292,6,18,1084,2958
LGA17850,430,845,8,42,37,157,11,57,171,672,227,928,10,46,31,81,50,148,91,275,318,1203,6,25,7,24,0,4,45,141,58,194,0,4,3,5,38,71,41,80,99,274,12,21,859,2343
LGA17900,598,1187,6,32,31,157,37,178,317,1252,391,1619,11,40,27,71,105,323,143,434,534,2053,5,26,14,69,22,81,183,549,224,725,3,3,12,28,106,234,121,265,345,990,36,79,1513,4309
LGA17950,321,640,0,8,18,72,9,32,184,723,211,835,9,39,18,59,54,160,81,258,292,1093,3,16,7,20,3,17,64,190,77,243,3,6,5,12,39,82,47,100,124,343,9,20,746,2096
LGA18000,13566,26881,232,1245,1766,7954,333,1464,11336,43882,13667,54545,1070,4436,1549,5374,3114,9939,5733,19749,19400,74294,36,162,344,1120,119,365,1530,3822,2029,5469,231,723,527,1197,1960,4172,2718,6092,4747,11561,527,1105,38240,113841
LGA18020,1180,2311,15,71,118,510,26,143,506,2125,665,2849,42,157,66,197,134,393,242,747,907,3596,3,18,40,167,14,48,186,535,243,768,11,22,30,60,103,212,144,294,387,1062,40,87,2514,7056
LGA18050,6478,12696,54,295,452,2024,53,222,3963,14878,4522,17419,263,1054,561,1894,778,2410,1602,5358,6124,22777,8,22,108,347,25,72,623,1478,764,1919,84,264,249,545,652,1352,985,2161,1749,4080,336,693,14687,40246
LGA18100,523,1017,4,31,41,192,8,33,204,823,257,1079,15,48,34,103,61,171,110,322,367,1401,3,13,11,34,0,6,64,171,78,224,4,10,11,28,49,103,64,141,142,365,12,29,1044,2812
LGA18150,871,1729,18,83,95,431,26,131,433,1767,572,2412,24,95,41,124,148,451,213,670,785,3082,6,34,21,83,29,100,228,673,284,890,13,38,20,42,123,269,156,349,440,1239,47,91,2143,6141
LGA18200,831,1653,15,89,64,309,28,128,400,1613,507,2139,33,136,53,166,114,338,200,640,707,2779,3,11,20,84,10,41,117,309,150,445,7,14,17,39,80,175,104,228,254,673,19,38,1811,5143
LGA18250,6357,12620,60,310,727,3199,90,385,5560,21060,6437,24954,416,1688,997,3407,1235,3923,2648,9018,9085,33972,12,43,134,428,17,46,648,1625,811,2142,120,369,461,1073,826,1747,1407,3189,2218,5331,458,972,18118,52895
LGA18350,5539,10911,108,576,513,2366,144,672,2569,10348,3334,13962,228,924,382,1233,833,2602,1443,4759,4777,18721,28,112,158,534,60,200,767,2088,1013,2934,62,184,180,381,577,1219,819,1784,1832,4718,123,260,12271,34610
LGA18400,3906,7811,155,839,605,2897,278,1296,3142,12820,4180,17852,370,1566,386,1284,1311,4255,2067,7105,6247,24957,23,110,123,458,80,294,647,1826,873,2688,67,207,105,234,568,1237,740,1678,1613,4366,111,240,11877,37374
LGA18450,18785,37339,389,2112,2187,10100,657,2962,11709,45895,14942,61069,1273,5292,1902,6506,4598,14695,7773,26493,22715,87562,122,556,636,2252,328,1115,3360,8962,4446,12885,380,1210,860,1920,3260,7012,4500,10142,8946,23027,814,1687,51260,149615
LGA18500,5649,11014,49,241,474,2111,42,164,3000,11403,3565,13919,265,1023,594,2028,653,1962,1512,5013,5077,18932,3,11,94,292,15,51,485,1144,597,1498,67,195,252,559,530,1077,849,1831,1446,3329,321,670,12493,33945
LGA18550,15235,30402,349,1931,1672,7800,682,3154,8427,33480,11130,46365,799,3329,1155,3875,3207,10130,5161,17334,16291,63699,124,569,615,2228,440,1582,3744,10395,4923,14774,329,1062,686,1489,2743,5832,3758,8383,8681,23157,526,1071,40733,118329
LGA18710,1718,3357,40,227,214,986,61,278,1125,4466,1440,5957,90,349,156,495,297,920,543,1764,1983,7721,9,38,23,84,17,48,180,466,229,636,15,41,51,108,140,296,206,445,435,1081,22,49,4158,12208
LGA18750,1293,2544,39,205,163,758,46,207,734,2972,982,4142,53,190,96,306,199,612,348,1108,1330,5250,15,41,35,148,18,65,290,800,358,1054,16,44,29,59,155,332,200,435,558,1489,43,87,3224,9370
LGA19399,122,230,3,14,7,22,4,10,83,296,97,342,3,9,7,10,18,55,28,74,125,416,0,0,3,11,0,0,10,19,13,30,0,5,0,0,13,23,13,28,26,58,3,12,276,716
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
