region_id,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_199_Family_households,HI_1_199_Non_family_hseholds,HI_1_199_Tot,HI_200_299_Family_households,HI_200_299_Non_fam_househlds,HI_200_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_599_Family_households,HI_400_599_Non_fam_househlds,HI_400_599_Tot,HI_600_799_Family_households,HI_600_799_Non_fam_househlds,HI_600_799_Tot,HI_800_999_Family_households,HI_800_999_Non_fam_househlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1999_Fam_households,HI_1500_1999_Non_fam_hsehlds,HI_1500_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
LGA10050,73,119,192,126,162,288,90,533,623,230,1275,1505,1111,975,2086,1065,847,1912,1036,592,1628,1096,483,1579,1020,322,1342,1765,363,2128,1442,72,1514,769,173,942,541,21,562,192,9,201,273,7,280,1127,135,1262,248,325,573,12204,6413,18617
LGA10110,34,66,100,67,104,171,39,264,303,114,547,661,494,455,949,554,367,921,516,255,771,524,209,733,462,149,611,763,171,934,579,27,606,358,83,441,264,4,268,107,0,107,124,0,124,578,76,654,112,123,235,5689,2900,8589
LGA10150,111,156,267,132,125,257,86,290,376,121,653,774,578,549,1127,635,448,1083,631,432,1063,717,532,1249,699,453,1152,1191,636,1827,1162,122,1284,1020,398,1418,790,42,832,383,23,406,759,18,777,942,160,1102,138,162,300,10095,5199,15294
LGA10200,316,236,552,316,145,461,240,388,628,334,727,1061,1530,480,2010,1631,464,2095,1404,384,1788,1494,409,1903,1354,271,1625,2006,412,2418,1612,118,1730,1147,328,1475,779,42,821,417,23,440,596,22,618,1618,194,1812,399,244,643,17193,4887,22080
LGA10250,85,87,172,96,107,203,55,393,448,158,1164,1322,1100,904,2004,1219,572,1791,1235,359,1594,1017,299,1316,969,198,1167,1340,226,1566,927,40,967,528,112,640,424,13,437,137,0,137,203,0,203,1102,95,1197,183,248,431,10778,4817,15595
LGA10300,8,6,14,5,4,9,3,25,28,16,53,69,60,33,93,66,39,105,62,22,84,60,14,74,55,4,59,81,6,87,44,3,47,21,6,27,15,0,15,5,0,5,11,0,11,56,0,56,24,22,46,592,237,829
LGA10350,464,384,848,681,469,1150,514,1525,2039,815,3189,4004,4284,1580,5864,4178,1149,5327,3623,892,4515,3868,792,4660,3452,522,3974,5526,603,6129,4406,122,4528,2981,315,3296,2059,40,2099,1014,7,1021,1451,20,1471,4274,194,4468,1029,815,1844,44619,12618,57237
LGA10470,51,66,117,84,111,195,64,366,430,135,855,990,844,558,1402,796,460,1256,778,347,1125,760,339,1099,789,234,1023,1332,266,1598,1138,45,1183,734,152,886,533,11,544,173,3,176,251,7,258,911,88,999,179,195,374,9552,4103,13655
LGA10550,61,78,139,151,107,258,74,371,445,175,988,1163,1147,659,1806,1050,467,1517,1086,300,1386,916,211,1127,744,120,864,1031,137,1168,664,26,690,324,59,383,219,3,222,70,0,70,78,0,78,905,51,956,182,221,403,8877,3798,12675
LGA10600,25,35,60,52,54,106,44,157,201,84,395,479,487,300,787,463,162,625,432,104,536,330,82,412,281,41,322,356,59,415,227,3,230,109,23,132,79,4,83,18,3,21,27,4,31,399,32,431,49,90,139,3462,1548,5010
