region_id,Sme_Usl_ad_5_yr_ago_as_2011_M,Sme_Usl_ad_5_yr_ago_as_2011_F,Sme_Usl_ad_5_yr_ago_as_2011_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA10050,11742,12458,24200,1793,2020,3813,4034,4500,8534,1375,1614,2989,239,244,483,60,72,132,57,72,129,41,53,94,41,44,85,70,92,162,0,0,0,5917,6691,12608,597,640,1237,126,104,230,8433,9455,17888,1324,1320,2644,21499,23233,44732
LGA10110,5368,5806,11174,1772,1931,3703,1968,2329,4297,71,87,158,277,328,605,26,38,64,35,25,60,9,18,27,10,26,36,22,30,52,0,0,0,2418,2881,5299,516,491,1007,33,30,63,4739,5333,10072,711,743,1454,10818,11882,22700
LGA10150,9609,10414,20023,969,932,1901,4095,4410,8505,95,92,187,81,98,179,28,38,66,25,32,57,15,16,31,10,13,23,47,54,101,0,0,0,4396,4753,9149,2326,2388,4714,77,98,175,7768,8171,15939,1444,1410,2854,18821,19995,38816
LGA10200,16745,16724,33469,3033,2811,5844,5732,5600,11332,144,115,259,137,130,267,52,48,100,39,27,66,3,11,14,8,9,17,37,40,77,0,0,0,6152,5980,12132,5054,4586,9640,220,179,399,14459,13556,28015,4156,2455,6611,35360,32735,68095
LGA10250,10097,10927,21024,2065,2273,4338,3264,3630,6894,159,224,383,638,734,1372,33,34,67,63,81,144,37,39,76,32,36,68,41,53,94,0,0,0,4267,4831,9098,329,436,765,80,110,190,6741,7650,14391,865,858,1723,17703,19435,37138
LGA10300,691,641,1332,139,140,279,60,66,126,68,75,143,7,4,11,4,10,14,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,145,158,303,6,16,22,3,3,6,293,317,610,107,70,177,1091,1028,2119
LGA10350,52697,55148,107845,4229,4299,8528,16051,16431,32482,137,156,293,197,190,387,32,45,77,57,67,124,14,21,35,17,11,28,32,39,71,0,0,0,16537,16960,33497,3441,3935,7376,315,325,640,24522,25519,50041,5537,5137,10674,82756,85804,168560
LGA10470,9352,9457,18809,2061,2144,4205,4211,4614,8825,76,84,160,169,170,339,24,20,44,30,39,69,17,21,38,20,21,41,51,45,96,0,0,0,4598,5014,9612,263,258,521,75,60,135,6997,7476,14473,1639,956,2595,17988,17889,35877
LGA10550,8812,8932,17744,1808,2028,3836,2111,2281,4392,489,509,998,189,186,375,37,50,87,67,55,122,38,39,77,17,28,45,311,346,657,0,4,4,3259,3498,6757,151,183,334,59,46,105,5277,5755,11032,739,749,1488,14828,15436,30264
LGA10600,3451,3586,7037,684,785,1469,942,1070,2012,65,82,147,119,146,265,11,17,28,26,32,58,9,9,18,17,18,35,5,6,11,0,0,0,1194,1380,2574,104,109,213,33,36,69,2015,2310,4325,245,216,461,5711,6112,11823
