region_id,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sinhalese_BP_B_OS,Sinhalese_FO_B_OS,Sinhalese_MO_B_OS,Sinhalese_BP_B_Aus,Sinhalese_BP_NS,Sinhalese_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_Fther_only_brn_os,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_ns_Both_prnts_brn_os,Ancestry_ns_Fthr_only_brn_os,Ancestry_ns_Mthr_only_brn_os,Ancestry_ns_Bth_prnts_brn_Aus,Ancestry_ns_Country_birth_ns,Ancestry_ns_Tot_Resp,Tot_respnses_BP_B_OS,Tot_respnses_FO_B_OS,Tot_respnses_MO_B_OS,Tot_resp_BP_B_Aus,Tot_responses_Count_birth_ns,Tot_responses_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS
LGA10650,19,178,124,3169,75,3565,0,0,3,28,0,31,15,3,0,14,3,35,3,10,0,0,0,13,57,6,15,26,3,107,280,181,139,2662,97,3359,16,0,3,3,0,22,0,0,0,20,0,20,51,22,7,213,7,300,4,3,0,6,0,13,5,3,0,0,0,8,15,0,3,5,0,23,56,39,22,911,22,1050,34,21,3,88,3,149,4,0,0,0,0,4,3,0,0,3,0,6,3,0,3,0,0,6,3,3,3,4,0,13,18,0,0,0,0,18,20,9,3,8,0,40,9,0,0,5,0,14,8,0,0,0,0,8,87,55,35,701,14,892,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,13,3,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,11,0,32,106,25,11,51,3,196,24,3,8,166,303,504,861,570,389,8100,530,10450,738,353
LGA10750,4109,8321,5785,56386,2131,76732,12,65,32,994,56,1159,8918,146,237,301,211,9813,2017,208,117,354,50,2746,1478,452,235,717,61,2943,14293,6091,4127,38722,2065,65298,24040,345,804,113,598,25900,603,54,53,293,20,1023,2421,563,357,2871,104,6316,1936,333,188,747,93,3297,950,137,58,167,28,1340,21185,221,151,99,420,22076,2686,1286,863,11771,408,17014,3656,1127,419,2420,174,7796,1482,5,29,12,39,1567,3220,633,229,505,132,4719,330,27,22,37,10,426,4945,972,473,2028,200,8618,2589,290,197,94,116,3286,1225,410,260,162,49,2106,2023,196,151,394,43,2807,665,57,43,156,21,942,2924,1268,939,7959,330,13420,991,68,25,75,29,1188,743,4,4,0,5,756,1133,113,63,29,14,1352,2121,117,87,154,58,2537,2042,124,108,98,69,2441,1093,25,20,16,28,1182,325,113,77,304,14,833,49553,2707,1665,1782,1487,57194,4109,356,262,2615,11586,18928,169817,26834,18080,132375,20649,367755,154113,16797
LGA10800,9,100,72,2551,76,2808,0,0,0,11,0,11,21,0,0,7,0,28,3,0,0,0,0,3,13,10,3,19,0,45,161,97,73,2050,52,2433,9,0,0,0,0,9,3,4,3,11,0,21,10,8,9,297,5,329,3,6,0,12,0,21,3,3,0,3,0,9,0,0,0,0,0,0,17,27,10,665,19,738,12,4,0,23,0,39,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,4,0,5,0,13,10,7,0,3,0,20,7,0,13,6,0,26,3,3,0,3,0,9,0,0,0,0,0,0,33,29,22,609,6,699,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,20,0,27,48,18,9,43,11,129,8,3,3,155,126,295,384,323,223,6496,295,7721,325,210
LGA10850,12,151,120,2869,78,3230,0,3,0,32,3,38,10,3,5,18,0,36,4,4,0,5,0,13,39,14,8,22,0,83,235,180,113,2338,80,2946,15,0,0,0,0,15,5,3,0,23,0,31,31,16,14,154,3,218,3,4,0,3,0,10,0,4,0,0,0,4,6,0,4,0,0,10,38,45,19,898,25,1025,17,15,12,50,3,97,0,0,0,0,0,0,3,3,0,0,0,6,3,0,0,0,0,3,10,0,0,0,0,10,10,5,3,3,0,21,17,15,3,6,3,44,14,6,0,3,0,23,0,0,3,3,0,6,50,52,32,528,23,685,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,6,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,20,0,35,62,22,18,63,10,175,6,0,6,159,295,466,608,553,360,7204,523,9248,513,336
LGA10900,358,4004,2598,22979,714,30653,0,14,3,157,7,181,457,76,71,155,12,771,167,67,20,61,7,322,815,278,176,375,22,1666,6975,3579,2451,18529,594,32128,211,11,42,19,7,290,236,58,47,223,18,582,1066,357,247,1701,62,3433,288,73,48,180,15,604,303,55,28,65,5,456,219,44,23,32,3,321,1540,882,562,7699,215,10898,555,266,126,743,23,1713,54,6,9,3,0,72,75,28,21,56,5,185,13,7,3,3,3,29,257,131,58,171,12,629,99,33,23,17,8,180,360,195,117,49,21,742,437,102,49,137,11,736,187,48,27,86,3,351,1726,901,564,5525,145,8861,53,11,5,9,3,81,4,0,0,0,0,4,152,32,25,15,3,227,194,33,9,57,8,301,21,12,3,0,0,36,71,0,8,6,0,85,296,106,60,269,10,741,2657,767,479,868,129,4900,169,76,86,764,3361,4456,20015,12252,7988,60953,5426,106634,16192,7174
LGA10950,3,46,33,1344,22,1448,0,0,0,25,3,28,8,0,0,13,0,21,0,0,0,12,0,12,3,0,0,0,0,3,40,42,26,987,32,1127,6,0,4,0,0,10,0,0,0,0,0,0,4,3,3,61,3,74,7,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,6,14,14,6,333,6,373,4,0,4,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,15,7,0,0,0,0,7,3,8,0,0,0,11,8,0,0,4,0,12,0,0,0,0,0,0,12,8,8,175,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,43,0,0,10,3,56,3,0,3,79,184,269,174,124,91,3062,256,3707,142,77
LGA11000,0,55,40,972,36,1103,0,0,0,5,0,5,3,0,0,3,0,6,9,0,0,0,0,9,12,5,3,0,0,20,110,70,51,815,24,1070,0,0,4,0,0,4,3,0,0,0,0,3,23,7,3,73,0,106,3,0,0,6,0,9,7,0,0,0,0,7,3,0,0,0,0,3,18,10,12,199,4,243,0,3,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,5,0,0,0,5,3,0,0,0,0,3,4,3,0,3,0,10,17,11,7,252,11,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,11,34,10,12,5,4,65,3,0,3,60,64,130,258,182,135,2414,143,3132,233,116
LGA11050,3,47,38,1033,22,1143,0,3,0,3,3,9,8,0,0,0,0,8,0,0,0,0,0,0,13,0,0,0,0,13,101,56,39,797,23,1016,0,0,0,0,0,0,3,0,0,3,0,6,13,0,0,59,0,72,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,18,12,7,419,5,461,3,4,3,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,8,3,3,0,0,3,9,5,0,3,3,0,11,3,3,0,0,0,6,0,0,0,0,0,0,17,16,11,160,5,209,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,14,17,3,3,15,0,38,3,0,3,65,62,133,226,150,107,2578,123,3184,180,88
LGA11100,521,1054,813,5459,209,8056,0,10,0,82,3,95,3609,35,72,84,62,3862,343,31,23,51,14,462,128,30,22,35,0,215,1972,696,453,3657,228,7006,943,12,66,8,15,1044,135,21,6,32,4,198,261,61,41,317,11,691,1840,238,92,479,69,2718,134,15,13,17,4,183,851,11,5,11,13,891,570,222,169,1784,67,2812,931,158,77,382,45,1593,161,3,3,0,3,170,359,33,28,71,10,501,116,8,9,22,3,158,391,72,32,81,11,587,301,34,28,14,10,387,223,64,33,14,4,338,189,25,8,22,11,255,342,17,13,7,0,379,500,148,94,997,45,1784,253,19,7,17,0,296,53,0,0,0,0,53,145,14,11,4,3,177,499,20,22,38,7,586,716,74,38,25,17,870,199,3,3,0,4,209,49,12,18,58,3,140,7121,364,290,289,209,8273,581,42,43,268,2050,2984,24436,3546,2532,14325,3134,47973,22107,2205
LGA11150,3,39,36,1239,53,1370,0,0,0,134,12,146,8,0,0,11,0,19,0,0,0,0,0,0,6,3,4,3,0,16,45,30,22,731,15,843,5,0,0,0,0,5,3,3,3,4,3,16,7,5,4,65,0,81,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,4,13,237,4,271,3,0,0,13,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,3,13,8,8,160,4,193,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,25,10,11,19,3,68,3,0,0,76,424,503,157,102,101,2706,518,3584,128,72
