region_id,No_IC_DS_Separate_house,No_IC_DS_SemD_ro_tr_h_th,No_IC_DS_Flat_Unit_or_Apart,No_IC_DS_Other_dwelling,No_IC_DS_Not_stated,No_IC_Total,Tof_IC_BrdB_DS_Separate_house,Tof_IC_BrdB_DS_SemD_ro_tr_h_t,Tof_IC_BrdB_DS_Flt_Unt_or_Apt,Tof_IC_BrdB_DS_Other_dwelling,Tof_IC_BrdB_DS_Not_stated,Tof_IC_BrdB_Total,Tof_IC_DU_DS_Separate_house,Tof_IC_DU_DS_SemD_ro_tr_h_th,Tof_IC_DU_DS_Flt_Unt_or_Aprt,Tof_IC_DU_DS_Other_dwelling,Tof_IC_DU_DS_Not_stated,Tof_IC_D_up_Total,Tof_IC_Oth_DS_Separate_house,Tof_IC_Oth_DS_SemD_ro_tr_h_th,Tof_IC_Ot_DS_Flt_Unt_or_Aprt,Tof_IC_Oth_DS_Other_dwelling,Tof_IC_Oth_DS_Not_stated,Tof_IC_Other_Total,Tof_IC_Tot_DS_Separate_house,Tof_IC_Tot_DS_SemD_ro_tr_h_th,Tof_IC_Tot_DS_Flt_Unt_or_Apt,Tof_IC_Tot_DS_Other_dwelling,Tof_IC_Tot_DS_Not_stated,Tof_IC_Tot_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_Unit_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_Unit_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
LGA10650,839,65,69,37,0,1010,1734,54,67,36,3,1894,114,7,3,0,0,124,74,6,12,6,0,98,1922,67,82,42,3,2116,94,12,10,6,0,122,2855,144,161,85,3,3248
LGA10750,13160,1968,1445,148,16,16737,57230,7609,2657,175,48,67719,1796,233,115,16,3,2163,2423,442,248,21,3,3137,61449,8284,3020,212,54,73019,3065,468,339,25,4,3901,77674,10720,4804,385,74,93657
LGA10800,661,9,42,10,0,722,1247,6,29,19,0,1301,75,0,3,0,0,78,64,0,7,0,0,71,1386,6,39,19,0,1450,79,0,5,4,0,88,2126,15,86,33,0,2260
LGA10850,625,21,28,8,0,682,1522,29,20,11,0,1582,97,0,0,0,0,97,82,3,7,0,0,92,1701,32,27,11,0,1771,91,3,4,0,0,98,2417,56,59,19,0,2551
LGA10900,3770,447,212,9,3,4441,20110,811,273,19,15,21228,788,47,11,3,0,849,661,54,46,10,0,771,21559,912,330,32,15,22848,645,57,32,4,4,742,25974,1416,574,45,22,28031
LGA10950,326,8,11,8,0,353,547,12,9,11,3,582,20,0,0,0,0,20,28,3,3,0,0,34,595,15,12,11,3,636,50,3,4,3,0,60,971,26,27,22,3,1049
LGA11000,330,11,10,3,0,354,542,0,6,5,0,553,39,0,0,0,0,39,24,0,0,0,0,24,605,0,6,5,0,616,34,0,0,0,0,34,969,11,16,8,0,1004
LGA11050,290,23,0,5,0,318,541,5,3,8,0,557,34,0,0,0,0,34,30,0,0,0,0,30,605,5,3,8,0,621,23,3,0,3,0,29,918,31,3,16,0,968
LGA11100,1281,406,1386,6,8,3087,3867,1470,4202,55,23,9617,121,58,187,3,0,369,109,50,288,6,3,456,4097,1578,4677,64,26,10442,199,83,306,4,0,592,5577,2067,6369,74,34,14121
LGA11150,300,0,12,6,0,318,457,4,13,5,0,479,22,0,0,0,0,22,45,0,0,0,0,45,524,4,13,5,0,546,65,0,4,4,0,73,889,4,29,15,0,937
LGA11200,244,0,17,3,5,269,229,0,13,3,0,245,11,0,0,0,0,11,23,0,3,0,0,26,263,0,16,3,0,282,22,0,3,0,0,25,529,0,36,6,5,576
LGA11250,2341,33,132,9,0,2515,3822,28,121,13,4,3988,237,3,8,0,3,251,268,6,9,0,0,283,4327,37,138,13,7,4522,348,5,44,3,0,400,7016,75,314,25,7,7437
LGA11300,1098,230,559,5,0,1892,4106,866,2891,44,5,7912,134,24,57,3,0,218,95,27,143,3,4,272,4335,917,3091,50,9,8402,199,53,175,4,3,434,5632,1200,3825,59,12,10728
LGA11350,1374,212,193,135,0,1914,6914,657,320,122,22,8035,330,31,17,13,0,391,305,89,39,20,0,453,7549,777,376,155,22,8879,272,34,36,62,0,404,9195,1023,605,352,22,11197
LGA11400,1161,30,36,34,3,1264,2865,20,24,24,3,2936,218,0,3,3,0,224,127,6,3,3,0,139,3210,26,30,30,3,3299,131,7,4,0,0,142,4502,63,70,64,6,4705
LGA11450,1923,299,113,73,7,2415,12897,617,124,59,19,13716,489,30,14,3,0,536,601,38,14,7,0,660,13987,685,152,69,19,14912,487,35,14,13,0,549,16397,1019,279,155,26,17876
LGA11500,6464,1961,643,27,3,9098,27689,4353,871,108,15,33036,1078,226,62,5,0,1371,1366,424,103,3,0,1896,30133,5003,1036,116,15,36303,1453,321,105,4,3,1886,38050,7285,1784,147,21,47287
LGA11520,2338,406,1250,23,3,4020,9509,2685,9245,89,41,21569,260,68,235,6,4,573,274,114,618,13,4,1023,10043,2867,10098,108,49,23165,372,98,352,4,4,830,12753,3371,11700,135,56,28015
LGA11550,5675,959,4159,62,31,10886,16306,3239,10375,154,108,30182,553,98,450,8,4,1113,595,159,780,12,4,1550,17454,3496,11605,174,116,32845,971,226,982,12,4,2195,24100,4681,16746,248,151,45926
LGA11600,300,5,13,12,0,330,513,3,11,8,0,535,26,0,0,0,0,26,36,0,3,7,0,46,575,3,14,15,0,607,43,0,0,3,0,46,918,8,27,30,0,983
LGA11700,234,0,13,14,23,284,291,0,24,12,23,350,14,0,0,4,0,18,25,0,3,0,0,28,330,0,27,16,23,396,42,0,3,11,3,59,606,0,43,41,49,739
LGA11720,4261,332,271,17,3,4884,10674,408,224,42,7,11355,568,22,6,3,0,599,558,57,28,3,0,646,11800,487,258,48,7,12600,647,62,24,6,4,743,16708,881,553,71,14,18227
LGA11730,4458,320,484,257,15,5534,10574,372,459,183,7,11595,716,28,40,18,3,805,484,32,70,26,0,612,11774,432,569,227,10,13012,572,41,49,44,5,711,16804,793,1102,528,30,19257
LGA11750,452,4,41,16,0,513,936,13,58,18,5,1030,39,0,6,0,0,45,53,3,15,3,0,74,1028,16,79,21,5,1149,53,0,6,0,0,59,1533,20,126,37,5,1721
LGA11800,3771,868,928,389,3,5959,14225,1644,1222,302,5,17398,642,105,85,18,0,850,592,130,158,28,0,908,15459,1879,1465,348,5,19156,635,129,151,42,3,960,19865,2876,2544,779,11,26075
LGA11860,98,0,0,5,0,103,368,0,0,5,0,373,33,0,0,0,0,33,23,0,0,0,0,23,424,0,0,5,0,429,15,0,0,0,0,15,537,0,0,10,0,547
LGA12000,408,4,38,5,0,455,846,0,11,11,0,868,64,0,0,0,0,64,45,0,4,0,0,49,955,0,15,11,0,981,45,0,6,0,0,51,1408,4,59,16,0,1487
LGA12050,808,88,69,13,0,978,2310,56,36,17,5,2424,149,3,7,0,0,159,133,19,3,3,0,158,2592,78,46,20,5,2741,89,10,7,3,0,109,3489,176,122,36,5,3828
LGA12150,569,14,26,5,0,614,714,12,11,10,3,750,46,0,3,0,0,49,53,3,0,0,0,56,813,15,14,10,3,855,68,0,0,0,0,68,1450,29,40,15,3,1537
LGA12200,903,21,72,7,0,1003,1567,12,45,3,0,1627,102,4,3,0,0,109,95,0,11,0,0,106,1764,16,59,3,0,1842,96,3,9,0,0,108,2763,40,140,10,0,2953
LGA12300,1032,55,203,33,3,1326,2382,60,133,26,4,2605,125,3,11,3,3,145,106,8,24,5,0,143,2613,71,168,34,7,2893,151,12,18,12,0,193,3796,138,389,79,10,4412
LGA12350,1397,79,131,23,0,1630,2452,48,46,16,0,2562,167,0,6,0,0,173,133,9,11,0,0,153,2752,57,63,16,0,2888,182,9,18,4,9,222,4331,145,212,43,9,4740
LGA12500,788,100,64,18,0,970,1501,31,48,27,4,1611,85,6,4,0,0,95,82,12,0,3,0,97,1668,49,52,30,4,1803,112,13,10,5,0,140,2568,162,126,53,4,2913
LGA12600,2611,263,575,28,0,3477,8023,399,450,53,0,8925,409,32,24,0,3,468,497,51,81,3,3,635,8929,482,555,56,6,10028,384,54,70,26,0,534,11924,799,1200,110,6,14039
LGA12700,773,31,17,9,0,830,1943,10,11,11,0,1975,115,4,0,0,0,119,82,3,0,0,0,85,2140,17,11,11,0,2179,103,4,0,0,0,107,3016,52,28,20,0,3116
LGA12750,2850,389,387,146,4,3776,8005,498,390,123,4,9020,539,32,24,10,0,605,325,46,38,4,3,416,8869,576,452,137,7,10041,373,65,56,27,0,521,12092,1030,895,310,11,14338
LGA12850,9435,2026,2582,63,12,14118,27675,4616,3119,80,35,35525,1091,230,214,3,3,1541,1163,259,306,3,3,1734,29929,5105,3639,86,41,38800,1981,458,467,14,0,2920,41345,7589,6688,163,53,55838
LGA12900,1031,62,97,8,0,1198,1837,44,37,11,6,1935,123,3,0,0,0,126,114,10,12,0,0,136,2074,57,49,11,6,2197,123,7,22,14,0,166,3228,126,168,33,6,3561
LGA12950,538,3,44,9,0,594,813,0,44,10,0,867,66,0,0,0,0,66,35,0,10,0,0,45,914,0,54,10,0,978,59,0,10,9,0,78,1511,3,108,28,0,1650
LGA13010,1099,67,35,6,5,1212,1787,41,21,7,3,1859,128,4,0,0,0,132,115,6,4,3,0,128,2030,51,25,10,3,2119,124,4,8,0,0,136,3253,122,68,16,8,3467
LGA13050,549,7,48,20,0,624,1120,7,18,33,0,1178,59,3,0,0,0,62,59,3,4,3,0,69,1238,13,22,36,0,1309,56,3,6,3,0,68,1843,23,76,59,0,2001
LGA13100,7981,2896,1738,308,27,12950,34201,4736,2805,238,67,42047,1461,314,169,26,4,1974,1487,347,291,27,7,2159,37149,5397,3265,291,78,46180,1402,427,294,34,7,2164,46532,8720,5297,633,112,61294
LGA13310,2419,234,207,65,4,2929,5785,275,171,77,25,6333,393,16,7,4,0,420,338,32,33,8,0,411,6516,323,211,89,25,7164,297,24,34,7,0,362,9232,581,452,161,29,10455
LGA13320,2896,828,520,186,4,4434,6831,773,590,169,9,8372,380,61,31,18,0,490,306,60,82,12,0,460,7517,894,703,199,9,9322,342,101,71,35,0,549,10755,1823,1294,420,13,14305
LGA13340,908,22,9,11,0,950,2253,8,12,8,3,2284,114,0,0,3,0,117,114,3,0,0,0,117,2481,11,12,11,3,2518,131,7,0,0,3,141,3520,40,21,22,6,3609
LGA13380,4196,416,616,121,3,5352,9910,523,383,114,11,10941,587,32,25,3,0,647,416,54,66,10,4,550,10913,609,474,127,15,12138,506,56,95,11,3,671,15615,1081,1185,259,21,18161
LGA13450,2042,188,218,28,0,2476,4450,266,259,22,0,4997,253,15,14,0,0,282,239,25,47,3,0,314,4942,306,320,25,0,5593,304,29,47,4,0,384,7288,523,585,57,0,8453
LGA13500,432,6,22,17,0,477,698,14,26,18,0,756,60,0,0,3,0,63,45,0,0,5,0,50,803,14,26,26,0,869,53,0,4,0,0,57,1288,20,52,43,0,1403
LGA13550,1216,60,156,22,0,1454,2348,47,104,21,3,2523,119,8,8,0,0,135,162,5,20,0,0,187,2629,60,132,21,3,2845,164,5,16,6,0,191,4009,125,304,49,3,4490
LGA13650,520,17,12,8,0,557,837,7,6,5,0,855,67,0,0,0,0,67,49,0,7,0,0,56,953,7,13,5,0,978,67,0,3,8,0,78,1540,24,28,21,0,1613
LGA13660,717,0,31,21,0,769,1010,3,8,16,0,1037,66,0,0,3,0,69,49,3,3,0,0,55,1125,6,11,19,0,1161,83,0,4,0,0,87,1925,6,46,40,0,2017
LGA13700,485,15,10,7,0,517,738,5,11,10,0,764,47,0,0,0,0,47,49,0,0,3,0,52,834,5,11,13,0,863,49,3,0,3,0,55,1368,23,21,23,0,1435
LGA13800,2775,619,294,116,0,3804,13377,1082,364,93,10,14926,575,65,27,5,0,672,550,107,43,15,4,719,14502,1254,434,113,14,16317,606,68,35,15,0,724,17883,1941,763,244,14,20845
LGA13850,368,4,40,3,0,415,595,0,17,3,0,615,36,0,3,0,0,39,37,0,6,0,0,43,668,0,26,3,0,697,41,0,10,3,0,54,1077,4,76,9,0,1166
LGA13950,4255,1020,1612,20,3,6910,14253,3225,5323,32,12,22845,523,110,214,4,3,854,553,163,378,3,0,1097,15329,3498,5915,39,15,24796,759,193,343,12,0,1307,20343,4711,7870,71,18,33013
LGA14000,3460,698,1416,44,6,5624,33862,3001,6422,106,27,43418,852,103,214,0,3,1172,573,93,350,7,0,1023,35287,3197,6986,113,30,45613,1013,133,279,6,3,1434,39760,4028,8681,163,39,52671
LGA14100,311,41,303,7,0,662,2433,366,645,25,0,3469,63,10,40,0,0,113,55,13,59,4,0,131,2551,389,744,29,0,3713,61,12,40,0,0,113,2923,442,1087,36,0,4488
LGA14150,3027,825,1263,32,3,5150,11989,2222,5717,93,6,20027,397,84,177,5,0,663,312,94,311,8,0,725,12698,2400,6205,106,6,21415,524,157,295,5,0,981,16249,3382,7763,143,9,27546
LGA14200,1737,30,262,38,0,2067,3142,30,136,23,0,3331,196,0,12,3,0,211,193,12,17,0,0,222,3531,42,165,26,0,3764,203,4,36,8,0,251,5471,76,463,72,0,6082
LGA14250,142,5,6,0,0,153,314,0,3,3,0,320,32,0,0,0,3,35,12,0,3,0,0,15,358,0,6,3,3,370,23,0,0,0,0,23,523,5,12,3,3,546
LGA14300,522,37,3,3,6,571,1098,10,3,3,3,1117,64,3,0,0,0,67,65,0,3,0,0,68,1227,13,6,3,3,1252,59,3,0,0,3,65,1808,53,9,6,12,1888
LGA14350,2994,196,234,86,3,3513,5441,261,149,54,0,5905,388,20,11,0,3,422,312,17,37,8,3,377,6141,298,197,62,6,6704,332,29,19,17,0,397,9467,523,450,165,9,10614
LGA14400,869,149,247,19,0,1284,4624,427,312,39,3,5405,231,23,35,3,0,292,141,40,24,0,0,205,4996,490,371,42,3,5902,165,26,35,3,0,229,6030,665,653,64,3,7415
LGA14450,1776,319,1013,15,0,3123,8352,1170,5103,53,11,14689,253,31,171,4,0,459,180,35,221,6,4,446,8785,1236,5495,63,15,15594,339,61,231,0,0,631,10900,1616,6739,78,15,19348
LGA14500,1937,212,904,6,6,3065,24985,1158,4376,13,38,30570,468,43,146,0,3,660,329,36,227,0,0,592,25782,1237,4749,13,41,31822,634,73,178,0,3,888,28353,1522,5831,19,50,35775
LGA14550,1049,18,33,24,0,1124,2007,12,23,18,0,2060,171,0,0,4,0,175,102,0,7,5,0,114,2280,12,30,27,0,2349,121,3,3,4,0,131,3450,33,66,55,0,3604
LGA14600,875,19,32,6,0,932,1237,11,14,10,0,1272,84,0,0,0,0,84,81,0,0,3,0,84,1402,11,14,13,0,1440,97,4,0,0,0,101,2374,34,46,19,0,2473
LGA14650,12149,1956,1591,346,3,16045,43321,2573,1663,253,27,47837,1863,173,110,17,0,2163,1698,178,164,25,3,2068,46882,2924,1937,295,30,52068,1932,238,215,60,0,2445,60963,5118,3743,701,33,70558
LGA14700,459,70,621,6,3,1159,5146,586,4011,21,33,9797,107,13,124,5,0,249,98,14,296,0,3,411,5351,613,4431,26,36,10457,108,24,129,0,3,264,5918,707,5181,32,42,11880
LGA14750,959,81,90,13,0,1143,2040,53,93,14,5,2205,123,7,10,0,0,140,135,16,11,3,0,165,2298,76,114,17,5,2510,115,6,11,4,0,136,3372,163,215,34,5,3789
LGA14800,902,702,934,32,0,2570,6066,6406,3995,192,18,16677,146,172,146,0,0,464,231,318,486,20,0,1055,6443,6896,4627,212,18,18196,183,164,191,15,0,553,7528,7762,5752,259,18,21319
LGA14850,2863,343,476,172,4,3858,9609,435,572,115,7,10738,534,30,39,0,0,603,447,46,64,23,0,580,10590,511,675,138,7,11921,422,53,69,19,0,563,13875,907,1220,329,11,16342
LGA14870,2013,219,112,21,3,2368,4301,149,75,25,4,4554,262,7,7,0,0,276,222,23,15,4,0,264,4785,179,97,29,4,5094,249,24,20,30,0,323,7047,422,229,80,7,7785
LGA14900,6811,1363,2061,30,12,10277,29348,4134,3679,40,27,37228,1193,185,217,4,3,1602,1384,284,354,5,3,2030,31925,4603,4250,49,33,40860,1608,388,451,10,3,2460,40344,6354,6762,89,48,53597
LGA14920,928,26,38,7,3,1002,1595,10,6,14,4,1629,91,0,4,0,0,95,95,5,3,0,0,103,1781,15,13,14,4,1827,115,0,0,4,0,119,2824,41,51,25,7,2948
LGA14950,312,0,3,5,5,325,669,0,4,5,3,681,41,0,0,0,0,41,29,0,0,0,0,29,739,0,4,5,3,751,48,0,3,0,0,51,1099,0,10,10,8,1127
LGA15050,4051,520,505,67,0,5143,15273,788,504,62,7,16634,653,34,28,4,0,719,646,69,72,6,0,793,16572,891,604,72,7,18146,639,73,78,18,0,808,21262,1484,1187,157,7,24097
LGA15150,542,174,962,9,0,1687,5206,1460,5221,32,13,11932,123,41,198,3,0,365,92,77,550,3,4,726,5421,1578,5969,38,17,13023,153,36,230,3,0,422,6116,1788,7161,50,17,15132
LGA15200,1868,1023,1783,67,4,4745,7368,6493,7918,274,52,22105,220,138,299,12,4,673,285,353,833,26,5,1502,7873,6984,9050,312,61,24280,304,244,389,9,4,950,10045,8251,11222,388,69,29975
LGA15270,1909,108,167,74,0,2258,4962,153,83,44,4,5246,270,5,6,3,0,284,239,22,14,7,0,282,5471,180,103,54,4,5812,236,17,25,15,0,293,7616,305,295,143,4,8363
LGA15300,1246,66,174,18,0,1504,2341,44,145,33,7,2570,105,4,7,3,0,119,210,10,23,3,0,246,2656,58,175,39,7,2935,172,7,31,12,0,222,4074,131,380,69,7,4661
LGA15350,241,112,727,0,7,1087,3726,1144,3755,9,37,8671,76,27,174,0,3,280,41,35,354,4,0,434,3843,1206,4283,13,40,9385,91,31,148,0,0,270,4175,1349,5158,13,47,10742
LGA15500,647,11,116,25,0,799,1488,6,74,29,10,1607,102,0,6,0,0,108,76,5,16,0,0,97,1666,11,96,29,10,1812,73,3,17,4,0,97,2386,25,229,58,10,2708
LGA15550,231,0,26,11,0,268,455,0,11,3,0,469,22,0,0,0,0,22,40,0,0,3,0,43,517,0,11,6,0,534,27,0,5,3,0,35,775,0,42,20,0,837
LGA15650,1086,86,107,23,9,1311,3297,96,142,23,9,3567,159,10,8,0,0,177,196,9,38,0,0,243,3652,115,188,23,9,3987,184,15,22,11,0,232,4922,216,317,57,18,5530
LGA15700,1829,135,258,82,0,2304,4046,169,191,71,0,4477,284,10,11,12,0,317,153,6,27,0,0,186,4483,185,229,83,0,4980,242,27,45,17,0,331,6554,347,532,182,0,7615
LGA15750,1276,15,200,28,0,1519,2491,18,126,26,12,2673,138,0,4,0,0,142,184,4,30,0,0,218,2813,22,160,26,12,3033,187,0,28,15,0,230,4276,37,388,69,12,4782
LGA15800,707,13,56,3,3,782,1141,14,17,4,4,1180,57,0,0,0,0,57,93,0,9,0,0,102,1291,14,26,4,4,1339,99,3,8,13,0,123,2097,30,90,20,7,2244
LGA15850,708,26,63,16,0,813,1318,15,12,7,3,1355,85,0,0,0,0,85,88,3,3,0,0,94,1491,18,15,7,3,1534,94,0,5,4,0,103,2293,44,83,27,3,2450
LGA15900,9112,1990,2520,38,17,13677,30031,4211,4332,137,56,38767,1079,175,216,6,0,1476,1326,352,560,14,7,2259,32436,4738,5108,157,63,42502,1440,329,495,4,4,2272,42988,7057,8123,199,84,58451
LGA15950,290,324,1903,8,4,2529,3380,3530,15840,76,35,22861,78,77,508,0,0,663,102,156,1419,13,6,1696,3560,3763,17767,89,41,25220,84,81,506,3,7,681,3934,4168,20176,100,52,28430
LGA16100,481,16,24,11,0,532,1105,15,15,5,0,1140,71,0,0,0,0,71,65,0,4,0,0,69,1241,15,19,5,0,1280,69,3,3,0,0,75,1791,34,46,16,0,1887
LGA16150,2768,362,371,32,0,3533,7935,458,303,36,0,8732,383,37,20,0,3,443,445,65,57,9,0,576,8763,560,380,45,3,9751,451,57,51,23,0,582,11982,979,802,100,3,13866
LGA16180,570,17,6,35,0,628,3567,37,9,85,3,3701,207,4,0,6,0,217,143,6,0,10,0,159,3917,47,9,101,3,4077,114,8,3,19,0,144,4601,72,18,155,3,4849
LGA16200,1517,95,99,24,0,1735,2924,61,59,16,4,3064,193,9,7,0,0,209,178,4,9,4,0,195,3295,74,75,20,4,3468,161,14,16,9,0,200,4973,183,190,53,4,5403
LGA16250,5218,1268,3364,25,15,9890,22131,5568,13441,73,71,41284,696,186,455,4,4,1345,749,283,873,6,4,1915,23576,6037,14769,83,79,44544,1134,276,850,4,6,2270,29928,7581,18983,112,100,56704
LGA16350,7621,1572,1232,103,44,10572,36397,4120,2344,92,25,42978,1191,149,93,3,3,1439,1563,311,332,13,0,2219,39151,4580,2769,108,28,46636,1638,276,241,15,12,2182,48410,6428,4242,226,84,59390
LGA16370,1232,304,591,23,3,2153,12300,1652,1837,95,8,15892,382,62,108,3,0,555,318,47,169,16,0,550,13000,1761,2114,114,8,16997,400,102,118,4,0,624,14632,2167,2823,141,11,19774
LGA16380,4801,1208,1076,421,3,7509,15176,1753,1388,274,13,18604,789,122,98,26,3,1038,569,111,163,34,0,877,16534,1986,1649,334,16,20519,652,154,187,42,0,1035,21987,3348,2912,797,19,29063
LGA16400,4027,715,355,250,5,5352,13770,1578,591,188,9,16136,690,78,39,14,3,824,584,131,57,31,0,803,15044,1787,687,233,12,17763,681,96,54,31,0,862,19752,2598,1096,514,17,23977
LGA16470,1467,431,616,9,3,2526,7144,1449,1364,40,8,10005,269,60,66,3,0,398,329,149,242,8,0,728,7742,1658,1672,51,8,11131,280,67,96,12,0,455,9489,2156,2384,72,11,14112
LGA16550,2326,1030,4035,42,6,7439,11141,5764,18145,140,43,35233,319,160,682,7,5,1173,270,219,1598,7,5,2099,11730,6143,20425,154,53,38505,493,235,887,3,0,1618,14549,7408,25347,199,59,47562
LGA16610,2164,209,353,105,0,2831,4202,192,218,68,4,4684,286,18,8,6,0,318,234,21,35,10,0,300,4722,231,261,84,4,5302,258,27,38,4,0,327,7144,467,652,193,4,8460
LGA16650,3689,991,2265,72,6,7023,11865,3003,8905,154,45,23972,425,123,364,9,0,921,377,126,629,15,4,1151,12667,3252,9898,178,49,26044,651,141,528,22,0,1342,17007,4384,12691,272,55,34409
LGA16700,2913,842,1909,15,4,5683,15616,4407,8820,35,18,28896,414,128,291,3,0,836,360,140,589,3,0,1092,16390,4675,9700,41,18,30824,581,174,410,3,3,1171,19884,5691,12019,59,25,37678
LGA16900,3583,823,474,169,4,5053,13113,1370,522,123,0,15128,630,76,33,10,0,749,567,122,60,7,0,756,14310,1568,615,140,0,16633,569,101,55,25,0,750,18462,2492,1144,334,4,22436
LGA16950,7714,665,687,337,25,9428,20676,897,585,234,29,22421,1445,97,60,19,3,1624,982,91,89,12,0,1174,23103,1085,734,265,32,25219,1031,97,99,55,5,1287,31848,1847,1520,657,62,35934
LGA17000,1262,78,148,53,3,1544,4954,273,150,43,0,5420,227,9,9,3,0,248,242,32,30,11,0,315,5423,314,189,57,0,5983,200,11,16,4,0,231,6885,403,353,114,3,7758
LGA17050,298,49,33,12,7,399,1283,154,141,15,22,1615,80,8,11,3,0,102,63,26,30,3,0,122,1426,188,182,21,22,1839,54,10,5,22,35,126,1778,247,220,55,64,2364
LGA17100,845,234,576,11,0,1666,4290,592,3805,27,8,8722,133,17,90,0,0,240,125,29,168,0,0,322,4548,638,4063,27,8,9284,215,38,176,0,0,429,5608,910,4815,38,8,11379
LGA17150,6058,1783,3285,111,3,11240,40898,5976,10465,151,11,57501,1236,238,528,8,0,2010,830,288,1145,24,5,2292,42964,6502,12138,183,16,61803,1370,320,604,13,0,2307,50392,8605,16027,307,19,75350
LGA17200,464,2017,6477,38,211,9207,2288,11861,40642,185,239,55215,61,330,1174,4,15,1584,128,793,3803,15,31,4770,2477,12984,45619,204,285,61569,117,487,1747,4,40,2395,3058,15488,53843,246,536,73171
LGA17310,4796,377,661,71,7,5912,11784,371,581,75,24,12835,638,33,42,11,0,724,625,43,108,8,0,784,13047,447,731,94,24,14343,644,94,121,29,0,888,18487,918,1513,194,31,21143
LGA17350,707,6,78,5,3,799,1221,4,31,10,3,1269,69,3,3,0,0,75,68,0,0,0,0,68,1358,7,34,10,3,1412,75,0,6,0,0,81,2140,13,118,15,6,2292
