region_id,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
LGA10050,0,5584,5584,5849,636,6485,2528,133,2661,2403,46,2449,1014,10,1024,409,5,414,12203,6414,18617
LGA10110,0,2466,2466,2723,310,3033,1135,83,1218,1078,29,1107,524,10,534,228,3,231,5688,2901,8589
LGA10150,0,4181,4181,4220,692,4912,2500,212,2712,2268,77,2345,774,24,798,334,14,348,10096,5200,15296
LGA10200,0,3760,3760,5028,654,5682,4126,249,4375,4201,121,4322,2096,62,2158,1741,42,1783,17192,4888,22080
LGA10250,0,4261,4261,5632,457,6089,2087,77,2164,1914,17,1931,792,0,792,354,5,359,10779,4817,15596
LGA10300,0,224,224,292,10,302,115,3,118,101,0,101,54,0,54,29,0,29,591,237,828
LGA10350,0,11454,11454,13810,902,14712,9754,166,9920,10567,57,10624,6005,24,6029,4484,15,4499,44620,12618,57238
LGA10470,0,3547,3547,4364,393,4757,1929,100,2029,1910,45,1955,905,13,918,445,3,448,9553,4101,13654
LGA10550,0,3464,3464,5009,301,5310,1605,30,1635,1369,3,1372,629,0,629,264,0,264,8876,3798,12674
LGA10600,0,1380,1380,1817,146,1963,661,19,680,602,3,605,266,0,266,115,0,115,3461,1548,5009
LGA10650,0,1027,1027,1267,55,1322,335,0,335,313,0,313,161,0,161,90,0,90,2166,1082,3248
LGA10750,0,15098,15098,22577,1631,24208,17965,278,18243,19731,105,19836,9598,45,9643,6601,27,6628,76472,17184,93656
LGA10800,0,645,645,815,45,860,262,4,266,236,0,236,152,0,152,104,0,104,1569,694,2263
LGA10850,0,677,677,868,38,906,335,3,338,333,0,333,196,0,196,101,0,101,1833,718,2551
LGA10900,0,7183,7183,8934,680,9614,4259,89,4348,4238,20,4258,1812,5,1817,807,4,811,20050,7981,28031
LGA10950,0,316,316,320,20,340,139,0,139,139,0,139,77,0,77,38,0,38,713,336,1049
LGA11000,0,332,332,363,24,387,103,0,103,110,0,110,50,0,50,23,0,23,649,356,1005
LGA11050,0,319,319,336,15,351,103,0,103,99,0,99,66,0,66,28,0,28,632,334,966
LGA11100,0,3465,3465,3699,485,4184,2506,132,2638,2414,44,2458,927,13,940,430,4,434,9976,4143,14119
LGA11150,0,285,288,282,23,305,103,0,103,116,0,116,74,0,74,54,0,54,632,308,940
LGA11200,0,169,169,148,20,168,91,0,91,64,0,64,29,0,29,54,0,54,386,189,575
LGA11250,0,2508,2508,2517,138,2655,980,7,987,783,3,786,339,0,339,162,0,162,4781,2656,7437
LGA11300,0,2209,2209,2617,419,3036,1839,229,2068,1916,137,2053,823,61,884,457,21,478,7652,3076,10728
LGA11350,0,3090,3090,3436,587,4023,1620,159,1779,1428,72,1500,549,15,564,239,3,242,7272,3926,11198
