region_id,Sme_Usl_ad_1_yr_ago_as_2011_M,Sme_Usl_ad_1_yr_ago_as_2011_F,Sme_Usl_ad_1_yr_ago_as_2011_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
LGA10050,18104,19298,37402,835,980,1815,1684,1895,3579,571,726,1297,104,109,213,37,34,71,22,35,57,11,21,32,30,31,61,30,49,79,0,0,0,2489,2900,5389,183,223,406,55,38,93,3562,4141,7703,1107,1004,2111,22773,24443,47216
LGA10110,8570,9195,17765,1016,1174,2190,747,940,1687,30,34,64,134,128,262,11,12,23,20,12,32,4,11,15,6,12,18,6,12,18,0,0,0,958,1161,2119,193,210,403,17,22,39,2184,2567,4751,622,696,1318,11376,12458,23834
LGA10150,15497,16520,32017,521,483,1004,1884,1988,3872,37,40,77,40,47,87,14,16,30,13,13,26,4,10,14,3,11,14,23,21,44,0,0,0,2018,2146,4164,423,555,978,34,41,75,2996,3225,6221,1297,1189,2486,19790,20934,40724
LGA10200,28073,27475,55548,1638,1422,3060,2800,2568,5368,79,63,142,74,57,131,19,13,32,22,25,47,0,4,4,0,0,0,22,13,35,9,0,9,3025,2743,5768,940,1017,1957,81,70,151,5684,5252,10936,3830,2221,6051,37587,34948,72535
LGA10250,15159,16527,31686,982,1089,2071,1245,1311,2556,60,76,136,222,273,495,12,14,26,21,23,44,12,16,28,11,18,29,7,17,24,0,0,0,1590,1748,3338,97,133,230,40,56,96,2709,3026,5735,770,700,1470,18638,20253,38891
LGA10300,945,893,1838,54,67,121,21,21,42,23,30,53,5,3,8,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,53,57,110,3,10,13,0,0,0,110,134,244,108,66,174,1163,1093,2256
LGA10350,74625,77744,152369,1695,1662,3357,5846,5770,11616,55,44,99,93,95,188,17,19,36,27,31,58,6,3,9,10,11,21,18,18,36,0,4,4,6072,5995,12067,870,982,1852,137,120,257,8774,8759,17533,5183,4674,9857,88582,91177,179759
LGA10470,14560,14901,29461,1085,1201,2286,1573,1726,3299,23,19,42,77,74,151,6,10,16,21,13,34,5,3,8,15,17,32,22,20,42,0,0,0,1742,1882,3624,87,81,168,38,18,56,2952,3182,6134,1569,866,2435,19081,18949,38030
LGA10550,12709,13183,25892,964,1004,1968,729,788,1517,180,168,348,63,78,141,16,17,33,30,24,54,9,7,16,10,19,29,84,104,188,0,0,0,1121,1205,2326,50,70,120,17,19,36,2152,2298,4450,653,641,1294,15514,16122,31636
LGA10600,4969,5275,10244,340,418,758,357,385,742,22,23,45,50,55,105,3,8,11,11,8,19,4,4,8,4,8,12,4,0,4,0,0,0,455,491,946,36,31,67,20,13,33,851,953,1804,193,158,351,6013,6386,12399
