region_id,Indonesia_2006,Indonesia_2007,Indonesia_2008,Indonesia_2009,Indonesia_2010,Indonesia_2011,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iraq_Before_1941,Iraq_1941_1950,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2005,Iraq_2006,Iraq_2007,Iraq_2008,Iraq_2009,Iraq_2010,Iraq_2011,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1941,Ireland_1941_1950,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2005,Ireland_2006,Ireland_2007,Ireland_2008,Ireland_2009,Ireland_2010,Ireland_2011,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1941,Italy_1941_1950,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2005,Italy_2006,Italy_2007,Italy_2008,Italy_2009,Italy_2010,Italy_2011,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1941,Japan_1941_1950,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2005,Japan_2006,Japan_2007,Japan_2008,Japan_2009,Japan_2010,Japan_2011,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1941,Korea_Rep_Sth_1941_1950,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2005,Korea_Republic_South_2006,Korea_Republic_South_2007,Korea_Republic_South_2008,Korea_Republic_South_2009,Korea_Republic_South_2010,Korea_Republic_South_2011,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1941,Lebanon_1941_1950,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2005,Lebanon_2006,Lebanon_2007,Lebanon_2008,Lebanon_2009,Lebanon_2010,Lebanon_2011,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1941,Malaysia_1941_1950,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2005,Malaysia_2006,Malaysia_2007,Malaysia_2008,Malaysia_2009,Malaysia_2010,Malaysia_2011,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1941,Malta_1941_1950,Malta_1951_1960,Malta_1961_1970,Malta_1971_1980,Malta_1981_1990,Malta_1991_2000,Malta_2001_2005,Malta_2006,Malta_2007,Malta_2008,Malta_2009,Malta_2010,Malta_2011,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1941,Netherlands_1941_1950,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2005,Netherlands_2006,Netherlands_2007,Netherlands_2008,Netherlands_2009,Netherlands_2010,Netherlands_2011,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1941,New_Zealand_1941_1950,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2005,New_Zealand_2006,New_Zealand_2007,New_Zealand_2008,New_Zealand_2009,New_Zealand_2010,New_Zealand_2011,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Philippines_Before_1941,Philippines_1941_1950,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2005,Philippines_2006,Philippines_2007,Philippines_2008,Philippines_2009,Philippines_2010,Philippines_2011,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1941,Poland_1941_1950,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2005,Poland_2006,Poland_2007,Poland_2008,Poland_2009,Poland_2010,Poland_2011,Poland_Yr_arrival_NS,Poland_Tot
LGA10050,0,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,16,8,8,6,3,3,0,3,3,3,4,3,72,0,4,40,19,4,5,3,4,0,0,0,4,0,0,7,90,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,3,0,0,0,6,4,10,6,3,36,0,3,3,5,3,3,3,4,0,0,0,0,0,0,3,27,0,0,0,3,5,5,5,0,4,3,0,0,3,0,0,28,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,11,0,16,111,35,13,5,5,0,0,0,0,0,0,0,6,191,0,0,17,35,90,98,81,37,3,11,15,6,32,15,37,477,0,0,0,4,3,59,33,35,3,5,24,32,4,11,6,219,0,18,5,5,0,14,0,0,0,0,0,0,0,0,5,47
LGA10110,0,0,3,11,4,3,0,41,0,0,0,0,0,0,3,0,0,0,6,0,3,7,0,19,0,0,3,3,0,4,4,4,0,0,0,0,0,0,0,18,0,4,4,6,0,0,0,4,0,0,0,0,0,0,5,23,0,0,0,0,0,4,4,10,0,0,0,0,0,0,7,25,0,0,0,0,0,3,3,3,0,0,3,3,0,3,0,18,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,9,6,3,3,0,3,0,0,3,3,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,8,3,5,7,0,0,3,0,0,0,0,0,58,3,3,6,30,41,50,49,9,3,9,8,5,6,3,11,236,0,0,0,0,3,14,15,4,3,0,3,3,10,3,3,61,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,12
LGA10150,7,10,14,14,10,8,14,230,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,13,23,26,27,36,24,3,4,5,0,7,4,8,184,6,58,677,696,116,29,30,20,7,8,3,7,0,3,108,1768,0,0,0,3,3,18,43,36,7,5,6,11,9,4,6,151,0,0,0,0,56,96,106,72,15,11,11,19,24,20,23,453,0,7,28,105,91,29,21,9,0,0,3,0,0,0,16,309,0,0,0,14,40,78,37,35,8,7,11,6,4,3,8,251,0,5,13,20,12,0,3,0,0,0,0,0,0,0,6,59,0,3,10,5,11,11,7,4,0,0,3,0,3,0,0,57,4,3,9,50,106,155,170,107,20,15,19,25,25,16,46,770,0,0,0,5,58,215,154,107,37,36,50,45,30,23,28,788,0,18,12,14,23,78,31,23,4,9,5,4,3,0,7,231
LGA10200,27,21,20,13,14,9,76,558,0,0,0,4,9,7,394,202,25,47,34,39,35,24,42,862,0,4,6,16,19,12,3,12,3,0,7,3,10,0,3,98,0,12,132,124,36,13,3,4,0,6,3,0,0,0,34,367,0,0,0,0,4,11,23,24,0,3,8,0,0,0,5,78,0,0,0,0,115,461,818,654,189,143,167,173,156,89,120,3085,0,7,27,292,651,382,267,154,34,28,37,41,28,13,165,2126,0,0,0,5,42,132,109,57,17,25,16,18,13,15,16,465,0,14,41,25,8,8,0,0,0,0,0,0,0,0,4,100,0,0,14,3,0,0,3,3,3,0,3,0,3,0,0,32,4,0,7,23,64,128,230,168,30,17,32,33,31,19,99,885,0,0,0,7,109,450,377,97,33,42,56,48,42,45,53,1359,0,25,10,9,17,35,7,7,3,6,0,0,0,3,5,127
LGA10250,3,0,0,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,19,3,12,3,3,0,0,4,0,0,0,64,4,10,32,17,11,5,0,0,0,0,0,0,0,0,10,89,0,0,3,3,0,4,9,13,3,3,4,6,0,0,0,48,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,11,5,3,0,0,3,0,3,0,0,3,40,0,7,12,8,0,0,0,0,0,0,0,0,0,0,0,27,0,5,80,7,9,17,13,14,3,0,3,0,0,0,10,161,7,9,13,75,125,134,91,46,14,15,13,15,15,5,23,600,0,0,0,4,4,27,11,16,3,6,3,6,5,4,3,92,3,3,3,0,3,3,0,0,0,0,0,0,0,0,3,18
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,22,8,0,0,0,0,0,0,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10350,34,12,45,34,25,8,38,987,0,0,0,12,17,25,418,259,67,56,41,47,32,38,71,1083,3,0,16,60,60,58,38,17,4,3,6,11,9,0,11,296,19,87,739,715,165,47,24,8,0,3,3,7,3,0,132,1952,0,0,3,0,6,29,36,25,5,4,0,4,0,0,5,117,0,0,0,3,124,281,285,122,36,23,28,14,20,14,54,1004,3,34,225,1473,3728,2886,1920,1096,235,192,192,143,140,85,643,12995,0,0,7,19,72,193,92,53,10,16,26,6,8,4,18,524,0,51,195,102,39,9,3,6,0,0,0,0,0,0,30,435,0,19,82,24,11,8,9,3,0,0,0,0,0,0,12,168,16,4,22,71,212,410,654,391,85,89,96,78,56,40,165,2389,0,0,0,19,93,462,396,195,60,38,52,30,45,31,59,1480,3,159,53,58,63,160,47,15,3,0,0,3,0,0,34,598
LGA10470,0,0,0,0,0,0,4,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,0,0,3,16,6,6,3,4,5,0,0,6,0,3,0,52,0,3,17,16,0,0,4,0,0,0,0,0,0,0,4,44,0,0,3,3,0,0,6,3,0,0,0,0,0,0,3,18,0,0,0,0,0,3,0,0,0,3,3,0,3,0,5,17,0,0,0,12,5,8,5,0,0,0,0,0,0,0,12,42,0,0,0,6,3,7,8,4,3,0,0,0,0,0,3,34,0,3,5,7,4,0,3,0,0,0,0,0,0,0,3,25,0,11,54,17,10,11,4,0,0,0,0,0,0,0,8,115,0,3,7,29,75,81,66,52,9,13,15,20,26,10,52,458,0,0,0,0,4,23,22,11,0,5,3,8,3,6,6,91,0,3,0,0,4,5,0,0,0,0,0,0,0,0,3,15
LGA10550,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,13,7,4,4,4,0,0,3,3,0,0,0,51,0,5,24,6,9,5,5,0,0,0,0,5,0,0,0,59,0,5,0,0,0,0,3,8,4,0,0,0,3,0,5,28,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,6,0,0,4,0,0,0,0,0,0,19,0,4,25,3,3,3,0,0,0,0,0,0,0,0,0,38,0,23,123,29,15,12,12,4,0,0,0,0,0,0,8,226,4,3,12,42,113,75,48,18,3,6,4,5,3,9,38,383,0,0,0,3,3,20,22,10,0,3,4,0,7,3,4,79,0,6,3,3,3,3,3,0,3,0,0,0,0,0,0,24
LGA10600,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,0,5,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,24,14,3,5,3,3,13,0,0,0,0,0,0,68,0,3,5,16,45,40,22,11,3,6,3,3,11,11,10,189,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,15,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7
