region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
LGA10050,0,484,185,40,52,67,29,17,6,880,0,207,290,215,391,572,564,582,281,3102,73,182,82,35,44,58,49,35,15,573,4369,3290,2883,3019,3186,2663,1766,1200,453,22829,0,167,2196,3375,3637,3270,2029,1102,200,15976,0,693,1061,673,517,292,102,19,3,3360,0,118,403,654,591,205,93,86,58,2208,8758,0,0,0,0,0,0,0,0,8758,0,2008,0,0,0,0,0,0,0,2008,0,1405,403,172,155,49,12,0,0,2196,0,217,110,49,68,71,67,44,35,661,0,152,84,36,30,21,6,3,0,332,0,898,461,107,115,131,61,25,10,1808,0,426,706,616,821,1035,842,793,344,5583,159,311,178,95,101,119,87,60,18,1128,8917,6395,5602,5777,6035,5193,3299,2132,668,44018
LGA10110,0,309,76,22,23,23,15,3,3,474,0,112,121,97,167,289,273,292,125,1476,33,114,45,14,31,47,39,26,8,357,2048,1787,1183,1330,1564,1254,897,571,202,10836,0,110,823,1399,1830,1518,1045,458,106,7289,0,383,468,305,286,164,41,6,0,1653,0,85,186,273,272,104,47,58,23,1048,4135,0,0,0,0,0,0,0,0,4135,0,1021,0,0,0,0,0,0,0,1021,0,584,172,84,64,36,0,0,0,940,0,139,61,30,30,27,24,26,18,355,0,109,39,16,15,8,3,0,0,190,0,575,192,64,54,47,29,7,3,971,0,181,274,230,371,475,399,384,154,2468,76,209,91,48,55,77,66,36,8,666,4211,3396,2306,2449,2977,2456,1654,975,312,20736
LGA10150,0,366,387,151,77,72,32,20,6,1111,0,77,336,372,394,399,308,352,177,2415,25,62,65,27,26,29,19,19,7,279,2863,2381,3664,3085,2730,1950,1204,937,349,19163,0,227,2985,3326,2967,2108,1286,897,174,13970,0,260,1052,673,448,249,54,17,6,2759,0,19,113,340,478,272,127,117,63,1529,5792,0,0,0,0,0,0,0,0,5792,0,1855,0,0,0,0,0,0,0,1855,0,727,696,319,187,62,11,0,0,2002,0,376,392,99,70,120,116,123,77,1373,0,320,358,65,56,35,9,9,4,856,0,706,901,298,191,160,84,39,14,2393,0,161,616,704,704,713,516,525,239,4178,56,96,133,62,65,49,30,28,10,529,5848,4747,7246,5886,5166,3768,2233,1755,587,37236
LGA10200,0,234,279,97,88,80,30,12,0,820,0,81,243,193,263,323,287,278,187,1855,45,97,103,41,29,43,25,21,14,418,6692,5031,6514,4736,4266,3075,1578,971,405,33268,0,1001,6756,6574,5830,3973,2132,928,166,27360,0,241,831,382,289,206,41,12,0,2002,0,69,343,688,813,477,177,150,90,2807,13702,0,0,0,0,0,0,0,0,13702,0,4398,0,0,0,0,0,0,0,4398,0,2331,2100,536,257,109,7,4,0,5344,0,811,776,222,275,324,228,226,107,2969,0,514,661,147,135,66,15,6,3,1547,0,795,1200,341,279,229,73,33,3,2953,0,198,646,515,620,645,475,412,248,3759,104,211,235,116,84,73,50,32,17,922,13806,10569,13548,9521,8582,6102,3198,1803,634,67763
LGA10250,0,131,97,55,92,75,54,18,3,525,0,38,79,129,282,509,531,670,354,2592,51,91,47,38,56,79,66,23,14,465,3296,1850,1589,2532,2913,2789,2030,1494,581,19074,0,72,1112,2578,3099,3437,2506,1419,350,14573,0,276,648,664,636,379,129,45,10,2787,0,62,227,554,564,239,113,108,68,1935,6689,0,0,0,0,0,0,0,0,6689,0,1616,0,0,0,0,0,0,0,1616,0,979,391,195,150,85,13,0,0,1813,0,147,56,48,72,88,70,85,56,622,0,113,65,47,42,24,16,0,0,307,0,270,245,151,184,158,103,39,12,1162,0,80,224,320,632,854,778,898,477,4263,117,148,107,80,103,137,104,38,14,848,6806,3763,3075,4637,5482,5401,3832,2632,987,36615
LGA10300,0,4,4,3,3,3,0,0,0,17,0,6,6,10,16,15,18,22,15,108,6,3,6,3,4,0,5,4,0,31,199,108,104,138,172,140,82,54,15,1012,0,11,81,161,205,208,104,49,6,825,0,28,39,39,37,24,4,0,0,171,0,5,15,16,20,11,6,3,0,76,424,0,0,0,0,0,0,0,0,424,0,78,0,0,0,0,0,0,0,81,0,56,24,12,13,3,0,0,0,108,0,3,3,0,6,6,3,8,0,29,0,6,0,3,0,0,0,0,0,9,0,7,8,8,6,3,3,0,0,35,0,14,19,27,38,28,42,35,18,221,12,15,12,8,4,12,5,7,0,75,436,223,201,274,329,298,167,102,24,2054
LGA10350,0,178,231,126,192,172,79,49,14,1041,0,138,333,350,651,1118,1234,1659,864,6347,181,215,243,137,85,110,102,85,42,1200,18286,11916,12092,12060,11699,9136,5741,4596,1774,87300,0,1270,11520,15349,15535,12084,7544,4211,888,68401,0,421,1378,1217,974,505,153,50,11,4709,0,246,1231,2192,2367,1340,649,658,387,9070,37437,0,0,0,0,0,0,0,0,37437,0,11683,0,0,0,0,0,0,0,11683,0,7784,5690,1805,990,488,66,0,0,16823,0,1211,938,508,584,758,576,639,317,5531,0,469,473,281,256,169,56,34,9,1747,0,374,640,367,479,386,196,98,28,2568,0,320,862,1036,1597,2137,2013,2299,1191,11455,357,411,505,333,216,211,160,129,57,2379,37794,24189,23237,23088,22998,18078,11413,8118,2888,171803
LGA10470,0,327,68,38,35,48,29,22,0,567,0,106,153,120,220,349,374,391,191,1904,51,129,47,30,45,57,34,27,5,425,3661,2460,2026,2358,2420,2038,1332,898,298,17491,0,119,1593,2670,2915,2701,1667,818,118,12601,0,615,849,561,458,253,76,9,0,2821,0,126,313,455,407,153,85,61,27,1627,7446,0,0,0,0,0,0,0,0,7446,0,1562,0,0,0,0,0,0,0,1562,0,1094,361,151,110,36,6,0,0,1758,0,184,62,38,52,70,70,60,47,583,0,138,62,30,31,17,6,0,4,288,0,653,223,109,80,87,62,35,3,1252,0,208,379,372,536,669,610,541,234,3549,114,257,125,79,78,94,69,40,8,864,7560,4956,3967,4465,4667,4080,2651,1564,441,34351
LGA10550,0,70,26,21,71,59,26,17,3,293,0,33,65,72,234,413,417,413,194,1841,57,74,37,35,71,100,73,38,3,488,2604,1423,1151,1758,2504,2512,1725,998,320,14995,0,52,729,1798,2665,3136,2334,1048,193,11955,0,284,556,593,640,487,167,23,3,2753,0,50,212,386,403,141,49,61,34,1336,5222,0,0,0,0,0,0,0,0,5222,0,1281,0,0,0,0,0,0,0,1281,0,735,206,107,87,45,6,0,0,1186,0,88,26,24,43,57,52,58,42,390,0,72,40,19,25,17,3,3,3,182,0,155,88,58,133,122,68,34,6,664,0,84,190,233,555,824,695,608,274,3463,100,145,93,73,140,192,139,66,8,956,5322,2946,2140,3291,4691,5021,3513,1901,563,29388
LGA10600,0,18,15,15,39,31,16,10,0,144,0,16,18,23,126,176,169,156,73,757,27,30,11,11,28,31,31,14,0,183,1122,592,419,782,1056,923,666,390,136,6086,0,27,256,689,954,1031,796,398,92,4243,0,76,199,279,300,235,58,21,3,1171,0,26,92,197,229,75,33,28,17,697,2265,0,0,0,0,0,0,0,0,2265,0,535,0,0,0,0,0,0,0,535,0,272,101,47,40,23,5,0,0,488,0,42,16,5,10,22,24,34,24,177,0,38,13,23,11,15,3,3,0,106,0,46,38,34,75,66,43,25,0,327,0,36,48,93,260,348,281,217,100,1383,52,64,33,28,55,59,45,22,5,363,2317,1162,796,1395,1934,1874,1288,748,241,11755
