region_id,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
LGA10050,437,405,842,1103,1128,2231,542,453,995,276,339,615,1921,1920,3841,1027,1014,2041,289,332,621,307,297,604,1623,1643,3266,122,145,267,82,114,196,265,188,453,286,453,739,10,11,21,765,911,1676,248,663,911,87,156,243,46,75,121,149,299,448,4,8,12,534,1201,1735,42,25,67,64,125,189,0,3,3,106,153,259,1552,1558,3110,6938,7791,14729
LGA10110,229,208,437,688,625,1313,134,107,241,200,211,411,1022,943,1965,498,516,1014,108,115,223,324,291,615,930,922,1852,54,71,125,42,61,103,96,69,165,107,163,270,6,8,14,305,372,677,701,1037,1738,262,230,492,62,62,124,176,271,447,6,8,14,1207,1608,2815,19,9,28,20,54,74,0,0,0,39,63,102,820,942,1762,4552,5058,9610
LGA10150,282,251,533,826,761,1587,322,306,628,122,105,227,1270,1172,2442,471,504,975,306,288,594,253,185,438,1030,977,2007,95,97,192,95,155,250,86,58,144,173,243,416,3,3,6,452,556,1008,787,829,1616,348,344,692,73,79,152,291,440,731,12,14,26,1511,1706,3217,130,125,255,96,172,268,3,8,11,229,305,534,1567,1489,3056,6341,6456,12797
LGA10200,496,478,974,1761,1611,3372,473,449,922,396,386,782,2630,2446,5076,1569,1520,3089,496,434,930,315,324,639,2380,2278,4658,379,301,680,259,319,578,208,108,316,366,444,810,31,19,50,1243,1191,2434,1154,1234,2388,606,449,1055,145,127,272,329,329,658,22,11,33,2256,2150,4406,379,297,676,239,336,575,19,25,44,637,658,1295,4868,3165,8033,14510,12366,26876
LGA10250,352,324,676,927,841,1768,478,514,992,172,185,357,1577,1540,3117,785,770,1555,447,467,914,116,106,222,1348,1343,2691,32,42,74,36,85,121,128,80,208,172,312,484,9,7,16,377,526,903,131,210,341,98,129,227,17,39,56,121,257,378,0,3,3,367,638,1005,13,22,35,49,103,152,3,0,3,65,125,190,1111,1156,2267,5197,5652,10849
LGA10300,28,25,53,71,57,128,27,24,51,0,6,6,98,87,185,62,45,107,14,10,24,0,3,3,76,58,134,5,0,5,0,3,3,8,4,12,0,15,15,0,0,0,13,22,35,7,4,11,0,3,3,0,0,0,0,10,10,0,0,0,7,17,24,0,6,6,0,8,8,0,0,0,0,14,14,138,105,243,360,328,688
LGA10350,1684,1515,3199,4767,4388,9155,2013,1978,3991,1256,1197,2453,8036,7563,15599,3905,4008,7913,1798,1554,3352,865,855,1720,6568,6417,12985,583,525,1108,287,572,859,831,325,1156,625,914,1539,45,27,72,2371,2363,4734,2075,2569,4644,434,544,978,268,303,571,513,650,1163,33,41,74,3323,4107,7430,218,293,511,296,531,827,15,19,34,529,843,1372,7644,7206,14850,30155,30014,60169
LGA10470,405,335,740,987,891,1878,626,604,1230,127,118,245,1740,1613,3353,836,687,1523,456,458,914,200,190,390,1492,1335,2827,54,86,140,27,68,95,234,108,342,190,247,437,3,5,8,508,514,1022,553,813,1366,67,118,185,49,90,139,157,305,462,3,6,9,829,1332,2161,11,15,26,40,89,129,0,5,5,51,109,160,1947,1314,3261,6972,6552,13524
LGA10550,255,241,496,941,911,1852,112,99,211,154,187,341,1207,1197,2404,807,771,1578,223,238,461,102,103,205,1132,1112,2244,39,49,88,15,29,44,137,81,218,102,238,340,10,0,10,303,397,700,33,66,99,25,63,88,5,11,16,56,174,230,3,3,6,122,317,439,11,6,17,31,80,111,0,3,3,42,89,131,964,1062,2026,4025,4415,8440
LGA10600,130,118,248,374,355,729,70,100,170,117,81,198,561,536,1097,352,364,716,26,48,74,101,83,184,479,495,974,16,21,37,17,34,51,51,31,82,70,112,182,4,0,4,158,198,356,18,35,53,21,44,65,0,9,9,32,100,132,0,0,0,71,188,259,4,3,7,10,38,48,0,0,0,14,41,55,325,305,630,1738,1881,3619
