region_id,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spoken_home_Eng_only_M,Lang_spoken_home_Eng_only_F,Lang_spoken_home_Eng_only_P,Lang_spoken_home_Oth_Lang_M,Lang_spoken_home_Oth_Lang_F,Lang_spoken_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
LGA10050,23072,24738,47810,1572,1505,3077,3168,3051,6219,1768,1779,3547,1617,1828,3445,2946,3029,5975,2984,3159,6143,3085,3352,6437,2785,2909,5694,1757,1971,3728,1067,1412,2479,323,743,1066,21658,23393,45051,1412,1346,2758,510,533,1043,28,17,45,7,13,20,545,563,1108,19419,21059,40478,2394,2489,4883,20741,22458,43199,1240,1297,2537,20708,22502,43210,307,318,625,2816,2731,5547,1163,1278,2441,422,746,1168,676,1161,1837,6684,8195,14879,2086,2209,4295,5193,5160,10353,1622,1631,3253,1135,1231,2366,92,94,186,21178,22830,44008,1821,1813,3634
LGA10110,11515,12590,24105,697,707,1404,1641,1556,3197,1085,1220,2305,1151,1336,2487,1306,1308,2614,1245,1437,2682,1551,1682,3233,1342,1376,2718,871,1001,1872,461,660,1121,166,306,472,10712,11801,22513,804,787,1591,682,802,1484,4,5,9,12,7,19,698,814,1512,9411,10357,19768,1406,1409,2815,10113,11128,21241,785,770,1555,10053,11091,21144,191,191,382,1485,1382,2867,812,957,1769,619,800,1419,626,788,1414,4594,5478,10072,533,591,1124,2116,2192,4308,678,687,1365,448,450,898,42,39,81,9848,10733,20581,1840,2063,3903
LGA10150,20032,21182,41214,1208,1192,2400,1971,1844,3815,988,922,1910,1597,1593,3190,3917,3943,7860,3066,3288,6354,2689,2909,5598,2043,2098,4141,1195,1339,2534,993,1187,2180,364,869,1233,19416,20579,39995,615,603,1218,106,110,216,6,3,9,4,4,8,116,117,233,9843,10481,20324,8823,9424,18247,9958,10389,20347,8723,9581,18304,14873,16070,30943,251,228,479,1757,1635,3392,823,788,1611,844,882,1726,1098,1433,2531,10823,11432,22255,672,653,1325,1979,2142,4121,590,655,1245,873,1166,2039,209,338,547,18130,19181,37311,1869,1919,3788
LGA10200,38225,35513,73738,2865,2776,5641,4612,4243,8855,2468,2208,4676,3681,3145,6826,8114,7006,15120,5441,5047,10488,4766,4520,9286,3318,3225,6543,1749,1683,3432,929,1084,2013,283,575,858,37294,34779,72073,931,733,1664,240,181,421,10,5,15,7,5,12,257,191,448,13848,12596,26444,21411,20570,41981,7922,7203,15125,26384,25992,52376,25895,25381,51276,424,410,834,3778,3531,7309,1811,1771,3582,1537,1379,2916,2091,2114,4205,17244,16069,33313,1328,1217,2545,3705,3508,7213,1223,1189,2412,1886,2385,4271,1000,1362,2362,34448,33280,67728,4016,2360,6376
LGA10250,18842,20432,39274,1142,996,2138,2492,2412,4904,1232,1164,2396,811,786,1597,1605,1675,3280,2245,2644,4889,2728,3050,5778,2845,2999,5844,1953,2167,4120,1269,1660,2929,520,878,1398,17775,19378,37153,1068,1054,2122,522,645,1167,16,14,30,18,10,28,556,669,1225,15952,17216,33168,1993,2224,4217,17534,19011,36545,589,696,1285,17284,18737,36021,286,267,553,2267,2207,4474,868,864,1732,191,267,458,474,893,1367,5825,6591,12416,1148,1208,2356,4681,5348,10029,1426,1577,3003,1007,1041,2048,36,33,69,17619,19127,36746,1327,1376,2703
LGA10300,1175,1108,2283,87,79,166,171,131,302,76,63,139,56,57,113,107,112,219,150,148,298,174,187,361,178,150,328,106,91,197,60,64,124,9,26,35,1091,1038,2129,84,71,155,63,79,142,3,3,6,3,3,6,69,85,154,1001,935,1936,76,94,170,992,947,1939,80,95,175,1021,980,2001,21,26,47,139,109,248,45,40,85,8,11,19,7,35,42,206,279,485,104,124,228,227,211,438,119,82,201,138,94,232,7,16,23,1043,1011,2054,214,127,341
LGA10350,89928,92424,182352,7172,6619,13791,13254,12503,25757,6674,6273,12947,6301,6185,12486,11942,12736,24678,11751,12639,24390,11943,12196,24139,9545,9578,19123,6082,6080,12162,3873,5083,8956,1391,2533,3924,87738,90438,178176,2189,1988,4177,589,688,1277,41,49,90,12,9,21,642,746,1388,50682,51826,102508,33533,35188,68721,35690,36736,72426,48886,50907,99793,76954,79492,156446,1506,1378,2884,11302,10705,22007,5015,4918,9933,2343,2345,4688,2345,3464,5809,32616,33796,66412,3835,3804,7639,15378,15580,30958,4344,4870,9214,4953,6104,11057,1582,2348,3930,84712,87374,172086,5100,4882,9982
LGA10470,19327,19192,38519,1344,1300,2644,2797,2555,5352,1568,1459,3027,1661,1539,3200,2343,2142,4485,2442,2489,4931,2503,2550,5053,2260,2213,4473,1465,1467,2932,757,1018,1775,187,459,646,18255,18318,36573,1073,872,1945,826,739,1565,15,21,36,14,20,34,855,780,1635,16531,16644,33175,1709,1482,3191,17151,17731,34882,634,627,1261,17027,17611,34638,302,266,568,2516,2286,4802,1126,1116,2242,595,744,1339,485,829,1314,5651,6700,12351,999,948,1947,4543,4376,8919,1308,1323,2631,820,739,1559,48,44,92,16846,17482,34328,2526,1827,4353
LGA10550,15684,16266,31950,858,827,1685,1993,1913,3906,1048,1008,2056,588,506,1094,1087,1241,2328,1649,1847,3496,2366,2668,5034,2777,2741,5518,1997,1897,3894,1013,1121,2134,308,497,805,14402,15114,29516,1281,1152,2433,427,446,873,9,7,16,6,9,15,442,462,904,13064,13485,26549,1797,1955,3752,14607,15137,29744,424,492,916,14397,14977,29374,184,199,383,1793,1714,3507,735,742,1477,113,107,220,236,590,826,4267,4908,9175,1200,1359,2559,4063,4082,8145,1281,1188,2469,958,836,1794,55,22,77,14288,14897,29185,1424,1415,2839
LGA10600,6074,6444,12518,361,330,691,903,852,1755,402,406,808,204,212,416,411,438,849,657,823,1480,953,1101,2054,1004,970,1974,672,708,1380,380,413,793,127,190,317,5633,6051,11684,440,393,833,179,183,362,7,3,10,7,0,7,193,186,379,5113,5376,10489,695,835,1530,5702,6075,11777,180,212,392,5601,5941,11542,108,89,197,820,789,1609,297,315,612,35,56,91,151,327,478,1644,2092,3736,377,399,776,1574,1567,3141,535,533,1068,350,320,670,18,13,31,5689,6076,11765,332,331,663
