region_id,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_unit_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_unit_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_unit_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_unit_aprt,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_Ps_not_in_s_hh_DS_Flt_ut_at,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Fl_u_at,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flt_unt_apt,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flt_unit_apt,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_unit_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flt_unt_apt,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flt_unt_apt,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_unit_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
LGA10050,4830,233,336,39,0,5438,5902,160,339,4,0,6405,1712,429,1625,10,7,3783,584,13,230,0,0,827,685,99,270,8,4,1066,45,41,58,0,0,144,103,14,26,24,3,170,69,0,18,0,0,87,3198,596,2227,42,14,6077,123,22,3,0,0,148,354,45,142,6,0,547,14407,1056,3047,91,14,18615
LGA10110,2736,75,63,10,5,2889,2230,35,53,3,4,2325,1019,201,574,7,0,1801,282,62,106,0,0,450,399,36,81,4,0,520,40,35,27,0,0,102,83,8,14,19,0,124,64,7,5,0,0,76,1887,349,807,30,0,3073,53,14,4,0,0,71,176,18,32,5,0,231,7082,491,959,48,9,8589
LGA10150,2882,475,1041,6,3,4407,1852,635,1742,8,3,4240,592,469,3500,45,16,4622,27,41,163,0,0,231,237,129,581,18,7,972,32,10,114,3,0,159,25,12,49,6,0,92,30,3,29,3,0,65,943,664,4436,75,23,6141,26,13,83,0,0,122,156,48,177,3,3,387,5859,1835,7479,92,32,15297
LGA10200,4128,547,819,8,3,5505,3863,960,2271,8,3,7105,1394,592,3816,13,9,5824,243,246,338,3,6,836,673,162,574,18,5,1432,41,33,57,0,0,131,127,13,91,5,0,236,62,16,49,0,0,127,2540,1062,4925,39,20,8586,77,18,40,0,0,135,388,84,277,0,0,749,10996,2671,8332,55,26,22080
LGA10250,4922,569,451,329,3,6274,3577,347,226,19,0,4169,1159,632,606,14,4,2415,224,115,263,0,0,602,660,210,171,22,0,1063,50,29,55,0,0,134,141,9,12,80,0,242,65,12,12,5,0,94,2299,1007,1119,121,4,4550,65,16,111,8,0,200,234,57,89,24,0,404,11097,1996,1996,501,7,15597
LGA10300,327,0,0,0,0,327,212,3,0,4,0,219,32,5,7,0,0,44,13,0,6,0,0,19,82,3,0,0,0,85,14,4,3,0,0,21,40,0,5,0,0,45,16,3,0,5,0,24,197,15,21,5,0,238,10,0,0,0,0,10,22,0,4,6,0,32,768,18,25,15,0,826
LGA10350,16494,2054,867,39,13,19467,13430,3634,1860,31,28,18983,3453,1465,2204,83,33,7238,2399,1076,1815,0,5,5295,1804,488,398,37,8,2735,114,169,184,3,0,470,308,94,72,32,0,506,200,52,50,3,0,305,8278,3344,4723,158,46,16549,239,59,90,5,3,396,1182,283,366,11,0,1842,39623,9374,7906,244,90,57237
LGA10470,4138,180,124,24,7,4473,4461,136,83,6,7,4693,1476,430,471,3,6,2386,386,70,93,6,0,555,665,95,72,3,5,840,40,29,3,0,0,72,85,6,7,5,3,106,84,9,4,3,0,100,2736,639,650,20,14,4059,59,6,5,0,0,70,269,46,36,8,0,359,11663,1007,898,58,28,13654
LGA10550,4884,306,273,137,10,5610,3321,112,124,29,0,3586,872,190,391,6,4,1463,245,57,43,0,0,345,636,65,123,28,0,852,39,41,22,0,0,102,100,9,15,25,0,149,86,13,8,5,0,112,1978,375,602,64,4,3023,70,31,10,3,0,114,251,41,39,13,0,344,10504,865,1048,246,14,12677
LGA10600,2075,12,44,103,0,2234,1284,8,9,12,4,1317,446,49,74,3,0,572,63,9,28,0,0,100,384,13,37,26,0,460,19,5,3,5,0,32,45,0,0,25,0,70,40,0,3,9,0,52,997,76,145,68,0,1286,39,0,9,3,0,51,97,10,9,5,0,121,4492,106,216,191,4,5009
