region_id,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
LGA10050,25,27,287,221,107,595,35,296,33,1626,116,272,578,411,242,405,127,250,28,2429,412,1077,832,467,523,381,304,418,69,4483,661,943,622,507,739,372,376,440,71,4731,695,1063,661,462,843,370,403,514,70,5081,448,715,363,294,562,250,337,384,64,3417,104,117,60,34,95,40,64,61,19,594,13,19,3,3,3,10,0,9,7,67,3,0,0,0,0,0,0,0,3,6,2477,4233,3406,2399,3114,2423,1646,2372,364,22434
LGA10110,19,23,100,126,52,302,17,158,25,822,67,134,180,240,157,230,34,169,12,1223,195,423,246,187,226,181,48,155,23,1684,287,565,209,214,281,142,55,147,22,1922,397,775,272,189,396,140,112,208,32,2521,306,557,188,144,247,91,67,126,25,1751,128,92,35,17,37,23,12,35,6,385,33,3,8,0,8,0,4,10,0,66,0,0,0,0,0,0,0,3,0,3,1432,2572,1238,1117,1404,1109,349,1011,145,10377
LGA10150,6,26,32,113,49,219,9,63,5,522,96,374,197,366,285,382,39,177,45,1961,609,2149,627,561,901,493,146,366,88,5940,824,1783,446,322,819,278,151,233,67,4923,637,1442,457,315,651,242,224,269,68,4305,303,795,266,175,446,132,150,184,33,2484,48,102,54,30,64,25,27,60,16,426,3,10,5,4,4,9,4,5,3,47,0,3,0,0,0,6,0,0,3,12,2526,6684,2084,1886,3219,1786,750,1357,328,20620
LGA10200,9,34,112,110,78,287,17,119,45,811,117,568,505,443,506,556,133,429,151,3408,842,2623,1178,730,1361,797,513,927,268,9239,810,1432,898,461,892,364,538,684,179,6258,627,802,891,407,779,337,677,959,157,5636,310,472,462,225,450,152,407,532,82,3092,51,73,57,39,65,20,42,57,17,421,3,11,3,3,6,0,3,9,3,41,0,0,0,0,0,0,6,0,0,6,2769,6015,4106,2418,4137,2513,2336,3716,902,28912
LGA10250,20,6,146,126,41,470,23,240,15,1087,54,87,221,179,91,242,51,150,11,1086,262,507,428,281,259,221,124,211,21,2314,516,902,494,464,498,305,139,321,40,3679,651,1003,567,533,658,338,226,422,49,4447,547,770,386,260,479,234,182,333,43,3234,178,111,56,36,75,46,51,68,14,635,44,8,0,6,7,5,4,3,13,90,8,0,0,3,0,0,0,0,8,19,2280,3394,2298,1888,2108,1861,800,1748,214,16591
LGA10300,3,0,7,0,4,14,6,13,0,47,6,3,15,15,9,7,3,18,0,76,38,15,21,16,11,6,18,25,7,157,66,17,18,23,29,10,21,29,7,220,84,19,22,34,26,9,23,44,3,264,61,19,13,7,21,5,27,46,0,199,24,3,7,4,3,0,3,6,6,56,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,292,76,103,99,103,51,101,181,23,1029
LGA10350,58,92,625,473,341,1156,87,487,75,3394,374,1164,1242,993,1326,1222,339,565,224,7449,1659,3877,2472,1247,2893,1233,1026,1089,454,15950,1918,3067,2494,1272,2891,1171,1492,1420,359,16084,1833,2272,2376,1254,2912,1122,1897,1916,356,15938,986,1352,1303,642,1885,625,1142,1144,208,9287,141,260,243,97,327,106,211,185,57,1627,18,23,11,3,23,4,11,13,18,124,0,0,6,0,5,0,0,5,0,16,6987,12107,10772,5981,12603,6639,6205,6824,1751,69869
LGA10470,20,36,183,178,71,434,28,260,19,1229,82,220,431,362,191,354,85,259,19,2003,318,630,601,339,383,284,170,333,59,3117,478,801,541,417,508,251,281,401,52,3730,596,855,488,382,604,225,285,491,56,3982,442,616,322,238,407,179,225,302,39,2770,159,122,43,45,68,38,54,53,11,593,50,12,6,0,6,3,3,4,9,93,7,0,0,0,0,0,0,0,5,12,2152,3292,2615,1961,2238,1768,1131,2103,269,17529
LGA10550,13,13,166,145,24,288,22,191,14,876,35,39,215,118,64,90,26,164,3,754,147,229,319,200,163,127,112,254,19,1570,366,429,398,333,318,233,184,314,32,2607,544,723,490,440,487,324,242,491,46,3787,538,558,317,261,342,222,210,316,38,2802,171,83,59,26,58,48,41,68,8,562,38,11,0,0,6,5,0,7,7,74,6,0,0,0,0,0,0,3,0,9,1858,2085,1964,1523,1462,1337,837,1808,167,13041
LGA10600,6,0,52,46,6,67,6,73,3,259,13,10,56,33,21,26,16,44,6,225,44,79,94,60,46,41,38,76,16,494,133,254,150,126,119,78,52,98,17,1027,203,351,186,186,176,108,90,168,19,1487,198,268,114,103,114,58,63,108,18,1044,85,28,17,8,17,6,18,18,7,204,26,0,0,0,0,0,0,0,6,32,3,0,0,0,0,0,0,3,0,6,711,990,669,562,499,384,283,588,92,4778
