region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
101011001,1800,226,148,19,0,4,23,2220
101011002,1091,92,68,10,0,4,13,1278
101011003,643,52,43,6,0,3,0,747
101011004,1252,84,68,12,0,0,7,1423
101011005,945,81,62,12,0,4,4,1108
101011006,656,42,47,8,0,0,5,758
101021007,279,19,20,0,0,0,3,321
101021008,922,90,64,14,0,0,5,1095
101021009,787,86,55,8,3,3,3,945
101021010,403,26,17,3,0,0,3,452
101021011,1765,150,88,16,0,5,10,2034
101021012,1773,142,74,5,0,0,3,1997
101031013,202,18,16,0,0,0,4,240
101031014,543,47,36,4,3,0,3,636
101031015,299,25,11,0,0,0,0,335
101031016,595,30,24,4,0,3,0,656
101041017,514,51,47,4,0,0,5,621
101041018,533,71,33,4,0,4,4,649
101041019,713,57,54,7,0,0,8,839
101041020,806,78,48,11,0,3,8,954
101041021,207,19,15,6,0,0,3,250
101041022,4,0,0,0,0,0,0,4
101041023,224,27,6,0,0,0,6,263
101041024,280,26,11,3,0,3,3,326
101041025,722,68,36,3,0,3,8,840
101041026,555,57,44,3,0,3,5,667
101041027,519,76,26,11,0,0,11,643
102011028,865,62,31,3,0,0,3,964
102011029,1125,86,39,7,0,3,10,1270
102011030,461,32,25,6,0,0,0,524
102011031,1383,134,60,14,3,0,10,1604
102011032,1435,131,84,11,0,0,5,1666
102011033,851,69,54,12,0,0,0,986
102011034,686,84,39,5,0,3,6,823
102011035,754,69,47,7,3,0,5,885
102011036,1027,78,66,4,0,0,3,1178
102011037,654,44,33,5,0,0,5,741
102011038,687,72,44,5,3,0,7,818
102011039,1295,110,55,8,0,0,6,1474
102011040,1748,172,139,19,3,0,22,2103
102011041,1072,104,44,10,0,0,5,1235
102011042,1069,115,65,10,0,3,9,1271
102011043,1021,104,72,4,3,0,5,1209
102021044,1962,198,149,13,0,0,17,2339
102021045,1037,134,125,17,0,4,16,1333
102021046,706,91,52,9,4,3,12,877
102021047,1671,167,101,15,4,0,18,1976
102021048,1627,213,143,30,4,8,24,2049
102021049,354,29,18,7,0,3,3,414
102021050,778,83,58,12,0,0,3,934
102021051,557,54,29,12,0,0,4,656
102021052,483,52,49,6,0,0,16,606
102021053,835,139,66,13,0,0,10,1063
102021054,647,79,34,7,0,5,4,776
102021055,542,54,34,5,0,0,4,639
102021056,1441,137,111,20,0,0,11,1720
102021057,646,84,68,11,3,3,7,822
103011058,1904,155,110,16,0,4,12,2201
103011059,989,112,61,10,3,6,8,1189
103011060,702,63,28,9,0,5,4,811
103011061,423,38,29,4,0,0,3,497
103021062,659,31,31,9,0,0,19,749
103021063,730,75,48,3,0,3,3,862
103021064,474,32,29,3,0,0,3,541
103021065,817,62,46,8,3,3,19,958
103021066,318,20,20,3,0,0,3,364
103021067,981,78,72,7,0,3,15,1156
103021068,291,20,17,9,0,0,0,337
103021069,548,42,37,8,0,3,9,647
103031070,970,99,70,12,4,4,11,1170
103031071,735,56,57,8,0,3,7,866
103031072,954,98,73,7,0,3,9,1144
103031073,259,28,20,3,0,0,6,316
103031074,913,81,55,11,4,0,17,1081
103031075,0,0,0,0,0,0,0,0
103041076,692,51,47,11,0,0,4,805
103041077,1540,154,100,20,3,7,8,1832
103041078,1881,133,110,12,0,4,10,2150
103041079,1249,98,66,8,4,0,6,1431
104011080,1364,133,119,23,0,8,20,1667
104011081,1331,121,99,30,0,3,15,1599
104011082,1134,112,64,11,0,8,14,1343
104021083,513,60,29,3,0,0,3,608
104021084,1277,157,88,12,0,4,12,1550
104021085,651,49,43,5,0,4,3,755
104021086,401,37,24,3,0,0,6,471
104021087,252,25,17,3,0,0,3,300
104021088,825,83,40,5,0,0,7,960
104021089,1717,166,113,30,0,7,9,2042
104021090,330,34,33,0,0,0,3,400
104021091,980,89,66,12,3,0,9,1159
105011092,321,16,9,17,3,0,12,378
105011093,416,34,40,5,0,0,4,499
105011094,345,15,13,8,0,0,8,389
105011095,470,38,26,6,3,0,6,549
105011096,457,34,33,21,0,7,11,563
105021097,1344,153,108,13,0,4,17,1639
105021098,215,11,5,5,0,3,3,242
105031099,671,40,40,3,3,3,16,776
105031100,1022,79,69,23,3,6,9,1211
105031101,1426,115,88,13,4,0,15,1661
105031102,668,67,47,8,0,0,11,801
105031103,571,49,23,12,0,0,4,659
105031104,376,21,27,7,0,0,12,443
105031105,591,37,29,3,3,0,13,676
105031106,670,42,43,8,3,0,20,786
106011107,1042,91,66,14,3,3,10,1229
106011108,1701,198,151,20,3,3,19,2095
106011109,717,61,57,13,0,3,7,858
106011110,849,66,50,12,0,0,7,984
106011111,1492,167,124,29,4,4,28,1848
106011112,1775,144,125,9,0,3,11,2067
106011113,579,48,28,11,0,0,9,675
106021114,441,42,26,3,0,0,3,515
106021115,2676,265,178,19,0,4,16,3158
106021116,836,54,39,9,0,3,3,944
106021117,1958,191,139,24,3,3,13,2331
106021118,1166,92,74,12,3,0,6,1353
106031119,526,57,37,6,0,3,5,634
106031120,520,55,39,5,3,0,12,634
106031121,1486,146,83,15,3,0,5,1738
106031122,1131,158,124,18,0,0,21,1452
106031123,719,52,30,5,3,3,3,815
106031124,249,28,13,3,0,0,0,293
106031125,1443,121,74,12,0,0,4,1654
106041126,1099,100,111,10,0,0,11,1331
106041127,390,32,29,5,0,0,4,460
106041128,613,41,35,5,0,3,4,701
106041129,752,64,47,4,0,0,8,875
107011130,2453,188,144,29,3,7,26,2850
107011131,2229,237,140,20,3,10,22,2661
107011132,1016,89,62,11,0,0,0,1178
107011133,0,0,0,0,0,0,0,0
107011134,1988,124,81,19,0,0,13,2225
107021135,0,0,0,0,0,0,0,0
107031136,1729,159,112,24,3,3,8,2038
107031137,662,93,55,16,0,0,5,831
107031138,668,65,27,0,0,0,4,764
107031139,710,57,30,3,0,3,3,806
107031140,762,47,34,11,0,0,4,858
107031141,1761,149,81,8,0,0,10,2009
107031142,1089,86,55,14,0,4,11,1259
107031143,1711,199,126,31,3,3,22,2095
107041144,2072,139,84,16,0,3,12,2326
107041145,1403,101,73,19,0,4,9,1609
107041146,2274,131,81,8,3,0,8,2505
107041147,1213,62,43,7,0,0,0,1325
107041148,1289,86,45,9,0,3,6,1438
107041149,1943,143,80,17,3,4,9,2199
107041150,2131,165,83,15,0,0,4,2398
108011151,442,37,27,5,0,0,11,522
108011152,894,88,47,8,0,3,8,1048
108011153,438,48,24,7,0,0,9,526
108011154,271,33,19,0,0,3,6,332
108021155,978,89,69,24,6,0,21,1187
108021156,710,50,56,12,0,3,9,840
108021157,313,27,28,3,4,0,0,375
108021158,365,36,27,3,0,3,5,439
108021159,599,52,49,6,0,3,9,718
108021160,330,44,22,3,0,3,3,405
108031161,36,0,0,0,0,0,0,36
108041162,1248,117,70,6,0,5,12,1458
108041163,2310,239,121,17,0,0,14,2701
108041164,970,116,70,15,0,3,15,1189
108041165,468,55,33,6,0,0,8,570
108041166,911,86,73,13,0,4,10,1097
108051167,404,17,23,4,0,0,9,457
108051168,817,76,52,11,3,0,7,966
108051169,1428,167,122,29,5,5,23,1779
108051170,879,79,52,14,0,5,25,1054
108051171,427,29,27,9,0,4,3,499
109011172,1391,114,56,7,0,0,10,1578
109011173,834,76,41,6,0,3,9,969
109011174,819,65,30,12,0,0,5,931
109011175,1196,74,59,5,0,0,16,1350
109011176,1083,102,93,7,0,0,10,1295
109021177,270,18,20,3,0,3,7,321
109021178,529,33,44,10,0,0,14,630
109021179,350,19,9,0,0,4,3,385
109031180,451,35,36,3,0,0,4,529
109031181,564,47,41,6,0,0,10,668
109031182,570,50,31,10,0,4,3,668
109031183,649,40,31,10,0,3,7,740
109031184,409,30,22,4,0,5,4,474
109031185,751,56,46,5,0,4,7,869
110011186,1817,144,86,17,4,5,12,2085
110011187,415,31,25,10,0,0,4,485
110011188,633,39,28,4,0,0,11,715
110011189,304,8,16,5,0,0,4,337
110021190,650,61,39,7,0,0,8,765
110021191,938,88,76,11,0,3,13,1129
110021192,465,45,36,12,0,3,14,575
110021193,525,45,31,7,0,0,5,613
110021194,488,46,47,4,0,0,6,591
110031195,657,49,41,17,0,4,14,782
110031196,577,32,43,6,3,0,10,671
110031197,642,43,54,5,0,0,11,755
110031198,492,22,26,5,0,5,4,554
110041199,753,69,56,8,3,0,12,901
110041200,467,46,21,8,0,0,8,550
110041201,622,56,43,14,0,3,8,746
110041202,1778,168,110,14,0,0,11,2081
110041203,1083,105,61,9,0,3,9,1270
110041204,411,40,43,14,0,4,9,521
110041205,1751,156,81,19,0,3,15,2025
111011206,1788,150,98,24,3,3,7,2073
