region_id,P_SOL_SE_Tot_2001_2005,P_SOL_SE_Tot_2006,P_SOL_SE_Tot_2007,P_SOL_SE_Tot_2008,P_SOL_SE_Tot_2009,P_SOL_SE_Tot_2010,P_SOL_SE_Tot_2011,P_SOL_SE_Tot_arrival_ns,P_SOL_SE_Tot_Total,P_L_prof_Eng_ns_bf1996,P_L_prof_Eng_ns_1996_2000,P_L_prof_Eng_ns_2001_2005,P_L_prof_Eng_ns_2006,P_L_prof_Eng_ns_2007,P_L_prof_Eng_ns_2008,P_L_prof_Eng_ns_2009,P_L_prof_Eng_ns_2010,P_L_prof_Eng_ns_2011,P_L_prof_Eng_ns_arrival_ns,P_L_prof_Eng_ns_Total,P_Tot_bf1996,P_Tot_1996_2000,P_Tot_2001_2005,P_Tot_2006,P_Tot_2007,P_Tot_2008,P_Tot_2009,P_Tot_2010,P_Tot_2011,P_Tot_Yr_arrival_not_stated,P_Tot_Total
101011001,56,15,25,38,29,51,18,152,626,7,0,3,0,0,0,0,3,0,0,13,1006,59,98,29,43,56,44,68,29,219,1651
101011002,17,0,3,6,5,6,9,6,245,3,0,0,0,0,0,0,0,0,0,3,873,45,35,5,9,17,8,14,15,52,1073
101011003,19,0,0,0,15,10,6,9,138,0,0,0,0,0,0,0,0,0,0,0,342,33,41,6,10,14,26,17,6,38,533
101011004,20,0,5,8,6,9,3,15,224,0,0,0,0,0,0,0,0,0,0,0,896,76,99,9,21,23,13,12,3,50,1202
101011005,30,3,10,11,9,3,9,12,185,0,0,0,0,0,0,0,0,0,0,0,374,31,52,7,14,14,13,9,9,33,556
101011006,6,0,9,12,0,8,0,0,100,3,0,0,0,0,0,0,0,0,0,3,329,21,24,3,9,15,5,14,4,14,438
101021007,4,0,0,0,0,0,4,4,75,0,0,0,0,0,0,0,0,0,0,0,332,14,22,3,6,0,6,3,4,13,403
101021008,77,26,11,29,17,13,22,25,786,0,0,3,0,0,0,4,0,0,0,7,975,67,115,35,31,43,34,23,29,55,1407
101021009,141,54,95,123,119,69,46,53,1478,10,0,0,0,0,0,0,0,3,6,19,1337,131,190,70,110,146,138,94,64,114,2394
101021010,58,39,43,70,69,65,34,11,616,4,0,4,0,0,0,3,0,0,0,11,514,51,90,57,61,86,86,73,45,27,1090
101021011,18,7,0,9,12,6,0,9,365,3,0,0,0,0,0,0,0,0,3,6,1535,118,102,30,19,37,22,12,10,67,1952
101021012,81,33,14,26,26,22,7,29,826,4,0,0,0,0,0,0,0,0,0,4,1284,163,189,59,31,55,51,64,21,73,1990
101031013,0,0,0,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,169,5,3,0,4,0,7,0,0,4,192
101031014,30,8,9,10,18,4,6,39,360,0,0,3,0,0,0,0,0,0,0,3,709,41,61,12,15,14,18,12,12,53,947
101031015,0,3,6,3,3,0,3,3,108,0,0,0,0,0,0,0,0,0,0,0,371,7,12,6,6,6,6,5,3,18,440
101031016,16,3,0,8,14,9,10,15,197,3,0,3,0,0,0,0,0,0,0,6,545,44,49,7,10,20,18,29,18,48,788
101041017,8,3,7,3,0,3,11,9,227,0,0,0,0,0,0,0,0,0,5,5,875,21,40,3,22,9,10,10,14,41,1045
101041018,11,0,0,5,3,10,0,3,267,3,0,0,0,0,0,0,0,0,0,3,1009,33,39,12,6,11,9,13,3,45,1180
101041019,22,3,7,8,6,4,0,0,128,0,0,0,0,0,0,0,0,0,0,0,518,24,45,14,11,8,12,4,4,34,674
101041020,11,3,0,0,3,8,3,3,159,0,0,0,0,0,0,0,0,0,0,0,882,50,35,3,0,7,10,8,9,52,1056
101041021,15,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,300,19,35,0,4,6,0,0,0,18,382
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6
101041023,5,0,3,3,0,4,0,0,69,0,0,0,0,0,0,0,0,0,0,0,283,9,8,0,3,6,3,7,0,17,336
101041024,0,0,0,3,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0,0,317,10,8,0,0,9,3,3,3,21,374
101041025,14,4,3,6,0,10,3,13,227,0,0,0,0,0,0,0,0,0,0,0,1095,50,64,18,13,26,11,25,9,58,1369
101041026,6,3,3,3,3,3,0,9,168,0,0,0,0,0,0,0,0,0,0,0,850,30,31,3,11,10,11,11,6,43,1006
101041027,11,6,3,6,0,6,3,15,230,0,0,0,0,3,0,0,0,0,0,3,1020,39,42,9,9,14,6,6,3,75,1223
